k_s_per_km,kPk_pi_p1_1,kPk_pi_p2_1,kPk_pi_p7_1,kPk_pi_p8_1,kPk_pi_p9_1
1.357182e+00,2.260387e-11,3.210504e-11,4.003141e-11,2.956149e-11,3.035112e-11
1.357609e+00,2.225849e-11,3.245709e-11,3.950877e-11,2.996598e-11,3.015444e-11
1.358035e+00,2.186696e-11,3.282070e-11,3.899821e-11,3.046853e-11,2.992056e-11
1.358462e+00,2.144226e-11,3.318634e-11,3.849751e-11,3.107704e-11,2.967749e-11
1.358888e+00,2.099670e-11,3.354113e-11,3.800815e-11,3.178647e-11,2.945453e-11
1.359314e+00,2.054202e-11,3.387597e-11,3.752951e-11,3.258623e-11,2.926691e-11
1.359741e+00,2.008862e-11,3.418387e-11,3.706319e-11,3.345711e-11,2.911253e-11
1.360167e+00,1.964399e-11,3.445902e-11,3.661650e-11,3.436469e-11,2.897401e-11
1.360594e+00,1.921222e-11,3.470082e-11,3.619308e-11,3.527645e-11,2.882281e-11
1.361020e+00,1.879218e-11,3.490880e-11,3.580042e-11,3.614572e-11,2.863145e-11
1.361446e+00,1.837845e-11,3.509151e-11,3.543561e-11,3.694463e-11,2.839087e-11
1.361873e+00,1.796262e-11,3.525507e-11,3.509766e-11,3.764691e-11,2.811733e-11
1.362299e+00,1.753584e-11,3.540451e-11,3.478734e-11,3.823437e-11,2.785114e-11
1.362725e+00,1.709325e-11,3.554416e-11,3.450555e-11,3.870572e-11,2.763661e-11
1.363152e+00,1.663446e-11,3.567501e-11,3.425706e-11,3.906967e-11,2.750099e-11
1.363578e+00,1.616473e-11,3.579395e-11,3.405016e-11,3.933941e-11,2.743897e-11
1.364005e+00,1.569518e-11,3.589624e-11,3.388907e-11,3.953274e-11,2.741134e-11
1.364431e+00,1.523950e-11,3.597476e-11,3.377571e-11,3.966263e-11,2.736946e-11
1.364857e+00,1.481206e-11,3.602313e-11,3.370619e-11,3.973598e-11,2.728492e-11
1.365284e+00,1.442654e-11,3.603533e-11,3.367421e-11,3.974947e-11,2.716884e-11
1.365710e+00,1.409472e-11,3.600699e-11,3.367375e-11,3.969129e-11,2.706906e-11
1.366137e+00,1.382621e-11,3.593675e-11,3.370044e-11,3.954388e-11,2.704252e-11
1.366563e+00,1.362823e-11,3.582708e-11,3.375203e-11,3.929040e-11,2.712436e-11
1.366989e+00,1.350476e-11,3.568324e-11,3.382677e-11,3.891965e-11,2.730902e-11
1.367416e+00,1.345579e-11,3.551306e-11,3.392033e-11,3.843100e-11,2.755949e-11
1.367842e+00,1.347596e-11,3.532727e-11,3.402306e-11,3.784209e-11,2.783304e-11
1.368268e+00,1.355364e-11,3.513447e-11,3.412176e-11,3.718197e-11,2.811516e-11
1.368695e+00,1.367149e-11,3.493997e-11,3.420120e-11,3.649033e-11,2.843039e-11
1.369121e+00,1.380718e-11,3.474572e-11,3.424749e-11,3.581596e-11,2.882683e-11
1.369548e+00,1.393577e-11,3.454595e-11,3.425120e-11,3.519871e-11,2.935461e-11
1.369974e+00,1.403361e-11,3.433125e-11,3.420626e-11,3.467476e-11,3.003313e-11
1.370400e+00,1.408022e-11,3.408742e-11,3.410811e-11,3.426117e-11,3.085331e-11
1.370827e+00,1.405941e-11,3.379976e-11,3.395069e-11,3.396059e-11,3.178877e-11
1.371253e+00,1.396175e-11,3.345586e-11,3.372592e-11,3.376244e-11,3.281573e-11
1.371680e+00,1.378481e-11,3.304690e-11,3.342351e-11,3.364835e-11,3.393279e-11
1.372106e+00,1.353294e-11,3.257374e-11,3.303544e-11,3.360031e-11,3.514890e-11
1.372532e+00,1.321881e-11,3.204620e-11,3.255902e-11,3.360280e-11,3.648140e-11
1.372959e+00,1.286321e-11,3.148518e-11,3.199877e-11,3.365040e-11,3.793286e-11
1.373385e+00,1.249427e-11,3.092261e-11,3.136528e-11,3.374626e-11,3.948148e-11
1.373811e+00,1.214603e-11,3.039309e-11,3.066673e-11,3.389694e-11,4.110289e-11
1.374238e+00,1.185460e-11,2.993508e-11,2.990922e-11,3.410844e-11,4.276603e-11
1.374664e+00,1.165367e-11,2.958899e-11,2.910266e-11,3.437966e-11,4.442436e-11
1.375091e+00,1.157100e-11,2.938530e-11,2.825078e-11,3.470203e-11,4.604665e-11
1.375517e+00,1.162546e-11,2.934743e-11,2.736829e-11,3.505510e-11,4.759140e-11
1.375943e+00,1.182529e-11,2.948484e-11,2.646842e-11,3.541430e-11,4.903876e-11
1.376370e+00,1.216997e-11,2.979605e-11,2.556752e-11,3.575456e-11,5.037934e-11
1.376796e+00,1.265143e-11,3.026562e-11,2.468884e-11,3.605392e-11,5.159753e-11
1.377223e+00,1.325607e-11,3.087256e-11,2.384476e-11,3.630286e-11,5.267882e-11
1.377649e+00,1.396654e-11,3.158576e-11,2.305164e-11,3.650060e-11,5.357751e-11
1.378075e+00,1.476158e-11,3.237626e-11,2.231682e-11,3.665836e-11,5.424049e-11
1.378502e+00,1.561690e-11,3.321692e-11,2.164730e-11,3.679287e-11,5.461905e-11
1.378928e+00,1.650416e-11,3.407840e-11,2.105516e-11,3.692127e-11,5.469618e-11
1.379354e+00,1.739207e-11,3.494298e-11,2.054881e-11,3.705908e-11,5.450419e-11
1.379781e+00,1.824909e-11,3.579945e-11,2.013753e-11,3.721602e-11,5.410472e-11
1.380207e+00,1.904487e-11,3.663621e-11,1.983058e-11,3.739393e-11,5.355828e-11
1.380634e+00,1.975336e-11,3.745407e-11,1.962908e-11,3.759167e-11,5.288057e-11
1.381060e+00,2.035480e-11,3.825053e-11,1.953139e-11,3.780548e-11,5.204368e-11
1.381486e+00,2.083599e-11,3.902471e-11,1.953144e-11,3.803319e-11,5.100297e-11
1.381913e+00,2.119056e-11,3.977339e-11,1.962149e-11,3.827535e-11,4.974513e-11
1.382339e+00,2.141812e-11,4.048202e-11,1.979306e-11,3.853285e-11,4.833410e-11
1.382766e+00,2.152369e-11,4.113696e-11,2.003965e-11,3.880868e-11,4.687854e-11
1.383192e+00,2.151743e-11,4.171412e-11,2.035198e-11,3.909836e-11,4.550147e-11
1.383618e+00,2.141559e-11,4.218544e-11,2.072283e-11,3.939235e-11,4.425741e-11
1.384045e+00,2.124045e-11,4.252954e-11,2.113760e-11,3.967373e-11,4.310347e-11
1.384471e+00,2.101870e-11,4.272311e-11,2.157891e-11,3.991858e-11,4.197127e-11
1.384897e+00,2.077983e-11,4.274972e-11,2.203219e-11,4.010353e-11,4.081799e-11
1.385324e+00,2.055317e-11,4.259700e-11,2.248423e-11,4.020750e-11,3.967821e-11
1.385750e+00,2.036431e-11,4.226183e-11,2.292039e-11,4.021499e-11,3.865379e-11
1.386177e+00,2.023310e-11,4.174837e-11,2.333210e-11,4.012015e-11,3.782864e-11
1.386603e+00,2.017204e-11,4.107298e-11,2.370796e-11,3.992540e-11,3.722505e-11
1.387029e+00,2.018626e-11,4.025705e-11,2.404041e-11,3.963776e-11,3.677416e-11
1.387456e+00,2.027426e-11,3.932657e-11,2.432251e-11,3.926492e-11,3.637131e-11
1.387882e+00,2.042890e-11,3.831809e-11,2.454664e-11,3.881656e-11,3.595190e-11
1.388309e+00,2.063902e-11,3.726085e-11,2.470952e-11,3.829603e-11,3.553266e-11
1.388735e+00,2.088998e-11,3.619222e-11,2.480836e-11,3.770809e-11,3.520338e-11
1.389161e+00,2.116464e-11,3.513907e-11,2.484419e-11,3.705350e-11,3.504971e-11
1.389588e+00,2.144474e-11,3.412574e-11,2.481960e-11,3.633603e-11,3.508553e-11
1.390014e+00,2.171326e-11,3.317711e-11,2.473886e-11,3.556876e-11,3.523052e-11
1.390440e+00,2.195774e-11,3.230521e-11,2.460700e-11,3.476569e-11,3.535946e-11
1.390867e+00,2.217167e-11,3.152056e-11,2.443005e-11,3.394986e-11,3.538484e-11
1.391293e+00,2.235470e-11,3.083227e-11,2.421575e-11,3.315411e-11,3.531993e-11
1.391720e+00,2.251193e-11,3.023837e-11,2.397007e-11,3.240525e-11,3.526962e-11
1.392146e+00,2.265058e-11,2.973938e-11,2.370158e-11,3.173429e-11,3.535368e-11
1.392572e+00,2.277698e-11,2.932879e-11,2.341678e-11,3.116138e-11,3.561634e-11
1.392999e+00,2.289338e-11,2.900037e-11,2.312151e-11,3.070040e-11,3.598835e-11
1.393425e+00,2.299535e-11,2.875061e-11,2.282449e-11,3.036023e-11,3.632533e-11
1.393852e+00,2.307344e-11,2.857325e-11,2.253263e-11,3.013956e-11,3.650874e-11
1.394278e+00,2.311429e-11,2.846383e-11,2.225506e-11,3.003536e-11,3.652019e-11
1.394704e+00,2.310355e-11,2.841729e-11,2.199853e-11,3.004331e-11,3.645249e-11
1.395131e+00,2.302972e-11,2.842568e-11,2.176946e-11,3.015896e-11,3.643733e-11
1.395557e+00,2.288453e-11,2.847717e-11,2.157317e-11,3.037466e-11,3.652792e-11
1.395983e+00,2.266485e-11,2.855901e-11,2.141342e-11,3.068687e-11,3.666494e-11
1.396410e+00,2.237249e-11,2.865612e-11,2.129471e-11,3.109176e-11,3.672448e-11
1.396836e+00,2.201261e-11,2.875205e-11,2.122287e-11,3.158001e-11,3.660245e-11
1.397263e+00,2.159510e-11,2.883083e-11,2.120305e-11,3.214180e-11,3.627888e-11
1.397689e+00,2.113350e-11,2.887617e-11,2.124023e-11,3.275532e-11,3.581807e-11
1.398115e+00,2.064403e-11,2.887581e-11,2.133694e-11,3.339490e-11,3.530615e-11
1.398542e+00,2.014482e-11,2.882234e-11,2.149371e-11,3.402883e-11,3.478657e-11
1.398968e+00,1.965314e-11,2.871484e-11,2.170822e-11,3.461587e-11,3.424060e-11
1.399395e+00,1.918372e-11,2.855950e-11,2.197933e-11,3.511896e-11,3.361079e-11
1.399821e+00,1.874552e-11,2.837141e-11,2.230536e-11,3.550227e-11,3.286621e-11
1.400247e+00,1.834101e-11,2.817154e-11,2.268746e-11,3.574257e-11,3.203146e-11
1.400674e+00,1.796713e-11,2.798502e-11,2.312699e-11,3.582889e-11,3.118049e-11
1.401100e+00,1.761639e-11,2.783845e-11,2.362087e-11,3.576675e-11,3.039219e-11
1.401526e+00,1.728106e-11,2.775433e-11,2.416625e-11,3.557813e-11,2.969068e-11
1.401953e+00,1.695480e-11,2.774989e-11,2.475798e-11,3.529573e-11,2.904277e-11
1.402379e+00,1.663435e-11,2.783378e-11,2.538525e-11,3.495958e-11,2.839958e-11
1.402806e+00,1.632107e-11,2.800613e-11,2.604317e-11,3.460395e-11,2.774315e-11
1.403232e+00,1.601903e-11,2.825761e-11,2.672183e-11,3.425624e-11,2.712911e-11
1.403658e+00,1.573423e-11,2.857308e-11,2.741733e-11,3.392674e-11,2.665435e-11
1.404085e+00,1.547344e-11,2.893293e-11,2.812563e-11,3.361007e-11,2.640413e-11
1.404511e+00,1.524288e-11,2.931348e-11,2.883581e-11,3.329102e-11,2.639638e-11
1.404938e+00,1.504735e-11,2.969602e-11,2.954188e-11,3.294616e-11,2.656804e-11
1.405364e+00,1.488873e-11,3.006344e-11,3.023044e-11,3.255876e-11,2.681678e-11
1.405790e+00,1.476474e-11,3.040939e-11,3.089436e-11,3.212178e-11,2.707244e-11
1.406217e+00,1.466866e-11,3.073512e-11,3.152760e-11,3.164372e-11,2.734415e-11
1.406643e+00,1.458765e-11,3.104929e-11,3.212451e-11,3.115784e-11,2.770797e-11
1.407069e+00,1.450365e-11,3.136715e-11,3.268601e-11,3.070536e-11,2.824243e-11
1.407496e+00,1.439690e-11,3.170390e-11,3.321144e-11,3.033124e-11,2.897074e-11
1.407922e+00,1.424909e-11,3.206947e-11,3.369418e-11,3.007862e-11,2.983609e-11
1.408349e+00,1.404870e-11,3.247077e-11,3.413112e-11,2.997413e-11,3.074306e-11
1.408775e+00,1.379533e-11,3.290245e-11,3.451444e-11,3.002930e-11,3.159538e-11
1.409201e+00,1.350113e-11,3.335503e-11,3.484364e-11,3.023634e-11,3.235819e-11
1.409628e+00,1.319018e-11,3.380990e-11,3.511894e-11,3.057371e-11,3.305161e-11
1.410054e+00,1.289544e-11,3.423967e-11,3.534010e-11,3.100653e-11,3.372339e-11
1.410481e+00,1.265436e-11,3.461849e-11,3.550908e-11,3.149900e-11,3.441863e-11
1.410907e+00,1.250427e-11,3.491685e-11,3.562378e-11,3.201270e-11,3.513441e-11
1.411333e+00,1.247795e-11,3.511199e-11,3.568135e-11,3.251809e-11,3.582846e-11
1.411760e+00,1.260066e-11,3.518730e-11,3.567858e-11,3.299337e-11,3.643885e-11
1.412186e+00,1.288937e-11,3.513507e-11,3.561478e-11,3.342207e-11,3.691633e-11
1.412612e+00,1.335113e-11,3.495859e-11,3.549285e-11,3.379910e-11,3.725992e-11
1.413039e+00,1.398266e-11,3.466933e-11,3.531888e-11,3.412567e-11,3.751274e-11
1.413465e+00,1.477084e-11,3.428788e-11,3.510195e-11,3.440687e-11,3.773618e-11
1.413892e+00,1.569208e-11,3.383572e-11,3.484791e-11,3.465550e-11,3.797485e-11
1.414318e+00,1.671368e-11,3.333882e-11,3.456284e-11,3.488503e-11,3.822352e-11
1.414744e+00,1.779659e-11,3.281731e-11,3.425040e-11,3.511321e-11,3.843261e-11
1.415171e+00,1.889866e-11,3.228700e-11,3.391494e-11,3.535907e-11,3.853802e-11
1.415597e+00,1.997817e-11,3.176217e-11,3.356592e-11,3.563783e-11,3.850935e-11
1.416024e+00,2.099726e-11,3.124671e-11,3.321410e-11,3.596387e-11,3.838127e-11
1.416450e+00,2.192365e-11,3.074500e-11,3.287674e-11,3.634334e-11,3.824336e-11
1.416876e+00,2.273153e-11,3.025446e-11,3.256801e-11,3.677743e-11,3.818534e-11
1.417303e+00,2.340235e-11,2.977057e-11,3.229970e-11,3.726142e-11,3.823386e-11
1.417729e+00,2.392392e-11,2.929315e-11,3.208373e-11,3.778057e-11,3.831681e-11
1.418155e+00,2.429026e-11,2.882191e-11,3.192416e-11,3.831549e-11,3.830564e-11
1.418582e+00,2.450244e-11,2.836258e-11,3.182752e-11,3.884473e-11,3.811416e-11
1.419008e+00,2.456890e-11,2.792701e-11,3.180231e-11,3.934556e-11,3.775990e-11
1.419435e+00,2.450590e-11,2.753167e-11,3.185772e-11,3.979840e-11,3.736051e-11
1.419861e+00,2.433706e-11,2.720089e-11,3.200141e-11,4.018245e-11,3.706367e-11
1.420287e+00,2.409077e-11,2.695792e-11,3.223697e-11,4.048576e-11,3.694020e-11
1.420714e+00,2.379698e-11,2.682681e-11,3.256352e-11,4.070223e-11,3.693489e-11
1.421140e+00,2.348559e-11,2.682965e-11,3.297387e-11,4.083098e-11,3.689844e-11
1.421567e+00,2.318359e-11,2.698274e-11,3.346191e-11,4.087991e-11,3.668918e-11
1.421993e+00,2.291444e-11,2.729549e-11,3.401709e-11,4.086245e-11,3.627709e-11
1.422419e+00,2.269805e-11,2.776975e-11,3.463252e-11,4.079773e-11,3.577213e-11
1.422846e+00,2.254962e-11,2.840004e-11,3.530148e-11,4.070728e-11,3.535864e-11
1.423272e+00,2.248049e-11,2.916676e-11,3.601058e-11,4.061393e-11,3.517723e-11
1.423698e+00,2.249648e-11,3.004463e-11,3.674826e-11,4.053906e-11,3.522284e-11
1.424125e+00,2.259628e-11,3.100167e-11,3.750089e-11,4.050253e-11,3.535032e-11
1.424551e+00,2.277064e-11,3.199418e-11,3.824885e-11,4.052185e-11,3.537058e-11
1.424978e+00,2.300230e-11,3.298454e-11,3.898075e-11,4.061194e-11,3.518350e-11
1.425404e+00,2.326831e-11,3.392632e-11,3.968132e-11,4.078440e-11,3.485261e-11
1.425830e+00,2.354313e-11,3.478453e-11,4.034337e-11,4.104867e-11,3.456404e-11
1.426257e+00,2.380251e-11,3.552954e-11,4.096021e-11,4.141176e-11,3.449974e-11
1.426683e+00,2.402623e-11,3.613405e-11,4.152054e-11,4.187258e-11,3.470513e-11
1.427110e+00,2.419984e-11,3.658444e-11,4.201756e-11,4.242827e-11,3.504740e-11
1.427536e+00,2.431471e-11,3.687008e-11,4.243963e-11,4.306521e-11,3.529273e-11
1.427962e+00,2.436592e-11,3.699055e-11,4.277954e-11,4.376749e-11,3.526341e-11
1.428389e+00,2.435126e-11,3.694993e-11,4.303351e-11,4.452090e-11,3.494612e-11
1.428815e+00,2.426941e-11,3.675341e-11,4.319648e-11,4.530220e-11,3.450556e-11
1.429241e+00,2.411853e-11,3.641239e-11,4.327181e-11,4.609680e-11,3.416244e-11
1.429668e+00,2.389758e-11,3.593817e-11,4.326477e-11,4.689576e-11,3.401272e-11
1.430094e+00,2.360702e-11,3.534154e-11,4.317933e-11,4.768970e-11,3.397650e-11
1.430521e+00,2.324835e-11,3.462698e-11,4.301904e-11,4.847883e-11,3.385956e-11
1.430947e+00,2.282364e-11,3.380398e-11,4.278960e-11,4.925518e-11,3.348758e-11
1.431373e+00,2.233647e-11,3.287890e-11,4.249818e-11,5.001259e-11,3.281295e-11
1.431800e+00,2.179131e-11,3.186026e-11,4.215406e-11,5.074006e-11,3.193018e-11
1.432226e+00,2.119300e-11,3.076798e-11,4.177134e-11,5.141904e-11,3.101058e-11
1.432653e+00,2.054901e-11,2.961728e-11,4.136230e-11,5.203822e-11,3.018111e-11
1.433079e+00,1.987064e-11,2.843817e-11,4.094330e-11,5.258604e-11,2.947130e-11
1.433505e+00,1.917391e-11,2.725517e-11,4.052693e-11,5.306647e-11,2.880698e-11
1.433932e+00,1.847963e-11,2.609331e-11,4.012436e-11,5.349528e-11,2.808360e-11
1.434358e+00,1.781149e-11,2.498421e-11,3.974875e-11,5.389449e-11,2.724517e-11
1.434784e+00,1.719447e-11,2.394706e-11,3.940993e-11,5.429194e-11,2.630870e-11
1.435211e+00,1.665198e-11,2.299569e-11,3.911791e-11,5.470931e-11,2.534860e-11
1.435637e+00,1.620302e-11,2.214273e-11,3.888478e-11,5.514951e-11,2.445387e-11
1.436064e+00,1.586205e-11,2.138387e-11,3.872039e-11,5.559709e-11,2.366891e-11
1.436490e+00,1.563776e-11,2.071392e-11,3.863604e-11,5.601008e-11,2.299869e-11
1.436916e+00,1.553346e-11,2.011566e-11,3.864001e-11,5.633363e-11,2.241571e-11
1.437343e+00,1.554749e-11,1.956978e-11,3.873814e-11,5.650725e-11,2.189492e-11
1.437769e+00,1.567214e-11,1.906174e-11,3.893210e-11,5.648063e-11,2.143243e-11
1.438196e+00,1.589389e-11,1.857413e-11,3.922314e-11,5.622645e-11,2.103284e-11
1.438622e+00,1.619305e-11,1.810395e-11,3.960517e-11,5.575336e-11,2.070845e-11
1.439048e+00,1.654542e-11,1.765253e-11,4.007162e-11,5.510229e-11,2.046229e-11
1.439475e+00,1.692470e-11,1.722941e-11,4.061574e-11,5.433759e-11,2.029519e-11
1.439901e+00,1.730587e-11,1.685370e-11,4.122619e-11,5.353922e-11,2.021187e-11
1.440327e+00,1.766959e-11,1.654858e-11,4.189576e-11,5.277656e-11,2.022165e-11
1.440754e+00,1.800496e-11,1.633166e-11,4.261018e-11,5.208897e-11,2.032003e-11
1.441180e+00,1.831057e-11,1.622136e-11,4.335035e-11,5.148522e-11,2.049137e-11
1.441607e+00,1.859277e-11,1.622824e-11,4.410190e-11,5.093539e-11,2.071090e-11
1.442033e+00,1.886300e-11,1.635478e-11,4.484389e-11,5.039366e-11,2.095608e-11
1.442459e+00,1.913534e-11,1.659364e-11,4.556264e-11,4.980416e-11,2.122022e-11
1.442886e+00,1.942245e-11,1.692991e-11,4.624677e-11,4.912303e-11,2.151031e-11
1.443312e+00,1.973387e-11,1.733873e-11,4.688175e-11,4.833639e-11,2.183481e-11
1.443739e+00,2.007591e-11,1.779383e-11,4.745964e-11,4.745458e-11,2.219600e-11
1.444165e+00,2.044945e-11,1.826464e-11,4.796549e-11,4.652367e-11,2.257982e-11
1.444591e+00,2.085006e-11,1.872663e-11,4.838750e-11,4.560059e-11,2.297067e-11
1.445018e+00,2.126755e-11,1.916055e-11,4.871373e-11,4.474403e-11,2.336043e-11
1.445444e+00,2.168473e-11,1.955091e-11,4.893267e-11,4.400524e-11,2.375037e-11
1.445870e+00,2.207783e-11,1.989261e-11,4.904045e-11,4.340392e-11,2.415154e-11
1.446297e+00,2.241725e-11,2.018637e-11,4.903894e-11,4.293053e-11,2.457101e-11
1.446723e+00,2.267066e-11,2.043546e-11,4.893489e-11,4.254965e-11,2.500171e-11
1.447150e+00,2.280768e-11,2.064836e-11,4.873528e-11,4.220195e-11,2.543317e-11
1.447576e+00,2.280368e-11,2.083297e-11,4.844729e-11,4.182529e-11,2.585553e-11
1.448002e+00,2.264332e-11,2.099831e-11,4.807469e-11,4.136168e-11,2.627339e-11
1.448429e+00,2.232277e-11,2.115069e-11,4.762185e-11,4.077188e-11,2.669630e-11
1.448855e+00,2.185096e-11,2.129310e-11,4.709891e-11,4.004577e-11,2.712652e-11
1.449282e+00,2.124812e-11,2.142657e-11,4.651566e-11,3.919267e-11,2.755587e-11
1.449708e+00,2.054388e-11,2.154804e-11,4.589152e-11,3.825094e-11,2.796249e-11
1.450134e+00,1.977624e-11,2.165340e-11,4.524307e-11,3.726557e-11,2.833412e-11
1.450561e+00,1.898847e-11,2.173776e-11,4.458432e-11,3.628379e-11,2.867986e-11
1.450987e+00,1.822610e-11,2.179733e-11,4.392930e-11,3.535216e-11,2.902691e-11
1.451413e+00,1.753332e-11,2.183140e-11,4.328335e-11,3.449769e-11,2.940152e-11
1.451840e+00,1.694813e-11,2.184284e-11,4.265038e-11,3.372920e-11,2.979666e-11
1.452266e+00,1.649836e-11,2.183799e-11,4.203978e-11,3.303952e-11,3.016440e-11
1.452693e+00,1.619837e-11,2.182496e-11,4.145801e-11,3.240535e-11,3.045284e-11
1.453119e+00,1.604734e-11,2.181290e-11,4.091798e-11,3.180539e-11,3.063789e-11
1.453545e+00,1.603035e-11,2.181100e-11,4.042563e-11,3.121485e-11,3.074980e-11
1.453972e+00,1.612272e-11,2.182820e-11,3.998116e-11,3.061827e-11,3.085366e-11
1.454398e+00,1.629389e-11,2.187187e-11,3.958151e-11,3.001869e-11,3.100576e-11
1.454825e+00,1.651091e-11,2.194707e-11,3.921607e-11,2.942906e-11,3.121491e-11
1.455251e+00,1.674404e-11,2.205501e-11,3.887764e-11,2.888250e-11,3.143202e-11
1.455677e+00,1.696845e-11,2.219311e-11,3.855913e-11,2.841968e-11,3.158658e-11
1.456104e+00,1.716344e-11,2.235441e-11,3.825777e-11,2.808765e-11,3.163607e-11
1.456530e+00,1.731387e-11,2.252661e-11,3.797535e-11,2.793356e-11,3.160003e-11
1.456956e+00,1.741014e-11,2.269654e-11,3.770924e-11,2.799172e-11,3.155185e-11
1.457383e+00,1.744777e-11,2.284996e-11,3.745360e-11,2.828417e-11,3.157329e-11
1.457809e+00,1.742838e-11,2.297198e-11,3.720185e-11,2.881053e-11,3.170334e-11
1.458236e+00,1.735998e-11,2.305201e-11,3.694401e-11,2.955298e-11,3.191440e-11
1.458662e+00,1.725575e-11,2.308266e-11,3.667493e-11,3.046886e-11,3.213086e-11
1.459088e+00,1.713246e-11,2.306116e-11,3.639250e-11,3.150782e-11,3.228290e-11
1.459515e+00,1.700739e-11,2.298885e-11,3.609953e-11,3.261494e-11,3.234868e-11
1.459941e+00,1.689553e-11,2.287271e-11,3.580360e-11,3.373014e-11,3.236524e-11
1.460368e+00,1.680850e-11,2.272290e-11,3.550912e-11,3.481456e-11,3.240003e-11
1.460794e+00,1.675327e-11,2.255391e-11,3.522187e-11,3.583394e-11,3.250253e-11
1.461220e+00,1.673326e-11,2.237998e-11,3.494453e-11,3.677769e-11,3.267293e-11
1.461647e+00,1.675012e-11,2.221413e-11,3.468061e-11,3.764903e-11,3.286493e-11
1.462073e+00,1.680463e-11,2.206746e-11,3.443847e-11,3.845235e-11,3.301569e-11
1.462499e+00,1.689773e-11,2.194431e-11,3.422857e-11,3.919698e-11,3.308709e-11
1.462926e+00,1.702920e-11,2.184466e-11,3.406681e-11,3.988259e-11,3.308053e-11
1.463352e+00,1.719692e-11,2.176349e-11,3.396743e-11,4.049432e-11,3.303225e-11
1.463779e+00,1.739686e-11,2.169265e-11,3.393992e-11,4.100947e-11,3.297637e-11
1.464205e+00,1.762244e-11,2.162587e-11,3.399133e-11,4.139156e-11,3.292592e-11
1.464631e+00,1.786595e-11,2.156022e-11,3.412606e-11,4.160849e-11,3.287040e-11
1.465058e+00,1.811954e-11,2.149746e-11,3.434840e-11,4.163601e-11,3.278604e-11
1.465484e+00,1.837608e-11,2.144556e-11,3.466242e-11,4.146677e-11,3.264999e-11
1.465911e+00,1.862985e-11,2.141823e-11,3.507588e-11,4.111373e-11,3.244687e-11
1.466337e+00,1.887564e-11,2.143478e-11,3.559218e-11,4.061211e-11,3.217398e-11
1.466763e+00,1.910859e-11,2.151771e-11,3.621690e-11,4.000750e-11,3.183834e-11
1.467190e+00,1.932318e-11,2.169086e-11,3.695204e-11,3.935038e-11,3.145631e-11
1.467616e+00,1.951331e-11,2.197354e-11,3.779004e-11,3.869232e-11,3.105256e-11
1.468042e+00,1.967402e-11,2.237924e-11,3.872605e-11,3.806718e-11,3.064653e-11
1.468469e+00,1.980121e-11,2.291285e-11,3.975492e-11,3.749256e-11,3.024529e-11
1.468895e+00,1.989267e-11,2.356334e-11,4.086410e-11,3.697416e-11,2.984105e-11
1.469322e+00,1.994840e-11,2.431329e-11,4.205117e-11,3.650029e-11,2.941112e-11
1.469748e+00,1.996834e-11,2.512912e-11,4.330252e-11,3.605845e-11,2.894224e-11
1.470174e+00,1.995147e-11,2.597577e-11,4.461127e-11,3.563522e-11,2.843960e-11
1.470601e+00,1.989470e-11,2.681587e-11,4.596800e-11,3.522450e-11,2.793429e-11
1.471027e+00,1.979349e-11,2.760902e-11,4.735064e-11,3.483181e-11,2.747363e-11
1.471454e+00,1.964362e-11,2.832893e-11,4.874796e-11,3.446564e-11,2.708720e-11
1.471880e+00,1.944292e-11,2.895136e-11,5.013466e-11,3.413999e-11,2.677361e-11
1.472306e+00,1.919537e-11,2.946773e-11,5.149638e-11,3.386413e-11,2.649295e-11
1.472733e+00,1.891165e-11,2.987979e-11,5.282093e-11,3.364161e-11,2.619203e-11
1.473159e+00,1.860781e-11,3.019684e-11,5.408937e-11,3.347011e-11,2.583936e-11
1.473585e+00,1.830419e-11,3.043889e-11,5.529433e-11,3.334083e-11,2.544460e-11
1.474012e+00,1.802192e-11,3.062971e-11,5.642762e-11,3.324465e-11,2.505755e-11
1.474438e+00,1.778003e-11,3.079229e-11,5.747033e-11,3.317812e-11,2.474122e-11
1.474865e+00,1.759385e-11,3.094843e-11,5.841956e-11,3.314360e-11,2.451569e-11
1.475291e+00,1.747523e-11,3.110961e-11,5.926136e-11,3.315230e-11,2.435228e-11
1.475717e+00,1.743285e-11,3.128015e-11,5.998958e-11,3.321962e-11,2.418322e-11
1.476144e+00,1.747146e-11,3.145798e-11,6.060569e-11,3.336098e-11,2.393655e-11
1.476570e+00,1.759306e-11,3.163317e-11,6.110684e-11,3.358332e-11,2.357643e-11
1.476997e+00,1.779688e-11,3.179470e-11,6.149937e-11,3.388338e-11,2.311596e-11
1.477423e+00,1.807809e-11,3.193018e-11,6.178632e-11,3.424308e-11,2.261286e-11
1.477849e+00,1.842809e-11,3.203053e-11,6.197296e-11,3.463574e-11,2.213124e-11
1.478276e+00,1.883527e-11,3.208971e-11,6.206189e-11,3.502842e-11,2.170797e-11
1.478702e+00,1.928588e-11,3.210611e-11,6.205486e-11,3.538437e-11,2.133524e-11
1.479128e+00,1.976624e-11,3.208451e-11,6.195685e-11,3.567481e-11,2.096063e-11
1.479555e+00,2.026469e-11,3.203496e-11,6.177566e-11,3.587896e-11,2.052111e-11
1.479981e+00,2.077071e-11,3.197217e-11,6.152318e-11,3.598379e-11,1.998622e-11
1.480408e+00,2.127513e-11,3.191302e-11,6.121000e-11,3.598500e-11,1.937691e-11
