k_s_per_km,kPk_pi_p1_1,kPk_pi_p2_1,kPk_pi_p7_1,kPk_pi_p8_1,kPk_pi_p9_1
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.263847e-04,3.251859e-04,3.677231e-04,5.398844e-04,5.506005e-04,3.863109e-04
8.527694e-04,5.477444e-04,6.217002e-04,9.534451e-04,9.449183e-04,6.587813e-04
1.279154e-03,6.964687e-04,8.038516e-04,1.223350e-03,1.192674e-03,8.410616e-04
1.705539e-03,7.877621e-04,9.151335e-04,1.395758e-03,1.363374e-03,9.476797e-04
2.131923e-03,8.621014e-04,9.863692e-04,1.547091e-03,1.496059e-03,1.027819e-03
2.558308e-03,8.848577e-04,1.008984e-03,1.576547e-03,1.537048e-03,1.058244e-03
2.984693e-03,8.854697e-04,1.017143e-03,1.576859e-03,1.530102e-03,1.056262e-03
3.411077e-03,8.482542e-04,9.866255e-04,1.544759e-03,1.491231e-03,1.019945e-03
3.837462e-03,8.263666e-04,9.527241e-04,1.483711e-03,1.429567e-03,9.823199e-04
4.263847e-03,7.749154e-04,9.127570e-04,1.423868e-03,1.379290e-03,9.354886e-04
4.690232e-03,7.332283e-04,8.601705e-04,1.366848e-03,1.318783e-03,8.870813e-04
5.116616e-03,7.050564e-04,8.165860e-04,1.304287e-03,1.247148e-03,8.434057e-04
5.543001e-03,6.644785e-04,7.709847e-04,1.240349e-03,1.186410e-03,7.971195e-04
5.969386e-03,6.236890e-04,7.167154e-04,1.159718e-03,1.121938e-03,7.430333e-04
6.395770e-03,5.734696e-04,6.695264e-04,1.074600e-03,1.040531e-03,6.885744e-04
6.822155e-03,5.438403e-04,6.242950e-04,1.008489e-03,9.687324e-04,6.457708e-04
7.248540e-03,5.016091e-04,5.757675e-04,9.375422e-04,9.093467e-04,6.088470e-04
7.674924e-03,4.575292e-04,5.312068e-04,8.632453e-04,8.403049e-04,5.657304e-04
8.101309e-03,4.176614e-04,4.885212e-04,8.023130e-04,7.772439e-04,5.190460e-04
8.527694e-03,3.871643e-04,4.516201e-04,7.341376e-04,7.092193e-04,4.728647e-04
8.954078e-03,3.593522e-04,4.156579e-04,6.713596e-04,6.511017e-04,4.352035e-04
9.380463e-03,3.347519e-04,3.869827e-04,6.238046e-04,6.100035e-04,4.065214e-04
9.806848e-03,3.086645e-04,3.630730e-04,5.846592e-04,5.657431e-04,3.790751e-04
1.023323e-02,2.735324e-04,3.335526e-04,5.403187e-04,5.209516e-04,3.508899e-04
1.065962e-02,2.554920e-04,3.043916e-04,4.941608e-04,4.772976e-04,3.126126e-04
1.108600e-02,2.404683e-04,2.870243e-04,4.516607e-04,4.404725e-04,2.893407e-04
1.151239e-02,2.195888e-04,2.593488e-04,4.183580e-04,4.037562e-04,2.683142e-04
1.193877e-02,2.057294e-04,2.394620e-04,3.924224e-04,3.785125e-04,2.505841e-04
1.236516e-02,1.852366e-04,2.225463e-04,3.580079e-04,3.476197e-04,2.290899e-04
1.279154e-02,1.709972e-04,2.051412e-04,3.230334e-04,3.187343e-04,2.086286e-04
1.321793e-02,1.600580e-04,1.899614e-04,2.973606e-04,2.887199e-04,1.913081e-04
1.364431e-02,1.434786e-04,1.701217e-04,2.741268e-04,2.678484e-04,1.764299e-04
1.407069e-02,1.323551e-04,1.569421e-04,2.480952e-04,2.453542e-04,1.618841e-04
1.449708e-02,1.208332e-04,1.445469e-04,2.295537e-04,2.247821e-04,1.488775e-04
1.492346e-02,1.116382e-04,1.320173e-04,2.088137e-04,2.036806e-04,1.347861e-04
1.534985e-02,1.027753e-04,1.188931e-04,1.898537e-04,1.853941e-04,1.229312e-04
1.577623e-02,9.355192e-05,1.081273e-04,1.751967e-04,1.712135e-04,1.124570e-04
1.620262e-02,8.603062e-05,9.805261e-05,1.597998e-04,1.558133e-04,1.023647e-04
1.662900e-02,7.786351e-05,8.964218e-05,1.452153e-04,1.418437e-04,9.329512e-05
1.705539e-02,7.096994e-05,8.241712e-05,1.325254e-04,1.301489e-04,8.501431e-05
1.748177e-02,6.562974e-05,7.520271e-05,1.210464e-04,1.186805e-04,7.725751e-05
1.790816e-02,5.993342e-05,6.824564e-05,1.111154e-04,1.083589e-04,7.073116e-05
1.833454e-02,5.441719e-05,6.133873e-05,1.017390e-04,9.932640e-05,6.494294e-05
1.876093e-02,4.940918e-05,5.586085e-05,9.254972e-05,9.066499e-05,5.881150e-05
1.918731e-02,4.542011e-05,5.150480e-05,8.361310e-05,8.227501e-05,5.360687e-05
1.961370e-02,4.132218e-05,4.728491e-05,7.616131e-05,7.573065e-05,4.909595e-05
2.004008e-02,3.736741e-05,4.265925e-05,6.972161e-05,6.805772e-05,4.357908e-05
2.046646e-02,3.412633e-05,3.854445e-05,6.315317e-05,6.172788e-05,3.945015e-05
2.089285e-02,3.032416e-05,3.507109e-05,5.794462e-05,5.604474e-05,3.629844e-05
2.131923e-02,2.831434e-05,3.180135e-05,5.216628e-05,5.176267e-05,3.287771e-05
2.174562e-02,2.571957e-05,2.940455e-05,4.768029e-05,4.699714e-05,3.027180e-05
2.217200e-02,2.333431e-05,2.592072e-05,4.324686e-05,4.365796e-05,2.729823e-05
2.259839e-02,2.121854e-05,2.414910e-05,3.971882e-05,3.995024e-05,2.542118e-05
2.302477e-02,1.961052e-05,2.203254e-05,3.656012e-05,3.610223e-05,2.291105e-05
2.345116e-02,1.779103e-05,2.028903e-05,3.266665e-05,3.245700e-05,2.068790e-05
2.387754e-02,1.626072e-05,1.828304e-05,2.947462e-05,2.993842e-05,1.895339e-05
2.430393e-02,1.449615e-05,1.675551e-05,2.718934e-05,2.713568e-05,1.726179e-05
2.473031e-02,1.320891e-05,1.533704e-05,2.478502e-05,2.493692e-05,1.551141e-05
2.515670e-02,1.215581e-05,1.406362e-05,2.254671e-05,2.265672e-05,1.409261e-05
2.558308e-02,1.117524e-05,1.248883e-05,2.035261e-05,2.054067e-05,1.278468e-05
2.600947e-02,1.018633e-05,1.142644e-05,1.835975e-05,1.863566e-05,1.159037e-05
2.643585e-02,9.092166e-06,1.049678e-05,1.705767e-05,1.691486e-05,1.059332e-05
2.686224e-02,8.237044e-06,9.568619e-06,1.562668e-05,1.542491e-05,9.641123e-06
2.728862e-02,7.568490e-06,8.664943e-06,1.414965e-05,1.406936e-05,8.803383e-06
2.771500e-02,6.922025e-06,7.895848e-06,1.284718e-05,1.289388e-05,8.051771e-06
2.814139e-02,6.291955e-06,7.228254e-06,1.167886e-05,1.165831e-05,7.398354e-06
2.856777e-02,5.741209e-06,6.614097e-06,1.061467e-05,1.055807e-05,6.729560e-06
2.899416e-02,5.133066e-06,6.037636e-06,9.668891e-06,9.708226e-06,6.030148e-06
2.942054e-02,4.858346e-06,5.462422e-06,8.752684e-06,8.900791e-06,5.491113e-06
2.984693e-02,4.375111e-06,4.985832e-06,7.868967e-06,8.202864e-06,5.074585e-06
3.027331e-02,4.017770e-06,4.622876e-06,7.226799e-06,7.527390e-06,4.648634e-06
3.069970e-02,3.623763e-06,4.215036e-06,6.644772e-06,6.852917e-06,4.218724e-06
3.112608e-02,3.371964e-06,3.790531e-06,6.051211e-06,6.172034e-06,3.865899e-06
3.155247e-02,3.053074e-06,3.464401e-06,5.502847e-06,5.783570e-06,3.519342e-06
3.197885e-02,2.842339e-06,3.159050e-06,5.058556e-06,5.309914e-06,3.255490e-06
3.240524e-02,2.570242e-06,2.939361e-06,4.624037e-06,4.832644e-06,2.968662e-06
3.283162e-02,2.379597e-06,2.642016e-06,4.247762e-06,4.411441e-06,2.733523e-06
3.325801e-02,2.166047e-06,2.378939e-06,3.946348e-06,4.055465e-06,2.513337e-06
3.368439e-02,1.976202e-06,2.238832e-06,3.550769e-06,3.684604e-06,2.223955e-06
3.411077e-02,1.780617e-06,2.032329e-06,3.260690e-06,3.344551e-06,2.081445e-06
3.453716e-02,1.615571e-06,1.837376e-06,3.017180e-06,3.125493e-06,1.856459e-06
3.496354e-02,1.491771e-06,1.700046e-06,2.763097e-06,2.826639e-06,1.715901e-06
3.538993e-02,1.366465e-06,1.560945e-06,2.548286e-06,2.599609e-06,1.571593e-06
3.581631e-02,1.239568e-06,1.455523e-06,2.374467e-06,2.382866e-06,1.443428e-06
3.624270e-02,1.123045e-06,1.354990e-06,2.159530e-06,2.199334e-06,1.310107e-06
3.666908e-02,1.042440e-06,1.266251e-06,1.964070e-06,2.030285e-06,1.217904e-06
3.709547e-02,9.747903e-07,1.154754e-06,1.818973e-06,1.856786e-06,1.123621e-06
3.752185e-02,8.885606e-07,1.080715e-06,1.674203e-06,1.716910e-06,1.034611e-06
3.794824e-02,8.508893e-07,9.797398e-07,1.533497e-06,1.617535e-06,9.746355e-07
3.837462e-02,7.882092e-07,8.921717e-07,1.408705e-06,1.517476e-06,9.045652e-07
3.880101e-02,7.284729e-07,8.344865e-07,1.285692e-06,1.389138e-06,8.343694e-07
3.922739e-02,6.681517e-07,7.648366e-07,1.183339e-06,1.277682e-06,7.777484e-07
3.965378e-02,6.156637e-07,6.976213e-07,1.099031e-06,1.188825e-06,7.244605e-07
4.008016e-02,5.461148e-07,6.456140e-07,1.016781e-06,1.102599e-06,6.725393e-07
4.050655e-02,5.121285e-07,5.946918e-07,9.371399e-07,1.015294e-06,6.197780e-07
4.093293e-02,4.684512e-07,5.502377e-07,8.566264e-07,9.357970e-07,5.685439e-07
4.135931e-02,4.386734e-07,5.113692e-07,7.805784e-07,8.633519e-07,5.244525e-07
4.178570e-02,4.026881e-07,4.731293e-07,7.224344e-07,7.776331e-07,4.832995e-07
4.221208e-02,3.771573e-07,4.400302e-07,6.801392e-07,7.176238e-07,4.506255e-07
4.263847e-02,3.529171e-07,4.093633e-07,6.343734e-07,6.640570e-07,4.178164e-07
4.306485e-02,3.248239e-07,3.845364e-07,5.894341e-07,6.122925e-07,3.891600e-07
4.349124e-02,3.046401e-07,3.649555e-07,5.507166e-07,5.662451e-07,3.578074e-07
4.391762e-02,2.777009e-07,3.353040e-07,5.100674e-07,5.233628e-07,3.271913e-07
4.434401e-02,2.607704e-07,3.126500e-07,4.750804e-07,4.853649e-07,3.072190e-07
4.477039e-02,2.490672e-07,2.934152e-07,4.469696e-07,4.565697e-07,2.836457e-07
4.519678e-02,2.387786e-07,2.729851e-07,4.101815e-07,4.284582e-07,2.709554e-07
4.562316e-02,2.216809e-07,2.494175e-07,3.794759e-07,3.998979e-07,2.509756e-07
4.604955e-02,2.163097e-07,2.323097e-07,3.529267e-07,3.779555e-07,2.329540e-07
4.647593e-02,2.024594e-07,2.165640e-07,3.223410e-07,3.583234e-07,2.195339e-07
4.690232e-02,1.890541e-07,2.000771e-07,3.035461e-07,3.341717e-07,2.053280e-07
4.732870e-02,1.749860e-07,1.867267e-07,2.802275e-07,3.109643e-07,1.925134e-07
4.775508e-02,1.637616e-07,1.784780e-07,2.594629e-07,2.939517e-07,1.813045e-07
4.818147e-02,1.439556e-07,1.682898e-07,2.414061e-07,2.755453e-07,1.719949e-07
4.860785e-02,1.330264e-07,1.602730e-07,2.198472e-07,2.582178e-07,1.633642e-07
4.903424e-02,1.206813e-07,1.524123e-07,2.048002e-07,2.435541e-07,1.538958e-07
4.946062e-02,1.133714e-07,1.448816e-07,1.952582e-07,2.262253e-07,1.448067e-07
4.988701e-02,1.074800e-07,1.387726e-07,1.855675e-07,2.069706e-07,1.357425e-07
5.031339e-02,1.041049e-07,1.317637e-07,1.746629e-07,1.922227e-07,1.265378e-07
5.073978e-02,1.027760e-07,1.246412e-07,1.621253e-07,1.814602e-07,1.179311e-07
5.116616e-02,9.890765e-08,1.173328e-07,1.532868e-07,1.690965e-07,1.099089e-07
5.159255e-02,9.522917e-08,1.091923e-07,1.473713e-07,1.570408e-07,1.018990e-07
5.201893e-02,9.072538e-08,1.017721e-07,1.387122e-07,1.474010e-07,9.481293e-08
5.244532e-02,8.512468e-08,9.520840e-08,1.302998e-07,1.376909e-07,8.936367e-08
5.287170e-02,7.864988e-08,8.972407e-08,1.231363e-07,1.282988e-07,8.452651e-08
5.329809e-02,7.254341e-08,8.564989e-08,1.148505e-07,1.194823e-07,8.024542e-08
5.372447e-02,6.741052e-08,8.076476e-08,1.078464e-07,1.137615e-07,7.629451e-08
5.415085e-02,6.151555e-08,7.552028e-08,1.023609e-07,1.084438e-07,7.295272e-08
5.457724e-02,5.865769e-08,7.148857e-08,9.503813e-08,1.029117e-07,7.006314e-08
5.500362e-02,5.675297e-08,6.740369e-08,8.829056e-08,9.883143e-08,6.728129e-08
5.543001e-02,5.473298e-08,6.339677e-08,8.350302e-08,9.610709e-08,6.570117e-08
5.585639e-02,5.318280e-08,6.172388e-08,8.006206e-08,9.242775e-08,6.319127e-08
5.628278e-02,5.142023e-08,5.880945e-08,7.396053e-08,8.869743e-08,6.057110e-08
5.670916e-02,4.862013e-08,5.643495e-08,7.002268e-08,8.428571e-08,5.824510e-08
5.713555e-02,4.586266e-08,5.463885e-08,6.584170e-08,8.075817e-08,5.530125e-08
5.756193e-02,4.361420e-08,5.321091e-08,6.238539e-08,7.569401e-08,5.188743e-08
5.798832e-02,4.174316e-08,5.093228e-08,6.023397e-08,7.060475e-08,4.916754e-08
5.841470e-02,3.988233e-08,4.907019e-08,5.781184e-08,6.671364e-08,4.605265e-08
5.884109e-02,3.850693e-08,4.673499e-08,5.485372e-08,6.275556e-08,4.312197e-08
5.926747e-02,3.741249e-08,4.385538e-08,5.280537e-08,5.886974e-08,4.060331e-08
5.969386e-02,3.612078e-08,4.128126e-08,4.995291e-08,5.632948e-08,3.770543e-08
6.012024e-02,3.518541e-08,3.884641e-08,4.780305e-08,5.281517e-08,3.542505e-08
6.054663e-02,3.404347e-08,3.679597e-08,4.588949e-08,4.980093e-08,3.372550e-08
6.097301e-02,3.189995e-08,3.484176e-08,4.310266e-08,4.687256e-08,3.229326e-08
6.139939e-02,2.973802e-08,3.342087e-08,4.061977e-08,4.436884e-08,3.116749e-08
6.182578e-02,2.778363e-08,3.267326e-08,3.837904e-08,4.253464e-08,3.042038e-08
6.225216e-02,2.569602e-08,3.198583e-08,3.639801e-08,4.072450e-08,2.984382e-08
6.267855e-02,2.388967e-08,3.079744e-08,3.441955e-08,3.940514e-08,2.928223e-08
6.310493e-02,2.294539e-08,2.985503e-08,3.273642e-08,3.845533e-08,2.858013e-08
6.353132e-02,2.220370e-08,2.929157e-08,3.175649e-08,3.716752e-08,2.774920e-08
6.395770e-02,2.181672e-08,2.819358e-08,3.055673e-08,3.593041e-08,2.678145e-08
6.438409e-02,2.145301e-08,2.709096e-08,2.929098e-08,3.487928e-08,2.540400e-08
6.481047e-02,2.093683e-08,2.600553e-08,2.791791e-08,3.395938e-08,2.398826e-08
6.523686e-02,2.013765e-08,2.470181e-08,2.663961e-08,3.249874e-08,2.264454e-08
6.566324e-02,1.942998e-08,2.304590e-08,2.556502e-08,3.093206e-08,2.142918e-08
6.608963e-02,1.849742e-08,2.189365e-08,2.419002e-08,2.943459e-08,2.025809e-08
6.651601e-02,1.719373e-08,2.076743e-08,2.301470e-08,2.766063e-08,1.905966e-08
6.694240e-02,1.651620e-08,1.965975e-08,2.221871e-08,2.648776e-08,1.801107e-08
6.736878e-02,1.584015e-08,1.898369e-08,2.148473e-08,2.505981e-08,1.741184e-08
6.779516e-02,1.546893e-08,1.847181e-08,2.038241e-08,2.381565e-08,1.673216e-08
6.822155e-02,1.533875e-08,1.753836e-08,1.979855e-08,2.243986e-08,1.635825e-08
6.864793e-02,1.488946e-08,1.694685e-08,1.940620e-08,2.131920e-08,1.588627e-08
6.907432e-02,1.484882e-08,1.652229e-08,1.870496e-08,2.007773e-08,1.571687e-08
6.950070e-02,1.428942e-08,1.581875e-08,1.761842e-08,1.907604e-08,1.537924e-08
6.992709e-02,1.347436e-08,1.509243e-08,1.683923e-08,1.802913e-08,1.492866e-08
7.035347e-02,1.253431e-08,1.481036e-08,1.611265e-08,1.750640e-08,1.430177e-08
7.077986e-02,1.161509e-08,1.447700e-08,1.511660e-08,1.688488e-08,1.374807e-08
7.120624e-02,1.068427e-08,1.415762e-08,1.427088e-08,1.626215e-08,1.312747e-08
7.163263e-02,9.793466e-09,1.385226e-08,1.352294e-08,1.584245e-08,1.253503e-08
7.205901e-02,9.396624e-09,1.347999e-08,1.282967e-08,1.544136e-08,1.190324e-08
7.248540e-02,9.015757e-09,1.301230e-08,1.213612e-08,1.495037e-08,1.130977e-08
7.291178e-02,8.926139e-09,1.254632e-08,1.152817e-08,1.455671e-08,1.071652e-08
7.333817e-02,9.047357e-09,1.200260e-08,1.101739e-08,1.436280e-08,1.013077e-08
7.376455e-02,9.108147e-09,1.131544e-08,1.048175e-08,1.403123e-08,9.686225e-09
7.419094e-02,9.168386e-09,1.065584e-08,9.920600e-09,1.358332e-08,9.352861e-09
7.461732e-02,9.088205e-09,1.006419e-08,9.469734e-09,1.305968e-08,9.060422e-09
7.504370e-02,8.725852e-09,9.492659e-09,9.273313e-09,1.238226e-08,8.769477e-09
7.547009e-02,8.327071e-09,9.046823e-09,9.214765e-09,1.182464e-08,8.492572e-09
7.589647e-02,7.743289e-09,8.696807e-09,9.033319e-09,1.123651e-08,8.325997e-09
7.632286e-02,7.298859e-09,8.412111e-09,8.898796e-09,1.062626e-08,8.088104e-09
7.674924e-02,6.805355e-09,8.244610e-09,8.789757e-09,1.003444e-08,7.848412e-09
7.717563e-02,6.345001e-09,8.128606e-09,8.630537e-09,9.411328e-09,7.531603e-09
7.760201e-02,6.112287e-09,8.035076e-09,8.414546e-09,8.843095e-09,7.250455e-09
7.802840e-02,5.857136e-09,7.925018e-09,8.016729e-09,8.429149e-09,6.934466e-09
7.845478e-02,5.649077e-09,7.831864e-09,7.531476e-09,8.092125e-09,6.727699e-09
7.888117e-02,5.454419e-09,7.730035e-09,7.124785e-09,7.705462e-09,6.460836e-09
7.930755e-02,5.232882e-09,7.417398e-09,6.668373e-09,7.492585e-09,6.244425e-09
7.973394e-02,5.122225e-09,7.188758e-09,6.356970e-09,7.378012e-09,6.025170e-09
8.016032e-02,4.775317e-09,6.845114e-09,6.035243e-09,7.132096e-09,5.834619e-09
8.058671e-02,4.675474e-09,6.416478e-09,5.748396e-09,7.046891e-09,5.670816e-09
8.101309e-02,4.607813e-09,6.070543e-09,5.528057e-09,7.042882e-09,5.502744e-09
8.143947e-02,4.533202e-09,5.698557e-09,5.340607e-09,6.861936e-09,5.288523e-09
8.186586e-02,4.569914e-09,5.375308e-09,5.177748e-09,6.655843e-09,5.108466e-09
8.229224e-02,4.528706e-09,5.106948e-09,4.937127e-09,6.434713e-09,4.949261e-09
8.271863e-02,4.483944e-09,4.900975e-09,4.710957e-09,6.259050e-09,4.753325e-09
8.314501e-02,4.384663e-09,4.678945e-09,4.523658e-09,6.072220e-09,4.534706e-09
8.357140e-02,4.144974e-09,4.564347e-09,4.385117e-09,5.755283e-09,4.325493e-09
8.399778e-02,3.857439e-09,4.518795e-09,4.275584e-09,5.457825e-09,4.133376e-09
8.442417e-02,3.465997e-09,4.480578e-09,4.141900e-09,5.194531e-09,3.943953e-09
8.485055e-02,3.240960e-09,4.470293e-09,4.003632e-09,4.931013e-09,3.775929e-09
8.527694e-02,2.948600e-09,4.471193e-09,3.882691e-09,4.706311e-09,3.624492e-09
8.570332e-02,2.764945e-09,4.455307e-09,3.791383e-09,4.502268e-09,3.480275e-09
8.612971e-02,2.713532e-09,4.397561e-09,3.695619e-09,4.336173e-09,3.387169e-09
8.655609e-02,2.738943e-09,4.283664e-09,3.538164e-09,4.205040e-09,3.323865e-09
8.698248e-02,2.828687e-09,4.121905e-09,3.367674e-09,4.053612e-09,3.242248e-09
8.740886e-02,2.889513e-09,3.894661e-09,3.220963e-09,3.949342e-09,3.202771e-09
8.783524e-02,2.960006e-09,3.659243e-09,3.107270e-09,3.827696e-09,3.167867e-09
8.826163e-02,2.893525e-09,3.412513e-09,2.993515e-09,3.709873e-09,3.097584e-09
8.868801e-02,2.790888e-09,3.165008e-09,2.894233e-09,3.558971e-09,3.027064e-09
8.911440e-02,2.619997e-09,2.966291e-09,2.799635e-09,3.442890e-09,2.928374e-09
8.954078e-02,2.422107e-09,2.836454e-09,2.725338e-09,3.305532e-09,2.840959e-09
8.996717e-02,2.223967e-09,2.715362e-09,2.658894e-09,3.178183e-09,2.707944e-09
9.039355e-02,2.087837e-09,2.672029e-09,2.579701e-09,3.052394e-09,2.588656e-09
9.081994e-02,1.978703e-09,2.629455e-09,2.448380e-09,2.958079e-09,2.462619e-09
9.124632e-02,1.938436e-09,2.630490e-09,2.334548e-09,2.897077e-09,2.344669e-09
9.167271e-02,1.911935e-09,2.602495e-09,2.228837e-09,2.804637e-09,2.222364e-09
9.209909e-02,1.885660e-09,2.594313e-09,2.139531e-09,2.757829e-09,2.112448e-09
9.252548e-02,1.863462e-09,2.576006e-09,2.083754e-09,2.709391e-09,2.017497e-09
9.295186e-02,1.808754e-09,2.517074e-09,2.030278e-09,2.675272e-09,1.941940e-09
9.337825e-02,1.728154e-09,2.462953e-09,2.000031e-09,2.614641e-09,1.881420e-09
9.380463e-02,1.641733e-09,2.401667e-09,1.963106e-09,2.563258e-09,1.849445e-09
9.423102e-02,1.559540e-09,2.319904e-09,1.915982e-09,2.480032e-09,1.825961e-09
9.465740e-02,1.475972e-09,2.237379e-09,1.868037e-09,2.378658e-09,1.808353e-09
9.508378e-02,1.432212e-09,2.149303e-09,1.805578e-09,2.285124e-09,1.789966e-09
9.551017e-02,1.406232e-09,2.048560e-09,1.718575e-09,2.171064e-09,1.753834e-09
9.593655e-02,1.412827e-09,1.947229e-09,1.634396e-09,2.048134e-09,1.718613e-09
9.636294e-02,1.412750e-09,1.844399e-09,1.558505e-09,1.928852e-09,1.678621e-09
9.678932e-02,1.405696e-09,1.739401e-09,1.494433e-09,1.811217e-09,1.616665e-09
9.721571e-02,1.385320e-09,1.646761e-09,1.442674e-09,1.711891e-09,1.544364e-09
9.764209e-02,1.319936e-09,1.566654e-09,1.389412e-09,1.635446e-09,1.479362e-09
9.806848e-02,1.258949e-09,1.497148e-09,1.338700e-09,1.575739e-09,1.419350e-09
9.849486e-02,1.170495e-09,1.452507e-09,1.292917e-09,1.535107e-09,1.351929e-09
9.892125e-02,1.095912e-09,1.430799e-09,1.255876e-09,1.510335e-09,1.291390e-09
9.934763e-02,1.036452e-09,1.425794e-09,1.210813e-09,1.501414e-09,1.231792e-09
9.977402e-02,9.897774e-10,1.420357e-09,1.161127e-09,1.499795e-09,1.184943e-09
1.002004e-01,9.718865e-10,1.423434e-09,1.114065e-09,1.505203e-09,1.140486e-09
1.006268e-01,9.660199e-10,1.417975e-09,1.079216e-09,1.501002e-09,1.118581e-09
1.010532e-01,9.585827e-10,1.406982e-09,1.059575e-09,1.485139e-09,1.091150e-09
1.014796e-01,9.533869e-10,1.374683e-09,1.049424e-09,1.454955e-09,1.069388e-09
1.019059e-01,9.205297e-10,1.334271e-09,1.047055e-09,1.411812e-09,1.055779e-09
1.023323e-01,8.747077e-10,1.280870e-09,1.032171e-09,1.359978e-09,1.038077e-09
1.027587e-01,8.206372e-10,1.218428e-09,1.012233e-09,1.296635e-09,1.013246e-09
1.031851e-01,7.701247e-10,1.163822e-09,9.939093e-10,1.235540e-09,9.927088e-10
1.036115e-01,7.295017e-10,1.113934e-09,9.658085e-10,1.168413e-09,9.693075e-10
1.040379e-01,7.023366e-10,1.065025e-09,9.262734e-10,1.101263e-09,9.421929e-10
1.044642e-01,7.003065e-10,1.025710e-09,8.770994e-10,1.046449e-09,9.069030e-10
1.048906e-01,7.098876e-10,9.985617e-10,8.268959e-10,9.982030e-10,8.643959e-10
1.053170e-01,7.234878e-10,9.678173e-10,7.826278e-10,9.568566e-10,8.316793e-10
1.057434e-01,7.396434e-10,9.377364e-10,7.496534e-10,9.201540e-10,7.956905e-10
1.061698e-01,7.429159e-10,9.085265e-10,7.183260e-10,8.903695e-10,7.580331e-10
1.065962e-01,7.249560e-10,8.762416e-10,6.922233e-10,8.680228e-10,7.268386e-10
1.070226e-01,6.842404e-10,8.415095e-10,6.694954e-10,8.488725e-10,6.983654e-10
1.074489e-01,6.273675e-10,8.069898e-10,6.495907e-10,8.315681e-10,6.759825e-10
1.078753e-01,5.685278e-10,7.784393e-10,6.297576e-10,8.151401e-10,6.576526e-10
1.083017e-01,5.037813e-10,7.571797e-10,6.090494e-10,7.990458e-10,6.399034e-10
1.087281e-01,4.638872e-10,7.408385e-10,5.890059e-10,7.792677e-10,6.271900e-10
1.091545e-01,4.387798e-10,7.296838e-10,5.730852e-10,7.576891e-10,6.169984e-10
1.095809e-01,4.320639e-10,7.218158e-10,5.647087e-10,7.424278e-10,6.067686e-10
1.100072e-01,4.346219e-10,7.155206e-10,5.543755e-10,7.261324e-10,5.995504e-10
1.104336e-01,4.530657e-10,7.061270e-10,5.457362e-10,7.089165e-10,5.909035e-10
1.108600e-01,4.619463e-10,6.865793e-10,5.353407e-10,6.920212e-10,5.787391e-10
1.112864e-01,4.670526e-10,6.663412e-10,5.273301e-10,6.787900e-10,5.657588e-10
1.117128e-01,4.625780e-10,6.413857e-10,5.132814e-10,6.649607e-10,5.512932e-10
1.121392e-01,4.498914e-10,6.172116e-10,5.016546e-10,6.479002e-10,5.335147e-10
1.125656e-01,4.317848e-10,5.909727e-10,4.828864e-10,6.296508e-10,5.094213e-10
1.129919e-01,4.127541e-10,5.694275e-10,4.612158e-10,6.073090e-10,4.864911e-10
1.134183e-01,3.927634e-10,5.540076e-10,4.445101e-10,5.866151e-10,4.653069e-10
1.138447e-01,3.795691e-10,5.394319e-10,4.296188e-10,5.585592e-10,4.436164e-10
1.142711e-01,3.675256e-10,5.327338e-10,4.173817e-10,5.325897e-10,4.207406e-10
1.146975e-01,3.556198e-10,5.225980e-10,4.064813e-10,5.042898e-10,4.026026e-10
1.151239e-01,3.478269e-10,5.127322e-10,3.952768e-10,4.761595e-10,3.863791e-10
1.155502e-01,3.338291e-10,4.993958e-10,3.827322e-10,4.520944e-10,3.729027e-10
1.159766e-01,3.173922e-10,4.811062e-10,3.690850e-10,4.328281e-10,3.638812e-10
1.164030e-01,2.970014e-10,4.598945e-10,3.563697e-10,4.176850e-10,3.594937e-10
1.168294e-01,2.794430e-10,4.374591e-10,3.383227e-10,4.053911e-10,3.537749e-10
1.172558e-01,2.632716e-10,4.140237e-10,3.232032e-10,3.965819e-10,3.498306e-10
1.176822e-01,2.502360e-10,3.936221e-10,3.092128e-10,3.921352e-10,3.476090e-10
1.181086e-01,2.493525e-10,3.774560e-10,2.975359e-10,3.891081e-10,3.455151e-10
1.185349e-01,2.503135e-10,3.657592e-10,2.916030e-10,3.884374e-10,3.426558e-10
1.189613e-01,2.555347e-10,3.586437e-10,2.888818e-10,3.884727e-10,3.364521e-10
1.193877e-01,2.625884e-10,3.550603e-10,2.856666e-10,3.860396e-10,3.278375e-10
1.198141e-01,2.632936e-10,3.524423e-10,2.823730e-10,3.813890e-10,3.175994e-10
1.202405e-01,2.598786e-10,3.497292e-10,2.795582e-10,3.741614e-10,3.044405e-10
1.206669e-01,2.506513e-10,3.462013e-10,2.747765e-10,3.640863e-10,2.901774e-10
1.210933e-01,2.348127e-10,3.399277e-10,2.672927e-10,3.520978e-10,2.753364e-10
1.215196e-01,2.160468e-10,3.327097e-10,2.584874e-10,3.374920e-10,2.597963e-10
1.219460e-01,1.998227e-10,3.231505e-10,2.485766e-10,3.214486e-10,2.462629e-10
1.223724e-01,1.839099e-10,3.136613e-10,2.394908e-10,3.062113e-10,2.355659e-10
1.227988e-01,1.757336e-10,3.053512e-10,2.309866e-10,2.935070e-10,2.272257e-10
1.232252e-01,1.736101e-10,2.970083e-10,2.232443e-10,2.799456e-10,2.192633e-10
