# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 3.996095
# n_absorbers = 19955
# beta_fit = 0.219699
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,2.005247e-02,1494,2.000000e-01,1.292447e+12
1.231141e+01,2.262949e-02,1686,2.000000e-01,2.048390e+12
1.251141e+01,2.479043e-02,1847,2.000000e-01,3.246479e+12
1.271141e+01,2.825331e-02,2105,2.000000e-01,5.145323e+12
1.291141e+01,2.782381e-02,2073,2.000000e-01,8.154787e+12
1.311141e+01,2.705875e-02,2016,2.000000e-01,1.292447e+13
1.331141e+01,2.305900e-02,1718,2.000000e-01,2.048390e+13
1.351141e+01,1.918004e-02,1429,2.000000e-01,3.246479e+13
1.371141e+01,1.536819e-02,1145,2.000000e-01,5.145323e+13
1.391141e+01,1.197242e-02,892,2.000000e-01,8.154787e+13
1.411141e+01,9.529620e-03,710,2.000000e-01,1.292447e+14
1.431141e+01,6.898908e-03,514,2.000000e-01,2.048390e+14
1.451141e+01,5.731194e-03,427,2.000000e-01,3.246479e+14
1.471141e+01,4.456104e-03,332,2.000000e-01,5.145323e+14
1.491141e+01,3.637362e-03,271,2.000000e-01,8.154787e+14
1.511141e+01,2.845464e-03,212,2.000000e-01,1.292447e+15
1.531141e+01,2.268318e-03,169,2.000000e-01,2.048390e+15
1.551141e+01,1.677750e-03,125,2.000000e-01,3.246479e+15
1.571141e+01,1.489842e-03,111,2.000000e-01,5.145323e+15
1.591141e+01,1.100604e-03,82,2.000000e-01,8.154787e+15
1.611141e+01,8.724300e-04,65,2.000000e-01,1.292447e+16
1.631141e+01,7.650540e-04,57,2.000000e-01,2.048390e+16
1.651141e+01,7.918980e-04,59,2.000000e-01,3.246479e+16
1.671141e+01,5.100360e-04,38,2.000000e-01,5.145323e+16
1.691141e+01,5.637240e-04,42,2.000000e-01,8.154787e+16
1.711141e+01,4.697700e-04,35,2.000000e-01,1.292447e+17
1.731141e+01,5.100360e-04,38,2.000000e-01,2.048390e+17
1.751141e+01,3.892380e-04,29,2.000000e-01,3.246479e+17
1.771141e+01,3.489720e-04,26,2.000000e-01,5.145323e+17
1.791141e+01,3.221280e-04,24,2.000000e-01,8.154787e+17
1.811141e+01,3.623940e-04,27,2.000000e-01,1.292447e+18
1.831141e+01,3.355500e-04,25,2.000000e-01,2.048390e+18
1.851141e+01,2.952840e-04,22,2.000000e-01,3.246479e+18
1.871141e+01,3.087060e-04,23,2.000000e-01,5.145323e+18
1.891141e+01,2.818620e-04,21,2.000000e-01,8.154787e+18
1.911141e+01,2.281740e-04,17,2.000000e-01,1.292447e+19
1.931141e+01,1.744860e-04,13,2.000000e-01,2.048390e+19
1.951141e+01,2.013300e-04,15,2.000000e-01,3.246479e+19
1.971141e+01,1.342200e-04,10,2.000000e-01,5.145323e+19
1.991141e+01,8.053200e-05,6,2.000000e-01,8.154787e+19
2.011141e+01,1.342200e-05,1,2.000000e-01,1.292447e+20
2.031141e+01,5.368800e-05,4,2.000000e-01,2.048390e+20
2.051141e+01,0.000000e+00,0,2.000000e-01,3.246479e+20
2.071141e+01,0.000000e+00,0,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
