k_s_per_km,kPk_pi_Ω_m__0.30,kPk_pi_Ω_m__0.40,kPk_pi_Ω_m__0.50,kPk_pi_Ω_m__0.20,kPk_pi_Ω_m__0.10
5.181527e-01,3.725900e-03,3.919974e-04,1.164786e-03,1.038800e-03,5.054096e-03
5.200165e-01,3.589183e-03,3.783665e-04,1.150169e-03,9.919403e-04,5.010474e-03
5.218804e-01,3.437860e-03,3.620824e-04,1.087960e-03,9.544895e-04,4.954366e-03
5.237443e-01,3.400435e-03,3.433927e-04,1.055688e-03,9.217689e-04,4.801601e-03
5.256081e-01,3.271440e-03,3.376360e-04,1.028261e-03,8.876806e-04,4.674427e-03
5.274720e-01,3.126583e-03,3.225231e-04,1.011868e-03,8.456030e-04,4.574330e-03
5.293358e-01,3.060901e-03,3.081381e-04,9.769086e-04,8.373091e-04,4.554023e-03
5.311997e-01,2.921948e-03,3.010012e-04,9.448014e-04,8.026186e-04,4.552244e-03
5.330636e-01,2.803971e-03,2.912799e-04,8.997808e-04,7.799853e-04,4.499646e-03
5.349274e-01,2.753808e-03,2.813190e-04,8.808445e-04,7.733433e-04,4.443884e-03
5.367913e-01,2.625696e-03,2.713774e-04,8.523892e-04,7.486230e-04,4.382667e-03
5.386551e-01,2.609452e-03,2.637282e-04,8.172076e-04,7.333228e-04,4.302258e-03
5.405190e-01,2.520492e-03,2.505010e-04,8.018251e-04,7.083636e-04,4.212007e-03
5.423828e-01,2.470237e-03,2.419389e-04,7.782908e-04,6.894358e-04,4.146457e-03
5.442467e-01,2.366275e-03,2.332007e-04,7.624644e-04,6.663529e-04,4.078484e-03
5.461106e-01,2.298026e-03,2.242455e-04,7.317699e-04,6.355652e-04,3.999702e-03
5.479744e-01,2.243815e-03,2.177941e-04,7.068999e-04,6.316132e-04,3.952883e-03
5.498383e-01,2.178104e-03,2.078979e-04,6.856034e-04,6.104018e-04,3.932990e-03
5.517021e-01,2.044908e-03,2.030802e-04,6.635309e-04,5.933475e-04,3.834575e-03
5.535660e-01,2.009312e-03,1.971708e-04,6.362508e-04,5.726113e-04,3.725457e-03
5.554299e-01,1.945950e-03,1.917192e-04,6.183396e-04,5.479712e-04,3.647303e-03
5.572937e-01,1.896536e-03,1.833466e-04,5.893180e-04,5.267093e-04,3.593713e-03
5.591576e-01,1.788299e-03,1.776433e-04,5.845831e-04,5.142739e-04,3.573444e-03
5.610214e-01,1.759991e-03,1.671842e-04,5.633628e-04,5.018125e-04,3.532571e-03
5.628853e-01,1.704876e-03,1.660041e-04,5.417691e-04,4.845626e-04,3.483281e-03
5.647492e-01,1.656956e-03,1.575584e-04,5.194813e-04,4.712883e-04,3.407088e-03
5.666130e-01,1.581306e-03,1.533419e-04,5.031469e-04,4.625748e-04,3.344716e-03
5.684769e-01,1.571238e-03,1.492707e-04,4.921351e-04,4.346991e-04,3.313702e-03
5.703407e-01,1.513030e-03,1.438955e-04,4.796656e-04,4.241137e-04,3.239174e-03
5.722046e-01,1.462747e-03,1.367901e-04,4.584544e-04,4.142852e-04,3.135592e-03
5.740684e-01,1.393590e-03,1.332715e-04,4.449595e-04,3.987652e-04,3.044628e-03
5.759323e-01,1.359951e-03,1.273958e-04,4.276469e-04,3.826389e-04,2.956168e-03
5.777962e-01,1.304111e-03,1.242288e-04,4.094566e-04,3.751641e-04,2.872079e-03
5.796600e-01,1.290030e-03,1.192875e-04,4.035685e-04,3.606630e-04,2.792121e-03
5.815239e-01,1.236134e-03,1.135978e-04,3.872040e-04,3.463195e-04,2.716606e-03
5.833877e-01,1.190513e-03,1.109201e-04,3.702057e-04,3.380027e-04,2.641686e-03
5.852516e-01,1.163343e-03,1.085465e-04,3.611340e-04,3.286972e-04,2.567438e-03
5.871155e-01,1.130224e-03,1.038002e-04,3.506920e-04,3.165643e-04,2.499995e-03
5.889793e-01,1.106394e-03,9.985171e-05,3.424788e-04,3.132974e-04,2.433799e-03
5.908432e-01,1.059313e-03,9.641726e-05,3.277627e-04,3.051046e-04,2.369783e-03
5.927070e-01,1.068514e-03,9.344682e-05,3.180430e-04,2.965187e-04,2.307377e-03
5.945709e-01,1.022476e-03,8.971484e-05,3.076542e-04,2.845448e-04,2.245809e-03
5.964347e-01,9.775606e-04,8.622157e-05,3.010637e-04,2.732434e-04,2.188942e-03
5.982986e-01,9.419161e-04,8.390540e-05,2.932990e-04,2.684675e-04,2.132816e-03
6.001625e-01,9.408091e-04,7.995515e-05,2.786199e-04,2.642904e-04,2.078236e-03
6.020263e-01,8.923917e-04,7.722127e-05,2.709192e-04,2.545506e-04,2.026264e-03
6.038902e-01,8.640742e-04,7.449713e-05,2.555806e-04,2.479963e-04,1.976524e-03
6.057540e-01,8.535066e-04,7.180697e-05,2.558779e-04,2.401564e-04,1.940354e-03
6.076179e-01,8.129386e-04,6.943935e-05,2.464209e-04,2.300973e-04,1.903904e-03
6.094818e-01,7.959995e-04,6.659622e-05,2.399734e-04,2.248549e-04,1.846505e-03
6.113456e-01,7.695082e-04,6.355102e-05,2.352028e-04,2.212197e-04,1.796258e-03
6.132095e-01,7.501356e-04,6.175890e-05,2.267283e-04,2.099613e-04,1.755891e-03
6.150733e-01,7.381692e-04,5.880884e-05,2.175868e-04,2.034048e-04,1.691974e-03
6.169372e-01,6.932322e-04,5.651111e-05,2.124358e-04,1.995898e-04,1.618770e-03
6.188010e-01,6.849991e-04,5.446375e-05,2.077053e-04,1.922832e-04,1.567650e-03
6.206649e-01,6.598901e-04,5.269192e-05,1.995027e-04,1.874236e-04,1.519984e-03
6.225288e-01,6.421070e-04,5.082903e-05,1.955122e-04,1.797236e-04,1.480330e-03
6.243926e-01,6.189237e-04,4.851339e-05,1.856875e-04,1.729118e-04,1.434416e-03
6.262565e-01,6.018418e-04,4.760576e-05,1.813335e-04,1.676936e-04,1.384239e-03
6.281203e-01,5.798020e-04,4.508893e-05,1.746848e-04,1.636046e-04,1.333559e-03
6.299842e-01,5.746291e-04,4.342423e-05,1.688715e-04,1.591456e-04,1.285912e-03
6.318481e-01,5.611327e-04,4.266960e-05,1.657554e-04,1.505329e-04,1.252110e-03
6.337119e-01,5.416170e-04,4.026115e-05,1.574715e-04,1.479048e-04,1.216093e-03
6.355758e-01,5.254555e-04,3.941778e-05,1.518016e-04,1.433278e-04,1.177643e-03
6.374396e-01,5.162816e-04,3.732746e-05,1.497281e-04,1.372775e-04,1.122131e-03
6.393035e-01,4.967096e-04,3.618390e-05,1.450667e-04,1.328324e-04,1.063892e-03
6.411674e-01,4.752160e-04,3.500287e-05,1.424527e-04,1.301738e-04,1.039824e-03
6.430312e-01,4.633493e-04,3.388039e-05,1.369909e-04,1.247707e-04,1.010595e-03
6.448951e-01,4.664091e-04,3.243304e-05,1.331064e-04,1.194169e-04,9.721199e-04
6.467589e-01,4.420746e-04,3.076459e-05,1.294853e-04,1.155397e-04,9.365346e-04
6.486228e-01,4.296221e-04,2.971720e-05,1.257200e-04,1.128035e-04,9.024878e-04
6.504866e-01,4.124301e-04,2.908942e-05,1.221530e-04,1.092514e-04,8.623654e-04
6.523505e-01,4.049354e-04,2.797208e-05,1.187748e-04,1.037674e-04,8.230333e-04
6.542144e-01,3.973464e-04,2.697594e-05,1.157576e-04,1.004735e-04,7.873113e-04
6.560782e-01,3.743347e-04,2.577094e-05,1.104401e-04,9.661125e-05,7.551146e-04
6.579421e-01,3.657629e-04,2.443897e-05,1.072139e-04,9.270322e-05,7.259942e-04
6.598059e-01,3.588839e-04,2.410367e-05,1.033238e-04,8.941255e-05,6.974221e-04
6.616698e-01,3.453349e-04,2.319510e-05,1.021899e-04,8.481957e-05,6.697905e-04
6.635337e-01,3.345883e-04,2.192557e-05,9.663440e-05,8.184239e-05,6.481514e-04
6.653975e-01,3.255726e-04,2.088432e-05,9.491615e-05,7.992976e-05,6.228073e-04
6.672614e-01,3.165447e-04,2.040775e-05,9.125644e-05,7.713976e-05,5.922434e-04
6.691252e-01,3.092366e-04,1.989467e-05,8.747975e-05,7.328281e-05,5.695925e-04
6.709891e-01,2.999606e-04,1.923097e-05,8.550948e-05,6.976767e-05,5.501643e-04
6.728529e-01,2.897162e-04,1.789964e-05,8.189601e-05,6.758059e-05,5.237720e-04
6.747168e-01,2.782691e-04,1.765431e-05,7.969501e-05,6.581629e-05,4.984029e-04
6.765807e-01,2.751122e-04,1.702172e-05,7.838422e-05,6.281203e-05,4.754607e-04
6.784445e-01,2.648970e-04,1.653404e-05,7.478572e-05,5.973720e-05,4.529945e-04
6.803084e-01,2.600585e-04,1.579401e-05,7.196152e-05,5.761951e-05,4.308559e-04
6.821722e-01,2.487876e-04,1.499963e-05,6.986678e-05,5.543822e-05,4.180121e-04
6.840361e-01,2.403074e-04,1.430609e-05,6.815702e-05,5.296344e-05,4.044736e-04
6.859000e-01,2.269259e-04,1.367080e-05,6.577291e-05,5.110149e-05,3.821508e-04
6.877638e-01,2.299463e-04,1.340949e-05,6.535369e-05,4.866957e-05,3.640151e-04
6.896277e-01,2.254767e-04,1.296537e-05,6.257895e-05,4.608325e-05,3.505563e-04
6.914915e-01,2.127027e-04,1.254356e-05,5.992533e-05,4.465283e-05,3.357749e-04
6.933554e-01,2.054849e-04,1.205034e-05,5.753060e-05,4.335740e-05,3.206846e-04
6.952193e-01,1.989651e-04,1.158508e-05,5.656802e-05,4.136144e-05,3.070978e-04
6.970831e-01,1.923393e-04,1.121590e-05,5.500912e-05,3.976950e-05,2.937493e-04
6.989470e-01,1.844876e-04,1.085646e-05,5.271117e-05,3.856821e-05,2.808338e-04
7.008108e-01,1.855384e-04,1.049248e-05,5.186048e-05,3.740891e-05,2.685755e-04
7.026747e-01,1.772185e-04,1.007768e-05,4.898132e-05,3.581286e-05,2.566738e-04
7.045385e-01,1.651876e-04,9.798304e-06,4.773594e-05,3.444256e-05,2.473442e-04
7.064024e-01,1.660472e-04,9.396845e-06,4.622087e-05,3.327643e-05,2.379529e-04
7.082663e-01,1.591657e-04,9.064995e-06,4.478401e-05,3.200173e-05,2.278438e-04
7.101301e-01,1.541204e-04,8.826210e-06,4.308992e-05,3.071553e-05,2.180169e-04
7.119940e-01,1.486416e-04,8.419499e-06,4.157728e-05,2.968471e-05,2.084401e-04
7.138578e-01,1.452088e-04,8.198490e-06,3.992947e-05,2.869998e-05,2.013449e-04
7.157217e-01,1.417836e-04,7.875829e-06,3.921442e-05,2.788064e-05,1.944452e-04
7.175856e-01,1.336346e-04,7.554101e-06,3.817841e-05,2.713519e-05,1.849979e-04
7.194494e-01,1.305915e-04,7.312341e-06,3.682791e-05,2.640384e-05,1.774315e-04
7.213133e-01,1.274970e-04,6.884476e-06,3.565869e-05,2.564520e-05,1.725622e-04
7.231771e-01,1.232930e-04,6.805134e-06,3.441483e-05,2.484294e-05,1.649015e-04
7.250410e-01,1.199044e-04,6.583206e-06,3.360115e-05,2.384087e-05,1.560703e-04
7.269048e-01,1.167952e-04,6.326954e-06,3.254437e-05,2.289896e-05,1.534626e-04
7.287687e-01,1.129599e-04,6.016596e-06,3.103012e-05,2.222408e-05,1.496201e-04
7.306326e-01,1.118625e-04,5.816058e-06,3.028871e-05,2.162826e-05,1.427665e-04
7.324964e-01,1.069909e-04,5.637341e-06,2.964571e-05,2.086269e-05,1.383227e-04
7.343603e-01,1.026337e-04,5.448062e-06,2.858963e-05,2.030100e-05,1.355794e-04
7.362241e-01,9.754809e-05,5.243554e-06,2.767463e-05,1.922452e-05,1.303056e-04
7.380880e-01,9.724097e-05,4.985492e-06,2.654584e-05,1.882215e-05,1.250796e-04
7.399519e-01,9.326315e-05,4.791085e-06,2.598331e-05,1.845774e-05,1.217204e-04
7.418157e-01,9.291502e-05,4.633155e-06,2.534913e-05,1.774401e-05,1.184920e-04
7.436796e-01,8.916059e-05,4.460371e-06,2.450124e-05,1.694592e-05,1.154119e-04
7.455434e-01,8.511405e-05,4.281455e-06,2.360363e-05,1.631034e-05,1.111953e-04
7.474073e-01,8.212483e-05,4.158083e-06,2.309662e-05,1.551090e-05,1.066833e-04
7.492712e-01,8.016911e-05,4.012405e-06,2.205694e-05,1.481822e-05,1.032030e-04
7.511350e-01,7.846998e-05,3.816715e-06,2.160270e-05,1.424308e-05,9.989085e-05
7.529989e-01,7.611313e-05,3.694167e-06,2.065930e-05,1.372654e-05,9.689145e-05
7.548627e-01,7.270261e-05,3.586939e-06,2.021597e-05,1.337427e-05,9.407807e-05
7.567266e-01,7.107721e-05,3.400503e-06,1.930293e-05,1.295309e-05,9.136762e-05
7.585904e-01,6.830461e-05,3.290385e-06,1.853081e-05,1.236019e-05,8.783196e-05
7.604543e-01,6.743146e-05,3.125502e-06,1.835427e-05,1.187098e-05,8.485723e-05
7.623182e-01,6.418532e-05,3.041804e-06,1.767652e-05,1.155573e-05,8.393681e-05
7.641820e-01,6.261749e-05,2.955199e-06,1.724151e-05,1.121944e-05,8.204440e-05
7.660459e-01,6.202150e-05,2.822807e-06,1.647773e-05,1.069003e-05,7.927144e-05
7.679097e-01,5.913175e-05,2.717894e-06,1.607580e-05,1.051694e-05,7.670474e-05
7.697736e-01,5.640903e-05,2.642571e-06,1.570069e-05,1.012267e-05,7.414477e-05
7.716375e-01,5.585177e-05,2.598921e-06,1.514819e-05,9.626933e-06,7.127842e-05
7.735013e-01,5.338883e-05,2.451064e-06,1.459828e-05,9.267659e-06,6.892901e-05
7.753652e-01,5.188883e-05,2.392447e-06,1.419371e-05,8.917849e-06,6.733460e-05
7.772290e-01,4.982194e-05,2.297572e-06,1.369944e-05,8.716224e-06,6.507297e-05
7.790929e-01,4.877238e-05,2.213752e-06,1.330342e-05,8.395020e-06,6.252539e-05
7.809567e-01,4.659386e-05,2.131951e-06,1.298295e-05,8.093017e-06,6.125649e-05
7.828206e-01,4.615136e-05,2.062854e-06,1.251753e-05,7.843185e-06,5.948104e-05
7.846845e-01,4.361746e-05,1.934451e-06,1.201582e-05,7.558738e-06,5.643336e-05
7.865483e-01,4.299507e-05,1.891017e-06,1.161344e-05,7.188334e-06,5.445152e-05
7.884122e-01,4.145224e-05,1.829729e-06,1.113945e-05,6.910667e-06,5.323588e-05
7.902760e-01,4.076270e-05,1.758659e-06,1.079882e-05,6.659619e-06,5.112484e-05
7.921399e-01,3.869021e-05,1.690992e-06,1.063243e-05,6.414447e-06,4.910558e-05
7.940038e-01,3.831196e-05,1.630830e-06,1.017663e-05,6.174540e-06,4.816059e-05
7.958676e-01,3.623876e-05,1.570678e-06,9.940854e-06,5.957847e-06,4.697527e-05
7.977315e-01,3.515793e-05,1.495160e-06,9.699236e-06,5.772546e-06,4.551135e-05
7.995953e-01,3.440098e-05,1.433252e-06,9.469999e-06,5.517974e-06,4.423689e-05
8.014592e-01,3.313920e-05,1.398069e-06,8.978614e-06,5.318888e-06,4.300512e-05
8.033230e-01,3.214325e-05,1.329574e-06,8.704238e-06,5.157794e-06,4.143833e-05
8.051869e-01,3.110531e-05,1.294076e-06,8.365820e-06,4.927950e-06,4.005947e-05
8.070508e-01,3.011412e-05,1.270458e-06,8.134842e-06,4.734039e-06,3.903783e-05
8.089146e-01,2.828677e-05,1.191860e-06,7.907185e-06,4.562974e-06,3.759699e-05
8.107785e-01,2.808091e-05,1.152310e-06,7.765535e-06,4.366610e-06,3.591890e-05
8.126423e-01,2.784147e-05,1.110008e-06,7.540637e-06,4.193547e-06,3.484222e-05
8.145062e-01,2.645458e-05,1.068321e-06,7.199990e-06,4.078126e-06,3.384233e-05
8.163701e-01,2.518493e-05,1.034261e-06,6.934765e-06,3.985058e-06,3.295642e-05
8.182339e-01,2.497795e-05,1.012185e-06,6.773522e-06,3.761068e-06,3.190231e-05
8.200978e-01,2.436892e-05,9.676843e-07,6.546956e-06,3.620624e-06,3.069297e-05
8.219616e-01,2.352405e-05,9.321399e-07,6.353520e-06,3.491334e-06,2.986120e-05
8.238255e-01,2.235291e-05,8.973699e-07,6.199182e-06,3.368455e-06,2.914829e-05
8.256894e-01,2.176770e-05,8.649059e-07,5.877980e-06,3.278159e-06,2.870564e-05
8.275532e-01,2.145586e-05,8.329594e-07,5.754028e-06,3.147112e-06,2.823601e-05
8.294171e-01,2.080764e-05,7.954787e-07,5.595605e-06,2.985350e-06,2.772617e-05
8.312809e-01,1.940508e-05,7.869335e-07,5.443464e-06,2.900310e-06,2.717898e-05
8.331448e-01,1.984063e-05,7.469263e-07,5.228970e-06,2.843531e-06,2.661540e-05
8.350086e-01,1.860600e-05,7.287178e-07,5.081432e-06,2.762136e-06,2.621951e-05
8.368725e-01,1.853331e-05,7.005514e-07,4.827417e-06,2.646697e-06,2.574816e-05
8.387364e-01,1.742679e-05,6.683394e-07,4.762504e-06,2.557137e-06,2.508146e-05
8.406002e-01,1.739854e-05,6.428127e-07,4.596230e-06,2.477698e-06,2.438139e-05
8.424641e-01,1.705052e-05,6.128496e-07,4.384356e-06,2.362727e-06,2.365683e-05
8.443279e-01,1.599820e-05,5.972889e-07,4.299298e-06,2.246937e-06,2.296216e-05
8.461918e-01,1.592178e-05,5.799968e-07,4.160780e-06,2.187306e-06,2.228167e-05
8.480557e-01,1.515847e-05,5.542550e-07,4.013679e-06,2.148241e-06,2.165068e-05
8.499195e-01,1.454832e-05,5.328851e-07,3.881301e-06,2.040894e-06,2.085927e-05
8.517834e-01,1.485100e-05,5.198536e-07,3.775170e-06,1.975052e-06,1.987852e-05
8.536472e-01,1.390001e-05,5.024791e-07,3.615910e-06,1.930477e-06,1.915810e-05
8.555111e-01,1.351962e-05,4.861768e-07,3.568997e-06,1.865321e-06,1.852907e-05
8.573749e-01,1.296488e-05,4.603581e-07,3.422381e-06,1.742734e-06,1.802052e-05
8.592388e-01,1.216505e-05,4.529100e-07,3.316018e-06,1.710478e-06,1.751919e-05
8.611027e-01,1.212468e-05,4.349081e-07,3.225452e-06,1.653263e-06,1.703187e-05
8.629665e-01,1.194259e-05,4.188228e-07,3.057389e-06,1.605887e-06,1.645503e-05
8.648304e-01,1.133019e-05,3.979730e-07,3.024174e-06,1.553831e-06,1.582648e-05
8.666942e-01,1.119166e-05,3.883813e-07,2.923838e-06,1.477493e-06,1.545573e-05
8.685581e-01,1.058103e-05,3.722517e-07,2.802892e-06,1.418712e-06,1.506619e-05
8.704220e-01,1.048251e-05,3.582479e-07,2.744934e-06,1.414679e-06,1.454078e-05
8.722858e-01,1.013859e-05,3.440798e-07,2.665543e-06,1.361051e-06,1.415262e-05
8.741497e-01,9.935538e-06,3.333619e-07,2.612054e-06,1.311527e-06,1.389330e-05
8.760135e-01,9.646357e-06,3.268768e-07,2.480333e-06,1.269936e-06,1.355924e-05
8.778774e-01,9.237102e-06,3.124158e-07,2.440147e-06,1.176818e-06,1.318931e-05
8.797413e-01,8.820881e-06,2.997888e-07,2.374969e-06,1.161622e-06,1.266110e-05
8.816051e-01,8.579739e-06,2.872102e-07,2.306908e-06,1.125219e-06,1.219211e-05
8.834690e-01,8.342584e-06,2.767689e-07,2.225442e-06,1.073248e-06,1.181288e-05
8.853328e-01,8.087752e-06,2.681601e-07,2.138600e-06,1.031981e-06,1.139403e-05
8.871967e-01,7.755412e-06,2.556570e-07,2.056466e-06,1.015623e-06,1.095745e-05
8.890605e-01,7.455660e-06,2.451526e-07,2.003240e-06,9.811473e-07,1.057092e-05
8.909244e-01,7.286290e-06,2.418806e-07,1.935211e-06,9.349805e-07,1.022970e-05
8.927883e-01,7.042856e-06,2.262101e-07,1.862406e-06,8.920687e-07,1.000379e-05
8.946521e-01,6.891491e-06,2.208900e-07,1.799789e-06,8.602609e-07,9.757342e-06
8.965160e-01,6.564333e-06,2.147902e-07,1.745163e-06,8.351568e-07,9.495560e-06
8.983798e-01,6.379658e-06,2.069480e-07,1.690875e-06,8.040229e-07,9.275642e-06
9.002437e-01,6.345687e-06,1.999947e-07,1.637081e-06,7.832634e-07,9.045557e-06
9.021076e-01,6.190650e-06,1.955584e-07,1.593695e-06,7.707365e-07,8.728590e-06
9.039714e-01,5.989078e-06,1.858571e-07,1.512057e-06,7.522330e-07,8.416011e-06
9.058353e-01,5.772467e-06,1.765157e-07,1.491089e-06,7.311389e-07,8.108665e-06
9.076991e-01,5.624896e-06,1.728850e-07,1.446829e-06,7.123478e-07,7.972139e-06
9.095630e-01,5.413047e-06,1.641006e-07,1.416281e-06,6.914325e-07,7.885699e-06
9.114268e-01,5.232825e-06,1.583924e-07,1.340252e-06,6.671293e-07,7.630111e-06
9.132907e-01,5.180405e-06,1.535666e-07,1.303621e-06,6.431298e-07,7.373214e-06
9.151546e-01,4.951442e-06,1.496224e-07,1.265041e-06,6.273991e-07,7.113755e-06
9.170184e-01,4.874731e-06,1.431748e-07,1.221243e-06,6.123686e-07,6.801599e-06
9.188823e-01,4.663839e-06,1.403505e-07,1.192169e-06,5.835392e-07,6.458425e-06
9.207461e-01,4.512194e-06,1.347785e-07,1.156481e-06,5.697105e-07,6.204970e-06
9.226100e-01,4.368156e-06,1.283507e-07,1.096662e-06,5.460910e-07,5.979296e-06
9.244739e-01,4.157335e-06,1.232297e-07,1.081126e-06,5.283245e-07,5.826944e-06
9.263377e-01,4.053975e-06,1.173585e-07,1.036390e-06,5.116478e-07,5.636577e-06
9.282016e-01,3.932049e-06,1.141527e-07,1.014779e-06,4.898735e-07,5.409848e-06
9.300654e-01,3.860686e-06,1.110073e-07,9.846679e-07,4.640294e-07,5.226225e-06
9.319293e-01,3.721666e-06,1.067511e-07,9.537859e-07,4.512459e-07,5.057120e-06
9.337931e-01,3.621640e-06,1.015815e-07,9.080716e-07,4.396261e-07,4.925303e-06
9.356570e-01,3.445841e-06,9.784724e-08,9.021609e-07,4.279278e-07,4.756715e-06
9.375209e-01,3.326028e-06,9.474589e-08,8.613701e-07,4.120014e-07,4.531291e-06
9.393847e-01,3.290396e-06,9.269984e-08,8.290549e-07,3.883236e-07,4.376268e-06
9.412486e-01,3.202080e-06,8.869433e-08,8.140990e-07,3.682708e-07,4.253358e-06
9.431124e-01,3.107058e-06,8.596136e-08,7.864846e-07,3.622369e-07,4.114391e-06
9.449763e-01,2.958928e-06,8.169486e-08,7.662147e-07,3.514496e-07,3.994621e-06
9.468402e-01,2.877545e-06,7.799057e-08,7.436278e-07,3.396233e-07,3.926488e-06
9.487040e-01,2.829192e-06,7.635178e-08,7.197496e-07,3.291381e-07,3.805754e-06
9.505679e-01,2.722461e-06,7.372993e-08,6.864337e-07,3.132857e-07,3.645034e-06
9.524317e-01,2.597837e-06,7.252963e-08,6.617649e-07,3.029723e-07,3.513445e-06
9.542956e-01,2.512315e-06,6.989326e-08,6.478258e-07,2.914314e-07,3.385245e-06
9.561595e-01,2.395644e-06,6.675954e-08,6.244307e-07,2.809175e-07,3.250198e-06
9.580233e-01,2.364165e-06,6.475699e-08,6.054080e-07,2.719131e-07,3.142700e-06
9.598872e-01,2.240874e-06,6.184795e-08,5.838811e-07,2.632587e-07,3.068893e-06
9.617510e-01,2.220974e-06,6.013946e-08,5.682021e-07,2.509740e-07,2.984275e-06
9.636149e-01,2.135000e-06,5.785047e-08,5.533232e-07,2.425438e-07,2.895049e-06
9.654787e-01,2.059093e-06,5.619593e-08,5.329651e-07,2.328570e-07,2.783375e-06
9.673426e-01,2.006505e-06,5.345094e-08,5.170204e-07,2.247941e-07,2.680110e-06
9.692065e-01,1.907521e-06,5.209874e-08,5.017038e-07,2.187370e-07,2.593832e-06
9.710703e-01,1.887373e-06,4.982388e-08,4.801693e-07,2.102172e-07,2.511005e-06
9.729342e-01,1.812489e-06,4.822070e-08,4.738846e-07,2.005346e-07,2.430240e-06
9.747980e-01,1.722973e-06,4.743894e-08,4.558869e-07,1.923347e-07,2.370709e-06
9.766619e-01,1.656200e-06,4.535590e-08,4.351487e-07,1.843590e-07,2.311384e-06
9.785258e-01,1.643136e-06,4.338394e-08,4.201930e-07,1.771424e-07,2.245918e-06
9.803896e-01,1.598762e-06,4.177850e-08,4.101126e-07,1.716123e-07,2.176523e-06
9.822535e-01,1.542434e-06,4.056301e-08,4.007319e-07,1.671298e-07,2.103294e-06
9.841173e-01,1.478915e-06,3.906075e-08,3.901510e-07,1.610828e-07,2.036782e-06
9.859812e-01,1.436596e-06,3.742755e-08,3.722535e-07,1.556585e-07,1.971423e-06
9.878450e-01,1.399316e-06,3.598527e-08,3.628050e-07,1.500158e-07,1.901120e-06
9.897089e-01,1.351894e-06,3.517084e-08,3.523881e-07,1.433051e-07,1.831858e-06
9.915728e-01,1.349173e-06,3.441701e-08,3.396050e-07,1.353441e-07,1.764241e-06
9.934366e-01,1.267733e-06,3.344560e-08,3.267709e-07,1.302423e-07,1.715282e-06
9.953005e-01,1.258081e-06,3.205786e-08,3.194087e-07,1.254839e-07,1.675013e-06
9.971643e-01,1.180774e-06,3.056057e-08,3.086807e-07,1.207166e-07,1.615693e-06
9.990282e-01,1.163420e-06,2.973306e-08,2.989998e-07,1.167118e-07,1.555033e-06
1.000892e+00,1.139261e-06,2.904783e-08,2.880620e-07,1.136933e-07,1.492026e-06
1.002756e+00,1.100124e-06,2.831026e-08,2.826079e-07,1.089103e-07,1.436314e-06
1.004620e+00,1.056723e-06,2.791668e-08,2.736722e-07,1.031766e-07,1.386252e-06
1.006484e+00,1.007704e-06,2.655259e-08,2.648244e-07,9.959004e-08,1.355996e-06
1.008347e+00,9.889357e-07,2.567033e-08,2.579371e-07,9.549608e-08,1.325017e-06
1.010211e+00,9.783879e-07,2.465584e-08,2.478379e-07,9.073887e-08,1.271469e-06
1.012075e+00,9.507023e-07,2.383797e-08,2.445342e-07,8.775732e-08,1.223543e-06
1.013939e+00,9.142097e-07,2.290418e-08,2.311800e-07,8.484738e-08,1.182620e-06
1.015803e+00,8.673308e-07,2.230644e-08,2.301973e-07,8.150177e-08,1.143447e-06
1.017667e+00,8.592108e-07,2.141356e-08,2.197524e-07,7.908445e-08,1.104635e-06
1.019531e+00,8.353651e-07,2.086372e-08,2.133923e-07,7.708340e-08,1.058364e-06
1.021395e+00,8.018022e-07,2.008217e-08,2.063972e-07,7.449380e-08,1.013767e-06
1.023258e+00,7.650324e-07,1.919577e-08,2.008099e-07,7.060427e-08,9.726327e-07
1.025122e+00,7.541732e-07,1.853538e-08,1.898713e-07,6.804061e-08,9.397938e-07
1.026986e+00,7.064985e-07,1.766269e-08,1.862399e-07,6.604660e-08,9.120372e-07
1.028850e+00,7.030613e-07,1.696716e-08,1.803796e-07,6.452308e-08,8.757402e-07
1.030714e+00,6.658702e-07,1.637531e-08,1.759074e-07,6.294945e-08,8.400112e-07
1.032578e+00,6.476461e-07,1.612649e-08,1.708820e-07,6.068624e-08,8.094554e-07
1.034442e+00,6.177483e-07,1.572793e-08,1.621074e-07,5.898769e-08,7.769936e-07
1.036305e+00,6.071077e-07,1.509100e-08,1.582248e-07,5.686925e-08,7.426645e-07
1.038169e+00,6.057071e-07,1.438760e-08,1.522195e-07,5.447721e-08,7.125997e-07
1.040033e+00,5.800091e-07,1.403600e-08,1.509696e-07,5.246824e-08,6.844828e-07
1.041897e+00,5.696987e-07,1.347476e-08,1.456204e-07,5.092424e-08,6.649606e-07
1.043761e+00,5.351225e-07,1.301263e-08,1.385583e-07,4.849099e-08,6.409271e-07
1.045625e+00,5.148807e-07,1.257753e-08,1.377167e-07,4.735264e-08,6.096606e-07
1.047489e+00,5.164154e-07,1.222856e-08,1.315436e-07,4.470903e-08,5.865422e-07
1.049352e+00,5.047249e-07,1.187783e-08,1.274532e-07,4.350793e-08,5.673019e-07
1.051216e+00,4.760508e-07,1.128641e-08,1.256981e-07,4.331696e-08,5.439527e-07
1.053080e+00,4.678256e-07,1.114552e-08,1.210732e-07,4.178058e-08,5.195947e-07
1.054944e+00,4.534500e-07,1.078820e-08,1.148349e-07,4.030323e-08,4.927721e-07
