statistic,value
mean_flux,0.9436289879751437
median_flux,0.9930026428688885
std_flux,0.15128051324151717
min_flux,0.0
max_flux,0.9999997432188716
mean_tau,420.3653167499817
median_tau,0.007021953441122001
effective_tau,0.058022211302486755
deep_absorption_frac,0.01017748881307873
moderate_absorption_frac,0.021603827920783306
weak_absorption_frac,0.9682186832661379
