k_s_per_km,kPk_pi_p1_2,kPk_pi_p2_2,kPk_pi_p7_2,kPk_pi_p8_2,kPk_pi_p9_2
5.719694e-01,1.040625e-16,6.420380e-12,2.565513e-11,1.048666e-11,8.228395e-12
5.723809e-01,1.028012e-16,6.334149e-12,2.565033e-11,1.031597e-11,8.569936e-12
5.727924e-01,1.016698e-16,6.242213e-12,2.562367e-11,1.018068e-11,8.903289e-12
5.732039e-01,1.009621e-16,6.142632e-12,2.559140e-11,1.008252e-11,9.218066e-12
5.736153e-01,1.000929e-16,6.037554e-12,2.556854e-11,1.002180e-11,9.503977e-12
5.740268e-01,9.932607e-17,5.933110e-12,2.556809e-11,1.000356e-11,9.752643e-12
5.744383e-01,9.850272e-17,5.835546e-12,2.559952e-11,1.002727e-11,9.957182e-12
5.748498e-01,9.742876e-17,5.747945e-12,2.566750e-11,1.009372e-11,1.011290e-11
5.752613e-01,9.728102e-17,5.669905e-12,2.577210e-11,1.020490e-11,1.021748e-11
5.756728e-01,9.787179e-17,5.600072e-12,2.590956e-11,1.035977e-11,1.027141e-11
5.760843e-01,9.892912e-17,5.539656e-12,2.607280e-11,1.055739e-11,1.027776e-11
5.764958e-01,9.757420e-17,5.493497e-12,2.625191e-11,1.079884e-11,1.024155e-11
5.769073e-01,9.835870e-17,5.467034e-12,2.643555e-11,1.107980e-11,1.016884e-11
5.773187e-01,1.002425e-16,5.462581e-12,2.661233e-11,1.139989e-11,1.006594e-11
5.777302e-01,1.006249e-16,5.476682e-12,2.677136e-11,1.175755e-11,9.938567e-12
5.781417e-01,1.009537e-16,5.502633e-12,2.690061e-11,1.214646e-11,9.791093e-12
5.785532e-01,1.013302e-16,5.536196e-12,2.699528e-11,1.256460e-11,9.629542e-12
5.789647e-01,1.009842e-16,5.580435e-12,2.705241e-11,1.300313e-11,9.457566e-12
5.793762e-01,1.027653e-16,5.640901e-12,2.707262e-11,1.345618e-11,9.278573e-12
5.797877e-01,1.022687e-16,5.720245e-12,2.705974e-11,1.391899e-11,9.094808e-12
5.801992e-01,1.006780e-16,5.814927e-12,2.701988e-11,1.438148e-11,8.908197e-12
5.806106e-01,1.000639e-16,5.917240e-12,2.696102e-11,1.483706e-11,8.720543e-12
5.810221e-01,9.999709e-17,6.021623e-12,2.689184e-11,1.527800e-11,8.532970e-12
5.814336e-01,1.004526e-16,6.129431e-12,2.682032e-11,1.569370e-11,8.346079e-12
5.818451e-01,9.914778e-17,6.248235e-12,2.675215e-11,1.607651e-11,8.160170e-12
5.822566e-01,9.947552e-17,6.385708e-12,2.669008e-11,1.641898e-11,7.975808e-12
5.826681e-01,9.934275e-17,6.543106e-12,2.663379e-11,1.671094e-11,7.793946e-12
5.830796e-01,9.967260e-17,6.712954e-12,2.658003e-11,1.694993e-11,7.615951e-12
5.834911e-01,1.003175e-16,6.885170e-12,2.652255e-11,1.712813e-11,7.443052e-12
5.839026e-01,1.015350e-16,7.058582e-12,2.645232e-11,1.723613e-11,7.277108e-12
5.843140e-01,1.021025e-16,7.243997e-12,2.636323e-11,1.728137e-11,7.119113e-12
5.847255e-01,1.021090e-16,7.452593e-12,2.625132e-11,1.726055e-11,6.969839e-12
5.851370e-01,1.042880e-16,7.685103e-12,2.611613e-11,1.718012e-11,6.829707e-12
5.855485e-01,1.060544e-16,7.931766e-12,2.596088e-11,1.704448e-11,6.698555e-12
5.859600e-01,1.085431e-16,8.180706e-12,2.579269e-11,1.685838e-11,6.576704e-12
5.863715e-01,1.099326e-16,8.428752e-12,2.562097e-11,1.663181e-11,6.465407e-12
5.867830e-01,1.094138e-16,8.683196e-12,2.545673e-11,1.637326e-11,6.366951e-12
5.871945e-01,1.111515e-16,8.953187e-12,2.531162e-11,1.609150e-11,6.284656e-12
5.876060e-01,1.128819e-16,9.238635e-12,2.519596e-11,1.579852e-11,6.222947e-12
5.880174e-01,1.121281e-16,9.525832e-12,2.511733e-11,1.550318e-11,6.187060e-12
5.884289e-01,1.140357e-16,9.794256e-12,2.508077e-11,1.521315e-11,6.182253e-12
5.888404e-01,1.151475e-16,1.002997e-11,2.508818e-11,1.494089e-11,6.213563e-12
5.892519e-01,1.169844e-16,1.023609e-11,2.513734e-11,1.468871e-11,6.285083e-12
5.896634e-01,1.191852e-16,1.042485e-11,2.522579e-11,1.446882e-11,6.401847e-12
5.900749e-01,1.201908e-16,1.059977e-11,2.534263e-11,1.428435e-11,6.558113e-12
5.904864e-01,1.216963e-16,1.074455e-11,2.547864e-11,1.413514e-11,6.748588e-12
5.908979e-01,1.242777e-16,1.083617e-11,2.562341e-11,1.402744e-11,6.965652e-12
5.913094e-01,1.252182e-16,1.086216e-11,2.576645e-11,1.395861e-11,7.199857e-12
5.917208e-01,1.252809e-16,1.082937e-11,2.589773e-11,1.392881e-11,7.441037e-12
5.921323e-01,1.245681e-16,1.075671e-11,2.600906e-11,1.393846e-11,7.680082e-12
5.925438e-01,1.248623e-16,1.065930e-11,2.609429e-11,1.398438e-11,7.908710e-12
5.929553e-01,1.249503e-16,1.053731e-11,2.614961e-11,1.406477e-11,8.120272e-12
5.933668e-01,1.250541e-16,1.037824e-11,2.617407e-11,1.417843e-11,8.310731e-12
5.937783e-01,1.268315e-16,1.017064e-11,2.616988e-11,1.431916e-11,8.478810e-12
5.941898e-01,1.270992e-16,9.917834e-12,2.614123e-11,1.448497e-11,8.625684e-12
5.946013e-01,1.278483e-16,9.640152e-12,2.609336e-11,1.467280e-11,8.755442e-12
5.950128e-01,1.287722e-16,9.361074e-12,2.603227e-11,1.487418e-11,8.874713e-12
5.954242e-01,1.299257e-16,9.091312e-12,2.596344e-11,1.509082e-11,8.991334e-12
5.958357e-01,1.300313e-16,8.821724e-12,2.589139e-11,1.531200e-11,9.113298e-12
5.962472e-01,1.305609e-16,8.541775e-12,2.581674e-11,1.553333e-11,9.246010e-12
5.966587e-01,1.286939e-16,8.253466e-12,2.573719e-11,1.575222e-11,9.391794e-12
5.970702e-01,1.269893e-16,7.970678e-12,2.564877e-11,1.595933e-11,9.550263e-12
5.974817e-01,1.248641e-16,7.709122e-12,2.554675e-11,1.615123e-11,9.718465e-12
5.978932e-01,1.225411e-16,7.475373e-12,2.542593e-11,1.632310e-11,9.890896e-12
5.983047e-01,1.216155e-16,7.264403e-12,2.528171e-11,1.646929e-11,1.006074e-11
5.987162e-01,1.207756e-16,7.066853e-12,2.511105e-11,1.658710e-11,1.022125e-11
5.991276e-01,1.187100e-16,6.879006e-12,2.491312e-11,1.667291e-11,1.036654e-11
5.995391e-01,1.178354e-16,6.706455e-12,2.468963e-11,1.672132e-11,1.049295e-11
5.999506e-01,1.175449e-16,6.559192e-12,2.444418e-11,1.673393e-11,1.060022e-11
6.003621e-01,1.179065e-16,6.441248e-12,2.418121e-11,1.670795e-11,1.069216e-11
6.007736e-01,1.176338e-16,6.344511e-12,2.390638e-11,1.664295e-11,1.077662e-11
6.011851e-01,1.184949e-16,6.255544e-12,2.362571e-11,1.654200e-11,1.086480e-11
6.015966e-01,1.175156e-16,6.167847e-12,2.334564e-11,1.640444e-11,1.096865e-11
6.020081e-01,1.164424e-16,6.088344e-12,2.307082e-11,1.623850e-11,1.109773e-11
6.024196e-01,1.170510e-16,6.028332e-12,2.280525e-11,1.604679e-11,1.125798e-11
6.028310e-01,1.147370e-16,5.992205e-12,2.255244e-11,1.583244e-11,1.145087e-11
6.032425e-01,1.135076e-16,5.973728e-12,2.231545e-11,1.560389e-11,1.167257e-11
6.036540e-01,1.119908e-16,5.961492e-12,2.209683e-11,1.536551e-11,1.191390e-11
6.040655e-01,1.109980e-16,5.948084e-12,2.189899e-11,1.512314e-11,1.216076e-11
6.044770e-01,1.081144e-16,5.935906e-12,2.172442e-11,1.488451e-11,1.239519e-11
6.048885e-01,1.082413e-16,5.934971e-12,2.157516e-11,1.465417e-11,1.259733e-11
6.053000e-01,1.062327e-16,5.953854e-12,2.145230e-11,1.443730e-11,1.274771e-11
6.057115e-01,1.058535e-16,5.990664e-12,2.135665e-11,1.424208e-11,1.282986e-11
6.061230e-01,1.067436e-16,6.031990e-12,2.128918e-11,1.406946e-11,1.283216e-11
6.065344e-01,1.057893e-16,6.061107e-12,2.125005e-11,1.392641e-11,1.274918e-11
6.069459e-01,1.072382e-16,6.068461e-12,2.124028e-11,1.381962e-11,1.257741e-11
6.073574e-01,1.071817e-16,6.061924e-12,2.125701e-11,1.374578e-11,1.233233e-11
6.077689e-01,1.064430e-16,6.051931e-12,2.129796e-11,1.371184e-11,1.203020e-11
6.081804e-01,1.071963e-16,6.041949e-12,2.136046e-11,1.371536e-11,1.168905e-11
6.085919e-01,1.050600e-16,6.026471e-12,2.144159e-11,1.375844e-11,1.132684e-11
6.090034e-01,1.023535e-16,5.996996e-12,2.153786e-11,1.384316e-11,1.096019e-11
6.094149e-01,1.002577e-16,5.950659e-12,2.164540e-11,1.396702e-11,1.060238e-11
6.098264e-01,9.839039e-17,5.894426e-12,2.176055e-11,1.413054e-11,1.026235e-11
6.102378e-01,9.660503e-17,5.841755e-12,2.188057e-11,1.433330e-11,9.944725e-12
6.106493e-01,9.585617e-17,5.804633e-12,2.200419e-11,1.457144e-11,9.650258e-12
6.110608e-01,9.463437e-17,5.787784e-12,2.213121e-11,1.484430e-11,9.377406e-12
6.114723e-01,9.306065e-17,5.789440e-12,2.226296e-11,1.515011e-11,9.123235e-12
6.118838e-01,9.318909e-17,5.807179e-12,2.240316e-11,1.548223e-11,8.885576e-12
6.122953e-01,9.329686e-17,5.843626e-12,2.255747e-11,1.584223e-11,8.663790e-12
6.127068e-01,9.329333e-17,5.908213e-12,2.273307e-11,1.622244e-11,8.460728e-12
6.131183e-01,9.441872e-17,6.002711e-12,2.293492e-11,1.661713e-11,8.280140e-12
6.135298e-01,9.477560e-17,6.121060e-12,2.316704e-11,1.702309e-11,8.128887e-12
6.139412e-01,9.453028e-17,6.253387e-12,2.343100e-11,1.742948e-11,8.014329e-12
6.143527e-01,9.527222e-17,6.391384e-12,2.372653e-11,1.783310e-11,7.942532e-12
6.147642e-01,9.397306e-17,6.531333e-12,2.405046e-11,1.822626e-11,7.918092e-12
6.151757e-01,9.486000e-17,6.671652e-12,2.439801e-11,1.860095e-11,7.943051e-12
6.155872e-01,9.612294e-17,6.808240e-12,2.476322e-11,1.895215e-11,8.015835e-12
6.159987e-01,9.581694e-17,6.933259e-12,2.513945e-11,1.927257e-11,8.131076e-12
6.164102e-01,9.611544e-17,7.037806e-12,2.552042e-11,1.955460e-11,8.280351e-12
6.168217e-01,9.538584e-17,7.116010e-12,2.590097e-11,1.979584e-11,8.452754e-12
6.172331e-01,9.635071e-17,7.167706e-12,2.627685e-11,1.999036e-11,8.635488e-12
6.176446e-01,9.835231e-17,7.196451e-12,2.664563e-11,2.013364e-11,8.815365e-12
6.180561e-01,9.856804e-17,7.205282e-12,2.700742e-11,2.022772e-11,8.980555e-12
6.184676e-01,9.973376e-17,7.194319e-12,2.736192e-11,2.026225e-11,9.120216e-12
6.188791e-01,9.859697e-17,7.165406e-12,2.771019e-11,2.024512e-11,9.231299e-12
6.192906e-01,9.823047e-17,7.122572e-12,2.805303e-11,2.017817e-11,9.315793e-12
6.197021e-01,9.783949e-17,7.072849e-12,2.839029e-11,2.006280e-11,9.379178e-12
6.201136e-01,9.751777e-17,7.023429e-12,2.872084e-11,1.990714e-11,9.429472e-12
6.205251e-01,9.665355e-17,6.979595e-12,2.904224e-11,1.971391e-11,9.475501e-12
6.209365e-01,9.728356e-17,6.945441e-12,2.935053e-11,1.949061e-11,9.524968e-12
6.213480e-01,9.712391e-17,6.925104e-12,2.964078e-11,1.924616e-11,9.583636e-12
6.217595e-01,9.721588e-17,6.922941e-12,2.990716e-11,1.898675e-11,9.654611e-12
6.221710e-01,9.611531e-17,6.942097e-12,3.014333e-11,1.872038e-11,9.737499e-12
6.225825e-01,9.683483e-17,6.982216e-12,3.034300e-11,1.845740e-11,9.828082e-12
6.229940e-01,9.655386e-17,7.038124e-12,3.050172e-11,1.820233e-11,9.919304e-12
6.234055e-01,9.463753e-17,7.101723e-12,3.061705e-11,1.796496e-11,1.000234e-11
6.238170e-01,9.481399e-17,7.166237e-12,3.068827e-11,1.775198e-11,1.006758e-11
6.242285e-01,9.292778e-17,7.229197e-12,3.071499e-11,1.756686e-11,1.010433e-11
6.246399e-01,9.251751e-17,7.290890e-12,3.070542e-11,1.741852e-11,1.010807e-11
6.250514e-01,9.063026e-17,7.347936e-12,3.066845e-11,1.730395e-11,1.007698e-11
6.254629e-01,8.838809e-17,7.392767e-12,3.061241e-11,1.722527e-11,1.001124e-11
6.258744e-01,8.829910e-17,7.417156e-12,3.054590e-11,1.718355e-11,9.913818e-12
6.262859e-01,8.510722e-17,7.416525e-12,3.047658e-11,1.717364e-11,9.789606e-12
6.266974e-01,8.498570e-17,7.393209e-12,3.040920e-11,1.719378e-11,9.645418e-12
6.271089e-01,8.460273e-17,7.355240e-12,3.034525e-11,1.723935e-11,9.489813e-12
6.275204e-01,8.217089e-17,7.311462e-12,3.028325e-11,1.730338e-11,9.332188e-12
6.279319e-01,8.246968e-17,7.267153e-12,3.021890e-11,1.738140e-11,9.182046e-12
6.283433e-01,8.242199e-17,7.224089e-12,3.014554e-11,1.746757e-11,9.048429e-12
6.287548e-01,8.136101e-17,7.184587e-12,3.005555e-11,1.755361e-11,8.938364e-12
6.291663e-01,8.016229e-17,7.154871e-12,2.994133e-11,1.763835e-11,8.856107e-12
6.295778e-01,8.083164e-17,7.144178e-12,2.979615e-11,1.771321e-11,8.802849e-12
6.299893e-01,8.160827e-17,7.163417e-12,2.961431e-11,1.777280e-11,8.777537e-12
6.304008e-01,8.131457e-17,7.214393e-12,2.939601e-11,1.781744e-11,8.772299e-12
6.308123e-01,8.027567e-17,7.293057e-12,2.914465e-11,1.784112e-11,8.777659e-12
6.312238e-01,8.030702e-17,7.396137e-12,2.886536e-11,1.784761e-11,8.783752e-12
6.316353e-01,8.064431e-17,7.523450e-12,2.856531e-11,1.783583e-11,8.780482e-12
6.320467e-01,7.918928e-17,7.676630e-12,2.825306e-11,1.780649e-11,8.758792e-12
6.324582e-01,7.920249e-17,7.854691e-12,2.793679e-11,1.776418e-11,8.712713e-12
6.328697e-01,8.059337e-17,8.050912e-12,2.762470e-11,1.771102e-11,8.640522e-12
6.332812e-01,8.035623e-17,8.255229e-12,2.732430e-11,1.765084e-11,8.544447e-12
6.336927e-01,8.019322e-17,8.459539e-12,2.704163e-11,1.759057e-11,8.430080e-12
6.341042e-01,8.065370e-17,8.661960e-12,2.678054e-11,1.753398e-11,8.305924e-12
6.345157e-01,8.026551e-17,8.866674e-12,2.654297e-11,1.748598e-11,8.182105e-12
6.349272e-01,8.108391e-17,9.076825e-12,2.632990e-11,1.745429e-11,8.068651e-12
6.353387e-01,8.124643e-17,9.286955e-12,2.614081e-11,1.743861e-11,7.974488e-12
6.357501e-01,8.224771e-17,9.482562e-12,2.597458e-11,1.744800e-11,7.907616e-12
6.361616e-01,8.193216e-17,9.652241e-12,2.582761e-11,1.748485e-11,7.868970e-12
6.365731e-01,8.351625e-17,9.799250e-12,2.569738e-11,1.754874e-11,7.855284e-12
6.369846e-01,8.454995e-17,9.939455e-12,2.558249e-11,1.764476e-11,7.860165e-12
6.373961e-01,8.559871e-17,1.008875e-11,2.548288e-11,1.776867e-11,7.874250e-12
6.378076e-01,8.725501e-17,1.025089e-11,2.539926e-11,1.791992e-11,7.887408e-12
6.382191e-01,8.634107e-17,1.041556e-11,2.533322e-11,1.809681e-11,7.890792e-12
6.386306e-01,8.594686e-17,1.056792e-11,2.528755e-11,1.829402e-11,7.878336e-12
6.390421e-01,8.721216e-17,1.070130e-11,2.526558e-11,1.850828e-11,7.848238e-12
6.394535e-01,8.569470e-17,1.082352e-11,2.527001e-11,1.873604e-11,7.804168e-12
6.398650e-01,8.561520e-17,1.095221e-11,2.530229e-11,1.897004e-11,7.755187e-12
6.402765e-01,8.488874e-17,1.110057e-11,2.536293e-11,1.920797e-11,7.714361e-12
6.406880e-01,8.383810e-17,1.126416e-11,2.545150e-11,1.944537e-11,7.697468e-12
6.410995e-01,8.409547e-17,1.142156e-11,2.556597e-11,1.967564e-11,7.721630e-12
6.415110e-01,8.340291e-17,1.154672e-11,2.570483e-11,1.990205e-11,7.805681e-12
6.419225e-01,8.541590e-17,1.163302e-11,2.586440e-11,2.012004e-11,7.958993e-12
6.423340e-01,8.426450e-17,1.169371e-11,2.604124e-11,2.033240e-11,8.181753e-12
6.427455e-01,8.356028e-17,1.174158e-11,2.623365e-11,2.054253e-11,8.469049e-12
6.431569e-01,8.423760e-17,1.177571e-11,2.643952e-11,2.075014e-11,8.809720e-12
6.435684e-01,8.387597e-17,1.178228e-11,2.665703e-11,2.096169e-11,9.187725e-12
6.439799e-01,8.480907e-17,1.174648e-11,2.688411e-11,2.118120e-11,9.583679e-12
6.443914e-01,8.403367e-17,1.166459e-11,2.711766e-11,2.141297e-11,9.977955e-12
6.448029e-01,8.351687e-17,1.154632e-11,2.735337e-11,2.166343e-11,1.035313e-11
6.452144e-01,8.327553e-17,1.140659e-11,2.758585e-11,2.193606e-11,1.069576e-11
6.456259e-01,8.203924e-17,1.125401e-11,2.780863e-11,2.223193e-11,1.099816e-11
6.460374e-01,8.130684e-17,1.108562e-11,2.801435e-11,2.255610e-11,1.125954e-11
6.464489e-01,8.134382e-17,1.089346e-11,2.819534e-11,2.290692e-11,1.148539e-11
6.468603e-01,8.207971e-17,1.067743e-11,2.834486e-11,2.328326e-11,1.168653e-11
6.472718e-01,8.069874e-17,1.045059e-11,2.845564e-11,2.368818e-11,1.187718e-11
6.476833e-01,8.118823e-17,1.023088e-11,2.852483e-11,2.411192e-11,1.207257e-11
6.480948e-01,8.088286e-17,1.002416e-11,2.855269e-11,2.455280e-11,1.228267e-11
6.485063e-01,8.034128e-17,9.823160e-12,2.854036e-11,2.500293e-11,1.251165e-11
6.489178e-01,8.000979e-17,9.618781e-12,2.849020e-11,2.545397e-11,1.275642e-11
6.493293e-01,8.023560e-17,9.411415e-12,2.840546e-11,2.590175e-11,1.300669e-11
6.497408e-01,8.036419e-17,9.212470e-12,2.829020e-11,2.633739e-11,1.324610e-11
6.501523e-01,8.086385e-17,9.035760e-12,2.814879e-11,2.675437e-11,1.345441e-11
6.505637e-01,8.162044e-17,8.886701e-12,2.798558e-11,2.714739e-11,1.361041e-11
6.509752e-01,8.061295e-17,8.758092e-12,2.780455e-11,2.750876e-11,1.369531e-11
6.513867e-01,8.047158e-17,8.636001e-12,2.760956e-11,2.783293e-11,1.369586e-11
6.517982e-01,8.062551e-17,8.510822e-12,2.740384e-11,2.811803e-11,1.360671e-11
6.522097e-01,8.139715e-17,8.385408e-12,2.719010e-11,2.835746e-11,1.343133e-11
6.526212e-01,8.055601e-17,8.271531e-12,2.697000e-11,2.855294e-11,1.318213e-11
6.530327e-01,7.961783e-17,8.178198e-12,2.674454e-11,2.870148e-11,1.287802e-11
6.534442e-01,7.943927e-17,8.097415e-12,2.651467e-11,2.880093e-11,1.254618e-11
6.538556e-01,8.004751e-17,8.009862e-12,2.628127e-11,2.885861e-11,1.221197e-11
6.542671e-01,8.076467e-17,7.900089e-12,2.604555e-11,2.887305e-11,1.189463e-11
6.546786e-01,8.026069e-17,7.766430e-12,2.580978e-11,2.884941e-11,1.160775e-11
6.550901e-01,8.109199e-17,7.618899e-12,2.557659e-11,2.879260e-11,1.135750e-11
6.555016e-01,8.327947e-17,7.468950e-12,2.535084e-11,2.870471e-11,1.114288e-11
6.559131e-01,8.414773e-17,7.320087e-12,2.513938e-11,2.859148e-11,1.095665e-11
6.563246e-01,8.487852e-17,7.166263e-12,2.494952e-11,2.845701e-11,1.078738e-11
6.567361e-01,8.717743e-17,6.999086e-12,2.478814e-11,2.830292e-11,1.062183e-11
6.571476e-01,8.759616e-17,6.817787e-12,2.466137e-11,2.813450e-11,1.044733e-11
6.575590e-01,8.757963e-17,6.633368e-12,2.457365e-11,2.795540e-11,1.025442e-11
6.579705e-01,8.928925e-17,6.463113e-12,2.452572e-11,2.776553e-11,1.003884e-11
6.583820e-01,9.098120e-17,6.320096e-12,2.451415e-11,2.757155e-11,9.802317e-12
6.587935e-01,9.186150e-17,6.205189e-12,2.453315e-11,2.737051e-11,9.553482e-12
6.592050e-01,9.425674e-17,6.108334e-12,2.457098e-11,2.716444e-11,9.308572e-12
6.596165e-01,9.545219e-17,6.027303e-12,2.461431e-11,2.695616e-11,9.086164e-12
6.600280e-01,9.888821e-17,5.972096e-12,2.465085e-11,2.674195e-11,8.905066e-12
6.604395e-01,1.001646e-16,5.956242e-12,2.466939e-11,2.652609e-11,8.781832e-12
6.608510e-01,1.027713e-16,5.986431e-12,2.466242e-11,2.630775e-11,8.728199e-12
6.612624e-01,1.049000e-16,6.057750e-12,2.462678e-11,2.608616e-11,8.749594e-12
6.616739e-01,1.060844e-16,6.158922e-12,2.456361e-11,2.586291e-11,8.843696e-12
6.620854e-01,1.057019e-16,6.281962e-12,2.447856e-11,2.563761e-11,9.000146e-12
6.624969e-01,1.059808e-16,6.428267e-12,2.438111e-11,2.541008e-11,9.201585e-12
6.629084e-01,1.052594e-16,6.605803e-12,2.428326e-11,2.518313e-11,9.425673e-12
6.633199e-01,1.054330e-16,6.819228e-12,2.419894e-11,2.495542e-11,9.647475e-12
6.637314e-01,1.039330e-16,7.061648e-12,2.414252e-11,2.472700e-11,9.842430e-12
6.641429e-01,1.052696e-16,7.316487e-12,2.412617e-11,2.450117e-11,9.990145e-12
6.645544e-01,1.038898e-16,7.566338e-12,2.416204e-11,2.427285e-11,1.007387e-11
6.649658e-01,1.050330e-16,7.806470e-12,2.425681e-11,2.404576e-11,1.008815e-11
6.653773e-01,1.045482e-16,8.044267e-12,2.440792e-11,2.381818e-11,1.004073e-11
6.657888e-01,1.061959e-16,8.284219e-12,2.461080e-11,2.358731e-11,9.943072e-12
6.662003e-01,1.044725e-16,8.521461e-12,2.485628e-11,2.335541e-11,9.811557e-12
6.666118e-01,1.057937e-16,8.744396e-12,2.513168e-11,2.311811e-11,9.664817e-12
6.670233e-01,1.082557e-16,8.942744e-12,2.542258e-11,2.287479e-11,9.521149e-12
6.674348e-01,1.073368e-16,9.114809e-12,2.571427e-11,2.262533e-11,9.396240e-12
6.678463e-01,1.081921e-16,9.267416e-12,2.599367e-11,2.236717e-11,9.301273e-12
6.682578e-01,1.092818e-16,9.409846e-12,2.625155e-11,2.210004e-11,9.241740e-12
6.686692e-01,1.087799e-16,9.547416e-12,2.648364e-11,2.182560e-11,9.217111e-12
6.690807e-01,1.081566e-16,9.679458e-12,2.669059e-11,2.154153e-11,9.221192e-12
6.694922e-01,1.082660e-16,9.802189e-12,2.687820e-11,2.125106e-11,9.243535e-12
6.699037e-01,1.075814e-16,9.914896e-12,2.705731e-11,2.095557e-11,9.271472e-12
6.703152e-01,1.064877e-16,1.002262e-11,2.724228e-11,2.065472e-11,9.291299e-12
6.707267e-01,1.050091e-16,1.013125e-11,2.744842e-11,2.035700e-11,9.290947e-12
6.711382e-01,1.047756e-16,1.024096e-11,2.768511e-11,2.006221e-11,9.265439e-12
6.715497e-01,1.042717e-16,1.034848e-11,2.795701e-11,1.977566e-11,9.215575e-12
6.719612e-01,1.032241e-16,1.045022e-11,2.826253e-11,1.950217e-11,9.147761e-12
6.723726e-01,1.029250e-16,1.054519e-11,2.859292e-11,1.924290e-11,9.072926e-12
6.727841e-01,1.027094e-16,1.063414e-11,2.893301e-11,1.900312e-11,9.005204e-12
6.731956e-01,1.019140e-16,1.071624e-11,2.926280e-11,1.878567e-11,8.960558e-12
6.736071e-01,1.009853e-16,1.078826e-11,2.955960e-11,1.859149e-11,8.954245e-12
6.740186e-01,1.020971e-16,1.084646e-11,2.980045e-11,1.842313e-11,8.998045e-12
6.744301e-01,1.016561e-16,1.088980e-11,2.996474e-11,1.828101e-11,9.098507e-12
6.748416e-01,1.008332e-16,1.092134e-11,3.003578e-11,1.816223e-11,9.255986e-12
6.752531e-01,1.022741e-16,1.094599e-11,3.000297e-11,1.806828e-11,9.463637e-12
6.756646e-01,1.025514e-16,1.096610e-11,2.986310e-11,1.799462e-11,9.708307e-12
6.760760e-01,1.012373e-16,1.097959e-11,2.961673e-11,1.793885e-11,9.971081e-12
6.764875e-01,1.005643e-16,1.098308e-11,2.927532e-11,1.790030e-11,1.022705e-11
6.768990e-01,9.830865e-17,1.097883e-11,2.886259e-11,1.786928e-11,1.045375e-11
6.773105e-01,9.691328e-17,1.097242e-11,2.840049e-11,1.784610e-11,1.063190e-11
6.777220e-01,9.404040e-17,1.096871e-11,2.791384e-11,1.782623e-11,1.074648e-11
6.781335e-01,9.297166e-17,1.096856e-11,2.742812e-11,1.780567e-11,1.078967e-11
6.785450e-01,9.147800e-17,1.096931e-11,2.696815e-11,1.778455e-11,1.076103e-11
6.789565e-01,8.991652e-17,1.096799e-11,2.655571e-11,1.776049e-11,1.066779e-11
6.793680e-01,8.944373e-17,1.096379e-11,2.620818e-11,1.773250e-11,1.052479e-11
6.797794e-01,8.997952e-17,1.095763e-11,2.593775e-11,1.770214e-11,1.035302e-11
6.801909e-01,8.994825e-17,1.094974e-11,2.575034e-11,1.766922e-11,1.017689e-11
6.806024e-01,8.989911e-17,1.093705e-11,2.564585e-11,1.763544e-11,1.002213e-11
6.810139e-01,8.943368e-17,1.091300e-11,2.561820e-11,1.760495e-11,9.912597e-12
6.814254e-01,8.992834e-17,1.087119e-11,2.565605e-11,1.757586e-11,9.867197e-12
6.818369e-01,8.861116e-17,1.080937e-11,2.574537e-11,1.755325e-11,9.899952e-12
6.822484e-01,8.803989e-17,1.072982e-11,2.586755e-11,1.753829e-11,1.001493e-11
6.826599e-01,8.847526e-17,1.063505e-11,2.600206e-11,1.752934e-11,1.019969e-11
6.830714e-01,8.836761e-17,1.052305e-11,2.613273e-11,1.753137e-11,1.043828e-11
6.834828e-01,8.978254e-17,1.039002e-11,2.624588e-11,1.754163e-11,1.070965e-11
6.838943e-01,8.954060e-17,1.023475e-11,2.633074e-11,1.756035e-11,1.099087e-11
6.843058e-01,8.892054e-17,1.006235e-11,2.637962e-11,1.758797e-11,1.125922e-11
6.847173e-01,8.855615e-17,9.883172e-12,2.638883e-11,1.762191e-11,1.149561e-11
6.851288e-01,8.751435e-17,9.708917e-12,2.635779e-11,1.766226e-11,1.168642e-11
6.855403e-01,8.727857e-17,9.548164e-12,2.628802e-11,1.770963e-11,1.182445e-11
6.859518e-01,8.694787e-17,9.404307e-12,2.618312e-11,1.776168e-11,1.190926e-11
6.863633e-01,8.641189e-17,9.277672e-12,2.604896e-11,1.782035e-11,1.194696e-11
6.867748e-01,8.675377e-17,9.170570e-12,2.589237e-11,1.788796e-11,1.194826e-11
6.871862e-01,8.630316e-17,9.091233e-12,2.572128e-11,1.796231e-11,1.192562e-11
6.875977e-01,8.713325e-17,9.052267e-12,2.554424e-11,1.805061e-11,1.189143e-11
6.880092e-01,8.583474e-17,9.060762e-12,2.537128e-11,1.815348e-11,1.185795e-11
6.884207e-01,8.593444e-17,9.108952e-12,2.521206e-11,1.827584e-11,1.183288e-11
6.888322e-01,8.577775e-17,9.186001e-12,2.507503e-11,1.842478e-11,1.181940e-11
6.892437e-01,8.696748e-17,9.283601e-12,2.496827e-11,1.860140e-11,1.181726e-11
6.896552e-01,8.533557e-17,9.401509e-12,2.489914e-11,1.881328e-11,1.182315e-11
6.900667e-01,8.554694e-17,9.544418e-12,2.487385e-11,1.906477e-11,1.183222e-11
6.904781e-01,8.622091e-17,9.713948e-12,2.489721e-11,1.935925e-11,1.183971e-11
6.908896e-01,8.656881e-17,9.903059e-12,2.497246e-11,1.970257e-11,1.184287e-11
