statistic,value
mean_flux,0.020404290407896042
median_flux,7.795263081789017e-05
std_flux,0.052803270518779755
min_flux,2.9382650407717056e-39
max_flux,0.9178223609924316
mean_tau,5437.0849609375
median_tau,9.459409713745117
effective_tau,3.892009973526001
deep_absorption_frac,0.04976925626397133
moderate_absorption_frac,0.04976925626397133
weak_absorption_frac,0.0006742302211932838
