statistic,value
mean_flux,0.5946468114852905
median_flux,0.9981325268745422
std_flux,0.13631843030452728
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,470.79461669921875
median_tau,0.0018692037556320429
effective_tau,0.5197876691818237
deep_absorption_frac,0.005801360122859478
moderate_absorption_frac,0.013709277845919132
weak_absorption_frac,0.07433085143566132
tau_eff_err,0.001403985092796941
tau_eff_std,0.1403985092796941
