# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 4.995933
# n_absorbers = 10584
# beta_fit = -0.904373
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,3.758160e-04,28,2.000000e-01,1.292447e+12
1.231141e+01,4.160820e-04,31,2.000000e-01,2.048390e+12
1.251141e+01,6.039900e-04,45,2.000000e-01,3.246479e+12
1.271141e+01,5.100360e-04,38,2.000000e-01,5.145323e+12
1.291141e+01,8.858520e-04,66,2.000000e-01,8.154787e+12
1.311141e+01,2.536758e-03,189,2.000000e-01,1.292447e+13
1.331141e+01,5.999634e-03,447,2.000000e-01,2.048390e+13
1.351141e+01,1.071076e-02,798,2.000000e-01,3.246479e+13
1.371141e+01,1.528766e-02,1139,2.000000e-01,5.145323e+13
1.391141e+01,1.687145e-02,1257,2.000000e-01,8.154787e+13
1.411141e+01,1.496553e-02,1115,2.000000e-01,1.292447e+14
1.431141e+01,1.213349e-02,904,2.000000e-01,2.048390e+14
1.451141e+01,1.069733e-02,797,2.000000e-01,3.246479e+14
1.471141e+01,8.348484e-03,622,2.000000e-01,5.145323e+14
1.491141e+01,6.254652e-03,466,2.000000e-01,8.154787e+14
1.511141e+01,5.248002e-03,391,2.000000e-01,1.292447e+15
1.531141e+01,4.456104e-03,332,2.000000e-01,2.048390e+15
1.551141e+01,3.288390e-03,245,2.000000e-01,3.246479e+15
1.571141e+01,2.724666e-03,203,2.000000e-01,5.145323e+15
1.591141e+01,2.536758e-03,189,2.000000e-01,8.154787e+15
1.611141e+01,1.811970e-03,135,2.000000e-01,1.292447e+16
1.631141e+01,1.959612e-03,146,2.000000e-01,2.048390e+16
1.651141e+01,1.583796e-03,118,2.000000e-01,3.246479e+16
1.671141e+01,1.516686e-03,113,2.000000e-01,5.145323e+16
1.691141e+01,1.033494e-03,77,2.000000e-01,8.154787e+16
1.711141e+01,1.140870e-03,85,2.000000e-01,1.292447e+17
1.731141e+01,1.100604e-03,82,2.000000e-01,2.048390e+17
1.751141e+01,8.321640e-04,62,2.000000e-01,3.246479e+17
1.771141e+01,9.395400e-04,70,2.000000e-01,5.145323e+17
1.791141e+01,8.992740e-04,67,2.000000e-01,8.154787e+17
1.811141e+01,8.992740e-04,67,2.000000e-01,1.292447e+18
1.831141e+01,7.516320e-04,56,2.000000e-01,2.048390e+18
1.851141e+01,7.784760e-04,58,2.000000e-01,3.246479e+18
1.871141e+01,6.039900e-04,45,2.000000e-01,5.145323e+18
1.891141e+01,3.758160e-04,28,2.000000e-01,8.154787e+18
1.911141e+01,2.684400e-04,20,2.000000e-01,1.292447e+19
1.931141e+01,2.281740e-04,17,2.000000e-01,2.048390e+19
1.951141e+01,9.395400e-05,7,2.000000e-01,3.246479e+19
1.971141e+01,2.684400e-04,20,2.000000e-01,5.145323e+19
1.991141e+01,5.368800e-05,4,2.000000e-01,8.154787e+19
2.011141e+01,2.684400e-05,2,2.000000e-01,1.292447e+20
2.031141e+01,2.684400e-05,2,2.000000e-01,2.048390e+20
2.051141e+01,0.000000e+00,0,2.000000e-01,3.246479e+20
2.071141e+01,0.000000e+00,0,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,1.342200e-05,1,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
