# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 3.996095
# n_absorbers = 52067
# beta_fit = 0.488564
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,1.131609e-01,8431,2.000000e-01,1.292447e+12
1.231141e+01,1.027320e-01,7654,2.000000e-01,2.048390e+12
1.251141e+01,9.140382e-02,6810,2.000000e-01,3.246479e+12
1.271141e+01,7.953877e-02,5926,2.000000e-01,5.145323e+12
1.291141e+01,6.753950e-02,5032,2.000000e-01,8.154787e+12
1.311141e+01,5.468123e-02,4074,2.000000e-01,1.292447e+13
1.331141e+01,4.152767e-02,3094,2.000000e-01,2.048390e+13
1.351141e+01,2.966262e-02,2210,2.000000e-01,3.246479e+13
1.371141e+01,2.424013e-02,1806,2.000000e-01,5.145323e+13
1.391141e+01,1.727411e-02,1287,2.000000e-01,8.154787e+13
1.411141e+01,1.340858e-02,999,2.000000e-01,1.292447e+14
1.431141e+01,1.096577e-02,817,2.000000e-01,2.048390e+14
1.451141e+01,8.026356e-03,598,2.000000e-01,3.246479e+14
1.471141e+01,6.724422e-03,501,2.000000e-01,5.145323e+14
1.491141e+01,5.127204e-03,382,2.000000e-01,8.154787e+14
1.511141e+01,4.415838e-03,329,2.000000e-01,1.292447e+15
1.531141e+01,3.543408e-03,264,2.000000e-01,2.048390e+15
1.551141e+01,3.181014e-03,237,2.000000e-01,3.246479e+15
1.571141e+01,2.536758e-03,189,2.000000e-01,5.145323e+15
1.591141e+01,2.348850e-03,175,2.000000e-01,8.154787e+15
1.611141e+01,1.892502e-03,141,2.000000e-01,1.292447e+16
1.631141e+01,1.798548e-03,134,2.000000e-01,2.048390e+16
1.651141e+01,1.315356e-03,98,2.000000e-01,3.246479e+16
1.671141e+01,9.798060e-04,73,2.000000e-01,5.145323e+16
1.691141e+01,1.221402e-03,91,2.000000e-01,8.154787e+16
1.711141e+01,1.060338e-03,79,2.000000e-01,1.292447e+17
1.731141e+01,9.932280e-04,74,2.000000e-01,2.048390e+17
1.751141e+01,8.053200e-04,60,2.000000e-01,3.246479e+17
1.771141e+01,8.321640e-04,62,2.000000e-01,5.145323e+17
1.791141e+01,8.053200e-04,60,2.000000e-01,8.154787e+17
1.811141e+01,8.455860e-04,63,2.000000e-01,1.292447e+18
1.831141e+01,6.979440e-04,52,2.000000e-01,2.048390e+18
1.851141e+01,7.650540e-04,57,2.000000e-01,3.246479e+18
1.871141e+01,6.711000e-04,50,2.000000e-01,5.145323e+18
1.891141e+01,6.174120e-04,46,2.000000e-01,8.154787e+18
1.911141e+01,3.623940e-04,27,2.000000e-01,1.292447e+19
1.931141e+01,3.355500e-04,25,2.000000e-01,2.048390e+19
1.951141e+01,3.892380e-04,29,2.000000e-01,3.246479e+19
1.971141e+01,2.147520e-04,16,2.000000e-01,5.145323e+19
1.991141e+01,9.395400e-05,7,2.000000e-01,8.154787e+19
2.011141e+01,5.368800e-05,4,2.000000e-01,1.292447e+20
2.031141e+01,0.000000e+00,0,2.000000e-01,2.048390e+20
2.051141e+01,1.342200e-05,1,2.000000e-01,3.246479e+20
2.071141e+01,1.342200e-05,1,2.000000e-01,5.145323e+20
2.091141e+01,1.342200e-05,1,2.000000e-01,8.154787e+20
2.111141e+01,1.342200e-05,1,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
