# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 3.996095
# n_absorbers = 19566
# beta_fit = 0.201635
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,1.815997e-02,1353,2.000000e-01,1.292447e+12
1.231141e+01,2.075041e-02,1546,2.000000e-01,2.048390e+12
1.251141e+01,2.299189e-02,1713,2.000000e-01,3.246479e+12
1.271141e+01,2.677689e-02,1995,2.000000e-01,5.145323e+12
1.291141e+01,2.939418e-02,2190,2.000000e-01,8.154787e+12
1.311141e+01,2.967604e-02,2211,2.000000e-01,1.292447e+13
1.331141e+01,2.567629e-02,1913,2.000000e-01,2.048390e+13
1.351141e+01,2.159600e-02,1609,2.000000e-01,3.246479e+13
1.371141e+01,1.634800e-02,1218,2.000000e-01,5.145323e+13
1.391141e+01,1.210664e-02,902,2.000000e-01,8.154787e+13
1.411141e+01,9.207492e-03,686,2.000000e-01,1.292447e+14
1.431141e+01,6.549936e-03,488,2.000000e-01,2.048390e+14
1.451141e+01,4.872186e-03,363,2.000000e-01,3.246479e+14
1.471141e+01,3.597096e-03,268,2.000000e-01,5.145323e+14
1.491141e+01,2.832042e-03,211,2.000000e-01,8.154787e+14
1.511141e+01,2.228052e-03,166,2.000000e-01,1.292447e+15
1.531141e+01,1.650906e-03,123,2.000000e-01,2.048390e+15
1.551141e+01,1.181136e-03,88,2.000000e-01,3.246479e+15
1.571141e+01,9.932280e-04,74,2.000000e-01,5.145323e+15
1.591141e+01,7.516320e-04,56,2.000000e-01,8.154787e+15
1.611141e+01,6.442560e-04,48,2.000000e-01,1.292447e+16
1.631141e+01,6.576780e-04,49,2.000000e-01,2.048390e+16
1.651141e+01,6.039900e-04,45,2.000000e-01,3.246479e+16
1.671141e+01,2.684400e-04,20,2.000000e-01,5.145323e+16
1.691141e+01,3.489720e-04,26,2.000000e-01,8.154787e+16
1.711141e+01,2.684400e-04,20,2.000000e-01,1.292447e+17
1.731141e+01,2.952840e-04,22,2.000000e-01,2.048390e+17
1.751141e+01,2.684400e-04,20,2.000000e-01,3.246479e+17
1.771141e+01,3.892380e-04,29,2.000000e-01,5.145323e+17
1.791141e+01,2.415960e-04,18,2.000000e-01,8.154787e+17
1.811141e+01,2.013300e-04,15,2.000000e-01,1.292447e+18
1.831141e+01,1.476420e-04,11,2.000000e-01,2.048390e+18
1.851141e+01,2.013300e-04,15,2.000000e-01,3.246479e+18
1.871141e+01,1.744860e-04,13,2.000000e-01,5.145323e+18
1.891141e+01,1.207980e-04,9,2.000000e-01,8.154787e+18
1.911141e+01,9.395400e-05,7,2.000000e-01,1.292447e+19
1.931141e+01,1.073760e-04,8,2.000000e-01,2.048390e+19
1.951141e+01,4.026600e-05,3,2.000000e-01,3.246479e+19
1.971141e+01,1.342200e-04,10,2.000000e-01,5.145323e+19
1.991141e+01,2.684400e-05,2,2.000000e-01,8.154787e+19
2.011141e+01,1.342200e-05,1,2.000000e-01,1.292447e+20
2.031141e+01,0.000000e+00,0,2.000000e-01,2.048390e+20
2.051141e+01,1.342200e-05,1,2.000000e-01,3.246479e+20
2.071141e+01,0.000000e+00,0,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,2.000000e-01,1.292447e+21
2.131141e+01,1.342200e-05,1,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
