statistic,value
mean_flux,0.9527966728176723
median_flux,0.9956124069376684
std_flux,0.13744242475150933
min_flux,0.0
max_flux,0.9999982415451691
mean_tau,115.10331497811627
median_tau,0.00439724679689338
effective_tau,0.04835375295210564
deep_absorption_frac,0.007452483274998893
moderate_absorption_frac,0.018236188028886626
weak_absorption_frac,0.9743113286961145
