k_s_per_km,kPk_pi_0,kPk_pi_1,kPk_pi_2,kPk_pi_n1,kPk_pi_n2
1.574144e+00,4.129658e-11,2.031852e-11,2.452166e-11,4.648629e-11,3.430220e-11
1.574587e+00,4.216258e-11,2.011431e-11,2.475654e-11,4.665009e-11,3.371091e-11
1.575030e+00,4.304072e-11,1.993953e-11,2.498268e-11,4.677403e-11,3.317633e-11
1.575473e+00,4.392934e-11,1.982526e-11,2.523038e-11,4.685942e-11,3.269895e-11
1.575916e+00,4.482663e-11,1.979649e-11,2.553016e-11,4.690851e-11,3.227710e-11
1.576359e+00,4.573025e-11,1.985534e-11,2.590704e-11,4.692672e-11,3.190617e-11
1.576802e+00,4.663739e-11,1.997329e-11,2.637477e-11,4.692187e-11,3.158204e-11
1.577245e+00,4.754340e-11,2.010222e-11,2.693345e-11,4.690237e-11,3.129975e-11
1.577688e+00,4.844312e-11,2.020321e-11,2.757018e-11,4.687578e-11,3.105294e-11
1.578131e+00,4.932978e-11,2.027680e-11,2.826051e-11,4.684847e-11,3.083527e-11
1.578574e+00,5.019487e-11,2.036697e-11,2.897190e-11,4.682748e-11,3.064094e-11
1.579017e+00,5.102957e-11,2.053316e-11,2.966689e-11,4.681995e-11,3.046479e-11
1.579460e+00,5.182381e-11,2.080602e-11,3.030630e-11,4.683195e-11,3.030144e-11
1.579903e+00,5.256655e-11,2.116108e-11,3.085369e-11,4.686730e-11,3.014522e-11
1.580346e+00,5.324585e-11,2.153128e-11,3.128110e-11,4.692782e-11,2.999137e-11
1.580790e+00,5.385014e-11,2.185072e-11,3.157272e-11,4.701627e-11,2.983484e-11
1.581233e+00,5.436845e-11,2.209781e-11,3.172570e-11,4.713696e-11,2.967027e-11
1.581676e+00,5.479048e-11,2.230737e-11,3.175074e-11,4.729519e-11,2.949327e-11
1.582119e+00,5.510834e-11,2.254282e-11,3.166963e-11,4.749662e-11,2.930056e-11
1.582562e+00,5.531676e-11,2.284758e-11,3.151271e-11,4.774435e-11,2.908935e-11
1.583005e+00,5.541301e-11,2.321453e-11,3.131463e-11,4.803804e-11,2.885770e-11
1.583448e+00,5.539783e-11,2.359242e-11,3.110889e-11,4.837591e-11,2.860567e-11
1.583891e+00,5.527438e-11,2.392504e-11,3.092463e-11,4.875410e-11,2.833502e-11
1.584334e+00,5.504746e-11,2.419241e-11,3.078308e-11,4.916698e-11,2.804894e-11
1.584777e+00,5.472271e-11,2.442669e-11,3.069564e-11,4.960790e-11,2.775193e-11
1.585220e+00,5.430658e-11,2.469456e-11,3.066264e-11,5.006830e-11,2.744957e-11
1.585663e+00,5.380536e-11,2.505683e-11,3.067671e-11,5.053874e-11,2.714767e-11
1.586106e+00,5.322278e-11,2.553346e-11,3.072674e-11,5.101128e-11,2.685151e-11
1.586549e+00,5.256178e-11,2.609526e-11,3.080116e-11,5.147893e-11,2.656670e-11
1.586992e+00,5.182544e-11,2.668411e-11,3.089395e-11,5.193400e-11,2.629903e-11
1.587435e+00,5.101582e-11,2.724674e-11,3.100732e-11,5.236890e-11,2.605292e-11
1.587878e+00,5.013562e-11,2.776812e-11,3.115112e-11,5.277412e-11,2.583182e-11
1.588321e+00,4.918921e-11,2.827960e-11,3.134101e-11,5.313850e-11,2.563962e-11
1.588764e+00,4.818243e-11,2.883995e-11,3.159599e-11,5.345230e-11,2.547945e-11
1.589207e+00,4.712355e-11,2.950104e-11,3.193422e-11,5.370734e-11,2.535353e-11
1.589650e+00,4.602280e-11,3.027276e-11,3.236731e-11,5.389774e-11,2.526407e-11
1.590093e+00,4.489216e-11,3.111343e-11,3.289531e-11,5.402042e-11,2.521298e-11
1.590537e+00,4.374470e-11,3.195417e-11,3.350328e-11,5.407580e-11,2.520156e-11
1.590980e+00,4.259238e-11,3.274630e-11,3.415911e-11,5.406858e-11,2.522991e-11
1.591423e+00,4.144658e-11,3.350018e-11,3.481282e-11,5.400512e-11,2.529686e-11
1.591866e+00,4.031755e-11,3.428576e-11,3.540036e-11,5.389251e-11,2.540007e-11
1.592309e+00,3.921371e-11,3.518599e-11,3.585078e-11,5.373888e-11,2.553657e-11
1.592752e+00,3.814114e-11,3.623394e-11,3.609529e-11,5.355185e-11,2.570222e-11
1.593195e+00,3.710451e-11,3.738050e-11,3.607795e-11,5.333833e-11,2.589146e-11
1.593638e+00,3.610744e-11,3.852170e-11,3.576336e-11,5.310617e-11,2.609935e-11
1.594081e+00,3.515309e-11,3.957632e-11,3.514287e-11,5.286226e-11,2.632055e-11
1.594524e+00,3.424499e-11,4.055247e-11,3.423831e-11,5.261246e-11,2.654896e-11
1.594967e+00,3.338583e-11,4.155030e-11,3.309939e-11,5.236343e-11,2.677953e-11
1.595410e+00,3.257866e-11,4.268811e-11,3.179704e-11,5.212162e-11,2.700725e-11
1.595853e+00,3.182703e-11,4.399930e-11,3.041439e-11,5.189242e-11,2.722686e-11
1.596296e+00,3.113363e-11,4.538282e-11,2.903544e-11,5.167919e-11,2.743339e-11
1.596739e+00,3.050059e-11,4.665519e-11,2.773266e-11,5.148133e-11,2.762196e-11
1.597182e+00,2.992961e-11,4.767400e-11,2.655675e-11,5.129363e-11,2.778791e-11
1.597625e+00,2.942124e-11,4.844322e-11,2.553248e-11,5.110785e-11,2.792690e-11
1.598068e+00,2.897551e-11,4.911453e-11,2.465993e-11,5.091463e-11,2.803555e-11
1.598511e+00,2.859155e-11,4.986911e-11,2.391985e-11,5.070350e-11,2.811193e-11
1.598954e+00,2.826837e-11,5.076446e-11,2.328303e-11,5.046363e-11,2.815564e-11
1.599397e+00,2.800509e-11,5.166127e-11,2.271963e-11,5.018464e-11,2.816835e-11
1.599841e+00,2.779979e-11,5.229449e-11,2.220815e-11,4.985692e-11,2.815335e-11
1.600284e+00,2.765114e-11,5.244656e-11,2.174027e-11,4.947163e-11,2.811578e-11
1.600727e+00,2.755695e-11,5.209824e-11,2.132359e-11,4.902252e-11,2.806245e-11
1.601170e+00,2.751496e-11,5.144387e-11,2.098185e-11,4.850557e-11,2.800065e-11
1.601613e+00,2.752357e-11,5.075405e-11,2.074986e-11,4.791584e-11,2.793832e-11
1.602056e+00,2.757903e-11,5.018485e-11,2.066706e-11,4.724849e-11,2.788351e-11
1.602499e+00,2.767807e-11,4.967205e-11,2.076903e-11,4.650083e-11,2.784322e-11
1.602942e+00,2.781764e-11,4.898805e-11,2.107917e-11,4.567306e-11,2.782414e-11
1.603385e+00,2.799377e-11,4.791634e-11,2.160343e-11,4.477014e-11,2.783275e-11
1.603828e+00,2.820390e-11,4.641507e-11,2.232777e-11,4.380125e-11,2.787440e-11
1.604271e+00,2.844555e-11,4.465179e-11,2.321972e-11,4.277727e-11,2.795390e-11
1.604714e+00,2.871665e-11,4.289088e-11,2.423381e-11,4.171022e-11,2.807551e-11
1.605157e+00,2.901583e-11,4.132169e-11,2.531748e-11,4.061366e-11,2.824197e-11
1.605600e+00,2.934120e-11,3.995570e-11,2.641849e-11,3.950237e-11,2.845455e-11
1.606043e+00,2.969141e-11,3.865983e-11,2.749215e-11,3.839158e-11,2.871359e-11
1.606486e+00,3.006426e-11,3.728397e-11,2.850568e-11,3.729555e-11,2.901668e-11
1.606929e+00,3.045641e-11,3.578621e-11,2.944263e-11,3.622645e-11,2.935874e-11
1.607372e+00,3.086364e-11,3.426117e-11,3.030177e-11,3.519451e-11,2.973361e-11
1.607815e+00,3.128025e-11,3.286439e-11,3.109260e-11,3.420966e-11,3.013285e-11
1.608258e+00,3.170042e-11,3.170714e-11,3.183121e-11,3.328252e-11,3.054691e-11
1.608701e+00,3.211742e-11,3.080085e-11,3.253164e-11,3.242303e-11,3.096620e-11
1.609144e+00,3.252405e-11,3.008517e-11,3.320047e-11,3.163977e-11,3.138113e-11
1.609588e+00,3.291449e-11,2.950183e-11,3.383439e-11,3.093835e-11,3.178280e-11
1.610031e+00,3.328336e-11,2.904732e-11,3.441747e-11,3.031982e-11,3.216281e-11
1.610474e+00,3.362610e-11,2.876332e-11,3.492416e-11,2.978289e-11,3.251480e-11
1.610917e+00,3.393995e-11,2.868461e-11,3.532468e-11,2.932548e-11,3.283358e-11
1.611360e+00,3.422276e-11,2.879584e-11,3.559024e-11,2.894394e-11,3.311448e-11
1.611803e+00,3.447301e-11,2.903549e-11,3.569828e-11,2.863205e-11,3.335424e-11
1.612246e+00,3.469042e-11,2.934141e-11,3.563776e-11,2.838194e-11,3.354923e-11
1.612689e+00,3.487415e-11,2.969453e-11,3.541297e-11,2.818567e-11,3.369687e-11
1.613132e+00,3.502347e-11,3.012261e-11,3.504393e-11,2.803572e-11,3.379643e-11
1.613575e+00,3.513735e-11,3.066117e-11,3.456455e-11,2.792554e-11,3.384665e-11
1.614018e+00,3.521376e-11,3.130886e-11,3.401848e-11,2.784787e-11,3.384780e-11
1.614461e+00,3.525178e-11,3.201218e-11,3.345430e-11,2.779442e-11,3.380161e-11
1.614904e+00,3.524997e-11,3.269446e-11,3.291946e-11,2.775695e-11,3.371022e-11
1.615347e+00,3.520655e-11,3.330259e-11,3.245484e-11,2.772705e-11,3.357771e-11
1.615790e+00,3.512124e-11,3.383280e-11,3.209145e-11,2.769686e-11,3.340916e-11
1.616233e+00,3.499466e-11,3.431993e-11,3.184604e-11,2.765996e-11,3.320945e-11
1.616676e+00,3.482864e-11,3.480137e-11,3.172032e-11,2.761215e-11,3.298398e-11
1.617119e+00,3.462614e-11,3.528772e-11,3.170381e-11,2.755134e-11,3.273924e-11
1.617562e+00,3.439130e-11,3.575992e-11,3.177636e-11,2.747716e-11,3.248081e-11
1.618005e+00,3.412973e-11,3.619112e-11,3.191247e-11,2.739065e-11,3.221396e-11
1.618448e+00,3.384767e-11,3.656829e-11,3.208616e-11,2.729369e-11,3.194459e-11
1.618891e+00,3.355236e-11,3.689956e-11,3.227335e-11,2.718847e-11,3.167801e-11
1.619335e+00,3.325266e-11,3.720456e-11,3.245442e-11,2.707787e-11,3.141982e-11
1.619778e+00,3.295831e-11,3.750132e-11,3.261564e-11,2.696579e-11,3.117579e-11
1.620221e+00,3.267948e-11,3.780209e-11,3.274926e-11,2.685630e-11,3.095177e-11
1.620664e+00,3.242619e-11,3.811474e-11,3.285439e-11,2.675348e-11,3.075274e-11
1.621107e+00,3.220955e-11,3.844794e-11,3.293662e-11,2.666176e-11,3.058319e-11
1.621550e+00,3.204192e-11,3.881086e-11,3.300568e-11,2.658638e-11,3.044804e-11
1.621993e+00,3.193482e-11,3.920885e-11,3.307287e-11,2.653374e-11,3.035048e-11
1.622436e+00,3.189942e-11,3.964084e-11,3.315129e-11,2.651083e-11,3.029261e-11
1.622879e+00,3.194765e-11,4.010445e-11,3.325471e-11,2.652376e-11,3.027564e-11
1.623322e+00,3.209054e-11,4.059842e-11,3.339464e-11,2.657596e-11,3.029907e-11
1.623765e+00,3.233734e-11,4.111722e-11,3.357935e-11,2.666894e-11,3.036260e-11
1.624208e+00,3.269648e-11,4.164291e-11,3.381135e-11,2.680349e-11,3.046571e-11
1.624651e+00,3.317360e-11,4.214147e-11,3.408577e-11,2.698084e-11,3.060647e-11
1.625094e+00,3.377223e-11,4.257680e-11,3.439166e-11,2.720247e-11,3.078337e-11
1.625537e+00,3.449459e-11,4.293402e-11,3.471467e-11,2.746838e-11,3.099552e-11
1.625980e+00,3.533926e-11,4.323594e-11,3.504210e-11,2.777791e-11,3.124142e-11
1.626423e+00,3.630173e-11,4.353094e-11,3.536708e-11,2.812923e-11,3.151924e-11
1.626866e+00,3.737532e-11,4.385584e-11,3.569106e-11,2.852001e-11,3.182676e-11
1.627309e+00,3.855065e-11,4.419847e-11,3.602453e-11,2.894910e-11,3.216126e-11
1.627752e+00,3.981472e-11,4.449348e-11,3.638463e-11,2.941382e-11,3.251887e-11
1.628195e+00,4.115104e-11,4.466390e-11,3.679165e-11,2.990900e-11,3.289475e-11
1.628639e+00,4.253946e-11,4.467660e-11,3.726276e-11,3.042737e-11,3.328294e-11
1.629082e+00,4.395576e-11,4.457421e-11,3.780554e-11,3.096046e-11,3.367584e-11
1.629525e+00,4.537189e-11,4.445186e-11,3.841294e-11,3.150175e-11,3.406640e-11
1.629968e+00,4.675597e-11,4.439105e-11,3.905846e-11,3.204591e-11,3.444746e-11
1.630411e+00,4.807436e-11,4.440129e-11,3.969692e-11,3.258751e-11,3.481094e-11
1.630854e+00,4.929283e-11,4.441644e-11,4.026902e-11,3.312087e-11,3.514961e-11
1.631297e+00,5.037788e-11,4.434833e-11,4.070775e-11,3.363934e-11,3.545705e-11
1.631740e+00,5.129949e-11,4.415782e-11,4.094755e-11,3.413721e-11,3.572731e-11
1.632183e+00,5.203442e-11,4.388813e-11,4.093352e-11,3.461154e-11,3.595479e-11
1.632626e+00,5.256812e-11,4.363258e-11,4.062969e-11,3.506186e-11,3.613376e-11
1.633069e+00,5.289542e-11,4.346575e-11,4.002269e-11,3.548835e-11,3.625816e-11
1.633512e+00,5.302260e-11,4.339007e-11,3.912314e-11,3.589309e-11,3.632289e-11
1.633955e+00,5.296552e-11,4.334337e-11,3.796575e-11,3.628094e-11,3.632354e-11
1.634398e+00,5.274884e-11,4.325649e-11,3.660487e-11,3.665968e-11,3.625573e-11
1.634841e+00,5.240464e-11,4.311213e-11,3.510799e-11,3.704097e-11,3.611719e-11
1.635284e+00,5.196671e-11,4.295601e-11,3.354843e-11,3.743761e-11,3.590692e-11
1.635727e+00,5.146837e-11,4.285000e-11,3.199696e-11,3.786277e-11,3.562535e-11
1.636170e+00,5.093975e-11,4.281137e-11,3.051213e-11,3.832918e-11,3.527569e-11
1.636613e+00,5.040445e-11,4.278795e-11,2.913445e-11,3.884705e-11,3.486279e-11
1.637056e+00,4.987871e-11,4.269295e-11,2.788411e-11,3.942434e-11,3.439209e-11
1.637499e+00,4.937014e-11,4.247096e-11,2.676073e-11,4.006703e-11,3.387050e-11
1.637942e+00,4.887884e-11,4.214146e-11,2.574756e-11,4.077846e-11,3.330594e-11
1.638386e+00,4.839958e-11,4.178284e-11,2.481870e-11,4.155791e-11,3.270625e-11
1.638829e+00,4.792349e-11,4.147040e-11,2.394694e-11,4.239960e-11,3.208079e-11
1.639272e+00,4.744112e-11,4.121767e-11,2.311164e-11,4.329234e-11,3.143910e-11
1.639715e+00,4.694382e-11,4.096621e-11,2.230535e-11,4.421987e-11,3.079076e-11
1.640158e+00,4.642426e-11,4.063318e-11,2.153735e-11,4.516174e-11,3.014700e-11
1.640601e+00,4.587974e-11,4.017345e-11,2.083372e-11,4.609299e-11,2.951970e-11
1.641044e+00,4.531053e-11,3.961268e-11,2.023469e-11,4.698496e-11,2.892111e-11
1.641487e+00,4.471876e-11,3.902770e-11,1.978839e-11,4.780718e-11,2.836380e-11
1.641930e+00,4.410966e-11,3.849134e-11,1.954406e-11,4.852869e-11,2.785956e-11
1.642373e+00,4.348872e-11,3.802711e-11,1.954508e-11,4.912092e-11,2.741918e-11
1.642816e+00,4.286180e-11,3.760654e-11,1.982154e-11,4.956063e-11,2.705263e-11
1.643259e+00,4.223488e-11,3.718466e-11,2.038612e-11,4.983014e-11,2.676745e-11
1.643702e+00,4.161163e-11,3.673806e-11,2.123271e-11,4.991744e-11,2.656866e-11
1.644145e+00,4.099575e-11,3.627985e-11,2.233691e-11,4.981616e-11,2.646010e-11
1.644588e+00,4.039153e-11,3.584426e-11,2.366085e-11,4.952598e-11,2.644368e-11
1.645031e+00,3.980151e-11,3.545938e-11,2.515939e-11,4.905342e-11,2.651949e-11
1.645474e+00,3.922757e-11,3.513233e-11,2.678454e-11,4.841132e-11,2.668577e-11
1.645917e+00,3.867167e-11,3.485618e-11,2.848857e-11,4.761826e-11,2.693942e-11
1.646360e+00,3.813551e-11,3.462770e-11,3.022709e-11,4.669871e-11,2.727656e-11
1.646803e+00,3.761997e-11,3.445715e-11,3.196137e-11,4.568087e-11,2.769106e-11
1.647246e+00,3.712483e-11,3.436110e-11,3.365835e-11,4.459555e-11,2.817502e-11
1.647690e+00,3.664907e-11,3.434554e-11,3.529089e-11,4.347709e-11,2.871889e-11
1.648133e+00,3.619102e-11,3.439834e-11,3.683561e-11,4.236034e-11,2.931148e-11
1.648576e+00,3.574842e-11,3.449707e-11,3.826938e-11,4.127762e-11,2.994093e-11
1.649019e+00,3.531935e-11,3.462628e-11,3.956631e-11,4.025696e-11,3.059362e-11
1.649462e+00,3.490281e-11,3.478936e-11,4.069516e-11,3.932100e-11,3.125563e-11
1.649905e+00,3.449797e-11,3.500639e-11,4.162101e-11,3.848609e-11,3.191374e-11
1.650348e+00,3.410483e-11,3.529905e-11,4.230929e-11,3.776250e-11,3.255478e-11
1.650791e+00,3.372480e-11,3.567370e-11,4.273055e-11,3.715644e-11,3.316719e-11
1.651234e+00,3.335905e-11,3.611712e-11,4.286416e-11,3.666966e-11,3.374131e-11
1.651677e+00,3.300817e-11,3.660397e-11,4.270065e-11,3.629941e-11,3.426873e-11
1.652120e+00,3.267279e-11,3.711260e-11,4.224388e-11,3.604039e-11,3.474350e-11
1.652563e+00,3.235323e-11,3.763646e-11,4.151246e-11,3.588527e-11,3.516186e-11
1.653006e+00,3.204945e-11,3.818428e-11,4.054037e-11,3.582500e-11,3.552128e-11
1.653449e+00,3.176149e-11,3.877078e-11,3.937696e-11,3.584842e-11,3.582062e-11
1.653892e+00,3.149064e-11,3.940221e-11,3.808503e-11,3.594169e-11,3.606064e-11
1.654335e+00,3.123988e-11,4.006436e-11,3.673443e-11,3.608958e-11,3.624317e-11
1.654778e+00,3.101374e-11,4.072191e-11,3.539499e-11,3.627701e-11,3.637138e-11
1.655221e+00,3.081906e-11,4.133415e-11,3.413174e-11,3.648939e-11,3.644901e-11
1.655664e+00,3.066422e-11,4.187672e-11,3.299968e-11,3.671402e-11,3.648008e-11
1.656107e+00,3.055754e-11,4.236039e-11,3.203987e-11,3.694146e-11,3.647025e-11
1.656550e+00,3.050664e-11,4.282856e-11,3.127911e-11,3.716517e-11,3.642524e-11
1.656993e+00,3.051721e-11,4.332987e-11,3.072834e-11,3.738080e-11,3.635091e-11
1.657437e+00,3.059078e-11,4.388291e-11,3.038096e-11,3.758517e-11,3.625324e-11
1.657880e+00,3.072488e-11,4.445814e-11,3.021565e-11,3.777643e-11,3.613732e-11
1.658323e+00,3.091360e-11,4.499644e-11,3.020141e-11,3.795341e-11,3.600819e-11
1.658766e+00,3.114768e-11,4.545489e-11,3.030392e-11,3.811470e-11,3.586964e-11
1.659209e+00,3.141738e-11,4.584997e-11,3.049149e-11,3.825819e-11,3.572436e-11
1.659652e+00,3.171292e-11,4.625732e-11,3.073805e-11,3.838200e-11,3.557519e-11
1.660095e+00,3.202611e-11,4.676367e-11,3.102463e-11,3.848658e-11,3.542424e-11
1.660538e+00,3.235277e-11,4.740264e-11,3.133798e-11,3.857416e-11,3.527201e-11
1.660981e+00,3.269192e-11,4.812501e-11,3.166831e-11,3.864919e-11,3.511953e-11
1.661424e+00,3.304521e-11,4.883223e-11,3.200841e-11,3.871753e-11,3.496902e-11
1.661867e+00,3.341593e-11,4.945360e-11,3.235225e-11,3.878536e-11,3.482231e-11
1.662310e+00,3.380776e-11,5.000636e-11,3.269456e-11,3.885985e-11,3.468131e-11
1.662753e+00,3.422170e-11,5.058351e-11,3.303115e-11,3.894831e-11,3.454871e-11
1.663196e+00,3.465499e-11,5.127705e-11,3.335976e-11,3.905717e-11,3.442665e-11
1.663639e+00,3.510077e-11,5.209143e-11,3.368025e-11,3.919116e-11,3.431660e-11
1.664082e+00,3.554758e-11,5.292582e-11,3.399459e-11,3.935366e-11,3.422070e-11
1.664525e+00,3.598111e-11,5.364593e-11,3.430854e-11,3.954731e-11,3.413997e-11
1.664968e+00,3.638495e-11,5.419368e-11,3.463193e-11,3.977431e-11,3.407440e-11
1.665411e+00,3.674415e-11,5.464232e-11,3.497759e-11,4.003772e-11,3.402592e-11
1.665854e+00,3.704780e-11,5.513880e-11,3.535885e-11,4.034085e-11,3.399628e-11
1.666297e+00,3.728981e-11,5.577207e-11,3.578676e-11,4.068465e-11,3.398703e-11
1.666741e+00,3.747161e-11,5.646740e-11,3.626960e-11,4.106799e-11,3.400158e-11
1.667184e+00,3.760097e-11,5.700508e-11,3.681064e-11,4.148741e-11,3.404454e-11
1.667627e+00,3.769198e-11,5.716774e-11,3.740703e-11,4.193597e-11,3.412109e-11
1.668070e+00,3.776502e-11,5.691017e-11,3.805276e-11,4.240455e-11,3.423686e-11
1.668513e+00,3.784294e-11,5.641282e-11,3.873889e-11,4.288203e-11,3.439779e-11
1.668956e+00,3.794850e-11,5.596089e-11,3.945291e-11,4.335475e-11,3.460929e-11
1.669399e+00,3.810473e-11,5.572844e-11,4.017943e-11,4.380716e-11,3.487630e-11
1.669842e+00,3.833288e-11,5.562597e-11,4.089937e-11,4.422298e-11,3.520330e-11
1.670285e+00,3.864826e-11,5.533837e-11,4.159049e-11,4.458662e-11,3.559417e-11
1.670728e+00,3.906258e-11,5.454092e-11,4.222896e-11,4.488325e-11,3.605254e-11
1.671171e+00,3.958389e-11,5.314126e-11,4.279055e-11,4.509828e-11,3.658101e-11
1.671614e+00,4.021407e-11,5.136412e-11,4.325278e-11,4.521682e-11,3.718124e-11
1.672057e+00,4.095163e-11,4.960905e-11,4.359576e-11,4.522372e-11,3.785527e-11
1.672500e+00,4.179112e-11,4.817682e-11,4.380012e-11,4.510460e-11,3.860451e-11
1.672943e+00,4.272320e-11,4.706332e-11,4.384671e-11,4.484782e-11,3.942855e-11
1.673386e+00,4.373576e-11,4.597219e-11,4.371717e-11,4.444555e-11,4.032498e-11
1.673829e+00,4.481423e-11,4.453660e-11,4.339428e-11,4.389293e-11,4.128950e-11
1.674272e+00,4.594287e-11,4.259057e-11,4.286557e-11,4.318859e-11,4.231631e-11
1.674715e+00,4.710558e-11,4.029012e-11,4.212468e-11,4.233605e-11,4.339712e-11
1.675158e+00,4.828621e-11,3.800508e-11,4.117205e-11,4.134419e-11,4.452173e-11
1.675601e+00,4.946876e-11,3.606740e-11,4.001734e-11,4.022597e-11,4.567875e-11
1.676044e+00,5.063948e-11,3.456453e-11,3.867828e-11,3.899822e-11,4.685530e-11
1.676488e+00,5.178518e-11,3.332011e-11,3.718045e-11,3.768064e-11,4.803867e-11
1.676931e+00,5.289218e-11,3.205928e-11,3.555758e-11,3.629536e-11,4.921573e-11
1.677374e+00,5.394797e-11,3.062678e-11,3.384925e-11,3.486694e-11,5.037264e-11
1.677817e+00,5.493929e-11,2.909302e-11,3.209744e-11,3.341997e-11,5.149705e-11
1.678260e+00,5.585094e-11,2.768459e-11,3.034225e-11,3.198090e-11,5.257725e-11
1.678703e+00,5.666587e-11,2.661024e-11,2.861809e-11,3.057694e-11,5.360117e-11
1.679146e+00,5.736700e-11,2.592337e-11,2.695261e-11,2.923414e-11,5.455767e-11
1.679589e+00,5.793665e-11,2.551718e-11,2.536816e-11,2.797749e-11,5.543667e-11
1.680032e+00,5.835863e-11,2.524191e-11,2.388233e-11,2.682879e-11,5.623013e-11
1.680475e+00,5.862061e-11,2.503640e-11,2.250860e-11,2.580518e-11,5.693179e-11
1.680918e+00,5.871525e-11,2.496897e-11,2.125686e-11,2.491931e-11,5.753701e-11
1.681361e+00,5.864199e-11,2.516761e-11,2.013385e-11,2.417996e-11,5.804375e-11
1.681804e+00,5.840723e-11,2.570340e-11,1.914376e-11,2.359132e-11,5.845252e-11
1.682247e+00,5.802481e-11,2.652933e-11,1.828852e-11,2.315347e-11,5.876580e-11
1.682690e+00,5.751465e-11,2.751863e-11,1.756936e-11,2.286202e-11,5.898872e-11
1.683133e+00,5.690092e-11,2.856494e-11,1.698718e-11,2.270734e-11,5.912774e-11
1.683576e+00,5.621043e-11,2.966144e-11,1.654414e-11,2.267768e-11,5.919019e-11
1.684019e+00,5.546935e-11,3.089328e-11,1.624305e-11,2.276031e-11,5.918540e-11
1.684462e+00,5.470134e-11,3.235036e-11,1.608526e-11,2.294021e-11,5.912242e-11
1.684905e+00,5.392669e-11,3.403410e-11,1.607042e-11,2.320125e-11,5.900995e-11
1.685348e+00,5.316149e-11,3.583009e-11,1.619590e-11,2.352598e-11,5.885723e-11
1.685792e+00,5.241697e-11,3.756173e-11,1.645643e-11,2.389453e-11,5.867274e-11
1.686235e+00,5.170056e-11,3.908815e-11,1.684286e-11,2.428895e-11,5.846519e-11
1.686678e+00,5.101591e-11,4.037308e-11,1.734103e-11,2.469536e-11,5.824207e-11
1.687121e+00,5.036372e-11,4.147788e-11,1.793180e-11,2.510243e-11,5.801023e-11
1.687564e+00,4.974377e-11,4.249401e-11,1.859113e-11,2.550094e-11,5.777664e-11
1.688007e+00,4.915447e-11,4.346734e-11,1.929082e-11,2.588239e-11,5.754739e-11
1.688450e+00,4.859274e-11,4.436279e-11,2.000135e-11,2.624015e-11,5.732741e-11
1.688893e+00,4.805494e-11,4.508892e-11,2.069562e-11,2.657134e-11,5.712048e-11
1.689336e+00,4.753678e-11,4.555718e-11,2.135012e-11,2.687672e-11,5.692994e-11
1.689779e+00,4.703289e-11,4.573041e-11,2.194605e-11,2.715976e-11,5.675737e-11
1.690222e+00,4.653734e-11,4.563771e-11,2.247051e-11,2.742410e-11,5.660229e-11
1.690665e+00,4.604473e-11,4.535165e-11,2.291619e-11,2.767214e-11,5.646477e-11
1.691108e+00,4.555041e-11,4.495069e-11,2.328206e-11,2.790701e-11,5.634321e-11
1.691551e+00,4.505117e-11,4.449295e-11,2.357415e-11,2.813498e-11,5.623349e-11
1.691994e+00,4.454593e-11,4.400842e-11,2.380414e-11,2.836568e-11,5.613247e-11
1.692437e+00,4.403613e-11,4.350916e-11,2.398757e-11,2.860895e-11,5.603808e-11
1.692880e+00,4.352499e-11,4.300441e-11,2.414052e-11,2.887106e-11,5.594670e-11
1.693323e+00,4.301714e-11,4.251030e-11,2.427631e-11,2.915658e-11,5.585532e-11
1.693766e+00,4.251848e-11,4.205119e-11,2.440389e-11,2.946968e-11,5.576146e-11
1.694209e+00,4.203431e-11,4.165531e-11,2.452740e-11,2.981459e-11,5.566187e-11
1.694652e+00,4.156974e-11,4.134922e-11,2.464784e-11,3.019652e-11,5.555393e-11
1.695095e+00,4.112907e-11,4.115624e-11,2.476537e-11,3.061749e-11,5.543393e-11
1.695539e+00,4.071550e-11,4.109720e-11,2.488229e-11,3.107492e-11,5.529707e-11
1.695982e+00,4.033178e-11,4.119159e-11,2.500538e-11,3.156504e-11,5.513952e-11
1.696425e+00,3.998030e-11,4.145454e-11,2.514605e-11,3.208463e-11,5.495715e-11
1.696868e+00,3.966464e-11,4.188332e-11,2.532158e-11,3.263132e-11,5.474562e-11
1.697311e+00,3.938914e-11,4.244405e-11,2.555449e-11,3.320203e-11,5.450193e-11
1.697754e+00,3.915892e-11,4.307011e-11,2.586838e-11,3.379079e-11,5.422433e-11
1.698197e+00,3.897994e-11,4.367991e-11,2.628568e-11,3.438892e-11,5.391200e-11
1.698640e+00,3.885855e-11,4.421194e-11,2.682374e-11,3.498625e-11,5.356551e-11
1.699083e+00,3.879998e-11,4.465849e-11,2.748908e-11,3.557256e-11,5.318668e-11
1.699526e+00,3.880707e-11,4.506956e-11,2.827474e-11,3.613919e-11,5.277818e-11
1.699969e+00,3.888090e-11,4.551750e-11,2.915970e-11,3.667735e-11,5.234315e-11
1.700412e+00,3.901986e-11,4.604119e-11,3.010958e-11,3.717722e-11,5.188462e-11
1.700855e+00,3.921940e-11,4.660379e-11,3.107962e-11,3.763004e-11,5.140654e-11
1.701298e+00,3.947383e-11,4.710068e-11,3.201911e-11,3.802890e-11,5.091290e-11
1.701741e+00,3.977667e-11,4.741992e-11,3.287671e-11,3.836818e-11,5.040725e-11
1.702184e+00,4.012105e-11,4.751944e-11,3.360562e-11,3.864438e-11,4.989436e-11
