k_s_per_km,kPk_pi_0,kPk_pi_1,kPk_pi_2,kPk_pi_n1,kPk_pi_n2
2.892207e+00,9.013876e-11,4.460370e-11,3.823802e-11,5.617836e-11,3.875201e-11
2.892650e+00,9.040109e-11,4.508711e-11,3.804265e-11,5.619203e-11,4.027824e-11
2.893093e+00,9.050300e-11,4.608489e-11,3.799875e-11,5.642946e-11,4.189646e-11
2.893536e+00,9.044179e-11,4.743775e-11,3.808361e-11,5.686809e-11,4.357895e-11
2.893979e+00,9.021543e-11,4.876969e-11,3.827199e-11,5.748023e-11,4.529816e-11
2.894422e+00,8.982436e-11,4.976023e-11,3.854162e-11,5.823494e-11,4.702717e-11
2.894865e+00,8.927217e-11,5.039920e-11,3.887642e-11,5.910000e-11,4.874002e-11
2.895308e+00,8.856716e-11,5.100661e-11,3.926877e-11,6.004159e-11,5.041276e-11
2.895751e+00,8.772248e-11,5.198146e-11,3.972434e-11,6.102404e-11,5.202218e-11
2.896194e+00,8.675512e-11,5.346029e-11,4.026264e-11,6.201350e-11,5.354605e-11
2.896637e+00,8.568710e-11,5.515469e-11,4.091344e-11,6.297881e-11,5.496530e-11
2.897080e+00,8.454328e-11,5.650758e-11,4.171184e-11,6.389007e-11,5.626244e-11
2.897523e+00,8.334763e-11,5.706920e-11,4.269103e-11,6.472084e-11,5.742092e-11
2.897966e+00,8.212395e-11,5.681176e-11,4.387434e-11,6.544987e-11,5.842827e-11
2.898409e+00,8.089524e-11,5.614703e-11,4.527108e-11,6.605936e-11,5.927564e-11
2.898853e+00,7.968109e-11,5.562922e-11,4.687244e-11,6.653704e-11,5.995793e-11
2.899296e+00,7.849753e-11,5.556282e-11,4.864668e-11,6.687800e-11,6.047507e-11
2.899739e+00,7.735728e-11,5.580983e-11,5.054019e-11,6.708316e-11,6.083164e-11
2.900182e+00,7.626995e-11,5.592628e-11,5.248014e-11,6.716044e-11,6.103683e-11
2.900625e+00,7.524283e-11,5.552082e-11,5.438286e-11,6.712369e-11,6.110317e-11
2.901068e+00,7.427996e-11,5.456292e-11,5.616572e-11,6.698983e-11,6.104668e-11
2.901511e+00,7.338228e-11,5.341707e-11,5.775679e-11,6.677849e-11,6.088547e-11
2.901954e+00,7.254871e-11,5.259285e-11,5.910538e-11,6.650984e-11,6.063845e-11
2.902397e+00,7.177655e-11,5.240953e-11,6.018775e-11,6.620259e-11,6.032575e-11
2.902840e+00,7.106217e-11,5.281931e-11,6.100541e-11,6.587489e-11,5.996620e-11
2.903283e+00,7.040274e-11,5.349745e-11,6.158124e-11,6.554428e-11,5.957879e-11
2.903726e+00,6.979693e-11,5.411224e-11,6.195225e-11,6.522655e-11,5.918314e-11
2.904169e+00,6.924613e-11,5.456042e-11,6.216084e-11,6.493423e-11,5.879668e-11
2.904612e+00,6.875580e-11,5.500484e-11,6.224828e-11,6.467640e-11,5.843556e-11
2.905055e+00,6.833296e-11,5.571335e-11,6.224865e-11,6.445937e-11,5.811532e-11
2.905498e+00,6.798693e-11,5.683746e-11,6.218403e-11,6.428596e-11,5.784833e-11
2.905941e+00,6.772878e-11,5.829574e-11,6.206196e-11,6.415448e-11,5.764306e-11
2.906384e+00,6.756640e-11,5.983538e-11,6.187627e-11,6.405851e-11,5.750421e-11
2.906827e+00,6.750277e-11,6.120166e-11,6.161212e-11,6.398650e-11,5.743195e-11
2.907270e+00,6.753377e-11,6.228488e-11,6.125117e-11,6.392195e-11,5.742327e-11
2.907713e+00,6.764695e-11,6.315216e-11,6.077692e-11,6.384692e-11,5.747058e-11
2.908156e+00,6.782221e-11,6.395697e-11,6.018110e-11,6.374475e-11,5.756237e-11
2.908600e+00,6.803255e-11,6.480909e-11,5.946819e-11,6.359961e-11,5.768670e-11
2.909043e+00,6.824684e-11,6.569712e-11,5.865507e-11,6.339720e-11,5.783037e-11
2.909486e+00,6.843421e-11,6.650887e-11,5.776844e-11,6.312544e-11,5.797936e-11
2.909929e+00,6.856784e-11,6.711587e-11,5.684248e-11,6.277242e-11,5.812063e-11
2.910372e+00,6.862791e-11,6.745921e-11,5.591279e-11,6.232893e-11,5.824183e-11
2.910815e+00,6.860467e-11,6.758682e-11,5.501103e-11,6.178977e-11,5.833094e-11
2.911258e+00,6.849980e-11,6.762207e-11,5.415873e-11,6.115185e-11,5.837721e-11
2.911701e+00,6.832463e-11,6.769355e-11,5.336065e-11,6.041539e-11,5.837079e-11
2.912144e+00,6.809849e-11,6.786865e-11,5.260297e-11,5.958415e-11,5.830255e-11
2.912587e+00,6.784726e-11,6.813171e-11,5.185325e-11,5.866591e-11,5.816564e-11
2.913030e+00,6.759727e-11,6.841409e-11,5.106635e-11,5.767350e-11,5.795450e-11
2.913473e+00,6.737208e-11,6.865944e-11,5.019575e-11,5.662528e-11,5.766536e-11
2.913916e+00,6.719126e-11,6.887923e-11,4.920399e-11,5.554408e-11,5.729750e-11
2.914359e+00,6.706701e-11,6.915600e-11,4.807188e-11,5.445362e-11,5.685257e-11
2.914802e+00,6.700418e-11,6.959244e-11,4.680471e-11,5.337685e-11,5.633445e-11
2.915245e+00,6.700110e-11,7.023504e-11,4.543308e-11,5.233529e-11,5.574954e-11
2.915688e+00,6.705015e-11,7.102846e-11,4.401026e-11,5.134830e-11,5.510556e-11
2.916131e+00,6.713990e-11,7.183907e-11,4.260736e-11,5.043379e-11,5.441095e-11
2.916574e+00,6.725747e-11,7.253795e-11,4.130737e-11,4.960737e-11,5.367521e-11
2.917017e+00,6.738912e-11,7.308476e-11,4.019776e-11,4.888109e-11,5.290768e-11
2.917460e+00,6.752113e-11,7.354745e-11,3.935995e-11,4.826424e-11,5.211806e-11
2.917904e+00,6.764200e-11,7.403436e-11,3.885975e-11,4.776326e-11,5.131616e-11
2.918347e+00,6.774235e-11,7.458736e-11,3.874039e-11,4.738298e-11,5.051032e-11
2.918790e+00,6.781497e-11,7.512230e-11,3.901970e-11,4.712595e-11,4.970889e-11
2.919233e+00,6.785667e-11,7.546518e-11,3.969168e-11,4.698988e-11,4.892067e-11
2.919676e+00,6.786765e-11,7.546592e-11,4.072885e-11,4.696822e-11,4.815397e-11
2.920119e+00,6.785078e-11,7.510282e-11,4.208688e-11,4.705174e-11,4.741644e-11
2.920562e+00,6.781369e-11,7.449962e-11,4.370821e-11,4.722777e-11,4.671564e-11
2.921005e+00,6.776800e-11,7.383588e-11,4.552609e-11,4.748065e-11,4.605873e-11
2.921448e+00,6.772689e-11,7.322099e-11,4.746805e-11,4.779566e-11,4.545153e-11
2.921891e+00,6.770583e-11,7.262972e-11,4.945802e-11,4.815755e-11,4.489957e-11
2.922334e+00,6.772051e-11,7.194169e-11,5.141885e-11,4.855275e-11,4.440729e-11
2.922777e+00,6.778368e-11,7.105285e-11,5.327382e-11,4.897134e-11,4.397725e-11
2.923220e+00,6.790501e-11,6.996535e-11,5.494754e-11,4.940313e-11,4.361188e-11
2.923663e+00,6.809005e-11,6.878679e-11,5.636508e-11,4.983864e-11,4.331299e-11
2.924106e+00,6.834001e-11,6.764987e-11,5.745592e-11,5.026806e-11,4.308147e-11
2.924549e+00,6.865191e-11,6.662957e-11,5.815911e-11,5.068134e-11,4.291850e-11
2.924992e+00,6.901901e-11,6.572317e-11,5.842884e-11,5.107088e-11,4.282579e-11
2.925435e+00,6.943388e-11,6.490307e-11,5.824386e-11,5.143082e-11,4.280521e-11
2.925878e+00,6.988894e-11,6.418161e-11,5.761282e-11,5.175574e-11,4.285866e-11
2.926321e+00,7.037770e-11,6.361775e-11,5.657535e-11,5.204028e-11,4.298777e-11
2.926764e+00,7.089586e-11,6.325844e-11,5.519946e-11,5.228222e-11,4.319328e-11
2.927207e+00,7.144011e-11,6.306678e-11,5.357354e-11,5.248474e-11,4.347427e-11
2.927651e+00,7.200929e-11,6.292073e-11,5.179547e-11,5.265481e-11,4.382798e-11
2.928094e+00,7.260195e-11,6.269705e-11,4.996232e-11,5.280013e-11,4.424903e-11
2.928537e+00,7.321489e-11,6.237811e-11,4.815986e-11,5.292855e-11,4.472960e-11
2.928980e+00,7.384540e-11,6.208458e-11,4.645381e-11,5.304886e-11,4.526006e-11
2.929423e+00,7.448785e-11,6.199134e-11,4.488523e-11,5.316971e-11,4.582946e-11
2.929866e+00,7.513462e-11,6.218281e-11,4.347026e-11,5.330083e-11,4.642576e-11
2.930309e+00,7.577839e-11,6.255845e-11,4.220353e-11,5.345464e-11,4.703593e-11
2.930752e+00,7.641059e-11,6.287671e-11,4.106420e-11,5.364367e-11,4.764813e-11
2.931195e+00,7.702267e-11,6.291331e-11,4.002468e-11,5.387963e-11,4.825156e-11
2.931638e+00,7.760677e-11,6.262059e-11,3.905685e-11,5.417466e-11,4.883402e-11
2.932081e+00,7.815509e-11,6.216472e-11,3.813781e-11,5.454146e-11,4.938406e-11
2.932524e+00,7.865791e-11,6.180879e-11,3.725362e-11,5.499281e-11,4.989101e-11
2.932967e+00,7.910238e-11,6.172933e-11,3.639841e-11,5.554082e-11,5.034410e-11
2.933410e+00,7.947215e-11,6.190268e-11,3.557392e-11,5.619548e-11,5.073353e-11
2.933853e+00,7.974625e-11,6.213974e-11,3.478589e-11,5.696349e-11,5.104987e-11
2.934296e+00,7.989865e-11,6.223660e-11,3.403926e-11,5.784767e-11,5.128520e-11
2.934739e+00,7.989959e-11,6.212251e-11,3.333665e-11,5.884804e-11,5.143361e-11
2.935182e+00,7.971877e-11,6.189659e-11,3.267508e-11,5.996378e-11,5.149144e-11
2.935625e+00,7.932884e-11,6.174233e-11,3.204566e-11,6.119325e-11,5.145754e-11
2.936068e+00,7.870821e-11,6.179167e-11,3.143526e-11,6.253336e-11,5.133267e-11
2.936511e+00,7.784517e-11,6.204830e-11,3.082740e-11,6.397738e-11,5.111965e-11
2.936954e+00,7.674046e-11,6.241402e-11,3.020756e-11,6.551466e-11,5.082201e-11
2.937398e+00,7.540828e-11,6.278008e-11,2.956869e-11,6.713214e-11,5.044387e-11
2.937841e+00,7.387669e-11,6.310537e-11,2.891590e-11,6.881411e-11,4.999109e-11
2.938284e+00,7.218362e-11,6.342208e-11,2.826840e-11,7.054461e-11,4.946983e-11
2.938727e+00,7.037466e-11,6.378391e-11,2.765759e-11,7.230701e-11,4.888655e-11
2.939170e+00,6.849926e-11,6.420923e-11,2.712159e-11,7.408125e-11,4.825003e-11
2.939613e+00,6.660490e-11,6.466908e-11,2.669570e-11,7.584495e-11,4.757130e-11
2.940056e+00,6.473503e-11,6.511672e-11,2.640621e-11,7.757552e-11,4.686313e-11
2.940499e+00,6.292540e-11,6.552500e-11,2.626724e-11,7.925303e-11,4.614024e-11
2.940942e+00,6.120263e-11,6.589484e-11,2.627914e-11,8.086162e-11,4.541853e-11
2.941385e+00,5.958471e-11,6.623047e-11,2.642946e-11,8.238764e-11,4.471525e-11
2.941828e+00,5.808214e-11,6.651652e-11,2.669527e-11,8.381941e-11,4.404779e-11
2.942271e+00,5.669933e-11,6.671786e-11,2.704831e-11,8.514528e-11,4.343257e-11
2.942714e+00,5.543620e-11,6.680367e-11,2.746122e-11,8.635477e-11,4.288557e-11
2.943157e+00,5.429081e-11,6.676755e-11,2.791319e-11,8.744463e-11,4.241986e-11
2.943600e+00,5.326000e-11,6.662528e-11,2.839513e-11,8.841915e-11,4.204590e-11
2.944043e+00,5.234001e-11,6.639202e-11,2.891180e-11,8.928584e-11,4.177384e-11
2.944486e+00,5.152677e-11,6.606439e-11,2.947958e-11,9.005118e-11,4.161096e-11
2.944929e+00,5.081555e-11,6.562872e-11,3.012174e-11,9.071980e-11,4.156167e-11
2.945372e+00,5.020095e-11,6.508778e-11,3.086125e-11,9.129765e-11,4.162948e-11
2.945815e+00,4.967684e-11,6.447684e-11,3.171537e-11,9.179374e-11,4.181575e-11
2.946258e+00,4.923629e-11,6.384695e-11,3.269218e-11,9.221889e-11,4.211933e-11
2.946702e+00,4.887175e-11,6.323048e-11,3.379016e-11,9.258039e-11,4.253703e-11
2.947145e+00,4.857672e-11,6.261723e-11,3.500014e-11,9.287781e-11,4.306354e-11
2.947588e+00,4.834633e-11,6.197202e-11,3.630491e-11,9.310448e-11,4.369049e-11
2.948031e+00,4.817717e-11,6.128005e-11,3.767916e-11,9.325279e-11,4.440740e-11
2.948474e+00,4.806829e-11,6.057895e-11,3.909082e-11,9.331703e-11,4.520224e-11
2.948917e+00,4.802033e-11,5.994338e-11,4.050302e-11,9.328939e-11,4.606069e-11
2.949360e+00,4.803497e-11,5.943096e-11,4.187827e-11,9.315824e-11,4.696755e-11
2.949803e+00,4.811391e-11,5.903941e-11,4.318164e-11,9.290797e-11,4.790730e-11
2.950246e+00,4.825735e-11,5.871144e-11,4.438205e-11,9.252054e-11,4.886456e-11
2.950689e+00,4.846392e-11,5.839131e-11,4.545088e-11,9.198068e-11,4.982498e-11
2.951132e+00,4.872866e-11,5.808292e-11,4.636041e-11,9.127986e-11,5.077544e-11
2.951575e+00,4.904334e-11,5.785463e-11,4.708197e-11,9.041366e-11,5.170418e-11
2.952018e+00,4.939778e-11,5.777758e-11,4.758768e-11,8.937855e-11,5.260131e-11
2.952461e+00,4.977819e-11,5.784979e-11,4.785517e-11,8.817359e-11,5.345969e-11
2.952904e+00,5.016910e-11,5.797593e-11,4.787149e-11,8.680329e-11,5.427482e-11
2.953347e+00,5.055533e-11,5.802791e-11,4.763700e-11,8.528017e-11,5.504321e-11
2.953790e+00,5.092180e-11,5.794420e-11,4.716581e-11,8.362403e-11,5.576291e-11
2.954233e+00,5.125369e-11,5.777867e-11,4.648396e-11,8.185850e-11,5.643565e-11
2.954676e+00,5.153776e-11,5.765559e-11,4.562649e-11,8.000721e-11,5.706495e-11
2.955119e+00,5.176360e-11,5.765858e-11,4.463351e-11,7.809123e-11,5.765527e-11
2.955562e+00,5.192275e-11,5.774262e-11,4.354453e-11,7.613020e-11,5.821277e-11
2.956005e+00,5.201003e-11,5.774931e-11,4.239330e-11,7.414549e-11,5.874559e-11
2.956449e+00,5.202443e-11,5.752156e-11,4.120392e-11,7.215892e-11,5.926379e-11
2.956892e+00,5.196845e-11,5.702476e-11,3.998815e-11,7.018908e-11,5.977618e-11
2.957335e+00,5.184845e-11,5.637552e-11,3.874896e-11,6.825203e-11,6.029151e-11
2.957778e+00,5.167624e-11,5.575365e-11,3.748720e-11,6.636165e-11,6.081895e-11
2.958221e+00,5.146934e-11,5.526136e-11,3.620859e-11,6.452994e-11,6.136512e-11
2.958664e+00,5.125022e-11,5.484583e-11,3.493091e-11,6.276755e-11,6.193422e-11
2.959107e+00,5.104517e-11,5.434812e-11,3.368973e-11,6.108439e-11,6.252875e-11
2.959550e+00,5.088305e-11,5.363711e-11,3.253759e-11,5.949046e-11,6.314916e-11
2.959993e+00,5.079519e-11,5.271602e-11,3.153885e-11,5.799434e-11,6.379341e-11
2.960436e+00,5.081232e-11,5.171895e-11,3.076272e-11,5.660326e-11,6.445775e-11
2.960879e+00,5.096227e-11,5.080183e-11,3.027231e-11,5.532572e-11,6.513873e-11
2.961322e+00,5.126841e-11,5.002131e-11,3.011450e-11,5.417260e-11,6.583280e-11
2.961765e+00,5.174787e-11,4.930874e-11,3.031250e-11,5.315848e-11,6.653567e-11
2.962208e+00,5.241040e-11,4.855409e-11,3.086203e-11,5.230104e-11,6.724336e-11
2.962651e+00,5.325868e-11,4.772676e-11,3.173098e-11,5.161869e-11,6.795252e-11
2.963094e+00,5.428886e-11,4.692150e-11,3.286190e-11,5.112720e-11,6.865981e-11
2.963537e+00,5.548907e-11,4.628961e-11,3.417760e-11,5.083644e-11,6.936123e-11
2.963980e+00,5.684122e-11,4.591225e-11,3.558772e-11,5.075349e-11,7.005291e-11
2.964423e+00,5.832288e-11,4.572825e-11,3.699842e-11,5.088299e-11,7.073194e-11
2.964866e+00,5.990849e-11,4.558656e-11,3.832386e-11,5.122443e-11,7.139611e-11
2.965309e+00,6.157136e-11,4.538096e-11,3.949429e-11,5.177181e-11,7.204397e-11
2.965753e+00,6.328217e-11,4.515940e-11,4.046227e-11,5.251186e-11,7.267586e-11
2.966196e+00,6.500985e-11,4.510342e-11,4.120428e-11,5.342474e-11,7.329453e-11
2.966639e+00,6.672357e-11,4.538770e-11,4.171608e-11,5.448737e-11,7.390385e-11
2.967082e+00,6.839186e-11,4.602756e-11,4.200759e-11,5.567582e-11,7.450886e-11
2.967525e+00,6.998345e-11,4.684146e-11,4.209765e-11,5.696529e-11,7.511552e-11
2.967968e+00,7.146621e-11,4.756762e-11,4.200944e-11,5.832826e-11,7.572968e-11
2.968411e+00,7.280738e-11,4.804991e-11,4.176713e-11,5.973459e-11,7.635642e-11
2.968854e+00,7.397746e-11,4.835268e-11,4.139327e-11,6.115219e-11,7.699944e-11
2.969297e+00,7.494978e-11,4.871122e-11,4.090889e-11,6.255096e-11,7.766109e-11
2.969740e+00,7.570197e-11,4.935526e-11,4.033611e-11,6.390808e-11,7.834285e-11
2.970183e+00,7.621809e-11,5.033255e-11,3.970364e-11,6.520888e-11,7.904540e-11
2.970626e+00,7.648910e-11,5.146901e-11,3.905468e-11,6.644458e-11,7.976844e-11
2.971069e+00,7.651566e-11,5.249262e-11,3.845303e-11,6.760996e-11,8.051128e-11
2.971512e+00,7.630797e-11,5.322730e-11,3.798185e-11,6.870531e-11,8.127277e-11
2.971955e+00,7.588595e-11,5.371500e-11,3.773509e-11,6.973881e-11,8.205100e-11
2.972398e+00,7.527852e-11,5.418055e-11,3.780524e-11,7.072473e-11,8.284221e-11
2.972841e+00,7.452034e-11,5.487140e-11,3.826797e-11,7.168035e-11,8.364161e-11
2.973284e+00,7.365181e-11,5.588792e-11,3.916965e-11,7.262318e-11,8.444383e-11
2.973727e+00,7.271667e-11,5.712959e-11,4.052158e-11,7.356770e-11,8.524124e-11
2.974170e+00,7.175814e-11,5.838185e-11,4.229633e-11,7.452497e-11,8.602469e-11
2.974613e+00,7.081839e-11,5.947858e-11,4.442753e-11,7.550784e-11,8.678538e-11
2.975056e+00,6.993627e-11,6.042329e-11,4.681440e-11,7.653205e-11,8.751374e-11
2.975500e+00,6.914519e-11,6.138638e-11,4.933006e-11,7.761132e-11,8.819971e-11
2.975943e+00,6.847243e-11,6.258703e-11,5.183514e-11,7.875431e-11,8.883536e-11
2.976386e+00,6.793964e-11,6.414229e-11,5.419322e-11,7.996460e-11,8.941396e-11
2.976829e+00,6.756266e-11,6.598664e-11,5.628521e-11,8.123996e-11,8.992881e-11
2.977272e+00,6.734969e-11,6.790979e-11,5.802129e-11,8.257329e-11,9.037454e-11
2.977715e+00,6.730238e-11,6.968984e-11,5.934603e-11,8.395491e-11,9.074770e-11
2.978158e+00,6.741641e-11,7.123052e-11,6.023711e-11,8.537177e-11,9.104574e-11
2.978601e+00,6.768047e-11,7.261672e-11,6.070075e-11,8.680511e-11,9.126739e-11
2.979044e+00,6.807827e-11,7.404805e-11,6.076485e-11,8.823045e-11,9.141308e-11
2.979487e+00,6.858980e-11,7.569145e-11,6.047146e-11,8.962301e-11,9.148475e-11
2.979930e+00,6.919081e-11,7.754873e-11,5.986899e-11,9.096091e-11,9.148659e-11
2.980373e+00,6.985494e-11,7.942572e-11,5.900446e-11,9.222526e-11,9.142424e-11
2.980816e+00,7.055672e-11,8.103646e-11,5.791835e-11,9.339940e-11,9.130470e-11
2.981259e+00,7.127264e-11,8.217802e-11,5.664204e-11,9.446523e-11,9.113677e-11
2.981702e+00,7.198245e-11,8.286583e-11,5.519948e-11,9.540206e-11,9.093042e-11
2.982145e+00,7.266936e-11,8.332850e-11,5.361242e-11,9.619035e-11,9.069644e-11
2.982588e+00,7.332143e-11,8.385411e-11,5.190669e-11,9.681424e-11,9.044612e-11
2.983031e+00,7.393086e-11,8.458319e-11,5.011896e-11,9.726151e-11,9.019058e-11
2.983474e+00,7.449189e-11,8.539520e-11,4.829953e-11,9.752382e-11,8.994001e-11
2.983917e+00,7.500028e-11,8.597640e-11,4.650978e-11,9.759747e-11,8.970377e-11
2.984360e+00,7.545088e-11,8.603232e-11,4.481666e-11,9.748258e-11,8.948865e-11
2.984804e+00,7.583765e-11,8.550429e-11,4.328666e-11,9.718744e-11,8.929892e-11
2.985247e+00,7.615322e-11,8.462447e-11,4.197882e-11,9.672894e-11,8.913717e-11
2.985690e+00,7.638800e-11,8.376530e-11,4.093911e-11,9.612707e-11,8.900322e-11
2.986133e+00,7.653212e-11,8.317835e-11,4.019681e-11,9.540307e-11,8.889461e-11
2.986576e+00,7.657770e-11,8.281473e-11,3.976139e-11,9.457921e-11,8.880673e-11
2.987019e+00,7.651911e-11,8.236472e-11,3.962077e-11,9.367582e-11,8.873374e-11
2.987462e+00,7.635580e-11,8.149381e-11,3.974438e-11,9.271382e-11,8.866917e-11
2.987905e+00,7.609392e-11,8.010494e-11,4.008684e-11,9.171621e-11,8.860494e-11
2.988348e+00,7.574496e-11,7.842631e-11,4.059291e-11,9.070463e-11,8.853312e-11
2.988791e+00,7.532679e-11,7.685903e-11,4.120722e-11,8.970087e-11,8.844553e-11
2.989234e+00,7.486168e-11,7.568531e-11,4.188097e-11,8.872616e-11,8.833297e-11
2.989677e+00,7.437359e-11,7.485988e-11,4.257459e-11,8.779904e-11,8.818598e-11
2.990120e+00,7.388819e-11,7.404359e-11,4.326150e-11,8.693724e-11,8.799520e-11
2.990563e+00,7.343011e-11,7.285577e-11,4.392768e-11,8.615350e-11,8.775204e-11
2.991006e+00,7.301915e-11,7.115803e-11,4.457004e-11,8.545366e-11,8.744868e-11
2.991449e+00,7.266994e-11,6.915563e-11,4.519482e-11,8.483833e-11,8.707924e-11
2.991892e+00,7.239172e-11,6.724659e-11,4.581207e-11,8.430313e-11,8.664112e-11
2.992335e+00,7.218746e-11,6.572776e-11,4.642990e-11,8.384207e-11,8.613283e-11
2.992778e+00,7.205402e-11,6.458445e-11,4.704744e-11,8.344719e-11,8.555532e-11
2.993221e+00,7.198095e-11,6.351447e-11,4.765103e-11,8.310770e-11,8.491309e-11
2.993664e+00,7.195222e-11,6.215885e-11,4.821482e-11,8.281336e-11,8.421049e-11
2.994107e+00,7.194740e-11,6.036138e-11,4.870298e-11,8.255600e-11,8.345373e-11
2.994551e+00,7.194182e-11,5.826892e-11,4.907796e-11,8.232865e-11,8.265026e-11
2.994994e+00,7.190881e-11,5.621270e-11,4.930906e-11,8.212373e-11,8.180617e-11
2.995437e+00,7.182112e-11,5.447581e-11,4.937772e-11,8.193074e-11,8.092920e-11
2.995880e+00,7.165348e-11,5.312886e-11,4.928222e-11,8.173449e-11,8.002757e-11
2.996323e+00,7.138548e-11,5.203781e-11,4.903971e-11,8.151785e-11,7.911011e-11
2.996766e+00,7.100415e-11,5.101085e-11,4.868544e-11,8.126477e-11,7.818733e-11
2.997209e+00,7.050677e-11,4.994970e-11,4.827201e-11,8.096036e-11,7.727066e-11
2.997652e+00,6.990161e-11,4.889800e-11,4.786718e-11,8.059047e-11,7.637227e-11
2.998095e+00,6.920834e-11,4.797205e-11,4.754644e-11,8.014114e-11,7.550406e-11
2.998538e+00,6.845725e-11,4.726587e-11,4.738469e-11,7.960034e-11,7.467869e-11
2.998981e+00,6.768614e-11,4.682290e-11,4.744870e-11,7.896150e-11,7.390804e-11
2.999424e+00,6.693652e-11,4.667716e-11,4.778815e-11,7.822307e-11,7.320220e-11
2.999867e+00,6.624791e-11,4.690124e-11,4.842736e-11,7.738631e-11,7.257075e-11
3.000310e+00,6.565424e-11,4.758114e-11,4.936109e-11,7.645301e-11,7.202220e-11
3.000753e+00,6.518132e-11,4.872411e-11,5.055343e-11,7.542506e-11,7.156492e-11
3.001196e+00,6.484167e-11,5.018669e-11,5.194010e-11,7.430737e-11,7.120636e-11
3.001639e+00,6.463463e-11,5.171701e-11,5.343222e-11,7.310964e-11,7.095349e-11
3.002082e+00,6.454758e-11,5.311105e-11,5.492325e-11,7.184888e-11,7.081285e-11
3.002525e+00,6.455759e-11,5.437116e-11,5.630070e-11,7.054855e-11,7.078931e-11
3.002968e+00,6.463631e-11,5.572811e-11,5.745757e-11,6.923480e-11,7.088659e-11
3.003411e+00,6.475224e-11,5.747825e-11,5.830575e-11,6.793581e-11,7.110489e-11
3.003855e+00,6.487573e-11,5.974196e-11,5.878732e-11,6.668147e-11,7.144229e-11
3.004298e+00,6.498382e-11,6.232257e-11,5.887895e-11,6.550163e-11,7.189560e-11
3.004741e+00,6.506066e-11,6.479255e-11,5.859268e-11,6.442509e-11,7.245752e-11
3.005184e+00,6.509827e-11,6.675943e-11,5.797048e-11,6.347568e-11,7.311783e-11
3.005627e+00,6.509774e-11,6.812420e-11,5.707739e-11,6.266735e-11,7.386580e-11
3.006070e+00,6.506778e-11,6.913641e-11,5.599514e-11,6.200665e-11,7.468955e-11
3.006513e+00,6.502295e-11,7.019976e-11,5.481412e-11,6.149513e-11,7.557573e-11
3.006956e+00,6.498282e-11,7.157296e-11,5.362463e-11,6.112917e-11,7.651165e-11
3.007399e+00,6.496819e-11,7.318193e-11,5.250921e-11,6.090081e-11,7.748525e-11
3.007842e+00,6.500069e-11,7.468436e-11,5.153584e-11,6.079707e-11,7.848464e-11
3.008285e+00,6.510161e-11,7.572625e-11,5.075280e-11,6.079866e-11,7.949919e-11
3.008728e+00,6.528829e-11,7.619563e-11,5.018735e-11,6.088126e-11,8.051978e-11
3.009171e+00,6.557522e-11,7.628667e-11,4.984984e-11,6.101856e-11,8.153799e-11
3.009614e+00,6.597318e-11,7.634091e-11,4.973993e-11,6.118224e-11,8.254675e-11
3.010057e+00,6.648685e-11,7.659915e-11,4.985080e-11,6.134305e-11,8.354032e-11
3.010500e+00,6.711399e-11,7.705425e-11,5.017414e-11,6.147386e-11,8.451365e-11
3.010943e+00,6.784665e-11,7.750603e-11,5.070388e-11,6.155071e-11,8.546216e-11
3.011386e+00,6.867230e-11,7.775123e-11,5.143631e-11,6.155391e-11,8.638133e-11
3.011829e+00,6.957293e-11,7.775282e-11,5.236770e-11,6.146970e-11,8.726787e-11
3.012272e+00,7.052706e-11,7.765776e-11,5.349028e-11,6.129159e-11,8.811874e-11
3.012715e+00,7.151315e-11,7.767188e-11,5.478732e-11,6.102111e-11,8.893002e-11
3.013158e+00,7.251076e-11,7.790505e-11,5.622672e-11,6.066739e-11,8.969844e-11
3.013602e+00,7.350211e-11,7.831145e-11,5.775722e-11,6.024524e-11,9.042090e-11
3.014045e+00,7.447333e-11,7.875838e-11,5.930894e-11,5.977153e-11,9.109371e-11
3.014488e+00,7.541555e-11,7.914712e-11,6.079789e-11,5.926498e-11,9.171290e-11
3.014931e+00,7.632438e-11,7.948152e-11,6.213604e-11,5.874646e-11,9.227410e-11
3.015374e+00,7.719899e-11,7.983577e-11,6.324224e-11,5.823793e-11,9.277275e-11
3.015817e+00,7.804198e-11,8.026669e-11,6.405237e-11,5.776274e-11,9.320318e-11
3.016260e+00,7.885690e-11,8.075230e-11,6.452878e-11,5.734384e-11,9.355861e-11
3.016703e+00,7.964693e-11,8.121297e-11,6.466312e-11,5.700112e-11,9.383296e-11
3.017146e+00,8.041526e-11,8.158105e-11,6.447546e-11,5.675147e-11,9.402104e-11
3.017589e+00,8.116514e-11,8.184745e-11,6.401061e-11,5.660798e-11,9.411864e-11
3.018032e+00,8.189991e-11,8.204344e-11,6.332871e-11,5.658007e-11,9.412258e-11
3.018475e+00,8.262308e-11,8.217770e-11,6.249589e-11,5.667448e-11,9.403138e-11
3.018918e+00,8.333905e-11,8.219746e-11,6.157385e-11,5.689252e-11,9.384586e-11
3.019361e+00,8.405515e-11,8.201630e-11,6.061071e-11,5.722789e-11,9.356787e-11
3.019804e+00,8.478009e-11,8.159156e-11,5.963506e-11,5.766842e-11,9.320101e-11
3.020247e+00,8.552293e-11,8.097168e-11,5.865256e-11,5.819880e-11,9.275005e-11
