k_s_per_km,kPk_pi_p1_n2,kPk_pi_p2_n2,kPk_pi_p7_n2,kPk_pi_p8_n2,kPk_pi_p9_n2
1.512751e+00,4.322171e-17,6.378770e-11,1.443676e-11,1.790839e-11,5.256308e-11
1.513234e+00,4.277310e-17,6.287199e-11,1.455640e-11,1.774503e-11,5.247341e-11
1.513717e+00,4.356079e-17,6.195304e-11,1.472623e-11,1.756719e-11,5.226249e-11
1.514200e+00,4.290053e-17,6.108734e-11,1.494320e-11,1.737741e-11,5.192664e-11
1.514683e+00,4.352371e-17,6.029773e-11,1.520306e-11,1.717772e-11,5.146399e-11
1.515166e+00,4.279852e-17,5.953990e-11,1.549987e-11,1.696956e-11,5.087601e-11
1.515649e+00,4.302302e-17,5.872765e-11,1.582671e-11,1.675355e-11,5.016693e-11
1.516132e+00,4.274034e-17,5.782213e-11,1.617695e-11,1.652918e-11,4.933870e-11
1.516615e+00,4.366728e-17,5.691902e-11,1.654084e-11,1.629612e-11,4.840634e-11
1.517098e+00,4.363948e-17,5.615104e-11,1.690800e-11,1.605595e-11,4.738678e-11
1.517581e+00,4.331936e-17,5.553790e-11,1.726839e-11,1.581236e-11,4.629636e-11
1.518064e+00,4.280347e-17,5.494588e-11,1.761172e-11,1.557222e-11,4.515301e-11
1.518547e+00,4.265122e-17,5.421440e-11,1.792740e-11,1.534691e-11,4.397496e-11
1.519030e+00,4.294062e-17,5.331618e-11,1.820487e-11,1.515071e-11,4.278051e-11
1.519513e+00,4.302512e-17,5.237122e-11,1.843382e-11,1.499862e-11,4.158843e-11
1.519996e+00,4.285842e-17,5.150517e-11,1.860511e-11,1.490408e-11,4.041646e-11
1.520479e+00,4.278139e-17,5.071538e-11,1.871101e-11,1.487518e-11,3.928220e-11
1.520962e+00,4.268380e-17,4.989494e-11,1.874528e-11,1.491196e-11,3.820361e-11
1.521445e+00,4.337416e-17,4.897109e-11,1.869908e-11,1.500703e-11,3.720082e-11
1.521928e+00,4.281675e-17,4.801463e-11,1.857111e-11,1.513913e-11,3.629014e-11
1.522411e+00,4.263083e-17,4.714386e-11,1.836387e-11,1.528323e-11,3.548285e-11
1.522894e+00,4.217787e-17,4.640334e-11,1.807911e-11,1.541694e-11,3.478951e-11
1.523377e+00,4.193588e-17,4.576390e-11,1.772142e-11,1.552511e-11,3.421919e-11
1.523860e+00,4.179176e-17,4.520031e-11,1.729682e-11,1.560588e-11,3.377630e-11
1.524343e+00,4.255535e-17,4.472752e-11,1.681214e-11,1.567283e-11,3.346143e-11
1.524826e+00,4.256644e-17,4.435811e-11,1.627674e-11,1.575403e-11,3.327323e-11
1.525309e+00,4.208874e-17,4.406138e-11,1.570110e-11,1.588811e-11,3.320637e-11
1.525792e+00,4.161967e-17,4.378966e-11,1.509663e-11,1.611579e-11,3.325259e-11
1.526275e+00,4.185051e-17,4.353154e-11,1.447526e-11,1.646849e-11,3.340194e-11
1.526758e+00,4.173466e-17,4.332189e-11,1.384994e-11,1.696353e-11,3.364552e-11
1.527241e+00,4.191385e-17,4.318240e-11,1.323607e-11,1.758131e-11,3.396862e-11
1.527724e+00,4.142935e-17,4.307662e-11,1.264801e-11,1.826556e-11,3.435398e-11
1.528207e+00,4.133369e-17,4.296004e-11,1.209967e-11,1.893947e-11,3.478755e-11
1.528690e+00,4.139200e-17,4.284658e-11,1.160482e-11,1.951098e-11,3.525611e-11
1.529173e+00,4.146585e-17,4.281218e-11,1.117639e-11,1.988812e-11,3.574674e-11
1.529656e+00,4.096651e-17,4.291527e-11,1.082647e-11,1.999569e-11,3.624663e-11
1.530139e+00,4.016949e-17,4.312122e-11,1.056522e-11,1.978998e-11,3.674442e-11
1.530622e+00,4.108290e-17,4.331863e-11,1.040031e-11,1.926831e-11,3.723009e-11
1.531105e+00,4.100352e-17,4.342079e-11,1.033677e-11,1.847207e-11,3.769463e-11
1.531588e+00,4.091583e-17,4.345391e-11,1.037651e-11,1.748121e-11,3.813048e-11
1.532071e+00,3.978251e-17,4.352805e-11,1.052099e-11,1.640178e-11,3.853007e-11
1.532554e+00,4.028744e-17,4.368160e-11,1.076563e-11,1.535629e-11,3.888895e-11
1.533037e+00,3.965825e-17,4.378309e-11,1.109758e-11,1.444353e-11,3.920608e-11
1.533520e+00,4.032692e-17,4.365860e-11,1.150512e-11,1.372760e-11,3.948047e-11
1.534003e+00,3.971296e-17,4.325153e-11,1.197561e-11,1.323120e-11,3.971359e-11
1.534486e+00,4.018081e-17,4.266074e-11,1.249330e-11,1.294111e-11,3.990599e-11
1.534969e+00,4.051578e-17,4.202670e-11,1.304261e-11,1.281263e-11,4.005839e-11
1.535452e+00,3.993783e-17,4.141263e-11,1.360747e-11,1.278493e-11,4.017146e-11
1.535935e+00,4.000542e-17,4.079714e-11,1.417201e-11,1.279777e-11,4.024594e-11
1.536418e+00,4.104895e-17,4.015303e-11,1.472154e-11,1.280620e-11,4.028174e-11
1.536901e+00,3.966853e-17,3.950239e-11,1.524304e-11,1.278996e-11,4.027899e-11
1.537384e+00,3.949390e-17,3.890896e-11,1.572432e-11,1.275708e-11,4.023731e-11
1.537867e+00,4.016312e-17,3.844121e-11,1.615374e-11,1.274163e-11,4.015700e-11
1.538350e+00,4.009453e-17,3.813462e-11,1.652669e-11,1.278469e-11,4.004174e-11
1.538833e+00,3.936911e-17,3.800892e-11,1.683878e-11,1.292040e-11,3.989335e-11
1.539316e+00,3.995037e-17,3.805852e-11,1.708701e-11,1.316470e-11,3.971398e-11
1.539799e+00,3.972017e-17,3.825628e-11,1.727082e-11,1.350866e-11,3.950493e-11
1.540282e+00,3.951388e-17,3.857176e-11,1.739069e-11,1.391893e-11,3.926733e-11
1.540765e+00,3.946468e-17,3.898086e-11,1.744823e-11,1.434491e-11,3.900255e-11
1.541248e+00,3.986660e-17,3.945408e-11,1.744685e-11,1.472994e-11,3.871181e-11
1.541731e+00,3.950854e-17,3.995691e-11,1.739020e-11,1.502510e-11,3.839744e-11
1.542214e+00,3.955583e-17,4.047833e-11,1.728259e-11,1.519998e-11,3.806352e-11
1.542697e+00,3.950979e-17,4.103902e-11,1.712891e-11,1.524579e-11,3.771630e-11
1.543180e+00,4.004273e-17,4.165029e-11,1.693240e-11,1.517777e-11,3.736306e-11
1.543663e+00,3.992265e-17,4.226009e-11,1.670119e-11,1.503694e-11,3.701516e-11
1.544146e+00,4.058479e-17,4.281049e-11,1.643996e-11,1.485907e-11,3.668239e-11
1.544629e+00,3.962267e-17,4.329635e-11,1.615272e-11,1.467200e-11,3.637538e-11
1.545112e+00,3.986043e-17,4.375715e-11,1.584352e-11,1.448908e-11,3.610448e-11
1.545595e+00,3.923349e-17,4.420981e-11,1.551563e-11,1.430861e-11,3.587902e-11
1.546078e+00,3.929769e-17,4.461995e-11,1.517129e-11,1.412012e-11,3.570833e-11
1.546561e+00,3.926154e-17,4.495163e-11,1.481273e-11,1.391545e-11,3.560120e-11
1.547044e+00,3.928945e-17,4.521487e-11,1.444219e-11,1.370054e-11,3.556641e-11
1.547527e+00,3.958750e-17,4.542946e-11,1.406253e-11,1.350386e-11,3.561240e-11
1.548010e+00,3.961762e-17,4.556456e-11,1.367801e-11,1.337967e-11,3.574830e-11
1.548493e+00,3.915373e-17,4.556612e-11,1.329427e-11,1.341116e-11,3.598668e-11
1.548976e+00,3.948725e-17,4.547309e-11,1.291884e-11,1.366198e-11,3.632560e-11
1.549459e+00,3.952189e-17,4.537597e-11,1.256121e-11,1.417787e-11,3.676675e-11
1.549942e+00,3.982609e-17,4.533074e-11,1.223253e-11,1.496251e-11,3.730868e-11
1.550425e+00,3.927921e-17,4.532332e-11,1.194496e-11,1.596662e-11,3.794662e-11
1.550908e+00,3.898980e-17,4.533035e-11,1.171141e-11,1.708821e-11,3.867292e-11
1.551391e+00,3.898267e-17,4.538286e-11,1.154478e-11,1.818619e-11,3.947768e-11
1.551874e+00,3.857189e-17,4.554349e-11,1.145645e-11,1.910527e-11,4.034876e-11
1.552357e+00,3.886161e-17,4.583930e-11,1.145611e-11,1.970580e-11,4.127111e-11
1.552840e+00,3.780689e-17,4.624627e-11,1.155003e-11,1.989825e-11,4.223384e-11
1.553323e+00,3.866526e-17,4.672857e-11,1.174132e-11,1.965679e-11,4.322186e-11
1.553806e+00,3.808339e-17,4.727081e-11,1.203508e-11,1.901934e-11,4.421981e-11
1.554289e+00,3.838580e-17,4.785068e-11,1.241785e-11,1.815062e-11,4.521216e-11
1.554772e+00,3.897129e-17,4.844567e-11,1.287875e-11,1.721978e-11,4.618617e-11
1.555255e+00,3.878524e-17,4.904598e-11,1.340357e-11,1.639664e-11,4.712981e-11
1.555738e+00,3.864324e-17,4.964435e-11,1.397469e-11,1.581462e-11,4.803202e-11
1.556221e+00,3.783197e-17,5.020303e-11,1.457228e-11,1.554286e-11,4.888314e-11
1.556704e+00,3.844778e-17,5.066684e-11,1.517542e-11,1.557393e-11,4.967550e-11
1.557187e+00,3.810025e-17,5.102482e-11,1.576258e-11,1.582860e-11,5.040331e-11
1.557670e+00,3.799720e-17,5.133283e-11,1.631285e-11,1.617739e-11,5.106127e-11
1.558153e+00,3.815976e-17,5.165514e-11,1.680669e-11,1.647423e-11,5.164599e-11
1.558636e+00,3.869659e-17,5.199199e-11,1.722708e-11,1.659340e-11,5.215522e-11
1.559119e+00,3.754221e-17,5.227483e-11,1.755336e-11,1.643967e-11,5.258135e-11
1.559602e+00,3.834279e-17,5.246709e-11,1.778121e-11,1.603264e-11,5.292966e-11
1.560085e+00,3.775020e-17,5.260153e-11,1.790507e-11,1.544452e-11,5.319943e-11
1.560568e+00,3.845600e-17,5.273925e-11,1.792433e-11,1.479167e-11,5.338961e-11
1.561051e+00,3.832011e-17,5.291577e-11,1.784255e-11,1.420419e-11,5.349920e-11
1.561534e+00,3.773977e-17,5.312460e-11,1.766799e-11,1.379373e-11,5.352680e-11
1.562017e+00,3.823765e-17,5.332821e-11,1.741296e-11,1.362513e-11,5.347106e-11
1.562500e+00,3.761052e-17,5.348265e-11,1.709279e-11,1.370522e-11,5.333053e-11
1.562983e+00,3.772777e-17,5.358221e-11,1.672657e-11,1.398283e-11,5.310420e-11
1.563466e+00,3.775930e-17,5.368793e-11,1.633587e-11,1.436435e-11,5.279248e-11
1.563949e+00,3.837467e-17,5.388407e-11,1.594318e-11,1.474083e-11,5.239724e-11
1.564432e+00,3.788599e-17,5.419198e-11,1.557406e-11,1.500343e-11,5.191627e-11
1.564915e+00,3.785431e-17,5.453739e-11,1.525149e-11,1.509623e-11,5.135788e-11
1.565398e+00,3.824101e-17,5.488947e-11,1.499494e-11,1.501372e-11,5.072680e-11
1.565881e+00,3.783290e-17,5.531063e-11,1.482039e-11,1.479089e-11,5.002737e-11
1.566364e+00,3.741357e-17,5.588518e-11,1.474113e-11,1.448892e-11,4.926374e-11
1.566847e+00,3.719549e-17,5.662461e-11,1.476562e-11,1.417436e-11,4.843999e-11
1.567330e+00,3.834254e-17,5.747346e-11,1.489721e-11,1.389915e-11,4.756073e-11
1.567813e+00,3.819379e-17,5.838951e-11,1.513511e-11,1.368899e-11,4.663178e-11
1.568296e+00,3.808571e-17,5.936930e-11,1.547395e-11,1.354193e-11,4.566047e-11
1.568779e+00,3.817270e-17,6.039239e-11,1.590428e-11,1.343783e-11,4.465535e-11
1.569262e+00,3.744520e-17,6.138687e-11,1.641362e-11,1.335591e-11,4.362621e-11
1.569745e+00,3.825070e-17,6.227886e-11,1.699038e-11,1.329568e-11,4.258439e-11
1.570228e+00,3.858152e-17,6.306993e-11,1.761461e-11,1.328968e-11,4.154383e-11
1.570711e+00,3.786210e-17,6.376644e-11,1.826870e-11,1.340180e-11,4.051545e-11
1.571194e+00,3.830590e-17,6.432390e-11,1.893546e-11,1.371164e-11,3.950987e-11
1.571677e+00,3.823833e-17,6.470019e-11,1.959972e-11,1.429047e-11,3.853647e-11
1.572160e+00,3.713386e-17,6.493050e-11,2.024852e-11,1.517641e-11,3.760108e-11
1.572643e+00,3.827195e-17,6.509799e-11,2.086719e-11,1.634651e-11,3.671175e-11
1.573126e+00,3.760476e-17,6.523890e-11,2.144365e-11,1.770817e-11,3.587489e-11
1.573609e+00,3.766271e-17,6.531951e-11,2.196727e-11,1.910547e-11,3.509552e-11
1.574092e+00,3.777917e-17,6.531704e-11,2.242781e-11,2.034216e-11,3.437823e-11
1.574575e+00,3.781162e-17,6.528325e-11,2.281667e-11,2.121777e-11,3.372692e-11
1.575058e+00,3.874401e-17,6.529876e-11,2.312245e-11,2.153838e-11,3.314616e-11
1.575541e+00,3.879017e-17,6.536867e-11,2.334103e-11,2.123952e-11,3.263420e-11
1.576024e+00,3.835357e-17,6.543725e-11,2.347077e-11,2.036884e-11,3.218667e-11
1.576507e+00,3.845991e-17,6.546864e-11,2.350983e-11,1.906124e-11,3.179788e-11
1.576990e+00,3.848145e-17,6.546218e-11,2.345826e-11,1.752557e-11,3.146224e-11
1.577473e+00,3.778111e-17,6.541765e-11,2.331874e-11,1.600343e-11,3.117272e-11
1.577956e+00,3.824677e-17,6.532429e-11,2.309576e-11,1.472089e-11,3.092126e-11
1.578439e+00,3.797013e-17,6.517906e-11,2.279549e-11,1.384428e-11,3.070016e-11
1.578922e+00,3.769919e-17,6.498427e-11,2.242616e-11,1.344954e-11,3.050257e-11
1.579405e+00,3.774862e-17,6.472564e-11,2.199721e-11,1.351208e-11,3.032172e-11
1.579888e+00,3.798877e-17,6.438710e-11,2.151906e-11,1.392036e-11,3.015051e-11
1.580371e+00,3.843304e-17,6.399906e-11,2.100166e-11,1.450694e-11,2.998255e-11
1.580854e+00,3.810211e-17,6.363544e-11,2.045901e-11,1.507403e-11,2.981107e-11
1.581337e+00,3.812974e-17,6.331425e-11,1.990148e-11,1.548308e-11,2.962872e-11
1.581820e+00,3.837856e-17,6.298862e-11,1.934122e-11,1.566602e-11,2.943063e-11
1.582303e+00,3.856218e-17,6.262483e-11,1.878882e-11,1.563496e-11,2.921283e-11
1.582786e+00,3.906252e-17,6.226662e-11,1.825418e-11,1.547117e-11,2.897222e-11
1.583269e+00,3.799419e-17,6.198628e-11,1.774634e-11,1.529819e-11,2.870750e-11
1.583752e+00,3.901828e-17,6.178829e-11,1.727370e-11,1.524637e-11,2.841994e-11
1.584235e+00,3.831981e-17,6.159639e-11,1.684392e-11,1.541663e-11,2.811287e-11
1.584718e+00,3.896447e-17,6.133972e-11,1.646328e-11,1.585369e-11,2.779149e-11
1.585201e+00,3.958377e-17,6.102375e-11,1.613676e-11,1.653509e-11,2.746254e-11
1.585684e+00,3.856665e-17,6.070811e-11,1.587005e-11,1.737826e-11,2.713363e-11
1.586167e+00,3.895269e-17,6.045096e-11,1.566432e-11,1.824384e-11,2.681229e-11
1.586650e+00,3.866903e-17,6.028484e-11,1.551667e-11,1.899500e-11,2.650568e-11
1.587133e+00,3.832084e-17,6.021835e-11,1.542433e-11,1.952828e-11,2.622070e-11
1.587616e+00,3.822528e-17,6.022741e-11,1.538215e-11,1.978809e-11,2.596258e-11
1.588099e+00,3.813784e-17,6.028105e-11,1.538321e-11,1.977604e-11,2.573594e-11
1.588582e+00,3.876837e-17,6.039448e-11,1.541901e-11,1.954484e-11,2.554526e-11
1.589065e+00,3.946822e-17,6.063173e-11,1.547972e-11,1.918073e-11,2.539389e-11
1.589548e+00,3.903003e-17,6.103458e-11,1.555514e-11,1.878040e-11,2.528467e-11
1.590031e+00,3.909089e-17,6.156724e-11,1.563489e-11,1.842779e-11,2.522013e-11
1.590514e+00,3.927879e-17,6.214670e-11,1.570923e-11,1.817803e-11,2.520216e-11
1.590997e+00,3.891098e-17,6.272685e-11,1.576977e-11,1.805125e-11,2.523248e-11
1.591480e+00,3.964944e-17,6.331311e-11,1.580991e-11,1.803091e-11,2.531014e-11
1.591963e+00,3.969860e-17,6.390688e-11,1.582670e-11,1.807508e-11,2.542996e-11
1.592446e+00,3.906433e-17,6.448442e-11,1.581947e-11,1.814640e-11,2.558780e-11
1.592929e+00,3.956529e-17,6.503545e-11,1.579039e-11,1.822050e-11,2.577783e-11
1.593412e+00,3.989452e-17,6.557766e-11,1.574329e-11,1.829406e-11,2.599329e-11
1.593895e+00,3.874678e-17,6.611477e-11,1.568369e-11,1.838378e-11,2.622768e-11
1.594378e+00,3.923803e-17,6.662542e-11,1.561872e-11,1.851893e-11,2.647369e-11
1.594861e+00,3.956168e-17,6.711865e-11,1.555611e-11,1.872949e-11,2.672436e-11
1.595344e+00,3.951435e-17,6.765224e-11,1.550317e-11,1.903299e-11,2.697332e-11
1.595827e+00,3.883560e-17,6.825826e-11,1.546708e-11,1.942597e-11,2.721397e-11
1.596310e+00,3.872681e-17,6.887693e-11,1.545453e-11,1.988129e-11,2.743935e-11
1.596793e+00,3.868974e-17,6.942129e-11,1.547066e-11,2.034754e-11,2.764219e-11
1.597276e+00,3.925922e-17,6.991451e-11,1.551724e-11,2.076784e-11,2.781740e-11
1.597759e+00,3.873939e-17,7.043577e-11,1.559482e-11,2.109701e-11,2.795977e-11
1.598242e+00,3.855013e-17,7.098723e-11,1.570195e-11,2.131060e-11,2.806555e-11
1.598725e+00,3.932173e-17,7.146982e-11,1.583589e-11,2.141167e-11,2.813305e-11
1.599208e+00,3.854027e-17,7.180180e-11,1.599179e-11,2.142997e-11,2.816293e-11
1.599691e+00,3.931224e-17,7.200502e-11,1.616301e-11,2.141460e-11,2.815842e-11
1.600174e+00,3.862851e-17,7.214095e-11,1.634235e-11,2.142210e-11,2.812511e-11
1.600657e+00,3.932430e-17,7.220836e-11,1.652097e-11,2.150162e-11,2.807088e-11
1.601140e+00,3.888987e-17,7.217134e-11,1.668911e-11,2.168288e-11,2.800483e-11
1.601623e+00,3.892789e-17,7.205936e-11,1.683629e-11,2.197044e-11,2.793708e-11
1.602106e+00,3.838998e-17,7.194879e-11,1.695107e-11,2.233806e-11,2.787896e-11
1.602589e+00,3.809988e-17,7.181753e-11,1.702593e-11,2.273133e-11,2.783934e-11
1.603072e+00,3.820132e-17,7.156705e-11,1.705362e-11,2.309341e-11,2.782667e-11
1.603555e+00,3.800787e-17,7.118479e-11,1.702941e-11,2.337179e-11,2.784874e-11
1.604038e+00,3.826435e-17,7.079746e-11,1.695048e-11,2.352961e-11,2.791209e-11
1.604521e+00,3.831269e-17,7.052120e-11,1.681656e-11,2.355118e-11,2.802253e-11
1.605004e+00,3.831308e-17,7.029754e-11,1.663108e-11,2.344294e-11,2.818448e-11
1.605487e+00,3.825508e-17,6.994074e-11,1.640005e-11,2.322912e-11,2.840033e-11
1.605970e+00,3.795691e-17,6.934510e-11,1.613200e-11,2.294369e-11,2.867090e-11
1.606453e+00,3.799098e-17,6.858502e-11,1.583827e-11,2.262079e-11,2.899410e-11
1.606936e+00,3.755856e-17,6.778614e-11,1.553204e-11,2.228667e-11,2.936467e-11
1.607419e+00,3.757260e-17,6.693360e-11,1.522839e-11,2.195428e-11,2.977596e-11
1.607902e+00,3.767624e-17,6.590378e-11,1.494270e-11,2.161944e-11,3.021416e-11
1.608385e+00,3.781714e-17,6.463947e-11,1.468918e-11,2.126700e-11,3.066712e-11
1.608868e+00,3.723684e-17,6.320328e-11,1.448029e-11,2.087699e-11,3.112262e-11
1.609351e+00,3.857594e-17,6.170266e-11,1.432685e-11,2.043122e-11,3.156840e-11
1.609834e+00,3.812110e-17,6.020099e-11,1.423653e-11,1.991800e-11,3.199382e-11
1.610317e+00,3.762836e-17,5.870441e-11,1.421402e-11,1.933610e-11,3.239005e-11
1.610800e+00,3.712630e-17,5.720173e-11,1.426104e-11,1.869770e-11,3.274938e-11
1.611283e+00,3.686744e-17,5.569787e-11,1.437590e-11,1.802530e-11,3.306566e-11
1.611766e+00,3.760257e-17,5.423327e-11,1.455367e-11,1.734850e-11,3.333422e-11
1.612249e+00,3.732538e-17,5.286937e-11,1.478686e-11,1.670060e-11,3.355023e-11
1.612732e+00,3.660867e-17,5.165579e-11,1.506795e-11,1.611987e-11,3.370653e-11
1.613215e+00,3.679015e-17,5.056409e-11,1.538163e-11,1.562978e-11,3.380584e-11
1.613698e+00,3.733374e-17,4.953827e-11,1.571552e-11,1.524924e-11,3.384697e-11
1.614181e+00,3.716890e-17,4.854973e-11,1.605738e-11,1.498903e-11,3.383081e-11
1.614664e+00,3.697248e-17,4.764036e-11,1.639551e-11,1.485167e-11,3.375973e-11
1.615147e+00,3.679907e-17,4.689532e-11,1.671904e-11,1.483253e-11,3.363754e-11
1.615630e+00,3.731979e-17,4.637567e-11,1.701846e-11,1.492084e-11,3.347004e-11
1.616113e+00,3.683419e-17,4.608395e-11,1.728585e-11,1.510158e-11,3.326355e-11
1.616596e+00,3.769546e-17,4.598497e-11,1.751512e-11,1.535783e-11,3.302470e-11
1.617079e+00,3.722982e-17,4.603923e-11,1.770173e-11,1.567274e-11,3.276134e-11
1.617562e+00,3.711550e-17,4.622177e-11,1.784279e-11,1.603233e-11,3.248081e-11
1.618045e+00,3.675800e-17,4.654764e-11,1.793372e-11,1.642903e-11,3.218964e-11
1.618528e+00,3.778657e-17,4.703312e-11,1.797912e-11,1.685546e-11,3.189645e-11
1.619011e+00,3.719206e-17,4.767411e-11,1.798139e-11,1.731204e-11,3.160823e-11
1.619494e+00,3.724418e-17,4.840614e-11,1.794414e-11,1.780146e-11,3.133224e-11
1.619977e+00,3.676238e-17,4.912770e-11,1.787213e-11,1.832714e-11,3.107516e-11
1.620460e+00,3.763494e-17,4.974739e-11,1.777116e-11,1.888700e-11,3.084439e-11
1.620943e+00,3.709681e-17,5.022384e-11,1.764756e-11,1.947358e-11,3.064596e-11
1.621426e+00,3.743042e-17,5.055628e-11,1.750840e-11,2.007267e-11,3.048587e-11
1.621909e+00,3.753801e-17,5.075142e-11,1.736127e-11,2.066455e-11,3.036898e-11
1.622392e+00,3.763929e-17,5.080033e-11,1.721353e-11,2.122752e-11,3.029836e-11
1.622875e+00,3.784078e-17,5.068485e-11,1.707141e-11,2.174325e-11,3.027580e-11
1.623358e+00,3.772839e-17,5.039099e-11,1.694247e-11,2.219865e-11,3.030423e-11
1.623841e+00,3.799725e-17,4.995698e-11,1.683276e-11,2.260302e-11,3.038029e-11
1.624324e+00,3.748919e-17,4.943327e-11,1.674683e-11,2.297784e-11,3.050257e-11
1.624807e+00,3.793868e-17,4.887407e-11,1.668802e-11,2.335539e-11,3.066876e-11
1.625290e+00,3.826525e-17,4.831485e-11,1.665943e-11,2.377301e-11,3.087723e-11
1.625773e+00,3.786267e-17,4.776340e-11,1.666295e-11,2.426416e-11,3.112652e-11
1.626256e+00,3.798286e-17,4.722717e-11,1.669904e-11,2.484833e-11,3.141451e-11
1.626739e+00,3.816170e-17,4.674092e-11,1.676760e-11,2.552274e-11,3.173860e-11
1.627222e+00,3.834795e-17,4.634724e-11,1.686782e-11,2.625933e-11,3.209557e-11
1.627705e+00,3.788085e-17,4.604560e-11,1.699802e-11,2.700635e-11,3.248093e-11
1.628188e+00,3.811230e-17,4.577441e-11,1.715594e-11,2.769498e-11,3.288881e-11
1.628671e+00,3.897102e-17,4.546437e-11,1.733990e-11,2.823881e-11,3.331132e-11
1.629154e+00,3.808861e-17,4.513231e-11,1.754619e-11,2.858110e-11,3.373932e-11
1.629637e+00,3.885522e-17,4.486932e-11,1.777069e-11,2.868888e-11,3.416274e-11
1.630120e+00,3.846454e-17,4.474384e-11,1.800931e-11,2.856294e-11,3.457218e-11
1.630603e+00,3.875108e-17,4.474342e-11,1.825794e-11,2.823965e-11,3.495772e-11
1.631086e+00,3.803141e-17,4.481360e-11,1.851209e-11,2.778420e-11,3.531061e-11
1.631569e+00,3.882590e-17,4.494039e-11,1.876621e-11,2.727758e-11,3.562299e-11
1.632052e+00,3.896916e-17,4.517633e-11,1.901475e-11,2.679961e-11,3.588752e-11
1.632535e+00,3.855393e-17,4.558845e-11,1.925206e-11,2.641109e-11,3.609699e-11
1.633018e+00,3.916374e-17,4.620246e-11,1.947196e-11,2.613977e-11,3.624384e-11
1.633501e+00,3.923921e-17,4.700109e-11,1.966859e-11,2.597289e-11,3.632128e-11
1.633984e+00,3.936787e-17,4.796273e-11,1.983384e-11,2.585681e-11,3.631910e-11
1.634467e+00,3.861748e-17,4.905778e-11,1.996298e-11,2.569988e-11,3.623415e-11
1.634950e+00,3.927373e-17,5.025857e-11,2.005329e-11,2.540821e-11,3.606545e-11
1.635433e+00,3.933314e-17,5.153200e-11,2.010199e-11,2.490127e-11,3.581222e-11
1.635916e+00,3.907968e-17,5.284372e-11,2.010758e-11,2.412808e-11,3.547617e-11
1.636399e+00,3.981876e-17,5.416251e-11,2.006976e-11,2.307890e-11,3.506225e-11
1.636882e+00,3.882427e-17,5.545954e-11,1.998921e-11,2.178833e-11,3.457697e-11
1.637365e+00,3.919966e-17,5.671928e-11,1.986776e-11,2.032924e-11,3.402827e-11
1.637848e+00,3.914505e-17,5.795598e-11,1.970785e-11,1.879944e-11,3.342573e-11
1.638331e+00,3.897668e-17,5.919718e-11,1.951256e-11,1.730705e-11,3.278054e-11
1.638814e+00,3.967309e-17,6.044373e-11,1.928375e-11,1.594153e-11,3.210197e-11
1.639297e+00,3.909659e-17,6.163089e-11,1.902247e-11,1.478593e-11,3.140251e-11
1.639780e+00,3.982970e-17,6.269874e-11,1.873153e-11,1.387193e-11,3.069630e-11
1.640263e+00,3.999239e-17,6.367182e-11,1.841337e-11,1.318995e-11,2.999831e-11
1.640746e+00,3.946534e-17,6.463072e-11,1.806971e-11,1.271273e-11,2.932377e-11
1.641229e+00,3.941908e-17,6.562063e-11,1.770197e-11,1.240049e-11,2.868837e-11
1.641712e+00,3.941059e-17,6.659959e-11,1.731195e-11,1.221351e-11,2.810769e-11
1.642195e+00,3.982759e-17,6.748937e-11,1.690182e-11,1.212160e-11,2.759613e-11
1.642678e+00,3.996852e-17,6.826590e-11,1.647388e-11,1.210771e-11,2.716682e-11
1.643161e+00,3.923606e-17,6.897271e-11,1.603154e-11,1.216621e-11,2.683054e-11
1.643644e+00,4.018757e-17,6.965341e-11,1.557888e-11,1.229656e-11,2.659469e-11
1.644127e+00,4.015534e-17,7.031155e-11,1.512069e-11,1.249388e-11,2.646452e-11
1.644610e+00,4.018520e-17,7.094105e-11,1.466162e-11,1.274249e-11,2.644745e-11
1.645093e+00,3.956031e-17,7.156543e-11,1.420723e-11,1.300524e-11,2.654276e-11
1.645576e+00,4.014546e-17,7.220888e-11,1.376323e-11,1.323305e-11,2.674417e-11
1.646059e+00,4.004168e-17,7.287075e-11,1.333470e-11,1.337597e-11,2.704749e-11
1.646542e+00,4.004834e-17,7.355340e-11,1.292683e-11,1.339344e-11,2.744685e-11
1.647025e+00,3.973893e-17,7.429413e-11,1.254447e-11,1.326607e-11,2.793359e-11
1.647508e+00,3.948495e-17,7.514138e-11,1.219245e-11,1.300523e-11,2.849595e-11
1.647991e+00,3.929742e-17,7.610001e-11,1.187462e-11,1.265327e-11,2.912153e-11
1.648474e+00,3.936195e-17,7.710749e-11,1.159543e-11,1.227694e-11,2.979600e-11
1.648957e+00,3.939910e-17,7.808271e-11,1.135903e-11,1.195517e-11,3.050227e-11
1.649440e+00,3.967688e-17,7.899168e-11,1.116923e-11,1.176030e-11,3.122275e-11
1.649923e+00,3.925893e-17,7.984439e-11,1.103189e-11,1.174631e-11,3.193979e-11
1.650406e+00,3.906566e-17,8.064187e-11,1.095131e-11,1.192100e-11,3.263496e-11
1.650889e+00,3.945623e-17,8.135126e-11,1.092842e-11,1.223658e-11,3.329420e-11
1.651372e+00,4.025173e-17,8.193279e-11,1.096541e-11,1.261932e-11,3.390561e-11
1.651855e+00,3.909789e-17,8.237309e-11,1.106408e-11,1.297921e-11,3.445950e-11
1.652338e+00,3.994984e-17,8.269200e-11,1.122515e-11,1.323193e-11,3.494938e-11
