k_s_per_km,kPk_pi_p1_n2,kPk_pi_p2_n2,kPk_pi_p7_n2,kPk_pi_p8_n2,kPk_pi_p9_n2
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.829985e-04,6.869526e-04,6.110255e-04,1.956951e-04,2.155493e-04,5.357954e-04
9.659969e-04,1.184178e-03,1.023935e-03,3.066922e-04,3.606521e-04,9.067861e-04
1.448995e-03,1.440544e-03,1.299668e-03,3.895921e-04,4.600814e-04,1.145643e-03
1.931994e-03,1.732921e-03,1.548008e-03,4.437467e-04,5.322407e-04,1.321227e-03
2.414992e-03,1.894722e-03,1.670818e-03,4.771423e-04,5.748031e-04,1.406288e-03
2.897991e-03,1.971495e-03,1.684770e-03,4.832790e-04,5.795356e-04,1.413007e-03
3.380989e-03,1.933944e-03,1.674315e-03,4.747314e-04,5.743030e-04,1.402888e-03
3.863988e-03,1.999144e-03,1.646524e-03,4.584479e-04,5.499164e-04,1.358014e-03
4.346986e-03,1.910470e-03,1.610932e-03,4.350674e-04,5.223702e-04,1.288394e-03
4.829985e-03,1.877518e-03,1.556184e-03,4.171781e-04,4.968723e-04,1.252907e-03
5.312983e-03,1.801198e-03,1.457046e-03,3.964315e-04,4.624979e-04,1.190599e-03
5.795981e-03,1.700557e-03,1.388374e-03,3.684746e-04,4.307520e-04,1.107135e-03
6.278980e-03,1.629686e-03,1.289785e-03,3.352572e-04,4.061876e-04,1.051332e-03
6.761978e-03,1.490440e-03,1.217656e-03,3.134384e-04,3.710272e-04,9.601685e-04
7.244977e-03,1.438124e-03,1.134083e-03,2.910023e-04,3.445903e-04,9.007384e-04
7.727975e-03,1.318607e-03,1.045874e-03,2.688373e-04,3.120118e-04,8.204841e-04
8.210974e-03,1.210705e-03,9.774129e-04,2.453931e-04,2.857784e-04,7.563560e-04
8.693972e-03,1.131041e-03,9.235227e-04,2.224470e-04,2.594298e-04,6.881619e-04
9.176971e-03,1.031906e-03,8.511120e-04,2.046468e-04,2.374268e-04,6.303732e-04
9.659969e-03,9.807241e-04,7.881768e-04,1.926276e-04,2.194014e-04,5.965831e-04
1.014297e-02,8.873835e-04,7.184725e-04,1.754707e-04,1.996658e-04,5.437731e-04
1.062597e-02,8.196814e-04,6.698299e-04,1.556029e-04,1.822784e-04,5.006001e-04
1.110896e-02,7.375117e-04,6.330369e-04,1.434987e-04,1.685347e-04,4.623883e-04
1.159196e-02,6.740248e-04,5.848783e-04,1.312607e-04,1.520110e-04,4.274685e-04
1.207496e-02,5.990491e-04,5.304287e-04,1.203661e-04,1.396219e-04,3.891966e-04
1.255796e-02,5.456334e-04,4.942828e-04,1.097773e-04,1.264331e-04,3.524898e-04
1.304096e-02,5.053928e-04,4.543109e-04,9.835495e-05,1.148878e-04,3.203999e-04
1.352396e-02,4.578876e-04,4.150996e-04,9.057660e-05,1.044696e-04,2.896706e-04
1.400696e-02,4.149987e-04,3.810311e-04,8.257676e-05,9.389260e-05,2.617215e-04
1.448995e-02,3.698744e-04,3.489315e-04,7.454403e-05,8.574913e-05,2.403452e-04
1.497295e-02,3.454605e-04,3.226186e-04,6.649648e-05,7.801926e-05,2.143820e-04
1.545595e-02,3.130931e-04,2.932712e-04,6.048304e-05,7.001996e-05,1.952894e-04
1.593895e-02,2.817467e-04,2.717825e-04,5.576884e-05,6.423978e-05,1.812007e-04
1.642195e-02,2.504199e-04,2.420445e-04,5.015132e-05,5.671278e-05,1.600838e-04
1.690495e-02,2.249331e-04,2.242903e-04,4.572280e-05,5.245869e-05,1.469434e-04
1.738794e-02,2.043418e-04,2.027818e-04,4.122806e-05,4.727576e-05,1.327181e-04
1.787094e-02,1.858683e-04,1.857086e-04,3.730796e-05,4.351441e-05,1.225688e-04
1.835394e-02,1.683775e-04,1.695642e-04,3.428976e-05,3.870404e-05,1.103718e-04
1.883694e-02,1.526148e-04,1.539827e-04,3.063273e-05,3.459135e-05,9.859699e-05
1.931994e-02,1.381385e-04,1.386293e-04,2.775556e-05,3.115522e-05,8.924104e-05
1.980294e-02,1.251665e-04,1.269393e-04,2.498236e-05,2.816461e-05,8.096191e-05
2.028594e-02,1.133675e-04,1.156849e-04,2.237809e-05,2.561879e-05,7.302043e-05
2.076893e-02,1.034560e-04,1.030426e-04,2.011947e-05,2.283857e-05,6.621641e-05
2.125193e-02,9.495798e-05,9.471946e-05,1.848681e-05,2.045744e-05,5.946727e-05
2.173493e-02,8.556689e-05,8.537391e-05,1.645141e-05,1.819809e-05,5.310406e-05
2.221793e-02,7.726619e-05,7.885606e-05,1.491745e-05,1.645162e-05,4.752423e-05
2.270093e-02,6.943485e-05,7.022589e-05,1.374045e-05,1.494686e-05,4.293388e-05
2.318393e-02,6.256618e-05,6.450118e-05,1.239286e-05,1.318563e-05,3.860674e-05
2.366692e-02,5.657490e-05,5.851390e-05,1.101039e-05,1.185186e-05,3.491132e-05
2.414992e-02,5.098410e-05,5.250799e-05,9.965038e-06,1.047840e-05,3.148605e-05
2.463292e-02,4.653851e-05,4.749237e-05,8.951985e-06,9.433015e-06,2.831220e-05
2.511592e-02,4.209326e-05,4.293665e-05,8.015210e-06,8.464814e-06,2.560056e-05
2.559892e-02,3.839579e-05,3.836069e-05,7.191137e-06,7.741830e-06,2.300275e-05
2.608192e-02,3.459175e-05,3.467966e-05,6.542169e-06,6.890114e-06,2.061388e-05
2.656491e-02,3.126802e-05,3.162011e-05,5.916303e-06,6.095830e-06,1.874295e-05
2.704791e-02,2.897280e-05,2.817642e-05,5.332706e-06,5.477876e-06,1.693539e-05
2.753091e-02,2.583626e-05,2.533348e-05,4.770161e-06,4.908913e-06,1.488299e-05
2.801391e-02,2.361425e-05,2.323675e-05,4.376890e-06,4.373854e-06,1.352610e-05
2.849691e-02,2.125822e-05,2.109409e-05,3.950415e-06,3.979925e-06,1.220445e-05
2.897991e-02,1.946399e-05,1.884229e-05,3.598116e-06,3.609325e-06,1.095604e-05
2.946291e-02,1.764452e-05,1.672422e-05,3.255882e-06,3.206267e-06,9.775165e-06
2.994590e-02,1.638209e-05,1.523276e-05,2.883338e-06,2.854548e-06,8.825749e-06
3.042890e-02,1.490629e-05,1.364593e-05,2.579205e-06,2.607814e-06,7.964257e-06
3.091190e-02,1.343745e-05,1.230362e-05,2.321679e-06,2.325059e-06,7.104529e-06
3.139490e-02,1.230026e-05,1.111455e-05,2.126608e-06,2.090008e-06,6.488329e-06
3.187790e-02,1.099582e-05,1.008816e-05,1.892355e-06,1.851787e-06,5.910414e-06
3.236090e-02,9.929889e-06,9.070078e-06,1.726040e-06,1.688633e-06,5.246575e-06
3.284389e-02,9.059613e-06,8.193362e-06,1.559519e-06,1.534410e-06,4.709326e-06
3.332689e-02,8.081447e-06,7.346991e-06,1.378869e-06,1.370272e-06,4.276662e-06
3.380989e-02,7.353334e-06,6.699596e-06,1.242351e-06,1.241963e-06,3.920548e-06
3.429289e-02,6.772171e-06,6.063782e-06,1.139093e-06,1.098547e-06,3.471091e-06
3.477589e-02,6.086076e-06,5.455681e-06,1.042236e-06,1.003884e-06,3.118992e-06
3.525889e-02,5.429241e-06,4.867948e-06,9.374629e-07,9.164264e-07,2.804755e-06
3.574189e-02,5.088918e-06,4.436618e-06,8.544219e-07,8.276878e-07,2.555240e-06
3.622488e-02,4.558208e-06,3.974914e-06,7.706107e-07,7.446338e-07,2.302767e-06
3.670788e-02,4.151390e-06,3.535330e-06,6.958636e-07,6.636740e-07,2.093887e-06
3.719088e-02,3.846632e-06,3.222742e-06,6.353362e-07,6.030978e-07,1.917316e-06
3.767388e-02,3.465595e-06,2.906911e-06,5.895992e-07,5.420236e-07,1.751530e-06
3.815688e-02,3.192442e-06,2.589137e-06,5.270579e-07,4.941413e-07,1.607540e-06
3.863988e-02,2.835702e-06,2.381711e-06,4.790479e-07,4.421689e-07,1.452642e-06
3.912287e-02,2.593428e-06,2.131353e-06,4.327518e-07,4.065892e-07,1.324001e-06
3.960587e-02,2.342098e-06,1.920086e-06,3.945687e-07,3.708960e-07,1.216238e-06
4.008887e-02,2.146056e-06,1.739850e-06,3.573002e-07,3.365096e-07,1.112910e-06
4.057187e-02,1.945153e-06,1.579087e-06,3.283108e-07,3.060497e-07,1.007253e-06
4.105487e-02,1.763661e-06,1.434148e-06,2.983306e-07,2.836829e-07,9.163573e-07
4.153787e-02,1.597628e-06,1.293022e-06,2.733817e-07,2.604271e-07,8.411732e-07
4.202087e-02,1.455024e-06,1.166584e-06,2.508296e-07,2.384009e-07,7.675778e-07
4.250386e-02,1.303434e-06,1.051206e-06,2.291314e-07,2.188306e-07,6.783940e-07
4.298686e-02,1.182947e-06,9.647756e-07,2.148753e-07,1.959958e-07,6.234529e-07
4.346986e-02,1.065363e-06,8.749612e-07,1.962420e-07,1.776547e-07,5.610666e-07
4.395286e-02,9.836960e-07,7.842146e-07,1.806857e-07,1.625954e-07,5.209831e-07
4.443586e-02,8.959930e-07,7.198198e-07,1.641347e-07,1.460576e-07,4.698777e-07
4.491886e-02,8.093422e-07,6.438614e-07,1.497556e-07,1.343206e-07,4.301290e-07
4.540185e-02,7.456832e-07,5.831498e-07,1.357875e-07,1.230936e-07,3.978872e-07
4.588485e-02,6.803099e-07,5.342507e-07,1.241826e-07,1.115383e-07,3.690351e-07
4.636785e-02,6.199399e-07,4.885550e-07,1.136488e-07,1.043789e-07,3.378639e-07
4.685085e-02,5.617919e-07,4.499012e-07,1.036897e-07,9.892256e-08,3.101887e-07
4.733385e-02,5.172273e-07,4.119405e-07,9.639180e-08,9.334604e-08,2.936223e-07
4.781685e-02,4.713287e-07,3.740578e-07,9.147877e-08,8.836611e-08,2.675297e-07
4.829985e-02,4.312152e-07,3.445218e-07,8.539772e-08,8.245794e-08,2.513962e-07
4.878284e-02,3.982947e-07,3.154386e-07,7.978327e-08,7.803923e-08,2.266216e-07
4.926584e-02,3.595171e-07,2.919342e-07,7.645955e-08,7.243641e-08,2.085676e-07
4.974884e-02,3.282467e-07,2.665608e-07,7.061096e-08,6.560625e-08,1.924880e-07
5.023184e-02,2.988939e-07,2.392898e-07,6.630713e-08,6.005393e-08,1.753692e-07
5.071484e-02,2.759255e-07,2.173661e-07,6.114057e-08,5.479805e-08,1.603418e-07
5.119784e-02,2.525618e-07,1.979866e-07,5.636126e-08,4.944366e-08,1.481262e-07
5.168083e-02,2.265654e-07,1.801370e-07,5.085323e-08,4.469898e-08,1.361397e-07
5.216383e-02,2.058062e-07,1.642567e-07,4.666284e-08,4.129468e-08,1.267643e-07
5.264683e-02,1.840503e-07,1.510547e-07,4.229083e-08,3.980924e-08,1.178676e-07
5.312983e-02,1.694968e-07,1.362143e-07,3.952144e-08,3.700435e-08,1.098247e-07
5.361283e-02,1.531918e-07,1.233855e-07,3.604115e-08,3.572160e-08,1.024442e-07
5.409583e-02,1.420912e-07,1.159102e-07,3.514720e-08,3.492901e-08,9.539718e-08
5.457883e-02,1.314842e-07,1.073374e-07,3.324992e-08,3.326846e-08,8.783946e-08
5.506182e-02,1.171148e-07,1.000299e-07,3.232447e-08,3.186300e-08,8.129461e-08
5.554482e-02,1.071800e-07,9.497318e-08,3.113148e-08,3.004380e-08,7.667303e-08
5.602782e-02,1.004675e-07,8.863415e-08,3.031865e-08,2.792242e-08,7.311762e-08
5.651082e-02,9.154161e-08,8.123050e-08,2.868035e-08,2.557617e-08,6.943576e-08
5.699382e-02,8.461411e-08,7.595783e-08,2.665375e-08,2.336750e-08,6.618850e-08
5.747682e-02,7.895302e-08,7.194316e-08,2.500303e-08,2.111127e-08,6.212014e-08
5.795981e-02,7.274505e-08,6.754977e-08,2.320090e-08,1.935006e-08,5.691890e-08
5.844281e-02,6.804051e-08,6.206580e-08,2.105924e-08,1.792303e-08,5.300434e-08
5.892581e-02,6.322357e-08,5.724425e-08,1.899791e-08,1.707690e-08,4.975332e-08
5.940881e-02,5.715407e-08,5.330893e-08,1.789765e-08,1.670240e-08,4.673524e-08
5.989181e-02,5.439713e-08,4.955061e-08,1.629952e-08,1.631523e-08,4.332428e-08
6.037481e-02,4.960047e-08,4.590000e-08,1.565619e-08,1.658648e-08,4.092923e-08
6.085781e-02,4.639973e-08,4.306934e-08,1.504200e-08,1.640122e-08,3.855652e-08
6.134080e-02,4.221114e-08,3.991184e-08,1.477946e-08,1.631944e-08,3.638861e-08
6.182380e-02,3.908595e-08,3.691304e-08,1.424980e-08,1.577894e-08,3.374815e-08
6.230680e-02,3.590866e-08,3.444669e-08,1.391879e-08,1.512958e-08,3.171068e-08
6.278980e-02,3.228054e-08,3.213195e-08,1.355278e-08,1.396247e-08,3.031012e-08
6.327280e-02,3.018258e-08,3.042520e-08,1.300169e-08,1.269586e-08,2.885240e-08
6.375580e-02,2.743257e-08,2.868275e-08,1.245508e-08,1.136995e-08,2.745910e-08
6.423879e-02,2.451105e-08,2.681851e-08,1.178618e-08,1.016438e-08,2.556070e-08
6.472179e-02,2.230834e-08,2.567485e-08,1.102540e-08,9.050637e-09,2.505217e-08
6.520479e-02,2.014263e-08,2.429606e-08,1.014401e-08,8.383056e-09,2.398660e-08
6.568779e-02,1.853116e-08,2.288629e-08,9.432007e-09,7.919260e-09,2.248518e-08
6.617079e-02,1.748180e-08,2.188551e-08,8.878458e-09,7.749760e-09,2.123919e-08
6.665379e-02,1.641948e-08,2.084342e-08,8.272137e-09,7.951590e-09,2.012741e-08
6.713679e-02,1.583932e-08,1.958763e-08,7.858942e-09,8.065709e-09,1.940827e-08
6.761978e-02,1.499762e-08,1.847312e-08,7.542300e-09,8.297791e-09,1.886351e-08
6.810278e-02,1.484751e-08,1.760817e-08,7.293750e-09,8.368365e-09,1.807494e-08
6.858578e-02,1.381426e-08,1.656072e-08,7.046692e-09,8.422986e-09,1.713742e-08
6.906878e-02,1.342247e-08,1.547517e-08,6.847957e-09,8.195214e-09,1.624269e-08
6.955178e-02,1.281258e-08,1.463698e-08,6.643310e-09,7.692826e-09,1.488753e-08
7.003478e-02,1.221769e-08,1.409908e-08,6.256006e-09,6.993762e-09,1.414070e-08
7.051777e-02,1.137083e-08,1.328361e-08,6.128557e-09,6.269908e-09,1.292890e-08
7.100077e-02,1.047921e-08,1.250794e-08,5.865330e-09,5.590355e-09,1.194786e-08
7.148377e-02,9.644270e-09,1.190079e-08,5.600632e-09,4.929960e-09,1.117543e-08
7.196677e-02,8.893172e-09,1.134176e-08,5.367971e-09,4.504676e-09,1.041557e-08
7.244977e-02,8.076955e-09,1.089109e-08,5.095434e-09,4.196097e-09,9.962787e-09
7.293277e-02,7.315892e-09,1.033348e-08,4.849868e-09,4.163238e-09,9.646046e-09
7.341577e-02,6.703729e-09,9.811789e-09,4.656537e-09,4.178172e-09,9.480841e-09
7.389876e-02,6.181765e-09,9.301243e-09,4.418882e-09,4.327817e-09,9.219377e-09
7.438176e-02,5.752958e-09,8.757443e-09,4.168134e-09,4.468073e-09,8.954989e-09
7.486476e-02,5.382993e-09,8.380898e-09,3.922055e-09,4.641220e-09,8.767835e-09
7.534776e-02,5.134651e-09,7.929225e-09,3.697009e-09,4.650218e-09,8.553050e-09
7.583076e-02,4.740949e-09,7.580281e-09,3.532622e-09,4.534094e-09,8.334255e-09
7.631376e-02,4.669183e-09,7.242879e-09,3.300677e-09,4.298568e-09,8.019709e-09
7.679675e-02,4.515186e-09,7.017670e-09,3.131345e-09,3.948783e-09,7.675576e-09
7.727975e-02,4.390120e-09,6.719805e-09,3.027936e-09,3.548292e-09,7.372230e-09
7.776275e-02,4.284558e-09,6.423252e-09,2.920705e-09,3.158552e-09,6.900578e-09
7.824575e-02,4.076990e-09,6.180915e-09,2.828019e-09,2.791570e-09,6.349845e-09
7.872875e-02,3.921243e-09,5.934964e-09,2.764409e-09,2.500285e-09,5.816058e-09
7.921175e-02,3.749995e-09,5.646012e-09,2.714363e-09,2.347054e-09,5.328077e-09
7.969474e-02,3.519233e-09,5.363258e-09,2.633026e-09,2.297458e-09,4.879286e-09
8.017774e-02,3.319202e-09,5.138295e-09,2.561630e-09,2.319221e-09,4.457022e-09
8.066074e-02,3.119102e-09,4.915689e-09,2.479202e-09,2.429691e-09,4.256717e-09
8.114374e-02,2.943121e-09,4.674017e-09,2.358086e-09,2.536760e-09,4.112474e-09
8.162674e-02,2.765837e-09,4.485771e-09,2.262723e-09,2.620875e-09,3.966272e-09
8.210974e-02,2.559487e-09,4.305368e-09,2.143750e-09,2.636111e-09,3.866427e-09
8.259274e-02,2.405134e-09,4.149125e-09,2.011261e-09,2.591131e-09,3.776979e-09
8.307573e-02,2.235463e-09,3.974457e-09,1.887888e-09,2.441380e-09,3.773437e-09
8.355873e-02,2.121192e-09,3.819662e-09,1.772964e-09,2.256865e-09,3.797705e-09
8.404173e-02,1.999079e-09,3.651665e-09,1.676646e-09,2.018984e-09,3.802271e-09
8.452473e-02,1.910311e-09,3.476167e-09,1.595099e-09,1.797818e-09,3.744648e-09
8.500773e-02,1.811488e-09,3.306239e-09,1.513595e-09,1.615074e-09,3.671008e-09
8.549073e-02,1.730961e-09,3.155853e-09,1.463070e-09,1.447121e-09,3.526050e-09
8.597372e-02,1.668040e-09,3.004232e-09,1.418812e-09,1.371217e-09,3.289190e-09
8.645672e-02,1.572829e-09,2.860571e-09,1.376515e-09,1.357877e-09,3.035184e-09
8.693972e-02,1.498935e-09,2.737642e-09,1.328011e-09,1.389084e-09,2.794347e-09
8.742272e-02,1.435585e-09,2.646978e-09,1.287470e-09,1.438872e-09,2.571443e-09
8.790572e-02,1.380640e-09,2.548388e-09,1.239245e-09,1.509921e-09,2.428101e-09
8.838872e-02,1.333363e-09,2.450911e-09,1.209015e-09,1.547738e-09,2.303278e-09
8.887172e-02,1.277223e-09,2.377629e-09,1.155580e-09,1.556714e-09,2.184496e-09
8.935471e-02,1.231717e-09,2.313014e-09,1.105019e-09,1.518582e-09,2.077908e-09
8.983771e-02,1.193200e-09,2.230853e-09,1.063067e-09,1.428168e-09,1.969232e-09
9.032071e-02,1.159100e-09,2.146370e-09,1.022869e-09,1.305433e-09,1.850952e-09
9.080371e-02,1.120403e-09,2.075521e-09,9.899119e-10,1.175431e-09,1.781437e-09
9.128671e-02,1.071244e-09,1.998305e-09,9.636530e-10,1.055983e-09,1.738868e-09
9.176971e-02,1.029812e-09,1.918990e-09,9.256187e-10,9.330152e-10,1.718582e-09
9.225270e-02,9.787751e-10,1.837881e-09,8.833976e-10,8.612446e-10,1.724518e-09
9.273570e-02,9.203647e-10,1.766132e-09,8.516602e-10,8.218392e-10,1.727996e-09
9.321870e-02,8.700420e-10,1.694880e-09,8.123066e-10,8.221332e-10,1.705547e-09
9.370170e-02,8.079157e-10,1.629158e-09,7.712875e-10,8.503813e-10,1.655541e-09
9.418470e-02,7.577722e-10,1.565136e-09,7.296062e-10,8.917476e-10,1.589491e-09
9.466770e-02,7.103725e-10,1.498829e-09,6.869575e-10,9.341088e-10,1.525297e-09
9.515070e-02,6.676532e-10,1.426886e-09,6.517368e-10,9.575295e-10,1.457365e-09
9.563369e-02,6.339948e-10,1.360436e-09,6.148621e-10,9.567706e-10,1.402427e-09
9.611669e-02,6.052334e-10,1.302061e-09,5.933647e-10,9.232877e-10,1.366468e-09
9.659969e-02,5.871815e-10,1.240087e-09,5.685359e-10,8.772634e-10,1.304295e-09
9.708269e-02,5.706637e-10,1.180766e-09,5.541948e-10,7.950712e-10,1.222811e-09
9.756569e-02,5.593108e-10,1.133721e-09,5.496808e-10,7.035749e-10,1.148958e-09
9.804869e-02,5.496638e-10,1.098611e-09,5.434501e-10,6.208491e-10,1.079961e-09
9.853168e-02,5.364764e-10,1.064560e-09,5.315135e-10,5.574923e-10,9.997851e-10
9.901468e-02,5.254072e-10,1.034247e-09,5.182859e-10,5.156801e-10,9.369646e-10
9.949768e-02,5.091806e-10,1.009824e-09,5.031347e-10,4.967942e-10,8.900312e-10
9.998068e-02,4.898110e-10,9.863848e-10,4.829433e-10,5.007470e-10,8.546450e-10
1.004637e-01,4.706292e-10,9.585283e-10,4.607592e-10,5.228774e-10,8.353475e-10
1.009467e-01,4.511861e-10,9.305405e-10,4.358545e-10,5.562769e-10,8.148835e-10
1.014297e-01,4.306937e-10,8.974839e-10,4.079497e-10,5.842673e-10,8.074696e-10
1.019127e-01,4.075840e-10,8.643905e-10,3.872872e-10,6.035787e-10,7.901835e-10
1.023957e-01,3.852735e-10,8.273607e-10,3.671910e-10,6.039978e-10,7.744544e-10
1.028787e-01,3.629296e-10,7.906045e-10,3.535429e-10,5.796968e-10,7.743940e-10
1.033617e-01,3.422163e-10,7.556201e-10,3.399834e-10,5.422952e-10,7.665011e-10
1.038447e-01,3.241053e-10,7.215727e-10,3.282708e-10,4.910209e-10,7.576574e-10
1.043277e-01,3.068330e-10,6.909962e-10,3.218365e-10,4.323759e-10,7.501469e-10
1.048107e-01,2.931091e-10,6.647118e-10,3.149966e-10,3.776435e-10,7.327924e-10
1.052937e-01,2.811295e-10,6.400361e-10,3.080866e-10,3.361907e-10,7.043907e-10
1.057767e-01,2.706762e-10,6.161387e-10,2.991475e-10,3.086037e-10,6.701011e-10
1.062597e-01,2.629747e-10,5.957372e-10,2.876916e-10,2.990773e-10,6.241353e-10
1.067427e-01,2.540943e-10,5.770360e-10,2.721820e-10,3.073730e-10,5.750731e-10
1.072257e-01,2.485135e-10,5.574353e-10,2.599105e-10,3.290093e-10,5.266585e-10
1.077087e-01,2.417807e-10,5.363492e-10,2.464257e-10,3.532879e-10,4.914783e-10
1.081917e-01,2.359943e-10,5.171409e-10,2.333958e-10,3.767977e-10,4.652918e-10
1.086747e-01,2.296281e-10,4.987580e-10,2.242833e-10,3.917846e-10,4.403933e-10
1.091577e-01,2.216761e-10,4.797735e-10,2.164188e-10,3.926574e-10,4.298786e-10
1.096406e-01,2.130661e-10,4.613444e-10,2.116371e-10,3.798232e-10,4.205174e-10
1.101236e-01,2.040898e-10,4.451685e-10,2.059535e-10,3.524849e-10,4.102299e-10
1.106066e-01,1.948359e-10,4.302909e-10,2.019021e-10,3.159085e-10,3.997986e-10
1.110896e-01,1.855902e-10,4.163018e-10,1.980045e-10,2.732466e-10,3.943438e-10
1.115726e-01,1.763858e-10,4.028071e-10,1.922378e-10,2.341769e-10,3.916818e-10
1.120556e-01,1.684210e-10,3.906611e-10,1.867086e-10,2.004358e-10,3.912317e-10
1.125386e-01,1.610634e-10,3.777091e-10,1.799714e-10,1.815665e-10,3.911105e-10
1.130216e-01,1.543383e-10,3.655505e-10,1.736114e-10,1.735835e-10,3.936790e-10
1.135046e-01,1.485972e-10,3.529962e-10,1.644796e-10,1.806372e-10,3.853639e-10
1.139876e-01,1.427871e-10,3.406464e-10,1.569150e-10,1.969816e-10,3.711950e-10
1.144706e-01,1.381833e-10,3.278561e-10,1.489030e-10,2.164210e-10,3.545480e-10
1.149536e-01,1.329831e-10,3.158166e-10,1.427161e-10,2.364780e-10,3.329043e-10
1.154366e-01,1.281764e-10,3.047720e-10,1.373383e-10,2.506891e-10,3.133642e-10
1.159196e-01,1.230232e-10,2.939122e-10,1.330815e-10,2.565726e-10,2.966944e-10
1.164026e-01,1.180688e-10,2.830888e-10,1.295521e-10,2.519425e-10,2.844317e-10
1.168856e-01,1.132669e-10,2.734574e-10,1.263657e-10,2.368496e-10,2.727930e-10
1.173686e-01,1.085868e-10,2.644725e-10,1.236206e-10,2.140004e-10,2.593448e-10
1.178516e-01,1.043889e-10,2.554990e-10,1.203643e-10,1.853900e-10,2.471784e-10
1.183346e-01,1.004058e-10,2.461419e-10,1.164712e-10,1.571094e-10,2.317717e-10
1.188176e-01,9.694224e-11,2.376151e-10,1.127292e-10,1.325766e-10,2.192532e-10
1.193006e-01,9.378414e-11,2.296363e-10,1.078735e-10,1.158414e-10,2.101715e-10
1.197836e-01,9.083237e-11,2.216431e-10,1.034459e-10,1.074199e-10,2.043386e-10
1.202666e-01,8.809840e-11,2.138309e-10,9.819366e-11,1.081021e-10,2.030010e-10
1.207496e-01,8.535951e-11,2.066213e-10,9.397676e-11,1.162404e-10,2.036141e-10
1.212326e-01,8.257991e-11,1.999058e-10,9.023288e-11,1.286625e-10,2.031743e-10
1.217156e-01,7.983777e-11,1.931372e-10,8.764887e-11,1.427420e-10,2.015654e-10
1.221986e-01,7.679346e-11,1.869858e-10,8.506550e-11,1.544460e-10,1.967819e-10
1.226816e-01,7.375300e-11,1.806535e-10,8.341733e-11,1.616857e-10,1.906414e-10
1.231646e-01,7.047301e-11,1.749480e-10,8.126022e-11,1.625729e-10,1.857038e-10
1.236476e-01,6.735638e-11,1.687114e-10,7.883771e-11,1.551580e-10,1.816042e-10
1.241306e-01,6.434189e-11,1.633021e-10,7.733667e-11,1.418706e-10,1.787757e-10
1.246136e-01,6.138785e-11,1.576001e-10,7.525752e-11,1.251996e-10,1.750636e-10
1.250966e-01,5.879088e-11,1.521668e-10,7.256138e-11,1.072642e-10,1.709617e-10
1.255796e-01,5.636593e-11,1.468773e-10,6.914974e-11,9.065281e-11,1.643531e-10
1.260626e-01,5.424380e-11,1.421240e-10,6.584437e-11,7.793404e-11,1.564245e-10
1.265456e-01,5.222214e-11,1.373839e-10,6.293527e-11,7.063869e-11,1.456786e-10
1.270286e-01,5.037361e-11,1.329691e-10,5.993688e-11,6.883889e-11,1.355181e-10
1.275116e-01,4.874822e-11,1.285998e-10,5.726881e-11,7.221928e-11,1.265765e-10
1.279946e-01,4.722965e-11,1.250764e-10,5.506656e-11,7.983749e-11,1.198496e-10
1.284776e-01,4.581802e-11,1.209322e-10,5.370251e-11,8.765470e-11,1.145210e-10
1.289606e-01,4.444783e-11,1.175448e-10,5.243665e-11,9.647557e-11,1.098402e-10
1.294436e-01,4.308740e-11,1.136625e-10,5.091777e-11,1.020928e-10,1.070278e-10
1.299266e-01,4.175225e-11,1.104355e-10,4.989158e-11,1.035079e-10,1.046771e-10
1.304096e-01,4.032652e-11,1.067706e-10,4.870034e-11,1.009594e-10,1.026382e-10
1.308926e-01,3.890826e-11,1.033078e-10,4.712140e-11,9.426888e-11,1.013808e-10
1.313756e-01,3.741580e-11,9.980186e-11,4.548259e-11,8.444128e-11,1.008195e-10
1.318586e-01,3.591911e-11,9.642290e-11,4.353905e-11,7.298015e-11,1.011034e-10
1.323416e-01,3.445140e-11,9.303409e-11,4.174307e-11,6.201171e-11,1.022690e-10
1.328246e-01,3.296647e-11,8.983823e-11,3.991887e-11,5.303280e-11,1.029785e-10
1.333076e-01,3.157152e-11,8.666977e-11,3.792723e-11,4.665194e-11,1.036456e-10
1.337906e-01,3.022335e-11,8.371267e-11,3.676060e-11,4.410689e-11,1.017005e-10
1.342736e-01,2.898502e-11,8.075150e-11,3.581291e-11,4.500420e-11,9.863740e-11
1.347566e-01,2.787875e-11,7.812192e-11,3.449119e-11,4.891588e-11,9.343033e-11
1.352396e-01,2.688712e-11,7.554612e-11,3.396612e-11,5.402445e-11,8.803120e-11
1.357226e-01,2.600434e-11,7.309722e-11,3.315625e-11,5.946489e-11,8.186152e-11
1.362056e-01,2.519190e-11,7.083886e-11,3.258235e-11,6.379221e-11,7.650653e-11
1.366886e-01,2.442788e-11,6.881714e-11,3.188520e-11,6.608413e-11,7.181710e-11
1.371716e-01,2.368763e-11,6.696463e-11,3.110907e-11,6.574957e-11,6.764003e-11
1.376546e-01,2.291334e-11,6.518904e-11,3.007171e-11,6.275676e-11,6.426342e-11
1.381376e-01,2.214351e-11,6.366692e-11,2.883279e-11,5.756947e-11,6.112158e-11
1.386206e-01,2.132945e-11,6.212741e-11,2.790013e-11,5.115839e-11,5.887643e-11
1.391036e-01,2.052739e-11,6.087641e-11,2.654994e-11,4.420008e-11,5.705849e-11
1.395866e-01,1.972360e-11,5.915910e-11,2.542400e-11,3.797385e-11,5.626485e-11
