k_s_per_km,kPk_pi_0,kPk_pi_1,kPk_pi_2,kPk_pi_n1,kPk_pi_n2
7.221656e-01,1.537501e-11,1.507093e-11,1.623304e-11,2.346097e-11,3.123440e-11
7.226087e-01,1.536044e-11,1.501770e-11,1.633611e-11,2.373127e-11,3.143183e-11
7.230517e-01,1.541578e-11,1.495641e-11,1.642585e-11,2.400861e-11,3.162449e-11
7.234947e-01,1.554330e-11,1.489046e-11,1.651477e-11,2.429869e-11,3.180879e-11
7.239378e-01,1.574406e-11,1.482253e-11,1.660462e-11,2.460498e-11,3.198372e-11
7.243808e-01,1.601628e-11,1.475482e-11,1.668890e-11,2.492836e-11,3.214918e-11
7.248239e-01,1.635543e-11,1.468995e-11,1.676351e-11,2.526639e-11,3.230478e-11
7.252669e-01,1.675536e-11,1.463032e-11,1.683000e-11,2.561171e-11,3.245198e-11
7.257100e-01,1.720744e-11,1.457859e-11,1.689228e-11,2.595436e-11,3.259909e-11
7.261530e-01,1.770130e-11,1.453676e-11,1.694830e-11,2.628358e-11,3.275747e-11
7.265961e-01,1.822513e-11,1.450646e-11,1.698676e-11,2.658852e-11,3.292682e-11
7.270391e-01,1.876579e-11,1.448968e-11,1.699407e-11,2.685950e-11,3.308401e-11
7.274822e-01,1.931021e-11,1.448726e-11,1.696263e-11,2.708879e-11,3.319532e-11
7.279252e-01,1.984547e-11,1.449953e-11,1.689147e-11,2.726985e-11,3.324607e-11
7.283683e-01,2.035791e-11,1.452560e-11,1.677921e-11,2.739655e-11,3.325773e-11
7.288113e-01,2.083496e-11,1.456260e-11,1.661940e-11,2.746365e-11,3.326945e-11
7.292544e-01,2.126606e-11,1.460635e-11,1.640284e-11,2.746818e-11,3.329292e-11
7.296974e-01,2.164204e-11,1.465134e-11,1.612423e-11,2.740968e-11,3.328764e-11
7.301404e-01,2.195659e-11,1.469143e-11,1.578671e-11,2.729194e-11,3.319325e-11
7.305835e-01,2.220512e-11,1.472072e-11,1.539898e-11,2.712300e-11,3.298877e-11
7.310265e-01,2.238428e-11,1.473404e-11,1.496884e-11,2.691329e-11,3.271672e-11
7.314696e-01,2.249437e-11,1.472772e-11,1.450164e-11,2.667458e-11,3.244798e-11
7.319126e-01,2.253695e-11,1.470023e-11,1.400356e-11,2.641832e-11,3.222557e-11
7.323557e-01,2.251340e-11,1.465078e-11,1.348477e-11,2.615443e-11,3.204131e-11
7.327987e-01,2.242682e-11,1.457918e-11,1.296061e-11,2.589084e-11,3.186278e-11
7.332418e-01,2.228083e-11,1.448719e-11,1.244662e-11,2.563379e-11,3.168363e-11
7.336848e-01,2.207845e-11,1.437753e-11,1.195326e-11,2.538951e-11,3.154154e-11
7.341279e-01,2.182299e-11,1.425313e-11,1.148742e-11,2.516562e-11,3.148205e-11
7.345709e-01,2.151765e-11,1.411760e-11,1.105533e-11,2.497086e-11,3.151599e-11
7.350140e-01,2.116592e-11,1.397439e-11,1.066563e-11,2.481380e-11,3.161415e-11
7.354570e-01,2.077114e-11,1.382663e-11,1.032624e-11,2.470243e-11,3.173719e-11
7.359000e-01,2.033692e-11,1.367673e-11,1.003858e-11,2.464231e-11,3.186717e-11
7.363431e-01,1.986837e-11,1.352722e-11,9.799750e-12,2.463485e-11,3.201021e-11
7.367861e-01,1.937057e-11,1.338225e-11,9.607438e-12,2.467822e-11,3.217759e-11
7.372292e-01,1.884869e-11,1.324638e-11,9.463097e-12,2.476808e-11,3.236771e-11
7.376722e-01,1.830907e-11,1.312491e-11,9.371561e-12,2.489912e-11,3.256076e-11
7.381153e-01,1.775842e-11,1.302500e-11,9.334030e-12,2.506652e-11,3.272817e-11
7.385583e-01,1.720336e-11,1.295399e-11,9.342937e-12,2.526597e-11,3.284763e-11
7.390014e-01,1.665188e-11,1.291858e-11,9.386991e-12,2.549375e-11,3.291582e-11
7.394444e-01,1.611229e-11,1.292489e-11,9.460850e-12,2.574539e-11,3.294918e-11
7.398875e-01,1.559218e-11,1.297743e-11,9.570077e-12,2.601489e-11,3.297345e-11
7.403305e-01,1.509990e-11,1.307951e-11,9.724013e-12,2.629499e-11,3.300700e-11
7.407736e-01,1.464388e-11,1.323311e-11,9.922584e-12,2.657812e-11,3.304604e-11
7.412166e-01,1.423165e-11,1.343729e-11,1.015129e-11,2.685699e-11,3.306618e-11
7.416597e-01,1.386998e-11,1.368910e-11,1.039008e-11,2.712669e-11,3.304284e-11
7.421027e-01,1.356450e-11,1.398354e-11,1.063028e-11,2.738568e-11,3.297376e-11
7.425457e-01,1.331929e-11,1.431307e-11,1.088168e-11,2.763467e-11,3.288018e-11
7.429888e-01,1.313618e-11,1.467004e-11,1.116002e-11,2.787693e-11,3.278519e-11
7.434318e-01,1.301544e-11,1.504593e-11,1.146870e-11,2.811609e-11,3.269520e-11
7.438749e-01,1.295542e-11,1.543234e-11,1.179148e-11,2.835381e-11,3.259674e-11
7.443179e-01,1.295225e-11,1.582228e-11,1.210450e-11,2.859061e-11,3.246621e-11
7.447610e-01,1.300162e-11,1.620870e-11,1.239707e-11,2.882540e-11,3.228412e-11
7.452040e-01,1.309791e-11,1.658530e-11,1.267955e-11,2.905543e-11,3.204418e-11
7.456471e-01,1.323446e-11,1.694653e-11,1.297034e-11,2.927946e-11,3.175594e-11
7.460901e-01,1.340564e-11,1.728742e-11,1.327382e-11,2.949858e-11,3.143772e-11
7.465332e-01,1.360552e-11,1.760369e-11,1.357216e-11,2.971457e-11,3.110211e-11
7.469762e-01,1.382855e-11,1.789201e-11,1.383978e-11,2.993060e-11,3.075297e-11
7.474193e-01,1.407063e-11,1.815021e-11,1.406585e-11,3.015110e-11,3.039477e-11
7.478623e-01,1.432807e-11,1.837656e-11,1.426284e-11,3.037988e-11,3.003844e-11
7.483053e-01,1.459766e-11,1.856948e-11,1.445101e-11,3.061842e-11,2.969864e-11
7.487484e-01,1.487753e-11,1.872731e-11,1.463621e-11,3.086638e-11,2.938511e-11
7.491914e-01,1.516664e-11,1.884946e-11,1.480622e-11,3.112299e-11,2.909734e-11
7.496345e-01,1.546377e-11,1.893575e-11,1.494774e-11,3.138727e-11,2.882995e-11
7.500775e-01,1.576852e-11,1.898653e-11,1.506474e-11,3.165902e-11,2.858331e-11
7.505206e-01,1.608111e-11,1.900389e-11,1.517973e-11,3.193917e-11,2.836555e-11
7.509636e-01,1.640128e-11,1.899004e-11,1.531410e-11,3.222931e-11,2.817946e-11
7.514067e-01,1.672912e-11,1.894798e-11,1.546953e-11,3.253188e-11,2.800838e-11
7.518497e-01,1.706469e-11,1.888148e-11,1.563209e-11,3.284837e-11,2.782188e-11
7.522928e-01,1.740758e-11,1.879422e-11,1.579088e-11,3.317910e-11,2.760025e-11
7.527358e-01,1.775667e-11,1.869111e-11,1.595224e-11,3.352289e-11,2.734975e-11
7.531789e-01,1.811028e-11,1.857727e-11,1.613205e-11,3.387707e-11,2.709192e-11
7.536219e-01,1.846598e-11,1.845826e-11,1.633273e-11,3.423984e-11,2.683856e-11
7.540650e-01,1.881972e-11,1.834018e-11,1.653475e-11,3.461019e-11,2.657713e-11
7.545080e-01,1.916638e-11,1.822787e-11,1.671046e-11,3.498796e-11,2.628317e-11
7.549510e-01,1.949978e-11,1.812533e-11,1.684648e-11,3.537440e-11,2.594571e-11
7.553941e-01,1.981172e-11,1.803507e-11,1.695100e-11,3.577060e-11,2.558252e-11
7.558371e-01,2.009385e-11,1.795818e-11,1.703669e-11,3.617737e-11,2.522805e-11
7.562802e-01,2.033816e-11,1.789500e-11,1.709977e-11,3.659357e-11,2.490449e-11
7.567232e-01,2.053546e-11,1.784494e-11,1.711642e-11,3.701480e-11,2.460717e-11
7.571663e-01,2.067735e-11,1.780699e-11,1.706255e-11,3.743514e-11,2.431532e-11
7.576093e-01,2.075756e-11,1.777939e-11,1.693539e-11,3.784713e-11,2.401729e-11
7.580524e-01,2.077249e-11,1.776011e-11,1.675355e-11,3.824291e-11,2.372350e-11
7.584954e-01,2.072096e-11,1.774736e-11,1.653683e-11,3.861607e-11,2.345587e-11
7.589385e-01,2.060495e-11,1.773916e-11,1.628590e-11,3.896101e-11,2.322811e-11
7.593815e-01,2.043048e-11,1.773419e-11,1.598496e-11,3.927396e-11,2.303764e-11
7.598246e-01,2.020575e-11,1.773162e-11,1.562144e-11,3.955243e-11,2.287566e-11
7.602676e-01,1.994232e-11,1.773048e-11,1.520275e-11,3.979246e-11,2.273571e-11
7.607106e-01,1.965448e-11,1.773034e-11,1.475544e-11,3.998932e-11,2.261207e-11
7.611537e-01,1.935593e-11,1.773002e-11,1.430437e-11,4.013794e-11,2.250255e-11
7.615967e-01,1.905978e-11,1.772748e-11,1.385498e-11,4.023226e-11,2.242045e-11
7.620398e-01,1.877782e-11,1.772091e-11,1.339675e-11,4.026634e-11,2.239763e-11
7.624828e-01,1.851977e-11,1.770849e-11,1.292276e-11,4.023628e-11,2.246509e-11
7.629259e-01,1.829170e-11,1.769002e-11,1.244637e-11,4.014018e-11,2.262493e-11
7.633689e-01,1.809559e-11,1.766824e-11,1.199634e-11,3.997714e-11,2.284241e-11
7.638120e-01,1.793123e-11,1.764796e-11,1.159428e-11,3.974718e-11,2.307742e-11
7.642550e-01,1.779602e-11,1.763552e-11,1.123873e-11,3.945074e-11,2.332930e-11
7.646981e-01,1.768543e-11,1.763931e-11,1.091126e-11,3.908744e-11,2.363755e-11
7.651411e-01,1.759470e-11,1.766876e-11,1.059899e-11,3.865637e-11,2.403071e-11
7.655842e-01,1.752007e-11,1.773398e-11,1.031146e-11,3.815867e-11,2.448206e-11
7.660272e-01,1.745895e-11,1.784528e-11,1.007244e-11,3.759806e-11,2.492764e-11
7.664702e-01,1.741095e-11,1.801090e-11,9.896650e-12,3.698127e-11,2.533247e-11
7.669133e-01,1.737825e-11,1.823583e-11,9.774713e-12,3.631908e-11,2.572417e-11
7.673563e-01,1.736450e-11,1.852158e-11,9.681186e-12,3.562524e-11,2.615187e-11
7.677994e-01,1.737546e-11,1.886539e-11,9.600277e-12,3.491413e-11,2.662706e-11
7.682424e-01,1.741841e-11,1.925977e-11,9.540296e-12,3.419907e-11,2.711785e-11
7.686855e-01,1.749974e-11,1.969375e-11,9.522346e-12,3.349102e-11,2.759826e-11
7.691285e-01,1.762560e-11,2.015540e-11,9.555842e-12,3.279806e-11,2.808846e-11
7.695716e-01,1.780092e-11,2.063268e-11,9.625885e-12,3.212555e-11,2.863547e-11
7.700146e-01,1.802837e-11,2.111357e-11,9.706288e-12,3.147744e-11,2.926043e-11
7.704577e-01,1.830973e-11,2.158834e-11,9.782901e-12,3.085782e-11,2.993663e-11
7.709007e-01,1.864400e-11,2.205016e-11,9.863226e-12,3.027083e-11,3.062158e-11
7.713438e-01,1.902751e-11,2.249440e-11,9.963830e-12,2.971969e-11,3.130351e-11
7.717868e-01,1.945585e-11,2.291943e-11,1.008840e-11,2.920617e-11,3.200594e-11
7.722299e-01,1.992315e-11,2.332537e-11,1.022029e-11,2.872996e-11,3.275011e-11
7.726729e-01,2.042220e-11,2.371281e-11,1.033891e-11,2.828775e-11,3.352057e-11
7.731159e-01,2.094624e-11,2.408290e-11,1.043849e-11,2.787493e-11,3.426984e-11
7.735590e-01,2.148821e-11,2.443557e-11,1.052866e-11,2.748798e-11,3.494859e-11
7.740020e-01,2.204015e-11,2.476857e-11,1.062034e-11,2.712534e-11,3.552731e-11
7.744451e-01,2.259448e-11,2.507728e-11,1.071130e-11,2.678774e-11,3.600648e-11
7.748881e-01,2.314309e-11,2.535426e-11,1.078573e-11,2.647874e-11,3.641655e-11
7.753312e-01,2.367848e-11,2.559102e-11,1.082912e-11,2.620414e-11,3.679789e-11
7.757742e-01,2.419314e-11,2.577855e-11,1.084035e-11,2.596988e-11,3.716603e-11
7.762173e-01,2.467855e-11,2.590802e-11,1.082797e-11,2.578043e-11,3.748954e-11
7.766603e-01,2.512666e-11,2.597227e-11,1.079679e-11,2.563843e-11,3.771521e-11
7.771034e-01,2.552886e-11,2.596545e-11,1.073970e-11,2.554449e-11,3.782686e-11
7.775464e-01,2.587575e-11,2.588328e-11,1.064551e-11,2.549792e-11,3.787117e-11
7.779895e-01,2.615909e-11,2.572428e-11,1.051316e-11,2.549823e-11,3.791782e-11
7.784325e-01,2.637125e-11,2.548951e-11,1.035432e-11,2.554477e-11,3.799226e-11
7.788755e-01,2.650481e-11,2.518273e-11,1.018249e-11,2.563591e-11,3.805246e-11
7.793186e-01,2.655526e-11,2.480998e-11,1.000368e-11,2.576877e-11,3.803593e-11
7.797616e-01,2.651977e-11,2.438006e-11,9.815500e-12,2.593706e-11,3.792404e-11
7.802047e-01,2.639674e-11,2.390364e-11,9.615698e-12,2.613096e-11,3.775463e-11
7.806477e-01,2.618871e-11,2.339149e-11,9.412718e-12,2.633904e-11,3.757256e-11
7.810908e-01,2.590030e-11,2.285506e-11,9.220782e-12,2.655078e-11,3.738245e-11
7.815338e-01,2.553817e-11,2.230665e-11,9.047606e-12,2.675777e-11,3.715991e-11
7.819769e-01,2.511278e-11,2.175950e-11,8.890042e-12,2.695517e-11,3.689164e-11
7.824199e-01,2.463480e-11,2.122681e-11,8.739257e-12,2.714325e-11,3.659072e-11
7.828630e-01,2.411621e-11,2.072129e-11,8.590397e-12,2.732579e-11,3.627638e-11
7.833060e-01,2.357090e-11,2.025532e-11,8.445842e-12,2.750865e-11,3.595634e-11
7.837491e-01,2.301109e-11,1.983902e-11,8.309766e-12,2.769752e-11,3.563787e-11
7.841921e-01,2.244897e-11,1.947954e-11,8.182151e-12,2.789637e-11,3.534279e-11
7.846352e-01,2.189596e-11,1.918233e-11,8.059830e-12,2.810809e-11,3.509702e-11
7.850782e-01,2.136095e-11,1.894988e-11,7.941826e-12,2.833455e-11,3.490228e-11
7.855212e-01,2.085187e-11,1.878135e-11,7.831949e-12,2.857703e-11,3.473214e-11
7.859643e-01,2.037440e-11,1.867364e-11,7.735267e-12,2.883770e-11,3.456545e-11
7.864073e-01,1.993147e-11,1.862080e-11,7.653181e-12,2.911894e-11,3.441857e-11
7.868504e-01,1.952418e-11,1.861381e-11,7.586675e-12,2.942123e-11,3.433277e-11
7.872934e-01,1.915143e-11,1.864122e-11,7.541292e-12,2.974348e-11,3.432548e-11
7.877365e-01,1.880986e-11,1.868978e-11,7.527515e-12,3.008292e-11,3.436501e-11
7.881795e-01,1.849447e-11,1.874501e-11,7.554729e-12,3.043440e-11,3.439894e-11
7.886226e-01,1.819938e-11,1.879241e-11,7.623515e-12,3.079323e-11,3.440512e-11
7.890656e-01,1.791834e-11,1.881849e-11,7.726135e-12,3.115726e-11,3.441079e-11
7.895087e-01,1.764490e-11,1.881112e-11,7.854529e-12,3.152657e-11,3.445707e-11
7.899517e-01,1.737303e-11,1.875999e-11,8.008737e-12,3.190330e-11,3.455308e-11
7.903948e-01,1.709821e-11,1.865691e-11,8.194709e-12,3.229043e-11,3.467506e-11
7.908378e-01,1.681754e-11,1.849647e-11,8.415434e-12,3.268877e-11,3.480160e-11
7.912808e-01,1.652992e-11,1.827684e-11,8.663087e-12,3.309547e-11,3.494038e-11
7.917239e-01,1.623591e-11,1.799992e-11,8.920912e-12,3.350296e-11,3.511874e-11
7.921669e-01,1.593756e-11,1.767140e-11,9.174641e-12,3.389926e-11,3.535202e-11
7.926100e-01,1.563932e-11,1.730012e-11,9.418820e-12,3.427141e-11,3.562949e-11
7.930530e-01,1.534641e-11,1.689675e-11,9.656018e-12,3.460643e-11,3.592925e-11
7.934961e-01,1.506482e-11,1.647302e-11,9.887157e-12,3.489262e-11,3.624009e-11
7.939391e-01,1.480179e-11,1.604118e-11,1.010439e-11,3.512089e-11,3.656976e-11
7.943822e-01,1.456502e-11,1.561312e-11,1.029603e-11,3.528389e-11,3.692953e-11
7.948252e-01,1.436274e-11,1.520021e-11,1.045634e-11,3.537507e-11,3.731275e-11
7.952683e-01,1.420292e-11,1.481359e-11,1.059441e-11,3.538808e-11,3.769438e-11
7.957113e-01,1.409392e-11,1.446351e-11,1.072918e-11,3.531861e-11,3.804857e-11
7.961544e-01,1.404346e-11,1.416015e-11,1.087512e-11,3.516613e-11,3.836558e-11
7.965974e-01,1.405830e-11,1.391307e-11,1.103436e-11,3.493540e-11,3.865200e-11
7.970405e-01,1.414445e-11,1.373008e-11,1.120150e-11,3.463861e-11,3.891983e-11
7.974835e-01,1.430565e-11,1.361850e-11,1.137877e-11,3.429377e-11,3.917893e-11
7.979265e-01,1.454363e-11,1.358537e-11,1.158409e-11,3.392219e-11,3.943698e-11
7.983696e-01,1.485740e-11,1.363617e-11,1.184040e-11,3.354571e-11,3.969992e-11
7.988126e-01,1.524344e-11,1.377404e-11,1.215741e-11,3.318218e-11,3.996808e-11
7.992557e-01,1.569613e-11,1.399907e-11,1.252235e-11,3.284403e-11,4.023492e-11
7.996987e-01,1.620694e-11,1.430702e-11,1.291038e-11,3.253931e-11,4.049327e-11
8.001418e-01,1.676574e-11,1.468897e-11,1.330731e-11,3.227182e-11,4.074541e-11
8.005848e-01,1.736130e-11,1.513162e-11,1.371811e-11,3.204289e-11,4.100548e-11
8.010279e-01,1.798205e-11,1.561779e-11,1.415246e-11,3.185330e-11,4.128626e-11
8.014709e-01,1.861611e-11,1.612796e-11,1.460398e-11,3.170341e-11,4.158102e-11
8.019140e-01,1.925183e-11,1.664175e-11,1.504468e-11,3.159063e-11,4.186110e-11
8.023570e-01,1.987893e-11,1.713998e-11,1.544299e-11,3.150809e-11,4.209355e-11
8.028001e-01,2.048756e-11,1.760626e-11,1.578805e-11,3.144430e-11,4.226281e-11
8.032431e-01,2.106930e-11,1.802728e-11,1.609234e-11,3.138380e-11,4.237388e-11
8.036861e-01,2.161686e-11,1.839430e-11,1.637048e-11,3.131114e-11,4.243501e-11
8.041292e-01,2.212381e-11,1.870444e-11,1.661906e-11,3.121383e-11,4.244064e-11
8.045722e-01,2.258563e-11,1.895984e-11,1.681604e-11,3.108602e-11,4.237470e-11
8.050153e-01,2.299840e-11,1.916725e-11,1.694270e-11,3.092972e-11,4.222930e-11
8.054583e-01,2.335933e-11,1.933652e-11,1.700490e-11,3.075375e-11,4.201510e-11
8.059014e-01,2.366753e-11,1.947789e-11,1.702654e-11,3.057012e-11,4.175665e-11
8.063444e-01,2.392295e-11,1.960103e-11,1.702636e-11,3.038909e-11,4.148128e-11
8.067875e-01,2.412573e-11,1.971366e-11,1.700050e-11,3.021742e-11,4.121000e-11
8.072305e-01,2.427627e-11,1.982057e-11,1.692879e-11,3.005779e-11,4.095232e-11
8.076736e-01,2.437512e-11,1.992365e-11,1.680173e-11,2.990996e-11,4.070663e-11
8.081166e-01,2.442193e-11,2.002125e-11,1.663449e-11,2.977275e-11,4.046769e-11
8.085597e-01,2.441529e-11,2.010934e-11,1.645333e-11,2.964721e-11,4.024172e-11
8.090027e-01,2.435309e-11,2.018231e-11,1.626954e-11,2.953683e-11,4.005868e-11
8.094457e-01,2.423275e-11,2.023275e-11,1.606741e-11,2.944474e-11,3.995589e-11
8.098888e-01,2.405160e-11,2.025210e-11,1.582214e-11,2.937261e-11,3.994177e-11
8.103318e-01,2.380812e-11,2.023265e-11,1.552826e-11,2.931816e-11,3.997938e-11
8.107749e-01,2.350317e-11,2.016821e-11,1.520582e-11,2.927396e-11,4.001474e-11
8.112179e-01,2.314001e-11,2.005329e-11,1.487905e-11,2.922935e-11,4.003345e-11
8.116610e-01,2.272538e-11,1.988458e-11,1.454964e-11,2.917331e-11,4.008051e-11
8.121040e-01,2.226977e-11,1.966107e-11,1.419307e-11,2.909811e-11,4.021116e-11
8.125471e-01,2.178666e-11,1.938305e-11,1.378451e-11,2.900173e-11,4.042403e-11
8.129901e-01,2.129212e-11,1.905235e-11,1.332758e-11,2.888836e-11,4.065651e-11
8.134332e-01,2.080330e-11,1.867215e-11,1.285561e-11,2.876680e-11,4.085494e-11
8.138762e-01,2.033740e-11,1.824721e-11,1.240227e-11,2.864641e-11,4.103253e-11
8.143193e-01,1.991061e-11,1.778470e-11,1.197379e-11,2.853385e-11,4.124170e-11
8.147623e-01,1.953648e-11,1.729370e-11,1.155065e-11,2.843249e-11,4.149470e-11
8.152054e-01,1.922580e-11,1.678441e-11,1.111390e-11,2.834257e-11,4.173015e-11
8.156484e-01,1.898673e-11,1.626843e-11,1.067257e-11,2.826331e-11,4.187239e-11
8.160914e-01,1.882388e-11,1.575754e-11,1.026148e-11,2.819660e-11,4.191355e-11
8.165345e-01,1.873855e-11,1.526267e-11,9.910695e-12,2.814740e-11,4.191704e-11
8.169775e-01,1.873074e-11,1.479441e-11,9.621308e-12,2.812351e-11,4.193542e-11
8.174206e-01,1.879860e-11,1.436220e-11,9.368660e-12,2.813444e-11,4.193638e-11
8.178636e-01,1.893768e-11,1.397362e-11,9.128828e-12,2.818762e-11,4.182829e-11
8.183067e-01,1.914284e-11,1.363435e-11,8.901784e-12,2.828658e-11,4.156175e-11
8.187497e-01,1.940792e-11,1.334794e-11,8.708011e-12,2.843030e-11,4.118858e-11
8.191928e-01,1.972491e-11,1.311351e-11,8.564689e-12,2.861458e-11,4.081290e-11
8.196358e-01,2.008519e-11,1.292710e-11,8.467166e-12,2.883436e-11,4.049602e-11
8.200789e-01,2.047923e-11,1.278358e-11,8.393990e-12,2.908585e-11,4.021662e-11
8.205219e-01,2.089770e-11,1.267477e-11,8.328364e-12,2.936823e-11,3.992082e-11
8.209650e-01,2.133208e-11,1.259159e-11,8.274378e-12,2.968354e-11,3.959300e-11
8.214080e-01,2.177471e-11,1.252535e-11,8.251603e-12,3.003334e-11,3.927038e-11
8.218510e-01,2.222020e-11,1.246746e-11,8.274345e-12,3.041669e-11,3.900547e-11
8.222941e-01,2.266575e-11,1.241091e-11,8.338303e-12,3.082919e-11,3.882553e-11
8.227371e-01,2.311081e-11,1.235047e-11,8.428743e-12,3.126319e-11,3.872046e-11
8.231802e-01,2.355677e-11,1.228308e-11,8.539367e-12,3.170884e-11,3.865510e-11
8.236232e-01,2.400677e-11,1.220963e-11,8.680554e-12,3.215609e-11,3.859178e-11
8.240663e-01,2.446363e-11,1.213435e-11,8.870223e-12,3.259752e-11,3.850617e-11
8.245093e-01,2.492837e-11,1.206400e-11,9.114250e-12,3.302811e-11,3.839318e-11
8.249524e-01,2.540023e-11,1.200825e-11,9.399721e-12,3.344447e-11,3.826542e-11
8.253954e-01,2.587509e-11,1.197693e-11,9.709779e-12,3.384436e-11,3.814026e-11
8.258385e-01,2.634596e-11,1.197868e-11,1.004003e-11,3.422438e-11,3.801886e-11
8.262815e-01,2.680287e-11,1.202063e-11,1.040133e-11,3.457900e-11,3.787693e-11
8.267246e-01,2.723345e-11,1.210678e-11,1.080348e-11,3.490238e-11,3.768598e-11
8.271676e-01,2.762477e-11,1.223870e-11,1.123711e-11,3.518870e-11,3.744403e-11
8.276107e-01,2.796409e-11,1.241531e-11,1.167635e-11,3.543347e-11,3.717926e-11
8.280537e-01,2.824085e-11,1.263239e-11,1.209741e-11,3.563618e-11,3.692652e-11
8.284967e-01,2.844749e-11,1.288378e-11,1.249468e-11,3.579884e-11,3.669783e-11
8.289398e-01,2.857994e-11,1.316289e-11,1.287699e-11,3.592469e-11,3.647544e-11
8.293828e-01,2.863788e-11,1.346405e-11,1.324794e-11,3.601683e-11,3.623128e-11
8.298259e-01,2.862478e-11,1.378305e-11,1.359387e-11,3.607754e-11,3.595015e-11
8.302689e-01,2.854772e-11,1.411910e-11,1.389123e-11,3.610766e-11,3.564068e-11
8.307120e-01,2.841599e-11,1.447574e-11,1.412543e-11,3.610686e-11,3.532515e-11
8.311550e-01,2.823986e-11,1.485870e-11,1.430208e-11,3.607575e-11,3.501677e-11
8.315981e-01,2.803042e-11,1.527591e-11,1.443841e-11,3.601533e-11,3.470551e-11
8.320411e-01,2.780026e-11,1.573549e-11,1.454634e-11,3.592691e-11,3.436328e-11
8.324842e-01,2.756100e-11,1.624294e-11,1.462501e-11,3.581235e-11,3.396549e-11
8.329272e-01,2.732122e-11,1.680041e-11,1.466731e-11,3.567183e-11,3.351076e-11
8.333703e-01,2.708900e-11,1.740462e-11,1.467204e-11,3.550321e-11,3.302187e-11
8.338133e-01,2.687016e-11,1.804683e-11,1.464800e-11,3.530253e-11,3.252702e-11
8.342563e-01,2.666721e-11,1.871269e-11,1.460764e-11,3.506463e-11,3.203962e-11
8.346994e-01,2.648046e-11,1.938189e-11,1.455890e-11,3.478568e-11,3.155544e-11
8.351424e-01,2.630693e-11,2.003028e-11,1.450212e-11,3.446499e-11,3.106901e-11
8.355855e-01,2.614126e-11,2.063153e-11,1.443417e-11,3.410455e-11,3.058919e-11
8.360285e-01,2.597626e-11,2.115915e-11,1.435325e-11,3.370989e-11,3.013991e-11
8.364716e-01,2.580441e-11,2.158965e-11,1.426006e-11,3.328878e-11,2.974521e-11
8.369146e-01,2.562025e-11,2.190434e-11,1.415665e-11,3.284850e-11,2.941556e-11
8.373577e-01,2.541899e-11,2.209057e-11,1.404504e-11,3.239598e-11,2.915012e-11
8.378007e-01,2.519758e-11,2.214362e-11,1.392902e-11,3.193821e-11,2.894422e-11
8.382438e-01,2.495720e-11,2.206511e-11,1.381225e-11,3.148099e-11,2.879317e-11
8.386868e-01,2.470187e-11,2.186198e-11,1.369435e-11,3.102980e-11,2.869292e-11
8.391299e-01,2.443766e-11,2.154694e-11,1.357115e-11,3.059164e-11,2.863847e-11
8.395729e-01,2.417185e-11,2.113611e-11,1.343628e-11,3.017360e-11,2.862273e-11
8.400159e-01,2.391076e-11,2.064842e-11,1.328740e-11,2.978149e-11,2.863735e-11
8.404590e-01,2.365853e-11,2.010447e-11,1.313001e-11,2.941940e-11,2.867463e-11
8.409020e-01,2.341719e-11,1.952407e-11,1.297121e-11,2.908771e-11,2.873131e-11
8.413451e-01,2.318575e-11,1.892623e-11,1.281227e-11,2.878239e-11,2.881027e-11
8.417881e-01,2.295874e-11,1.832810e-11,1.264525e-11,2.849629e-11,2.891818e-11
8.422312e-01,2.272871e-11,1.774334e-11,1.245904e-11,2.822138e-11,2.906002e-11
8.426742e-01,2.248813e-11,1.718356e-11,1.225284e-11,2.794991e-11,2.923166e-11
8.431173e-01,2.222946e-11,1.665843e-11,1.204020e-11,2.767525e-11,2.942112e-11
8.435603e-01,2.194687e-11,1.617498e-11,1.184084e-11,2.739282e-11,2.961783e-11
8.440034e-01,2.163941e-11,1.573846e-11,1.166780e-11,2.709828e-11,2.982018e-11
8.444464e-01,2.131073e-11,1.535169e-11,1.152116e-11,2.678669e-11,3.003334e-11
8.448895e-01,2.096852e-11,1.501464e-11,1.139623e-11,2.645313e-11,3.026116e-11
8.453325e-01,2.062464e-11,1.472516e-11,1.129737e-11,2.609166e-11,3.050017e-11
8.457756e-01,2.029379e-11,1.447936e-11,1.124126e-11,2.569704e-11,3.073837e-11
8.462186e-01,1.999298e-11,1.427151e-11,1.124618e-11,2.526655e-11,3.096021e-11
8.466616e-01,1.973814e-11,1.409551e-11,1.131957e-11,2.480156e-11,3.115143e-11
8.471047e-01,1.954339e-11,1.394544e-11,1.145350e-11,2.430806e-11,3.130477e-11
8.475477e-01,1.942127e-11,1.381522e-11,1.163475e-11,2.379529e-11,3.142589e-11
8.479908e-01,1.937830e-11,1.370013e-11,1.185807e-11,2.327504e-11,3.153331e-11
8.484338e-01,1.941737e-11,1.359593e-11,1.212630e-11,2.275946e-11,3.165001e-11
8.488769e-01,1.953869e-11,1.349975e-11,1.244012e-11,2.225931e-11,3.178900e-11
8.493199e-01,1.973618e-11,1.341157e-11,1.278828e-11,2.178358e-11,3.194549e-11
8.497630e-01,2.000139e-11,1.333283e-11,1.315000e-11,2.133976e-11,3.211138e-11
8.502060e-01,2.032341e-11,1.326725e-11,1.350733e-11,2.093506e-11,3.230068e-11
