statistic,value
mean_flux,0.5427982807159424
median_flux,0.9030829071998596
std_flux,0.13023996353149414
min_flux,2.9382650407717056e-39
max_flux,0.9998121857643127
mean_tau,640.02294921875
median_tau,0.10194092243909836
effective_tau,0.6110175251960754
deep_absorption_frac,0.06533282995223999
moderate_absorption_frac,0.0678497850894928
weak_absorption_frac,0.0678497850894928
tau_eff_err,0.0012757480495886656
tau_eff_std,0.12757480495886656
