k_s_per_km,kPk_pi_p1_0,kPk_pi_p1_1,kPk_pi_p1_2,kPk_pi_p1_n1,kPk_pi_p1_n2
1.738152e+01,1.051630e-14,4.548171e-08,9.703067e-09,4.035688e-15,5.317639e-08
1.738325e+01,1.064894e-14,4.497880e-08,9.814403e-09,3.977826e-15,5.306793e-08
1.738498e+01,1.050624e-14,4.451007e-08,9.924290e-09,3.952130e-15,5.296106e-08
1.738671e+01,1.073672e-14,4.407688e-08,1.003218e-08,3.966683e-15,5.285789e-08
1.738844e+01,1.066805e-14,4.368046e-08,1.013882e-08,3.990222e-15,5.275828e-08
1.739017e+01,1.075097e-14,4.332192e-08,1.024408e-08,4.008382e-15,5.266122e-08
1.739190e+01,1.097232e-14,4.300223e-08,1.034783e-08,3.991085e-15,5.257012e-08
1.739363e+01,1.090347e-14,4.272441e-08,1.044980e-08,4.000034e-15,5.248109e-08
1.739536e+01,1.105393e-14,4.248862e-08,1.055062e-08,4.018821e-15,5.239854e-08
1.739709e+01,1.108869e-14,4.229531e-08,1.064999e-08,4.003127e-15,5.231960e-08
1.739881e+01,1.104396e-14,4.214439e-08,1.074716e-08,3.903234e-15,5.224581e-08
1.740054e+01,1.111340e-14,4.203444e-08,1.084304e-08,3.984016e-15,5.217796e-08
1.740227e+01,1.117841e-14,4.196664e-08,1.093767e-08,3.995165e-15,5.211271e-08
1.740400e+01,1.099051e-14,4.194104e-08,1.103096e-08,4.004058e-15,5.205697e-08
1.740573e+01,1.106632e-14,4.196234e-08,1.112264e-08,3.990002e-15,5.200409e-08
1.740746e+01,1.087249e-14,4.202580e-08,1.121207e-08,3.925396e-15,5.195851e-08
1.740919e+01,1.108277e-14,4.213088e-08,1.129997e-08,3.902552e-15,5.191879e-08
1.741092e+01,1.094794e-14,4.227713e-08,1.138617e-08,3.920805e-15,5.188366e-08
1.741265e+01,1.082661e-14,4.246399e-08,1.147053e-08,3.996394e-15,5.185798e-08
1.741438e+01,1.096105e-14,4.269078e-08,1.155267e-08,4.035081e-15,5.183549e-08
1.741611e+01,1.100042e-14,4.296035e-08,1.163321e-08,4.009084e-15,5.182283e-08
1.741784e+01,1.103849e-14,4.326903e-08,1.171177e-08,3.993014e-15,5.181501e-08
1.741956e+01,1.119920e-14,4.361259e-08,1.178697e-08,4.046534e-15,5.181397e-08
1.742129e+01,1.130267e-14,4.399394e-08,1.186052e-08,4.074310e-15,5.182114e-08
1.742302e+01,1.135579e-14,4.440993e-08,1.193244e-08,4.063592e-15,5.183194e-08
1.742475e+01,1.162666e-14,4.485928e-08,1.200235e-08,4.073624e-15,5.185443e-08
1.742648e+01,1.144171e-14,4.534059e-08,1.206931e-08,4.140255e-15,5.188032e-08
1.742821e+01,1.201836e-14,4.585543e-08,1.213386e-08,4.048831e-15,5.191513e-08
1.742994e+01,1.173304e-14,4.639915e-08,1.219631e-08,4.037390e-15,5.195647e-08
1.743167e+01,1.210759e-14,4.696979e-08,1.225641e-08,4.033873e-15,5.200331e-08
1.743340e+01,1.223065e-14,4.756567e-08,1.231420e-08,4.023046e-15,5.206003e-08
1.743513e+01,1.211011e-14,4.818500e-08,1.236983e-08,4.021237e-15,5.212012e-08
1.743686e+01,1.234314e-14,4.882601e-08,1.242261e-08,4.072116e-15,5.219072e-08
1.743859e+01,1.205152e-14,4.949151e-08,1.247269e-08,4.033835e-15,5.226587e-08
1.744031e+01,1.244879e-14,5.016808e-08,1.252008e-08,4.065092e-15,5.234758e-08
1.744204e+01,1.188697e-14,5.086413e-08,1.256581e-08,4.029985e-15,5.243734e-08
1.744377e+01,1.245899e-14,5.157377e-08,1.260873e-08,3.961508e-15,5.253082e-08
1.744550e+01,1.198741e-14,5.229501e-08,1.264900e-08,3.961781e-15,5.263473e-08
1.744723e+01,1.231943e-14,5.302584e-08,1.268632e-08,4.034491e-15,5.274163e-08
1.744896e+01,1.224139e-14,5.376422e-08,1.272106e-08,4.044842e-15,5.285655e-08
1.745069e+01,1.219235e-14,5.450853e-08,1.275335e-08,4.008030e-15,5.297669e-08
1.745242e+01,1.267357e-14,5.525606e-08,1.278332e-08,3.983638e-15,5.310163e-08
1.745415e+01,1.229686e-14,5.600472e-08,1.281041e-08,3.992940e-15,5.323419e-08
1.745588e+01,1.289489e-14,5.675246e-08,1.283435e-08,3.988275e-15,5.336937e-08
1.745761e+01,1.243258e-14,5.749732e-08,1.285576e-08,3.947650e-15,5.351265e-08
1.745934e+01,1.291819e-14,5.824118e-08,1.287480e-08,3.978886e-15,5.365896e-08
1.746106e+01,1.257330e-14,5.897025e-08,1.289109e-08,4.027085e-15,5.380956e-08
1.746279e+01,1.293210e-14,5.969361e-08,1.290487e-08,4.046801e-15,5.396588e-08
1.746452e+01,1.287095e-14,6.040611e-08,1.291599e-08,4.016680e-15,5.412485e-08
1.746625e+01,1.280919e-14,6.110595e-08,1.292444e-08,4.014517e-15,5.429008e-08
1.746798e+01,1.304183e-14,6.179134e-08,1.293010e-08,3.971761e-15,5.445705e-08
1.746971e+01,1.254404e-14,6.246054e-08,1.293355e-08,3.994772e-15,5.462868e-08
1.747144e+01,1.290683e-14,6.311199e-08,1.293468e-08,4.037257e-15,5.480284e-08
1.747317e+01,1.225272e-14,6.374210e-08,1.293298e-08,4.052542e-15,5.497956e-08
1.747490e+01,1.262567e-14,6.435064e-08,1.292870e-08,4.039926e-15,5.515958e-08
1.747663e+01,1.200254e-14,6.493652e-08,1.292198e-08,4.047325e-15,5.534075e-08
1.747836e+01,1.224034e-14,6.549840e-08,1.291283e-08,4.043772e-15,5.552503e-08
1.748009e+01,1.184711e-14,6.603499e-08,1.290098e-08,4.048757e-15,5.571015e-08
1.748181e+01,1.161427e-14,6.654474e-08,1.288689e-08,4.072213e-15,5.589578e-08
1.748354e+01,1.181099e-14,6.702645e-08,1.287041e-08,4.106883e-15,5.608341e-08
1.748527e+01,1.123672e-14,6.747672e-08,1.285093e-08,4.075612e-15,5.627161e-08
1.748700e+01,1.165439e-14,6.789711e-08,1.282908e-08,4.080878e-15,5.646030e-08
1.748873e+01,1.114597e-14,6.828675e-08,1.280475e-08,4.087871e-15,5.664897e-08
1.749046e+01,1.157157e-14,6.864485e-08,1.277788e-08,4.097278e-15,5.683732e-08
1.749219e+01,1.123169e-14,6.897071e-08,1.274831e-08,4.107296e-15,5.702502e-08
1.749392e+01,1.136966e-14,6.926379e-08,1.271656e-08,4.100827e-15,5.721201e-08
1.749565e+01,1.130245e-14,6.952037e-08,1.268219e-08,4.125277e-15,5.739727e-08
1.749738e+01,1.142221e-14,6.974228e-08,1.264479e-08,4.177179e-15,5.758185e-08
1.749911e+01,1.146026e-14,6.992994e-08,1.260491e-08,4.203487e-15,5.776338e-08
1.750084e+01,1.127624e-14,7.008309e-08,1.256314e-08,4.204280e-15,5.794376e-08
1.750256e+01,1.159166e-14,7.020145e-08,1.251893e-08,4.211695e-15,5.812071e-08
1.750429e+01,1.115053e-14,7.028553e-08,1.247182e-08,4.237352e-15,5.829530e-08
1.750602e+01,1.150599e-14,7.033382e-08,1.242220e-08,4.204035e-15,5.846769e-08
1.750775e+01,1.105762e-14,7.034454e-08,1.237047e-08,4.226045e-15,5.863488e-08
1.750948e+01,1.132744e-14,7.032089e-08,1.231591e-08,4.231708e-15,5.880027e-08
1.751121e+01,1.110918e-14,7.026322e-08,1.225943e-08,4.192026e-15,5.896018e-08
1.751294e+01,1.098428e-14,7.017185e-08,1.220072e-08,4.235807e-15,5.911667e-08
1.751467e+01,1.124323e-14,7.004724e-08,1.213983e-08,4.261290e-15,5.926910e-08
1.751640e+01,1.087214e-14,6.988992e-08,1.207594e-08,4.226160e-15,5.941546e-08
1.751813e+01,1.111634e-14,6.969776e-08,1.201019e-08,4.205314e-15,5.955948e-08
1.751986e+01,1.091404e-14,6.947325e-08,1.194266e-08,4.214642e-15,5.969485e-08
1.752159e+01,1.120411e-14,6.921817e-08,1.187334e-08,4.222318e-15,5.982731e-08
1.752331e+01,1.099364e-14,6.893503e-08,1.180197e-08,4.175594e-15,5.995244e-08
1.752504e+01,1.115678e-14,6.862002e-08,1.172804e-08,4.141427e-15,6.007239e-08
1.752677e+01,1.120492e-14,6.827778e-08,1.165209e-08,4.126839e-15,6.018812e-08
1.752850e+01,1.120261e-14,6.790839e-08,1.157485e-08,4.107736e-15,6.029467e-08
1.753023e+01,1.125058e-14,6.751093e-08,1.149586e-08,4.076200e-15,6.039815e-08
1.753196e+01,1.117396e-14,6.708888e-08,1.141509e-08,4.075826e-15,6.049224e-08
1.753369e+01,1.139128e-14,6.664346e-08,1.133236e-08,4.097679e-15,6.058136e-08
1.753542e+01,1.123418e-14,6.617589e-08,1.124821e-08,4.038097e-15,6.066396e-08
1.753715e+01,1.141152e-14,6.568737e-08,1.116252e-08,4.000316e-15,6.073813e-08
1.753888e+01,1.129251e-14,6.517929e-08,1.107550e-08,4.003353e-15,6.080896e-08
1.754061e+01,1.134052e-14,6.465150e-08,1.098737e-08,3.992694e-15,6.086778e-08
1.754234e+01,1.147228e-14,6.410655e-08,1.089778e-08,3.911220e-15,6.092314e-08
1.754406e+01,1.135580e-14,6.354972e-08,1.080701e-08,3.901983e-15,6.096948e-08
1.754579e+01,1.160242e-14,6.297403e-08,1.071430e-08,3.909560e-15,6.100916e-08
1.754752e+01,1.137251e-14,6.238649e-08,1.062101e-08,3.914261e-15,6.104341e-08
1.754925e+01,1.151056e-14,6.178968e-08,1.052642e-08,3.913274e-15,6.106727e-08
1.755098e+01,1.157821e-14,6.118352e-08,1.043015e-08,3.924615e-15,6.108763e-08
1.755271e+01,1.124548e-14,6.056907e-08,1.033244e-08,3.886910e-15,6.109727e-08
1.755444e+01,1.164514e-14,5.994887e-08,1.023407e-08,3.876067e-15,6.110189e-08
1.755617e+01,1.147185e-14,5.932447e-08,1.013406e-08,3.862763e-15,6.109932e-08
1.755790e+01,1.171476e-14,5.869745e-08,1.003268e-08,3.845895e-15,6.108844e-08
1.755963e+01,1.166627e-14,5.806939e-08,9.930086e-09,3.846558e-15,6.107388e-08
1.756136e+01,1.188413e-14,5.744185e-08,9.826772e-09,3.827854e-15,6.104786e-08
1.756309e+01,1.224805e-14,5.681674e-08,9.721412e-09,3.861770e-15,6.101862e-08
1.756481e+01,1.189344e-14,5.619939e-08,9.615440e-09,3.879157e-15,6.098117e-08
1.756654e+01,1.253466e-14,5.558415e-08,9.507716e-09,3.867488e-15,6.093758e-08
1.756827e+01,1.217189e-14,5.497426e-08,9.399392e-09,3.840236e-15,6.088890e-08
1.757000e+01,1.263827e-14,5.437375e-08,9.289173e-09,3.837632e-15,6.083158e-08
1.757173e+01,1.239841e-14,5.378525e-08,9.178008e-09,3.849877e-15,6.077135e-08
1.757346e+01,1.277976e-14,5.320900e-08,9.065601e-09,3.850472e-15,6.070219e-08
1.757519e+01,1.272229e-14,5.264800e-08,8.952702e-09,3.869034e-15,6.062940e-08
1.757692e+01,1.272355e-14,5.210251e-08,8.838201e-09,3.893043e-15,6.055086e-08
1.757865e+01,1.311424e-14,5.157404e-08,8.722789e-09,3.878606e-15,6.046647e-08
1.758038e+01,1.277382e-14,5.106411e-08,8.606741e-09,3.886193e-15,6.037920e-08
1.758211e+01,1.332587e-14,5.057420e-08,8.490230e-09,3.910218e-15,6.028428e-08
1.758384e+01,1.256102e-14,5.010577e-08,8.372304e-09,3.926398e-15,6.018727e-08
1.758556e+01,1.331889e-14,4.966440e-08,8.254172e-09,3.940023e-15,6.008530e-08
1.758729e+01,1.260384e-14,4.924608e-08,8.134977e-09,3.951992e-15,5.997944e-08
1.758902e+01,1.279215e-14,4.885278e-08,8.015689e-09,3.923140e-15,5.987045e-08
1.759075e+01,1.273611e-14,4.848633e-08,7.895486e-09,3.927517e-15,5.975665e-08
1.759248e+01,1.227753e-14,4.814964e-08,7.774575e-09,3.942196e-15,5.964126e-08
1.759421e+01,1.265136e-14,4.784260e-08,7.653485e-09,3.917141e-15,5.952192e-08
1.759594e+01,1.178491e-14,4.756668e-08,7.532116e-09,3.887090e-15,5.940117e-08
1.759767e+01,1.246978e-14,4.732613e-08,7.410582e-09,3.949640e-15,5.927803e-08
1.759940e+01,1.165781e-14,4.711863e-08,7.288899e-09,3.929707e-15,5.915301e-08
1.760113e+01,1.206930e-14,4.694511e-08,7.167652e-09,3.925422e-15,5.902699e-08
1.760286e+01,1.173031e-14,4.680648e-08,7.046091e-09,3.906347e-15,5.889918e-08
1.760459e+01,1.177212e-14,4.670348e-08,6.924440e-09,3.912237e-15,5.877104e-08
1.760631e+01,1.173861e-14,4.663718e-08,6.803938e-09,3.970649e-15,5.864286e-08
1.760804e+01,1.147711e-14,4.660959e-08,6.683936e-09,4.005866e-15,5.851397e-08
1.760977e+01,1.186596e-14,4.662166e-08,6.564014e-09,3.991245e-15,5.838510e-08
1.761150e+01,1.118822e-14,4.667184e-08,6.444271e-09,4.000635e-15,5.825702e-08
1.761323e+01,1.195723e-14,4.676062e-08,6.324946e-09,4.004627e-15,5.812927e-08
1.761496e+01,1.125570e-14,4.688768e-08,6.207070e-09,3.997763e-15,5.800335e-08
1.761669e+01,1.190084e-14,4.705338e-08,6.089586e-09,4.008500e-15,5.787846e-08
1.761842e+01,1.137468e-14,4.725792e-08,5.972949e-09,4.053888e-15,5.775550e-08
1.762015e+01,1.165591e-14,4.750530e-08,5.856805e-09,4.046989e-15,5.763499e-08
1.762188e+01,1.174020e-14,4.779093e-08,5.741836e-09,4.047602e-15,5.751591e-08
1.762361e+01,1.133761e-14,4.811449e-08,5.626968e-09,4.048287e-15,5.740123e-08
1.762533e+01,1.191627e-14,4.847330e-08,5.513843e-09,4.033815e-15,5.728874e-08
1.762706e+01,1.135205e-14,4.887097e-08,5.400804e-09,4.044656e-15,5.718023e-08
1.762879e+01,1.187011e-14,4.930481e-08,5.289107e-09,4.026777e-15,5.707481e-08
1.763052e+01,1.117773e-14,4.977589e-08,5.177306e-09,4.024892e-15,5.697284e-08
1.763225e+01,1.173796e-14,5.028403e-08,5.066145e-09,3.995425e-15,5.687650e-08
1.763398e+01,1.128273e-14,5.082709e-08,4.955861e-09,3.939138e-15,5.678231e-08
1.763571e+01,1.148103e-14,5.139970e-08,4.847180e-09,3.912764e-15,5.669599e-08
1.763744e+01,1.141144e-14,5.200285e-08,4.738599e-09,3.892559e-15,5.661256e-08
1.763917e+01,1.120301e-14,5.263509e-08,4.630640e-09,3.913226e-15,5.653517e-08
1.764090e+01,1.163842e-14,5.329487e-08,4.523759e-09,3.920990e-15,5.646363e-08
1.764263e+01,1.094002e-14,5.398343e-08,4.418312e-09,3.882991e-15,5.639586e-08
1.764436e+01,1.161694e-14,5.469577e-08,4.313401e-09,3.817218e-15,5.633725e-08
1.764608e+01,1.102997e-14,5.542562e-08,4.210225e-09,3.892337e-15,5.628191e-08
1.764781e+01,1.151391e-14,5.617953e-08,4.107928e-09,3.908665e-15,5.623523e-08
1.764954e+01,1.118757e-14,5.695122e-08,4.006982e-09,3.900552e-15,5.619367e-08
1.765127e+01,1.115942e-14,5.773859e-08,3.906942e-09,3.911469e-15,5.615834e-08
1.765300e+01,1.138612e-14,5.853985e-08,3.808550e-09,3.936433e-15,5.613166e-08
1.765473e+01,1.103075e-14,5.935359e-08,3.711949e-09,3.912037e-15,5.610831e-08
1.765646e+01,1.144649e-14,6.017816e-08,3.616851e-09,3.904664e-15,5.609690e-08
1.765819e+01,1.099505e-14,6.100481e-08,3.523187e-09,3.966465e-15,5.608923e-08
1.765992e+01,1.148981e-14,6.183475e-08,3.431418e-09,3.974715e-15,5.609026e-08
1.766165e+01,1.119330e-14,6.266541e-08,3.341659e-09,3.941006e-15,5.609868e-08
1.766338e+01,1.129438e-14,6.349417e-08,3.253423e-09,3.923794e-15,5.611237e-08
1.766511e+01,1.136452e-14,6.431771e-08,3.167103e-09,3.916990e-15,5.613716e-08
1.766683e+01,1.134720e-14,6.512899e-08,3.083302e-09,3.913181e-15,5.616537e-08
1.766856e+01,1.169387e-14,6.593486e-08,3.001459e-09,3.906515e-15,5.620474e-08
1.767029e+01,1.142730e-14,6.672795e-08,2.921324e-09,3.899754e-15,5.624962e-08
1.767202e+01,1.201156e-14,6.750565e-08,2.843202e-09,3.907375e-15,5.630185e-08
1.767375e+01,1.187207e-14,6.826545e-08,2.767278e-09,3.952919e-15,5.636318e-08
1.767548e+01,1.208209e-14,6.900405e-08,2.693860e-09,3.876700e-15,5.642821e-08
1.767721e+01,1.235936e-14,6.972107e-08,2.623042e-09,3.912757e-15,5.650577e-08
1.767894e+01,1.226110e-14,7.040836e-08,2.554393e-09,3.969250e-15,5.658684e-08
1.768067e+01,1.274747e-14,7.106726e-08,2.487946e-09,4.002015e-15,5.667686e-08
1.768240e+01,1.261634e-14,7.169547e-08,2.424207e-09,4.004639e-15,5.677382e-08
1.768413e+01,1.310338e-14,7.229085e-08,2.363032e-09,4.023641e-15,5.687623e-08
1.768586e+01,1.295853e-14,7.285117e-08,2.304471e-09,3.985827e-15,5.698828e-08
1.768758e+01,1.311295e-14,7.336744e-08,2.248806e-09,3.981303e-15,5.710280e-08
1.768931e+01,1.326126e-14,7.384692e-08,2.195643e-09,4.003721e-15,5.722778e-08
1.769104e+01,1.323311e-14,7.428510e-08,2.144672e-09,4.030855e-15,5.735713e-08
1.769277e+01,1.353464e-14,7.468042e-08,2.095974e-09,4.039842e-15,5.749278e-08
1.769450e+01,1.309656e-14,7.503131e-08,2.050367e-09,4.068846e-15,5.763542e-08
1.769623e+01,1.363626e-14,7.533632e-08,2.007551e-09,4.031429e-15,5.778115e-08
1.769796e+01,1.306788e-14,7.559231e-08,1.966762e-09,4.004835e-15,5.793609e-08
1.769969e+01,1.322490e-14,7.579715e-08,1.928043e-09,3.996527e-15,5.809352e-08
1.770142e+01,1.309970e-14,7.595165e-08,1.892168e-09,3.985338e-15,5.825740e-08
1.770315e+01,1.283138e-14,7.605618e-08,1.858729e-09,4.006780e-15,5.842558e-08
1.770488e+01,1.309849e-14,7.611017e-08,1.827611e-09,4.101012e-15,5.859739e-08
1.770661e+01,1.243320e-14,7.611332e-08,1.798951e-09,4.065044e-15,5.877511e-08
1.770833e+01,1.308521e-14,7.606581e-08,1.772761e-09,4.003366e-15,5.895368e-08
1.771006e+01,1.227507e-14,7.596227e-08,1.748620e-09,3.997078e-15,5.913887e-08
1.771179e+01,1.290987e-14,7.580698e-08,1.726980e-09,4.011507e-15,5.932613e-08
1.771352e+01,1.249249e-14,7.560156e-08,1.708227e-09,3.989505e-15,5.951666e-08
1.771525e+01,1.274872e-14,7.534647e-08,1.692096e-09,3.998867e-15,5.971015e-08
1.771698e+01,1.278560e-14,7.504253e-08,1.678237e-09,3.999011e-15,5.990508e-08
1.771871e+01,1.252220e-14,7.469079e-08,1.667056e-09,3.992277e-15,6.010334e-08
1.772044e+01,1.303697e-14,7.428821e-08,1.658743e-09,3.984563e-15,6.030232e-08
1.772217e+01,1.215713e-14,7.383930e-08,1.653244e-09,3.846831e-15,6.050313e-08
1.772390e+01,1.298163e-14,7.334708e-08,1.650676e-09,3.904209e-15,6.070471e-08
1.772563e+01,1.214483e-14,7.281326e-08,1.651090e-09,3.928280e-15,6.090701e-08
1.772736e+01,1.281517e-14,7.223983e-08,1.654372e-09,3.897155e-15,6.110961e-08
1.772908e+01,1.231602e-14,7.163247e-08,1.660389e-09,3.853581e-15,6.131108e-08
1.773081e+01,1.234682e-14,7.098633e-08,1.669881e-09,3.882843e-15,6.151317e-08
1.773254e+01,1.258646e-14,7.030445e-08,1.682467e-09,3.850043e-15,6.171466e-08
1.773427e+01,1.184715e-14,6.959185e-08,1.698116e-09,3.777268e-15,6.191507e-08
1.773600e+01,1.257780e-14,6.885204e-08,1.716515e-09,3.772832e-15,6.211379e-08
1.773773e+01,1.160852e-14,6.808783e-08,1.738651e-09,3.813859e-15,6.231157e-08
1.773946e+01,1.236721e-14,6.730209e-08,1.763785e-09,3.806638e-15,6.250596e-08
1.774119e+01,1.143898e-14,6.649778e-08,1.791880e-09,3.751504e-15,6.269910e-08
1.774292e+01,1.197681e-14,6.567264e-08,1.823122e-09,3.699722e-15,6.288859e-08
1.774465e+01,1.150977e-14,6.483911e-08,1.857771e-09,3.707524e-15,6.307530e-08
1.774638e+01,1.152670e-14,6.399705e-08,1.895225e-09,3.727596e-15,6.325919e-08
1.774811e+01,1.178312e-14,6.314947e-08,1.935942e-09,3.717512e-15,6.343796e-08
1.774983e+01,1.121080e-14,6.230448e-08,1.979066e-09,3.683992e-15,6.361385e-08
1.775156e+01,1.204396e-14,6.145543e-08,2.025543e-09,3.667244e-15,6.378377e-08
1.775329e+01,1.121458e-14,6.061041e-08,2.074533e-09,3.714250e-15,6.395088e-08
1.775502e+01,1.209740e-14,5.977341e-08,2.126768e-09,3.735388e-15,6.411256e-08
1.775675e+01,1.121163e-14,5.894747e-08,2.181391e-09,3.721078e-15,6.426856e-08
1.775848e+01,1.176669e-14,5.813523e-08,2.238604e-09,3.713637e-15,6.442114e-08
1.776021e+01,1.155215e-14,5.733969e-08,2.298165e-09,3.680511e-15,6.456480e-08
1.776194e+01,1.153569e-14,5.656369e-08,2.360358e-09,3.656986e-15,6.470555e-08
1.776367e+01,1.176939e-14,5.580985e-08,2.424725e-09,3.687624e-15,6.483780e-08
1.776540e+01,1.123258e-14,5.507737e-08,2.491638e-09,3.727035e-15,6.496477e-08
1.776713e+01,1.202145e-14,5.437917e-08,2.560885e-09,3.744537e-15,6.508586e-08
1.776886e+01,1.111600e-14,5.371097e-08,2.631807e-09,3.783269e-15,6.519813e-08
1.777058e+01,1.206478e-14,5.307845e-08,2.704398e-09,3.771894e-15,6.530652e-08
1.777231e+01,1.137883e-14,5.247622e-08,2.779823e-09,3.789641e-15,6.540404e-08
1.777404e+01,1.193680e-14,5.190991e-08,2.857569e-09,3.821467e-15,6.549737e-08
1.777577e+01,1.175851e-14,5.138122e-08,2.936834e-09,3.839443e-15,6.558196e-08
1.777750e+01,1.179849e-14,5.089487e-08,3.017890e-09,3.828572e-15,6.565868e-08
1.777923e+01,1.237092e-14,5.045043e-08,3.101177e-09,3.939568e-15,6.573030e-08
1.778096e+01,1.178697e-14,5.004768e-08,3.186400e-09,3.933095e-15,6.579017e-08
1.778269e+01,1.276023e-14,4.968753e-08,3.273137e-09,3.898799e-15,6.584627e-08
1.778442e+01,1.221535e-14,4.937071e-08,3.362229e-09,3.914600e-15,6.589126e-08
1.778615e+01,1.301068e-14,4.909642e-08,3.452951e-09,3.994616e-15,6.593006e-08
1.778788e+01,1.275916e-14,4.886899e-08,3.545397e-09,4.018584e-15,6.596151e-08
1.778961e+01,1.309628e-14,4.869041e-08,3.639014e-09,3.995985e-15,6.598295e-08
1.779133e+01,1.325192e-14,4.855693e-08,3.734943e-09,4.022691e-15,6.600054e-08
1.779306e+01,1.309537e-14,4.846700e-08,3.833211e-09,4.021508e-15,6.600494e-08
1.779479e+01,1.366336e-14,4.842122e-08,3.933104e-09,3.998241e-15,6.600534e-08
1.779652e+01,1.326069e-14,4.841916e-08,4.034079e-09,4.022207e-15,6.599642e-08
1.779825e+01,1.373506e-14,4.846017e-08,4.137722e-09,4.041627e-15,6.597982e-08
1.779998e+01,1.336554e-14,4.854666e-08,4.243255e-09,4.078758e-15,6.595775e-08
1.780171e+01,1.368964e-14,4.867624e-08,4.350658e-09,4.094137e-15,6.592454e-08
1.780344e+01,1.358336e-14,4.884619e-08,4.459396e-09,4.057026e-15,6.588775e-08
1.780517e+01,1.349001e-14,4.905530e-08,4.570326e-09,3.990652e-15,6.584037e-08
1.780690e+01,1.387942e-14,4.930240e-08,4.682974e-09,4.040939e-15,6.578780e-08
1.780863e+01,1.341806e-14,4.958767e-08,4.797439e-09,4.076427e-15,6.572846e-08
1.781036e+01,1.386347e-14,4.990792e-08,4.913291e-09,4.049318e-15,6.566085e-08
1.781208e+01,1.340415e-14,5.026270e-08,5.030445e-09,4.019118e-15,6.559040e-08
1.781381e+01,1.370251e-14,5.065157e-08,5.149632e-09,3.998543e-15,6.550877e-08
1.781554e+01,1.351893e-14,5.107094e-08,5.270107e-09,3.963713e-15,6.542424e-08
1.781727e+01,1.341225e-14,5.151916e-08,5.391763e-09,4.004319e-15,6.533231e-08
1.781900e+01,1.374283e-14,5.199457e-08,5.514938e-09,3.965602e-15,6.523508e-08
1.782073e+01,1.313572e-14,5.249544e-08,5.639481e-09,3.959393e-15,6.513370e-08
1.782246e+01,1.352234e-14,5.302168e-08,5.764450e-09,3.986516e-15,6.502501e-08
1.782419e+01,1.310417e-14,5.357073e-08,5.890339e-09,4.015142e-15,6.491398e-08
1.782592e+01,1.312629e-14,5.413973e-08,6.017341e-09,4.020535e-15,6.479610e-08
1.782765e+01,1.286464e-14,5.472699e-08,6.145193e-09,3.939955e-15,6.467536e-08
1.782938e+01,1.275405e-14,5.533327e-08,6.272979e-09,3.939891e-15,6.455053e-08
1.783111e+01,1.295481e-14,5.595290e-08,6.401517e-09,3.967455e-15,6.442157e-08
1.783283e+01,1.218330e-14,5.658097e-08,6.529763e-09,3.974792e-15,6.429153e-08
1.783456e+01,1.272793e-14,5.722495e-08,6.659216e-09,3.941110e-15,6.415584e-08
1.783629e+01,1.203257e-14,5.787825e-08,6.788071e-09,3.926916e-15,6.401900e-08
1.783802e+01,1.246196e-14,5.853917e-08,6.917383e-09,3.907161e-15,6.387918e-08
1.783975e+01,1.185451e-14,5.920596e-08,7.046531e-09,3.877001e-15,6.373780e-08
1.784148e+01,1.207218e-14,5.987701e-08,7.175607e-09,3.870091e-15,6.359505e-08
1.784321e+01,1.217781e-14,6.055073e-08,7.303705e-09,3.899377e-15,6.345075e-08
1.784494e+01,1.172156e-14,6.122558e-08,7.432255e-09,3.879634e-15,6.330602e-08
1.784667e+01,1.226291e-14,6.189947e-08,7.560084e-09,3.897998e-15,6.316057e-08
1.784840e+01,1.148086e-14,6.257092e-08,7.687418e-09,3.911035e-15,6.301521e-08
1.785013e+01,1.235763e-14,6.323840e-08,7.813421e-09,3.889560e-15,6.287000e-08
1.785185e+01,1.151572e-14,6.389925e-08,7.938959e-09,3.843771e-15,6.272656e-08
1.785358e+01,1.220436e-14,6.455543e-08,8.064705e-09,3.819973e-15,6.258276e-08
1.785531e+01,1.176638e-14,6.520199e-08,8.189625e-09,3.851591e-15,6.244124e-08
1.785704e+01,1.169535e-14,6.583739e-08,8.312857e-09,3.841800e-15,6.230066e-08
1.785877e+01,1.207647e-14,6.646128e-08,8.436268e-09,3.847186e-15,6.216282e-08
1.786050e+01,1.138121e-14,6.707215e-08,8.559020e-09,3.860944e-15,6.202732e-08
1.786223e+01,1.235610e-14,6.766869e-08,8.681033e-09,3.858572e-15,6.189403e-08
1.786396e+01,1.129508e-14,6.824959e-08,8.801502e-09,3.835997e-15,6.176484e-08
1.786569e+01,1.241472e-14,6.881361e-08,8.921467e-09,3.825413e-15,6.163730e-08
1.786742e+01,1.160594e-14,6.935825e-08,9.040587e-09,3.876786e-15,6.151618e-08
1.786915e+01,1.205616e-14,6.988217e-08,9.158438e-09,3.899470e-15,6.139787e-08
1.787088e+01,1.179101e-14,7.038526e-08,9.275150e-09,3.886538e-15,6.128433e-08
1.787260e+01,1.168462e-14,7.086503e-08,9.390322e-09,3.928953e-15,6.117693e-08
1.787433e+01,1.203658e-14,7.132415e-08,9.504681e-09,3.899701e-15,6.107187e-08
1.787606e+01,1.125656e-14,7.175772e-08,9.617153e-09,3.879541e-15,6.097547e-08
1.787779e+01,1.220058e-14,7.216593e-08,9.728389e-09,3.893881e-15,6.088190e-08
1.787952e+01,1.119519e-14,7.254463e-08,9.838472e-09,3.943908e-15,6.079632e-08
1.788125e+01,1.209144e-14,7.289583e-08,9.946984e-09,4.009436e-15,6.071617e-08
