k_s_per_km,kPk_pi_p1_0,kPk_pi_p1_1,kPk_pi_p1_2,kPk_pi_p1_n1,kPk_pi_p1_n2
7.966243e+00,2.098381e-14,2.317936e-08,9.136676e-10,7.130542e-15,5.147482e-04
7.967972e+00,2.077343e-14,2.330311e-08,8.771097e-10,7.099543e-15,5.115958e-04
7.969702e+00,2.128814e-14,2.341275e-08,8.418881e-10,7.073172e-15,5.085787e-04
7.971431e+00,2.123630e-14,2.350789e-08,8.081032e-10,7.139647e-15,5.056429e-04
7.973160e+00,2.147877e-14,2.358819e-08,7.760104e-10,7.099752e-15,5.027930e-04
7.974889e+00,2.166920e-14,2.365308e-08,7.453860e-10,7.036638e-15,5.000643e-04
7.976618e+00,2.167475e-14,2.370130e-08,7.161725e-10,7.001223e-15,4.973798e-04
7.978347e+00,2.202546e-14,2.373405e-08,6.884220e-10,7.016650e-15,4.948344e-04
7.980077e+00,2.164551e-14,2.375125e-08,6.622382e-10,7.065888e-15,4.923306e-04
7.981806e+00,2.226032e-14,2.375275e-08,6.374267e-10,7.065980e-15,4.899162e-04
7.983535e+00,2.155416e-14,2.373853e-08,6.139960e-10,7.028710e-15,4.875725e-04
7.985264e+00,2.210048e-14,2.370860e-08,5.920342e-10,6.978569e-15,4.852737e-04
7.986993e+00,2.151576e-14,2.366175e-08,5.714495e-10,6.958933e-15,4.830602e-04
7.988722e+00,2.166300e-14,2.359880e-08,5.520719e-10,7.030616e-15,4.808698e-04
7.990452e+00,2.134132e-14,2.352034e-08,5.340716e-10,7.059402e-15,4.787384e-04
7.992181e+00,2.114392e-14,2.342674e-08,5.174741e-10,7.041777e-15,4.766321e-04
7.993910e+00,2.143779e-14,2.331813e-08,5.020735e-10,7.059053e-15,4.745539e-04
7.995639e+00,2.068948e-14,2.319478e-08,4.878696e-10,7.036070e-15,4.724959e-04
7.997368e+00,2.127210e-14,2.305680e-08,4.751930e-10,6.886386e-15,4.704449e-04
7.999097e+00,2.049434e-14,2.290336e-08,4.637535e-10,6.910438e-15,4.683952e-04
8.000827e+00,2.130556e-14,2.273632e-08,4.535163e-10,6.945347e-15,4.663377e-04
8.002556e+00,2.048693e-14,2.255634e-08,4.446819e-10,6.872660e-15,4.642666e-04
8.004285e+00,2.103090e-14,2.236373e-08,4.373024e-10,6.788620e-15,4.621683e-04
8.006014e+00,2.059483e-14,2.215908e-08,4.312679e-10,6.736357e-15,4.600512e-04
8.007743e+00,2.063445e-14,2.194310e-08,4.266496e-10,6.613420e-15,4.578734e-04
8.009472e+00,2.068461e-14,2.171547e-08,4.236608e-10,6.621882e-15,4.556730e-04
8.011201e+00,2.024915e-14,2.147749e-08,4.220864e-10,6.618940e-15,4.533971e-04
8.012931e+00,2.068484e-14,2.123024e-08,4.219093e-10,6.618394e-15,4.510721e-04
8.014660e+00,1.970151e-14,2.097458e-08,4.235462e-10,6.583874e-15,4.486871e-04
8.016389e+00,2.063475e-14,2.071143e-08,4.268097e-10,6.482916e-15,4.462104e-04
8.018118e+00,1.990595e-14,2.044148e-08,4.315485e-10,6.475055e-15,4.436978e-04
8.019847e+00,2.057179e-14,2.016559e-08,4.379750e-10,6.384841e-15,4.410456e-04
8.021576e+00,2.014556e-14,1.988453e-08,4.461931e-10,6.408705e-15,4.383502e-04
8.023306e+00,2.043059e-14,1.959937e-08,4.560498e-10,6.437013e-15,4.355447e-04
8.025035e+00,2.070269e-14,1.931170e-08,4.676388e-10,6.406191e-15,4.326495e-04
8.026764e+00,2.046548e-14,1.902233e-08,4.810651e-10,6.438288e-15,4.296849e-04
8.028493e+00,2.107755e-14,1.873216e-08,4.961950e-10,6.360243e-15,4.265813e-04
8.030222e+00,2.072472e-14,1.844235e-08,5.129478e-10,6.352882e-15,4.234312e-04
8.031951e+00,2.164244e-14,1.815431e-08,5.314936e-10,6.373202e-15,4.201378e-04
8.033681e+00,2.117820e-14,1.786876e-08,5.520205e-10,6.385981e-15,4.167745e-04
8.035410e+00,2.228985e-14,1.758726e-08,5.741643e-10,6.362631e-15,4.133177e-04
8.037139e+00,2.176317e-14,1.731066e-08,5.980190e-10,6.253024e-15,4.097495e-04
8.038868e+00,2.237068e-14,1.703994e-08,6.236279e-10,6.369636e-15,4.061332e-04
8.040597e+00,2.262094e-14,1.677643e-08,6.509305e-10,6.358297e-15,4.023711e-04
8.042326e+00,2.235719e-14,1.652101e-08,6.799001e-10,6.298427e-15,3.985697e-04
8.044056e+00,2.294427e-14,1.627568e-08,7.106476e-10,6.294199e-15,3.946639e-04
8.045785e+00,2.205749e-14,1.604095e-08,7.429863e-10,6.317944e-15,3.906916e-04
8.047514e+00,2.313862e-14,1.581746e-08,7.769093e-10,6.316113e-15,3.866621e-04
8.049243e+00,2.196914e-14,1.560634e-08,8.122572e-10,6.315610e-15,3.825437e-04
8.050972e+00,2.223067e-14,1.540838e-08,8.493922e-10,6.305785e-15,3.783969e-04
8.052701e+00,2.206006e-14,1.522447e-08,8.880214e-10,6.287731e-15,3.741700e-04
8.054431e+00,2.206458e-14,1.505640e-08,9.280871e-10,6.265802e-15,3.699121e-04
8.056160e+00,2.194029e-14,1.490514e-08,9.695600e-10,6.198636e-15,3.656129e-04
8.057889e+00,2.166593e-14,1.477035e-08,1.012574e-09,6.286571e-15,3.612806e-04
8.059618e+00,2.189378e-14,1.465279e-08,1.056901e-09,6.342271e-15,3.569325e-04
8.061347e+00,2.164638e-14,1.455299e-08,1.102628e-09,6.354609e-15,3.525561e-04
8.063076e+00,2.189126e-14,1.447147e-08,1.149775e-09,6.359490e-15,3.481763e-04
8.064805e+00,2.171639e-14,1.440881e-08,1.198274e-09,6.403809e-15,3.437892e-04
8.066535e+00,2.205916e-14,1.436748e-08,1.247968e-09,6.312461e-15,3.394071e-04
8.068264e+00,2.190716e-14,1.434568e-08,1.299037e-09,6.316672e-15,3.350343e-04
8.069993e+00,2.221810e-14,1.434356e-08,1.351386e-09,6.318355e-15,3.306885e-04
8.071722e+00,2.211492e-14,1.436128e-08,1.404921e-09,6.313922e-15,3.263537e-04
8.073451e+00,2.212136e-14,1.439892e-08,1.459606e-09,6.364205e-15,3.220660e-04
8.075180e+00,2.238378e-14,1.445644e-08,1.515683e-09,6.377136e-15,3.178055e-04
8.076910e+00,2.234023e-14,1.453497e-08,1.572876e-09,6.358695e-15,3.135883e-04
8.078639e+00,2.251385e-14,1.463412e-08,1.631156e-09,6.307378e-15,3.094311e-04
8.080368e+00,2.225535e-14,1.475252e-08,1.690640e-09,6.244335e-15,3.053043e-04
8.082097e+00,2.251231e-14,1.488991e-08,1.751263e-09,6.229148e-15,3.012725e-04
8.083826e+00,2.246442e-14,1.504573e-08,1.812972e-09,6.393744e-15,2.972728e-04
8.085555e+00,2.240721e-14,1.521956e-08,1.875817e-09,6.435440e-15,2.933641e-04
8.087285e+00,2.225112e-14,1.541100e-08,1.939812e-09,6.486451e-15,2.895165e-04
8.089014e+00,2.263677e-14,1.562090e-08,2.004803e-09,6.452114e-15,2.857339e-04
8.090743e+00,2.234237e-14,1.584690e-08,2.070824e-09,6.398254e-15,2.820556e-04
8.092472e+00,2.259999e-14,1.608801e-08,2.137892e-09,6.491287e-15,2.784156e-04
8.094201e+00,2.239185e-14,1.634346e-08,2.206038e-09,6.523883e-15,2.749078e-04
8.095930e+00,2.240325e-14,1.661251e-08,2.275094e-09,6.603284e-15,2.714505e-04
8.097660e+00,2.237855e-14,1.689434e-08,2.345081e-09,6.606424e-15,2.680850e-04
8.099389e+00,2.231804e-14,1.718803e-08,2.415899e-09,6.587953e-15,2.648128e-04
8.101118e+00,2.234464e-14,1.749303e-08,2.487601e-09,6.597201e-15,2.615937e-04
8.102847e+00,2.204180e-14,1.780737e-08,2.560101e-09,6.539299e-15,2.585083e-04
8.104576e+00,2.203265e-14,1.813003e-08,2.633385e-09,6.421041e-15,2.554634e-04
8.106305e+00,2.144174e-14,1.846007e-08,2.707318e-09,6.518975e-15,2.525325e-04
8.108034e+00,2.167799e-14,1.879616e-08,2.781917e-09,6.563209e-15,2.496671e-04
8.109764e+00,2.076990e-14,1.913766e-08,2.857030e-09,6.488338e-15,2.468709e-04
8.111493e+00,2.096003e-14,1.948330e-08,2.932834e-09,6.440394e-15,2.441773e-04
8.113222e+00,2.052731e-14,1.983150e-08,3.009155e-09,6.481127e-15,2.415205e-04
8.114951e+00,2.000545e-14,2.018146e-08,3.085844e-09,6.466428e-15,2.389820e-04
8.116680e+00,2.023509e-14,2.053179e-08,3.162937e-09,6.485158e-15,2.364808e-04
8.118409e+00,1.940484e-14,2.088161e-08,3.240433e-09,6.509117e-15,2.340564e-04
8.120139e+00,1.971831e-14,2.123009e-08,3.318283e-09,6.499601e-15,2.316955e-04
8.121868e+00,1.920762e-14,2.157555e-08,3.396520e-09,6.491164e-15,2.293772e-04
8.123597e+00,1.943519e-14,2.191681e-08,3.474938e-09,6.541835e-15,2.271442e-04
8.125326e+00,1.891722e-14,2.225346e-08,3.553558e-09,6.573619e-15,2.249360e-04
8.127055e+00,1.916958e-14,2.258432e-08,3.632301e-09,6.538938e-15,2.227972e-04
8.128784e+00,1.895878e-14,2.290860e-08,3.711254e-09,6.487803e-15,2.206926e-04
8.130514e+00,1.899220e-14,2.322567e-08,3.790359e-09,6.540845e-15,2.186274e-04
8.132243e+00,1.919109e-14,2.353409e-08,3.869480e-09,6.553854e-15,2.166110e-04
8.133972e+00,1.899687e-14,2.383261e-08,3.948648e-09,6.528251e-15,2.146124e-04
8.135701e+00,1.966690e-14,2.412109e-08,4.027770e-09,6.473751e-15,2.126665e-04
8.137430e+00,1.891955e-14,2.439897e-08,4.106810e-09,6.462723e-15,2.107348e-04
8.139159e+00,1.962214e-14,2.466575e-08,4.185918e-09,6.516019e-15,2.088351e-04
8.140889e+00,1.929176e-14,2.492079e-08,4.264972e-09,6.432649e-15,2.069565e-04
8.142618e+00,1.962923e-14,2.516346e-08,4.343798e-09,6.491521e-15,2.050944e-04
8.144347e+00,1.938467e-14,2.539283e-08,4.422579e-09,6.470476e-15,2.032587e-04
8.146076e+00,1.970880e-14,2.560794e-08,4.501187e-09,6.468643e-15,2.014308e-04
8.147805e+00,1.999050e-14,2.580930e-08,4.579576e-09,6.492404e-15,1.996244e-04
8.149534e+00,1.967718e-14,2.599678e-08,4.657902e-09,6.438574e-15,1.978270e-04
8.151264e+00,2.037111e-14,2.617008e-08,4.736048e-09,6.471326e-15,1.960398e-04
8.152993e+00,2.013692e-14,2.632882e-08,4.813870e-09,6.502351e-15,1.942657e-04
8.154722e+00,2.074640e-14,2.647287e-08,4.891493e-09,6.527822e-15,1.924963e-04
8.156451e+00,2.041066e-14,2.660053e-08,4.968838e-09,6.519009e-15,1.907430e-04
8.158180e+00,2.128659e-14,2.671308e-08,5.045875e-09,6.492216e-15,1.889940e-04
8.159909e+00,2.114144e-14,2.681064e-08,5.122478e-09,6.646007e-15,1.872556e-04
8.161638e+00,2.123009e-14,2.689318e-08,5.198788e-09,6.645757e-15,1.855260e-04
8.163368e+00,2.164497e-14,2.696077e-08,5.274668e-09,6.630637e-15,1.838019e-04
8.165097e+00,2.181465e-14,2.701338e-08,5.349966e-09,6.653624e-15,1.820946e-04
8.166826e+00,2.234828e-14,2.705059e-08,5.424782e-09,6.677433e-15,1.803927e-04
8.168555e+00,2.218655e-14,2.707195e-08,5.499032e-09,6.586671e-15,1.787087e-04
8.170284e+00,2.289805e-14,2.707880e-08,5.572589e-09,6.539471e-15,1.770345e-04
8.172013e+00,2.268455e-14,2.707132e-08,5.645571e-09,6.509188e-15,1.753742e-04
8.173743e+00,2.295836e-14,2.704970e-08,5.717887e-09,6.503190e-15,1.737332e-04
8.175472e+00,2.254287e-14,2.701421e-08,5.789342e-09,6.523339e-15,1.721021e-04
8.177201e+00,2.285711e-14,2.696509e-08,5.859953e-09,6.555460e-15,1.705038e-04
8.178930e+00,2.264173e-14,2.690144e-08,5.929786e-09,6.537007e-15,1.689161e-04
8.180659e+00,2.233670e-14,2.682457e-08,5.998755e-09,6.503675e-15,1.673565e-04
8.182388e+00,2.257507e-14,2.673508e-08,6.066817e-09,6.474066e-15,1.658212e-04
8.184118e+00,2.216405e-14,2.663331e-08,6.133867e-09,6.432989e-15,1.643054e-04
8.185847e+00,2.227066e-14,2.651972e-08,6.199870e-09,6.436975e-15,1.628312e-04
8.187576e+00,2.214763e-14,2.639462e-08,6.264841e-09,6.608997e-15,1.613715e-04
8.189305e+00,2.227251e-14,2.625810e-08,6.328567e-09,6.471227e-15,1.599594e-04
8.191034e+00,2.240767e-14,2.611019e-08,6.391273e-09,6.537524e-15,1.585705e-04
8.192763e+00,2.222640e-14,2.595214e-08,6.452719e-09,6.636086e-15,1.572174e-04
8.194493e+00,2.247853e-14,2.578439e-08,6.512867e-09,6.670853e-15,1.559058e-04
8.196222e+00,2.240364e-14,2.560758e-08,6.571599e-09,6.625747e-15,1.546151e-04
8.197951e+00,2.235853e-14,2.542205e-08,6.629036e-09,6.657564e-15,1.533869e-04
8.199680e+00,2.239428e-14,2.522846e-08,6.685109e-09,6.678775e-15,1.521779e-04
8.201409e+00,2.245927e-14,2.502647e-08,6.739616e-09,6.655573e-15,1.510205e-04
8.203138e+00,2.250590e-14,2.481726e-08,6.792618e-09,6.631013e-15,1.498994e-04
8.204867e+00,2.263013e-14,2.460165e-08,6.844176e-09,6.630872e-15,1.488114e-04
8.206597e+00,2.243889e-14,2.437989e-08,6.893998e-09,6.644949e-15,1.477785e-04
8.208326e+00,2.260041e-14,2.415300e-08,6.942306e-09,6.779385e-15,1.467658e-04
8.210055e+00,2.250936e-14,2.392123e-08,6.989103e-09,6.837764e-15,1.458159e-04
8.211784e+00,2.217347e-14,2.368512e-08,7.034232e-09,6.823809e-15,1.448908e-04
8.213513e+00,2.218075e-14,2.344518e-08,7.077456e-09,6.792561e-15,1.440076e-04
8.215242e+00,2.200361e-14,2.320242e-08,7.119174e-09,6.799372e-15,1.431659e-04
8.216972e+00,2.157575e-14,2.295713e-08,7.159212e-09,6.788224e-15,1.423458e-04
8.218701e+00,2.155682e-14,2.271041e-08,7.197550e-09,6.722796e-15,1.415825e-04
8.220430e+00,2.086486e-14,2.246261e-08,7.234103e-09,6.814232e-15,1.408349e-04
8.222159e+00,2.070903e-14,2.221438e-08,7.269030e-09,6.800596e-15,1.401303e-04
8.223888e+00,2.054375e-14,2.196663e-08,7.302126e-09,6.664786e-15,1.394503e-04
8.225617e+00,2.015265e-14,2.171979e-08,7.333415e-09,6.822438e-15,1.387948e-04
8.227347e+00,2.009808e-14,2.147456e-08,7.363090e-09,6.701261e-15,1.381728e-04
8.229076e+00,1.953484e-14,2.123185e-08,7.391076e-09,6.682740e-15,1.375629e-04
8.230805e+00,1.951315e-14,2.099205e-08,7.417021e-09,6.745371e-15,1.369862e-04
8.232534e+00,1.917325e-14,2.075605e-08,7.441283e-09,6.788109e-15,1.364193e-04
8.234263e+00,1.900819e-14,2.052441e-08,7.463762e-09,6.716201e-15,1.358707e-04
8.235992e+00,1.860787e-14,2.029835e-08,7.484484e-09,6.664691e-15,1.353346e-04
8.237722e+00,1.866413e-14,2.007801e-08,7.503294e-09,6.704635e-15,1.348055e-04
8.239451e+00,1.845534e-14,1.986430e-08,7.520329e-09,6.764398e-15,1.342877e-04
8.241180e+00,1.817394e-14,1.965762e-08,7.535636e-09,6.853903e-15,1.337716e-04
8.242909e+00,1.813261e-14,1.945879e-08,7.548888e-09,6.934694e-15,1.332585e-04
8.244638e+00,1.804695e-14,1.926828e-08,7.560359e-09,6.880699e-15,1.327432e-04
8.246367e+00,1.842407e-14,1.908753e-08,7.570042e-09,6.901248e-15,1.322256e-04
8.248097e+00,1.802991e-14,1.891686e-08,7.577886e-09,6.923782e-15,1.316988e-04
8.249826e+00,1.843421e-14,1.875653e-08,7.583713e-09,6.954180e-15,1.311686e-04
8.251555e+00,1.857916e-14,1.860717e-08,7.587801e-09,6.976417e-15,1.306201e-04
8.253284e+00,1.853847e-14,1.846926e-08,7.590012e-09,6.981644e-15,1.300631e-04
8.255013e+00,1.855282e-14,1.834331e-08,7.590264e-09,7.074752e-15,1.294885e-04
8.256742e+00,1.878695e-14,1.823014e-08,7.588603e-09,6.977002e-15,1.288948e-04
8.258471e+00,1.904582e-14,1.813122e-08,7.585218e-09,6.974127e-15,1.282887e-04
8.260201e+00,1.907270e-14,1.804578e-08,7.579840e-09,7.034432e-15,1.276493e-04
8.261930e+00,1.932246e-14,1.797434e-08,7.572511e-09,7.072040e-15,1.269990e-04
8.263659e+00,1.938554e-14,1.791719e-08,7.563318e-09,7.015436e-15,1.263145e-04
8.265388e+00,1.974641e-14,1.787467e-08,7.552352e-09,7.112280e-15,1.256099e-04
8.267117e+00,1.952001e-14,1.784713e-08,7.539196e-09,7.154591e-15,1.248815e-04
8.268846e+00,1.989975e-14,1.783592e-08,7.524320e-09,7.102976e-15,1.241185e-04
8.270576e+00,2.003800e-14,1.784090e-08,7.507549e-09,7.058278e-15,1.233419e-04
8.272305e+00,1.983169e-14,1.786150e-08,7.488835e-09,7.150911e-15,1.225186e-04
8.274034e+00,2.032807e-14,1.789788e-08,7.468057e-09,7.159711e-15,1.216808e-04
8.275763e+00,2.006647e-14,1.795015e-08,7.445519e-09,7.213565e-15,1.208098e-04
8.277492e+00,2.047288e-14,1.801837e-08,7.421091e-09,7.159879e-15,1.199109e-04
8.279221e+00,2.038780e-14,1.810271e-08,7.394754e-09,7.109892e-15,1.189925e-04
8.280951e+00,2.079734e-14,1.820460e-08,7.366500e-09,7.165836e-15,1.180334e-04
8.282680e+00,2.103276e-14,1.832225e-08,7.336445e-09,7.306265e-15,1.170623e-04
8.284409e+00,2.112735e-14,1.845551e-08,7.304401e-09,7.144094e-15,1.160548e-04
8.286138e+00,2.133734e-14,1.860412e-08,7.270630e-09,7.212156e-15,1.150300e-04
8.287867e+00,2.154042e-14,1.876792e-08,7.235124e-09,7.237746e-15,1.139828e-04
8.289596e+00,2.163810e-14,1.894662e-08,7.197902e-09,7.184046e-15,1.129096e-04
8.291326e+00,2.148968e-14,1.914086e-08,7.158647e-09,7.180314e-15,1.118255e-04
8.293055e+00,2.210139e-14,1.934990e-08,7.117758e-09,7.260056e-15,1.107113e-04
8.294784e+00,2.182549e-14,1.957253e-08,7.075234e-09,7.149626e-15,1.095897e-04
8.296513e+00,2.196011e-14,1.980828e-08,7.031067e-09,7.143912e-15,1.084496e-04
8.298242e+00,2.207412e-14,2.005676e-08,6.985259e-09,7.190412e-15,1.072976e-04
8.299971e+00,2.206379e-14,2.031719e-08,6.937797e-09,7.205933e-15,1.061364e-04
8.301700e+00,2.226224e-14,2.058926e-08,6.888835e-09,7.209562e-15,1.049629e-04
8.303430e+00,2.217610e-14,2.087347e-08,6.838144e-09,7.087435e-15,1.037854e-04
8.305159e+00,2.251337e-14,2.116749e-08,6.786121e-09,7.075423e-15,1.026006e-04
8.306888e+00,2.257026e-14,2.147073e-08,6.732723e-09,7.068613e-15,1.014143e-04
8.308617e+00,2.260726e-14,2.178262e-08,6.677865e-09,7.033881e-15,1.002260e-04
8.310346e+00,2.292410e-14,2.210210e-08,6.621479e-09,7.011091e-15,9.903965e-05
8.312075e+00,2.300286e-14,2.242860e-08,6.563872e-09,7.117213e-15,9.785422e-05
8.313805e+00,2.321362e-14,2.276172e-08,6.504899e-09,6.984485e-15,9.667609e-05
8.315534e+00,2.346062e-14,2.309990e-08,6.444761e-09,6.921723e-15,9.550223e-05
8.317263e+00,2.379459e-14,2.344243e-08,6.383332e-09,6.981897e-15,9.433799e-05
8.318992e+00,2.369951e-14,2.378807e-08,6.320768e-09,7.078214e-15,9.318384e-05
8.320721e+00,2.383982e-14,2.413607e-08,6.256873e-09,6.959989e-15,9.203813e-05
8.322450e+00,2.395729e-14,2.448558e-08,6.191833e-09,7.055379e-15,9.091096e-05
8.324180e+00,2.383861e-14,2.483559e-08,6.125736e-09,6.944290e-15,8.978986e-05
8.325909e+00,2.353865e-14,2.518493e-08,6.058627e-09,6.928317e-15,8.869241e-05
8.327638e+00,2.329836e-14,2.553263e-08,5.990186e-09,6.996691e-15,8.760664e-05
8.329367e+00,2.308372e-14,2.587769e-08,5.920811e-09,6.900233e-15,8.653895e-05
8.331096e+00,2.234602e-14,2.621924e-08,5.850415e-09,6.777549e-15,8.549274e-05
8.332825e+00,2.193795e-14,2.655641e-08,5.778930e-09,6.903558e-15,8.445688e-05
8.334555e+00,2.136763e-14,2.688816e-08,5.706423e-09,6.884762e-15,8.345250e-05
8.336284e+00,2.094089e-14,2.721311e-08,5.633024e-09,6.862643e-15,8.245865e-05
8.338013e+00,2.042505e-14,2.753025e-08,5.558699e-09,6.978501e-15,8.149164e-05
8.339742e+00,2.008352e-14,2.783895e-08,5.483394e-09,7.011931e-15,8.054318e-05
8.341471e+00,1.980955e-14,2.813852e-08,5.407289e-09,6.864781e-15,7.961166e-05
8.343200e+00,1.965294e-14,2.842786e-08,5.330415e-09,6.923797e-15,7.870835e-05
8.344930e+00,1.936296e-14,2.870652e-08,5.252557e-09,6.919198e-15,7.781446e-05
8.346659e+00,1.926955e-14,2.897331e-08,5.174101e-09,6.834229e-15,7.695299e-05
8.348388e+00,1.901669e-14,2.922590e-08,5.095030e-09,6.882205e-15,7.610392e-05
8.350117e+00,1.891831e-14,2.946510e-08,5.015185e-09,6.992533e-15,7.527592e-05
8.351846e+00,1.909311e-14,2.969011e-08,4.934726e-09,6.971279e-15,7.446844e-05
8.353575e+00,1.889348e-14,2.990020e-08,4.853714e-09,6.964031e-15,7.367187e-05
8.355304e+00,1.913791e-14,3.009487e-08,4.772258e-09,6.983755e-15,7.290340e-05
8.357034e+00,1.932926e-14,3.027355e-08,4.690265e-09,7.020094e-15,7.214239e-05
8.358763e+00,1.932134e-14,3.043444e-08,4.607943e-09,7.109612e-15,7.140317e-05
8.360492e+00,1.967108e-14,3.057712e-08,4.525193e-09,7.063790e-15,7.067617e-05
8.362221e+00,1.974786e-14,3.070205e-08,4.442209e-09,7.003730e-15,6.996132e-05
8.363950e+00,1.987893e-14,3.080885e-08,4.358894e-09,6.975185e-15,6.926377e-05
8.365679e+00,1.987532e-14,3.089723e-08,4.275549e-09,6.965796e-15,6.857225e-05
8.367409e+00,1.976738e-14,3.096686e-08,4.192006e-09,6.916073e-15,6.789807e-05
8.369138e+00,1.957767e-14,3.101753e-08,4.108489e-09,6.814647e-15,6.722982e-05
8.370867e+00,1.977987e-14,3.104699e-08,4.024825e-09,6.802018e-15,6.657190e-05
8.372596e+00,1.938543e-14,3.105692e-08,3.941311e-09,6.810922e-15,6.592259e-05
8.374325e+00,1.981431e-14,3.104748e-08,3.857954e-09,6.808971e-15,6.527832e-05
8.376054e+00,1.955685e-14,3.101873e-08,3.774857e-09,6.788359e-15,6.464412e-05
8.377784e+00,1.930701e-14,3.097072e-08,3.691824e-09,6.779917e-15,6.401219e-05
8.379513e+00,1.975823e-14,3.090356e-08,3.609132e-09,6.730712e-15,6.338746e-05
8.381242e+00,1.952543e-14,3.081655e-08,3.526682e-09,6.655242e-15,6.276608e-05
8.382971e+00,1.978905e-14,3.070961e-08,3.444678e-09,6.645063e-15,6.214833e-05
8.384700e+00,1.965341e-14,3.058435e-08,3.363124e-09,6.644104e-15,6.153453e-05
8.386429e+00,1.989680e-14,3.044117e-08,3.282020e-09,6.479658e-15,6.092214e-05
8.388159e+00,1.994607e-14,3.028037e-08,3.201193e-09,6.587214e-15,6.031296e-05
8.389888e+00,2.000695e-14,3.010258e-08,3.120887e-09,6.639436e-15,5.970521e-05
8.391617e+00,2.019783e-14,2.990850e-08,3.041127e-09,6.614744e-15,5.909967e-05
8.393346e+00,2.018911e-14,2.969699e-08,2.962030e-09,6.557798e-15,5.849575e-05
8.395075e+00,2.057320e-14,2.947021e-08,2.883508e-09,6.522819e-15,5.789286e-05
8.396804e+00,2.045970e-14,2.922923e-08,2.805452e-09,6.512071e-15,5.729230e-05
8.398533e+00,2.098894e-14,2.897468e-08,2.728069e-09,6.517141e-15,5.669260e-05
8.400263e+00,2.071102e-14,2.870735e-08,2.651257e-09,6.495331e-15,5.609533e-05
8.401992e+00,2.100141e-14,2.842856e-08,2.575206e-09,6.497046e-15,5.550019e-05
8.403721e+00,2.103313e-14,2.813840e-08,2.499809e-09,6.545021e-15,5.490716e-05
8.405450e+00,2.107238e-14,2.783775e-08,2.425194e-09,6.617709e-15,5.431769e-05
8.407179e+00,2.128029e-14,2.752857e-08,2.351160e-09,6.646467e-15,5.372963e-05
8.408908e+00,2.137439e-14,2.721168e-08,2.277912e-09,6.604607e-15,5.314797e-05
8.410638e+00,2.156180e-14,2.688820e-08,2.205379e-09,6.611144e-15,5.256838e-05
8.412367e+00,2.148698e-14,2.655943e-08,2.133822e-09,6.688471e-15,5.199457e-05
8.414096e+00,2.160530e-14,2.622630e-08,2.062923e-09,6.782780e-15,5.142632e-05
8.415825e+00,2.183364e-14,2.589003e-08,1.992933e-09,6.712111e-15,5.086198e-05
8.417554e+00,2.224452e-14,2.555174e-08,1.923802e-09,6.684724e-15,5.030794e-05
8.419283e+00,2.207835e-14,2.521284e-08,1.855620e-09,6.647269e-15,4.975750e-05
8.421013e+00,2.252450e-14,2.487443e-08,1.788242e-09,6.610866e-15,4.921822e-05
8.422742e+00,2.269734e-14,2.453798e-08,1.722242e-09,6.639109e-15,4.868593e-05
8.424471e+00,2.266718e-14,2.420444e-08,1.657081e-09,6.828790e-15,4.816230e-05
8.426200e+00,2.303520e-14,2.387538e-08,1.593174e-09,6.869164e-15,4.765134e-05
8.427929e+00,2.290272e-14,2.355195e-08,1.530408e-09,6.894603e-15,4.714536e-05
8.429658e+00,2.327411e-14,2.323522e-08,1.469057e-09,6.905068e-15,4.665863e-05
8.431388e+00,2.331493e-14,2.292616e-08,1.408915e-09,6.927403e-15,4.617752e-05
8.433117e+00,2.359584e-14,2.262606e-08,1.350176e-09,6.972845e-15,4.571160e-05
8.434846e+00,2.343897e-14,2.233604e-08,1.293049e-09,6.944311e-15,4.525820e-05
8.436575e+00,2.350437e-14,2.205692e-08,1.237442e-09,6.928297e-15,4.481441e-05
8.438304e+00,2.353208e-14,2.179103e-08,1.183272e-09,6.950463e-15,4.439072e-05
8.440033e+00,2.345820e-14,2.153880e-08,1.130801e-09,7.004045e-15,4.397381e-05
8.441762e+00,2.308064e-14,2.130058e-08,1.079942e-09,7.051876e-15,4.357809e-05
8.443492e+00,2.298534e-14,2.107725e-08,1.030763e-09,7.031665e-15,4.319242e-05
8.445221e+00,2.263227e-14,2.087003e-08,9.832926e-10,7.068614e-15,4.282153e-05
8.446950e+00,2.217632e-14,2.067948e-08,9.376411e-10,7.118038e-15,4.246832e-05
8.448679e+00,2.187265e-14,2.050692e-08,8.936107e-10,7.132099e-15,4.212282e-05
8.450408e+00,2.150364e-14,2.035425e-08,8.512000e-10,7.080811e-15,4.180187e-05
8.452137e+00,2.137703e-14,2.022038e-08,8.106772e-10,6.984047e-15,4.148784e-05
8.453867e+00,2.106724e-14,2.010595e-08,7.719989e-10,7.036040e-15,4.119172e-05
8.455596e+00,2.072589e-14,2.001157e-08,7.350499e-10,7.004552e-15,4.090878e-05
8.457325e+00,2.047296e-14,1.993756e-08,6.995946e-10,7.017172e-15,4.063674e-05
8.459054e+00,2.010616e-14,1.988435e-08,6.661798e-10,6.983943e-15,4.038343e-05
8.460783e+00,1.975341e-14,1.985402e-08,6.344268e-10,6.901958e-15,4.013636e-05
8.462512e+00,1.964200e-14,1.984573e-08,6.044893e-10,6.927121e-15,3.990807e-05
8.464242e+00,1.917548e-14,1.985897e-08,5.763609e-10,6.986264e-15,3.968730e-05
8.465971e+00,1.938927e-14,1.989378e-08,5.500283e-10,7.019175e-15,3.947853e-05
