# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 4.995933
# n_absorbers = 10181
# beta_fit = -1.195068
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,4.026600e-05,3,2.000000e-01,1.292447e+12
1.231141e+01,1.610640e-04,12,2.000000e-01,2.048390e+12
1.251141e+01,1.744860e-04,13,2.000000e-01,3.246479e+12
1.271141e+01,4.563480e-04,34,2.000000e-01,5.145323e+12
1.291141e+01,1.838814e-03,137,2.000000e-01,8.154787e+12
1.311141e+01,6.321762e-03,471,2.000000e-01,1.292447e+13
1.331141e+01,1.269721e-02,946,2.000000e-01,2.048390e+13
1.351141e+01,1.802575e-02,1343,2.000000e-01,3.246479e+13
1.371141e+01,1.759624e-02,1311,2.000000e-01,5.145323e+13
1.391141e+01,1.624062e-02,1210,2.000000e-01,8.154787e+13
1.411141e+01,1.240193e-02,924,2.000000e-01,1.292447e+14
1.431141e+01,1.009334e-02,752,2.000000e-01,2.048390e+14
1.451141e+01,8.066622e-03,601,2.000000e-01,3.246479e+14
1.471141e+01,5.905680e-03,440,2.000000e-01,5.145323e+14
1.491141e+01,4.550058e-03,339,2.000000e-01,8.154787e+14
1.511141e+01,3.865536e-03,288,2.000000e-01,1.292447e+15
1.531141e+01,2.778354e-03,207,2.000000e-01,2.048390e+15
1.551141e+01,1.865658e-03,139,2.000000e-01,3.246479e+15
1.571141e+01,1.959612e-03,146,2.000000e-01,5.145323e+15
1.591141e+01,1.597218e-03,119,2.000000e-01,8.154787e+15
1.611141e+01,1.100604e-03,82,2.000000e-01,1.292447e+16
1.631141e+01,1.127448e-03,84,2.000000e-01,2.048390e+16
1.651141e+01,9.932280e-04,74,2.000000e-01,3.246479e+16
1.671141e+01,7.918980e-04,59,2.000000e-01,5.145323e+16
1.691141e+01,8.187420e-04,61,2.000000e-01,8.154787e+16
1.711141e+01,5.100360e-04,38,2.000000e-01,1.292447e+17
1.731141e+01,4.966140e-04,37,2.000000e-01,2.048390e+17
1.751141e+01,5.905680e-04,44,2.000000e-01,3.246479e+17
1.771141e+01,4.966140e-04,37,2.000000e-01,5.145323e+17
1.791141e+01,7.113660e-04,53,2.000000e-01,8.154787e+17
1.811141e+01,4.160820e-04,31,2.000000e-01,1.292447e+18
1.831141e+01,3.489720e-04,26,2.000000e-01,2.048390e+18
1.851141e+01,3.355500e-04,25,2.000000e-01,3.246479e+18
1.871141e+01,2.684400e-04,20,2.000000e-01,5.145323e+18
1.891141e+01,3.489720e-04,26,2.000000e-01,8.154787e+18
1.911141e+01,2.550180e-04,19,2.000000e-01,1.292447e+19
1.931141e+01,1.610640e-04,12,2.000000e-01,2.048390e+19
1.951141e+01,9.395400e-05,7,2.000000e-01,3.246479e+19
1.971141e+01,6.711000e-05,5,2.000000e-01,5.145323e+19
1.991141e+01,4.026600e-05,3,2.000000e-01,8.154787e+19
2.011141e+01,1.342200e-05,1,2.000000e-01,1.292447e+20
2.031141e+01,1.342200e-05,1,2.000000e-01,2.048390e+20
2.051141e+01,0.000000e+00,0,2.000000e-01,3.246479e+20
2.071141e+01,1.342200e-05,1,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
