k_s_per_km,kPk_pi_0,kPk_pi_1,kPk_pi_2,kPk_pi_n1,kPk_pi_n2
2.994994e-01,8.261116e-12,7.598212e-12,1.497906e-11,7.957780e-12,3.059803e-12
2.999424e-01,8.206625e-12,7.687623e-12,1.510937e-11,8.075472e-12,3.142612e-12
3.003855e-01,8.165455e-12,7.768774e-12,1.522197e-11,7.885168e-12,3.223741e-12
3.008285e-01,8.128134e-12,7.843208e-12,1.531182e-11,7.598790e-12,3.298460e-12
3.012715e-01,8.102083e-12,7.904256e-12,1.538148e-11,7.477723e-12,3.368737e-12
3.017146e-01,8.076399e-12,7.956562e-12,1.542838e-11,7.614005e-12,3.432106e-12
3.021576e-01,8.059017e-12,7.991300e-12,1.545825e-11,7.855595e-12,3.491259e-12
3.026007e-01,8.039051e-12,8.017509e-12,1.547079e-11,7.974721e-12,3.544847e-12
3.030437e-01,8.023720e-12,8.028886e-12,1.547348e-11,7.875900e-12,3.595106e-12
3.034868e-01,8.003806e-12,8.034665e-12,1.546919e-11,7.692797e-12,3.640719e-12
3.039298e-01,7.985592e-12,8.030537e-12,1.546826e-11,7.641302e-12,3.685160e-12
3.043729e-01,7.960193e-12,8.022769e-12,1.547271e-11,7.812744e-12,3.726495e-12
3.048159e-01,7.933234e-12,8.006718e-12,1.548934e-11,8.065818e-12,3.768887e-12
3.052590e-01,7.899137e-12,7.988986e-12,1.551867e-11,8.160328e-12,3.809500e-12
3.057020e-01,7.861460e-12,7.963582e-12,1.556115e-11,7.979582e-12,3.852247e-12
3.061451e-01,7.817586e-12,7.939429e-12,1.561158e-11,7.658273e-12,3.894808e-12
3.065881e-01,7.770529e-12,7.911819e-12,1.566523e-11,7.474181e-12,3.939482e-12
3.070311e-01,7.721441e-12,7.887546e-12,1.571217e-11,7.606347e-12,3.984666e-12
3.074742e-01,7.670431e-12,7.862915e-12,1.574574e-11,7.971333e-12,4.031352e-12
3.079172e-01,7.622099e-12,7.840571e-12,1.575837e-11,8.290346e-12,4.079110e-12
3.083603e-01,7.574127e-12,7.817597e-12,1.574587e-11,8.332312e-12,4.126113e-12
3.088033e-01,7.532157e-12,7.795374e-12,1.570629e-11,8.107110e-12,4.173862e-12
3.092464e-01,7.490384e-12,7.773190e-12,1.564097e-11,7.848152e-12,4.219101e-12
3.096894e-01,7.454847e-12,7.751179e-12,1.555424e-11,7.795366e-12,4.263511e-12
3.101325e-01,7.416224e-12,7.730496e-12,1.545103e-11,7.987688e-12,4.303210e-12
3.105755e-01,7.380828e-12,7.708241e-12,1.533964e-11,8.244615e-12,4.340163e-12
3.110186e-01,7.337611e-12,7.687571e-12,1.522398e-11,8.353415e-12,4.370490e-12
3.114616e-01,7.293259e-12,7.662782e-12,1.511062e-11,8.277256e-12,4.395465e-12
3.119047e-01,7.236878e-12,7.637761e-12,1.500043e-11,8.187875e-12,4.412446e-12
3.123477e-01,7.177386e-12,7.607294e-12,1.489714e-11,8.294908e-12,4.422257e-12
3.127907e-01,7.105506e-12,7.577041e-12,1.479695e-11,8.629198e-12,4.422799e-12
3.132338e-01,7.031264e-12,7.541734e-12,1.470222e-11,8.994351e-12,4.415549e-12
3.136768e-01,6.947839e-12,7.509083e-12,1.460845e-11,9.134204e-12,4.399439e-12
3.141199e-01,6.865959e-12,7.471239e-12,1.451746e-11,8.968955e-12,4.376427e-12
3.145629e-01,6.780629e-12,7.437847e-12,1.442518e-11,8.678901e-12,4.344529e-12
3.150060e-01,6.698898e-12,7.399223e-12,1.433603e-11,8.552696e-12,4.307727e-12
3.154490e-01,6.617249e-12,7.364205e-12,1.424769e-11,8.736271e-12,4.264204e-12
3.158921e-01,6.540851e-12,7.325207e-12,1.416620e-11,9.101172e-12,4.218437e-12
3.163351e-01,6.466723e-12,7.290163e-12,1.409263e-11,9.362156e-12,4.168269e-12
3.167782e-01,6.397242e-12,7.254303e-12,1.403365e-11,9.323185e-12,4.117747e-12
3.172212e-01,6.331167e-12,7.223932e-12,1.398993e-11,9.047012e-12,4.065417e-12
3.176643e-01,6.269115e-12,7.194952e-12,1.396540e-11,8.781301e-12,4.013621e-12
3.181073e-01,6.213766e-12,7.173335e-12,1.395892e-11,8.732431e-12,3.961586e-12
3.185504e-01,6.164685e-12,7.155610e-12,1.396985e-11,8.879669e-12,3.909764e-12
3.189934e-01,6.126565e-12,7.145142e-12,1.399270e-11,9.017036e-12,3.859095e-12
3.194364e-01,6.098287e-12,7.141694e-12,1.402234e-11,8.959849e-12,3.807466e-12
3.198795e-01,6.086654e-12,7.147488e-12,1.405257e-11,8.734312e-12,3.757410e-12
3.203225e-01,6.088743e-12,7.165566e-12,1.407524e-11,8.551336e-12,3.705159e-12
3.207656e-01,6.110708e-12,7.196190e-12,1.408723e-11,8.601957e-12,3.654728e-12
3.212086e-01,6.147067e-12,7.243210e-12,1.408420e-11,8.855759e-12,3.602056e-12
3.216517e-01,6.203783e-12,7.304916e-12,1.406814e-11,9.068255e-12,3.551672e-12
3.220947e-01,6.274027e-12,7.384930e-12,1.403974e-11,8.985478e-12,3.500596e-12
3.225378e-01,6.362576e-12,7.477678e-12,1.400593e-11,8.579215e-12,3.452573e-12
3.229808e-01,6.461629e-12,7.589222e-12,1.396868e-11,8.081556e-12,3.407515e-12
3.234239e-01,6.575084e-12,7.713905e-12,1.393478e-11,7.791357e-12,3.367607e-12
3.238669e-01,6.695629e-12,7.858284e-12,1.390238e-11,7.820401e-12,3.334869e-12
3.243100e-01,6.826463e-12,8.016184e-12,1.387407e-11,8.006063e-12,3.310247e-12
3.247530e-01,6.960285e-12,8.191525e-12,1.384247e-11,8.067340e-12,3.297066e-12
3.251960e-01,7.099394e-12,8.376942e-12,1.380340e-11,7.859378e-12,3.295567e-12
3.256391e-01,7.237034e-12,8.573489e-12,1.374637e-11,7.497725e-12,3.309039e-12
3.260821e-01,7.373807e-12,8.772959e-12,1.366633e-11,7.237297e-12,3.337250e-12
3.265252e-01,7.502998e-12,8.978518e-12,1.355373e-11,7.234886e-12,3.382749e-12
3.269682e-01,7.624391e-12,9.182946e-12,1.340620e-11,7.403747e-12,3.445262e-12
3.274113e-01,7.732910e-12,9.389692e-12,1.321992e-11,7.512641e-12,3.525067e-12
3.278543e-01,7.828830e-12,9.591862e-12,1.299804e-11,7.409972e-12,3.622254e-12
3.282974e-01,7.909200e-12,9.788771e-12,1.274286e-11,7.184048e-12,3.734927e-12
3.287404e-01,7.974776e-12,9.972919e-12,1.246198e-11,7.078587e-12,3.863289e-12
3.291835e-01,8.025469e-12,1.014308e-11,1.216393e-11,7.263080e-12,4.003602e-12
3.296265e-01,8.061801e-12,1.029428e-11,1.185959e-11,7.646996e-12,4.155408e-12
3.300696e-01,8.086209e-12,1.042680e-11,1.155981e-11,7.945719e-12,4.314057e-12
3.305126e-01,8.099546e-12,1.053900e-11,1.127528e-11,7.917702e-12,4.477830e-12
3.309557e-01,8.104164e-12,1.063146e-11,1.101786e-11,7.587319e-12,4.641943e-12
3.313987e-01,8.099611e-12,1.070279e-11,1.079457e-11,7.225966e-12,4.803221e-12
3.318417e-01,8.089366e-12,1.075072e-11,1.061165e-11,7.126022e-12,4.957348e-12
3.322848e-01,8.070839e-12,1.077518e-11,1.046871e-11,7.351948e-12,5.100578e-12
3.327278e-01,8.047166e-12,1.077429e-11,1.036504e-11,7.700434e-12,5.229302e-12
3.331709e-01,8.014938e-12,1.075075e-11,1.029131e-11,7.895653e-12,5.339370e-12
3.336139e-01,7.977688e-12,1.070578e-11,1.024015e-11,7.838353e-12,5.428204e-12
3.340570e-01,7.931756e-12,1.064379e-11,1.019805e-11,7.683433e-12,5.492584e-12
3.345000e-01,7.879970e-12,1.056358e-11,1.015761e-11,7.675808e-12,5.532092e-12
3.349431e-01,7.817795e-12,1.046965e-11,1.010835e-11,7.912880e-12,5.545142e-12
3.353861e-01,7.748094e-12,1.035962e-11,1.004876e-11,8.244730e-12,5.532173e-12
3.358292e-01,7.666540e-12,1.023878e-11,9.976510e-12,8.423624e-12,5.493715e-12
3.362722e-01,7.575868e-12,1.010581e-11,9.898365e-12,8.341304e-12,5.432481e-12
3.367153e-01,7.471483e-12,9.968578e-12,9.820124e-12,8.147484e-12,5.349887e-12
3.371583e-01,7.355761e-12,9.828129e-12,9.752544e-12,8.112107e-12,5.250199e-12
3.376013e-01,7.226124e-12,9.690665e-12,9.703096e-12,8.374523e-12,5.136129e-12
3.380444e-01,7.086104e-12,9.554688e-12,9.681035e-12,8.791600e-12,5.012703e-12
3.384874e-01,6.934203e-12,9.425012e-12,9.689923e-12,9.049155e-12,4.883270e-12
3.389305e-01,6.776460e-12,9.299516e-12,9.732331e-12,8.928125e-12,4.752639e-12
3.393735e-01,6.614440e-12,9.183376e-12,9.807720e-12,8.500383e-12,4.623501e-12
3.398166e-01,6.455011e-12,9.076306e-12,9.913198e-12,8.065782e-12,4.500775e-12
3.402596e-01,6.301212e-12,8.984207e-12,1.004509e-11,7.896932e-12,4.386164e-12
3.407027e-01,6.159100e-12,8.906474e-12,1.019841e-11,8.012082e-12,4.282676e-12
3.411457e-01,6.031705e-12,8.845397e-12,1.037081e-11,8.184732e-12,4.191498e-12
3.415888e-01,5.922875e-12,8.799228e-12,1.055964e-11,8.167038e-12,4.114335e-12
3.420318e-01,5.832802e-12,8.769025e-12,1.076503e-11,7.922069e-12,4.051414e-12
3.424749e-01,5.761973e-12,8.752416e-12,1.098510e-11,7.647609e-12,4.002844e-12
3.429179e-01,5.709445e-12,8.751249e-12,1.122193e-11,7.577214e-12,3.968544e-12
3.433609e-01,5.672866e-12,8.765482e-12,1.147591e-11,7.750048e-12,3.946652e-12
3.438040e-01,5.650386e-12,8.795321e-12,1.174925e-11,7.969733e-12,3.936800e-12
3.442470e-01,5.638926e-12,8.841049e-12,1.204021e-11,7.991495e-12,3.936054e-12
3.446901e-01,5.637667e-12,8.900375e-12,1.235107e-11,7.763940e-12,3.943513e-12
3.451331e-01,5.643546e-12,8.972083e-12,1.267966e-11,7.495024e-12,3.955868e-12
3.455762e-01,5.658582e-12,9.053328e-12,1.302597e-11,7.471012e-12,3.972083e-12
3.460192e-01,5.679980e-12,9.144303e-12,1.338652e-11,7.791890e-12,3.988991e-12
3.464623e-01,5.711663e-12,9.243252e-12,1.375982e-11,8.263993e-12,4.005378e-12
3.469053e-01,5.751338e-12,9.350977e-12,1.414260e-11,8.556787e-12,4.018118e-12
3.473484e-01,5.803695e-12,9.463667e-12,1.453372e-11,8.482698e-12,4.026320e-12
3.477914e-01,5.865378e-12,9.583057e-12,1.493027e-11,8.155420e-12,4.028144e-12
3.482345e-01,5.941785e-12,9.703983e-12,1.533246e-11,7.880064e-12,4.022588e-12
3.486775e-01,6.028309e-12,9.827470e-12,1.573944e-11,7.883399e-12,4.008867e-12
3.491206e-01,6.129248e-12,9.948381e-12,1.615068e-11,8.124176e-12,3.986642e-12
3.495636e-01,6.239542e-12,1.006809e-11,1.656478e-11,8.353681e-12,3.955695e-12
3.500066e-01,6.363428e-12,1.018202e-11,1.698121e-11,8.359623e-12,3.916284e-12
3.504497e-01,6.494749e-12,1.029252e-11,1.739728e-11,8.166371e-12,3.869143e-12
3.508927e-01,6.635665e-12,1.039521e-11,1.780706e-11,8.000314e-12,3.815075e-12
3.513358e-01,6.781117e-12,1.049119e-11,1.820548e-11,8.062483e-12,3.755510e-12
3.517788e-01,6.931834e-12,1.057630e-11,1.858669e-11,8.321195e-12,3.690919e-12
3.522219e-01,7.082438e-12,1.065179e-11,1.894456e-11,8.531870e-12,3.622951e-12
3.526649e-01,7.232119e-12,1.071483e-11,1.927231e-11,8.462057e-12,3.552218e-12
3.531080e-01,7.377483e-12,1.076631e-11,1.956606e-11,8.120841e-12,3.480504e-12
3.535510e-01,7.516202e-12,1.080421e-11,1.982330e-11,7.767326e-12,3.407736e-12
3.539941e-01,7.646346e-12,1.083005e-11,2.004494e-11,7.690290e-12,3.334998e-12
3.544371e-01,7.766344e-12,1.084294e-11,2.023154e-11,7.943014e-12,3.262437e-12
3.548802e-01,7.876073e-12,1.084435e-11,2.038791e-11,8.289372e-12,3.190451e-12
3.553232e-01,7.972720e-12,1.083424e-11,2.051767e-11,8.403187e-12,3.118680e-12
3.557662e-01,8.059669e-12,1.081315e-11,2.062529e-11,8.150195e-12,3.047760e-12
3.562093e-01,8.133458e-12,1.078340e-11,2.071380e-11,7.695075e-12,2.977205e-12
3.566523e-01,8.198199e-12,1.074543e-11,2.078777e-11,7.348429e-12,2.906675e-12
3.570954e-01,8.250248e-12,1.070294e-11,2.084866e-11,7.289968e-12,2.836592e-12
3.575384e-01,8.295144e-12,1.065750e-11,2.089788e-11,7.426053e-12,2.766741e-12
3.579815e-01,8.328898e-12,1.061310e-11,2.093513e-11,7.504924e-12,2.697865e-12
3.584245e-01,8.357469e-12,1.056973e-11,2.096068e-11,7.372315e-12,2.629672e-12
3.588676e-01,8.377706e-12,1.053129e-11,2.097283e-11,7.126860e-12,2.563225e-12
3.593106e-01,8.395998e-12,1.049692e-11,2.096994e-11,7.024557e-12,2.498858e-12
3.597537e-01,8.410404e-12,1.047056e-11,2.094978e-11,7.228009e-12,2.437827e-12
3.601967e-01,8.427393e-12,1.045259e-11,2.091017e-11,7.631808e-12,2.380018e-12
3.606398e-01,8.446099e-12,1.044800e-11,2.084881e-11,7.947433e-12,2.327402e-12
3.610828e-01,8.472565e-12,1.045686e-11,2.076411e-11,7.960520e-12,2.280685e-12
3.615259e-01,8.506024e-12,1.048359e-11,2.065459e-11,7.738984e-12,2.241000e-12
3.619689e-01,8.549957e-12,1.052635e-11,2.051957e-11,7.580866e-12,2.208896e-12
3.624119e-01,8.603309e-12,1.058674e-11,2.035897e-11,7.756227e-12,2.185433e-12
3.628550e-01,8.667132e-12,1.066253e-11,2.017246e-11,8.259084e-12,2.171369e-12
3.632980e-01,8.740094e-12,1.075558e-11,1.996101e-11,8.807054e-12,2.167171e-12
3.637411e-01,8.820540e-12,1.086452e-11,1.972579e-11,9.080704e-12,2.173234e-12
3.641841e-01,8.906708e-12,1.099028e-11,1.946836e-11,8.996310e-12,2.189601e-12
3.646272e-01,8.995621e-12,1.113083e-11,1.919076e-11,8.759872e-12,2.216599e-12
3.650702e-01,9.086711e-12,1.128502e-11,1.889703e-11,8.667339e-12,2.253488e-12
3.655133e-01,9.175821e-12,1.144810e-11,1.859091e-11,8.835059e-12,2.299932e-12
3.659563e-01,9.263337e-12,1.161627e-11,1.827870e-11,9.110275e-12,2.354727e-12
3.663994e-01,9.344325e-12,1.178625e-11,1.796755e-11,9.239610e-12,2.417303e-12
3.668424e-01,9.418309e-12,1.195524e-11,1.766564e-11,9.128157e-12,2.486364e-12
3.672855e-01,9.479956e-12,1.212017e-11,1.738083e-11,8.942505e-12,2.560909e-12
3.677285e-01,9.528422e-12,1.227800e-11,1.712174e-11,8.957213e-12,2.638597e-12
3.681715e-01,9.557556e-12,1.242493e-11,1.689502e-11,9.287085e-12,2.718737e-12
3.686146e-01,9.565563e-12,1.255563e-11,1.670732e-11,9.756109e-12,2.799375e-12
3.690576e-01,9.546162e-12,1.266611e-11,1.656238e-11,1.004041e-11,2.879324e-12
3.695007e-01,9.498967e-12,1.275191e-11,1.646260e-11,9.954261e-12,2.957097e-12
3.699437e-01,9.418875e-12,1.281200e-11,1.640728e-11,9.624564e-12,3.031674e-12
3.703868e-01,9.307561e-12,1.284358e-11,1.639425e-11,9.385128e-12,3.101908e-12
3.708298e-01,9.164722e-12,1.284728e-11,1.641871e-11,9.485652e-12,3.167028e-12
3.712729e-01,8.994181e-12,1.282139e-11,1.647438e-11,9.869978e-12,3.226331e-12
3.717159e-01,8.798083e-12,1.276520e-11,1.655342e-11,1.022966e-11,3.280234e-12
3.721590e-01,8.583205e-12,1.267715e-11,1.664709e-11,1.027518e-11,3.328836e-12
3.726020e-01,8.353706e-12,1.255890e-11,1.674583e-11,9.984877e-12,3.372319e-12
3.730451e-01,8.117128e-12,1.241016e-11,1.684059e-11,9.605461e-12,3.411426e-12
3.734881e-01,7.878216e-12,1.223558e-11,1.692351e-11,9.414315e-12,3.447387e-12
3.739312e-01,7.643428e-12,1.203731e-11,1.698800e-11,9.464871e-12,3.481183e-12
3.743742e-01,7.416642e-12,1.181987e-11,1.703036e-11,9.557298e-12,3.513932e-12
3.748172e-01,7.202056e-12,1.158439e-11,1.704817e-11,9.449556e-12,3.546841e-12
3.752603e-01,7.002808e-12,1.133476e-11,1.704126e-11,9.109948e-12,3.581016e-12
3.757033e-01,6.821797e-12,1.107325e-11,1.701165e-11,8.766328e-12,3.617365e-12
3.761464e-01,6.659763e-12,1.080559e-11,1.696237e-11,8.699665e-12,3.656297e-12
3.765894e-01,6.517560e-12,1.053585e-11,1.689582e-11,8.972669e-12,3.698635e-12
3.770325e-01,6.395512e-12,1.027024e-11,1.681505e-11,9.347693e-12,3.744267e-12
3.774755e-01,6.291471e-12,1.001212e-11,1.672134e-11,9.482653e-12,3.793376e-12
3.779186e-01,6.204728e-12,9.765795e-12,1.661583e-11,9.232076e-12,3.845348e-12
3.783616e-01,6.132901e-12,9.532641e-12,1.649948e-11,8.779945e-12,3.900202e-12
3.788047e-01,6.073806e-12,9.315804e-12,1.637221e-11,8.482270e-12,3.956719e-12
3.792477e-01,6.023411e-12,9.118482e-12,1.623438e-11,8.559205e-12,4.014492e-12
3.796908e-01,5.980306e-12,8.944896e-12,1.608815e-11,8.909617e-12,4.072265e-12
3.801338e-01,5.940720e-12,8.799198e-12,1.593562e-11,9.213292e-12,4.129787e-12
3.805768e-01,5.905066e-12,8.685049e-12,1.577867e-11,9.221673e-12,4.186070e-12
3.810199e-01,5.869781e-12,8.604900e-12,1.561901e-11,8.970341e-12,4.240386e-12
3.814629e-01,5.836525e-12,8.559561e-12,1.545824e-11,8.723476e-12,4.292163e-12
3.819060e-01,5.803350e-12,8.550007e-12,1.529586e-11,8.710757e-12,4.341048e-12
3.823490e-01,5.772372e-12,8.576101e-12,1.513010e-11,8.908058e-12,4.386522e-12
3.827921e-01,5.741377e-12,8.638815e-12,1.495897e-11,9.066674e-12,4.428549e-12
3.832351e-01,5.711971e-12,8.737914e-12,1.478008e-11,8.962122e-12,4.467243e-12
3.836782e-01,5.680975e-12,8.874163e-12,1.459235e-11,8.626196e-12,4.502862e-12
3.841212e-01,5.649478e-12,9.044162e-12,1.439639e-11,8.336485e-12,4.535329e-12
3.845643e-01,5.614215e-12,9.246639e-12,1.419385e-11,8.365789e-12,4.565682e-12
3.850073e-01,5.575220e-12,9.476380e-12,1.398997e-11,8.719749e-12,4.594138e-12
3.854504e-01,5.529918e-12,9.730531e-12,1.379181e-11,9.111517e-12,4.621404e-12
3.858934e-01,5.479069e-12,1.000360e-11,1.360711e-11,9.202417e-12,4.648036e-12
3.863364e-01,5.421762e-12,1.029304e-11,1.344464e-11,8.898293e-12,4.675012e-12
3.867795e-01,5.359876e-12,1.059320e-11,1.331234e-11,8.432809e-12,4.701969e-12
3.872225e-01,5.295263e-12,1.090082e-11,1.321550e-11,8.164379e-12,4.729395e-12
3.876656e-01,5.230269e-12,1.120875e-11,1.315765e-11,8.266270e-12,4.757622e-12
3.881086e-01,5.167874e-12,1.151280e-11,1.313904e-11,8.591206e-12,4.785948e-12
3.885517e-01,5.110981e-12,1.180633e-11,1.315607e-11,8.822646e-12,4.813759e-12
3.889947e-01,5.063198e-12,1.208598e-11,1.320206e-11,8.771340e-12,4.839754e-12
3.894378e-01,5.025427e-12,1.234686e-11,1.326717e-11,8.537500e-12,4.863161e-12
3.898808e-01,5.000943e-12,1.258575e-11,1.333965e-11,8.397713e-12,4.881646e-12
3.903239e-01,4.989548e-12,1.279876e-11,1.340633e-11,8.526864e-12,4.894266e-12
3.907669e-01,4.993663e-12,1.298341e-11,1.345473e-11,8.823677e-12,4.897787e-12
3.912100e-01,5.012025e-12,1.313615e-11,1.347486e-11,9.005250e-12,4.891185e-12
3.916530e-01,5.047389e-12,1.325492e-11,1.345980e-11,8.884687e-12,4.871567e-12
3.920961e-01,5.098222e-12,1.333906e-11,1.340731e-11,8.566994e-12,4.838111e-12
3.925391e-01,5.167603e-12,1.338851e-11,1.332083e-11,8.372686e-12,4.789086e-12
3.929821e-01,5.254115e-12,1.340404e-11,1.320804e-11,8.552583e-12,4.724065e-12
3.934252e-01,5.360993e-12,1.338661e-11,1.308053e-11,9.050630e-12,4.642225e-12
3.938682e-01,5.487095e-12,1.333995e-11,1.295252e-11,9.537584e-12,4.544572e-12
3.943113e-01,5.634636e-12,1.326565e-11,1.283776e-11,9.691892e-12,4.432268e-12
3.947543e-01,5.803216e-12,1.316755e-11,1.274715e-11,9.478470e-12,4.307107e-12
3.951974e-01,5.994489e-12,1.304814e-11,1.268803e-11,9.173318e-12,4.171954e-12
3.956404e-01,6.207677e-12,1.291233e-11,1.266200e-11,9.117790e-12,4.029653e-12
3.960835e-01,6.443982e-12,1.276254e-11,1.266593e-11,9.421890e-12,3.884028e-12
3.965265e-01,6.702182e-12,1.260487e-11,1.269211e-11,9.888264e-12,3.738681e-12
3.969696e-01,6.982543e-12,1.244270e-11,1.273000e-11,1.021283e-11,3.598180e-12
3.974126e-01,7.283954e-12,1.228254e-11,1.276820e-11,1.027175e-11,3.466273e-12
3.978557e-01,7.604752e-12,1.212826e-11,1.279695e-11,1.022578e-11,3.346983e-12
3.982987e-01,7.942611e-12,1.198483e-11,1.280941e-11,1.034923e-11,3.243611e-12
3.987417e-01,8.293196e-12,1.185513e-11,1.280222e-11,1.074591e-11,3.159874e-12
3.991848e-01,8.652330e-12,1.174382e-11,1.277636e-11,1.123189e-11,3.098060e-12
3.996278e-01,9.012628e-12,1.165287e-11,1.273796e-11,1.149488e-11,3.060696e-12
4.000709e-01,9.368457e-12,1.158619e-11,1.269558e-11,1.139034e-11,3.049265e-12
4.005139e-01,9.711994e-12,1.154537e-11,1.265979e-11,1.109440e-11,3.064651e-12
4.009570e-01,1.003597e-11,1.153247e-11,1.264069e-11,1.096195e-11,3.106118e-12
4.014000e-01,1.033235e-11,1.154677e-11,1.264725e-11,1.121209e-11,3.173508e-12
4.018431e-01,1.059701e-11,1.158731e-11,1.268630e-11,1.172676e-11,3.265077e-12
4.022861e-01,1.082441e-11,1.165142e-11,1.276050e-11,1.214516e-11,3.378544e-12
4.027292e-01,1.101410e-11,1.173607e-11,1.286861e-11,1.217454e-11,3.510309e-12
4.031722e-01,1.116460e-11,1.183847e-11,1.300521e-11,1.184155e-11,3.656745e-12
4.036153e-01,1.127819e-11,1.195613e-11,1.316198e-11,1.145712e-11,3.813290e-12
4.040583e-01,1.135728e-11,1.208626e-11,1.332925e-11,1.133370e-11,3.975350e-12
4.045014e-01,1.140699e-11,1.222444e-11,1.349638e-11,1.151350e-11,4.137231e-12
4.049444e-01,1.143086e-11,1.236713e-11,1.365365e-11,1.175626e-11,4.294067e-12
4.053874e-01,1.143434e-11,1.250928e-11,1.379597e-11,1.178484e-11,4.440662e-12
4.058305e-01,1.142137e-11,1.264708e-11,1.392180e-11,1.155449e-11,4.571947e-12
4.062735e-01,1.139643e-11,1.277631e-11,1.403417e-11,1.129188e-11,4.684390e-12
4.067166e-01,1.136187e-11,1.289613e-11,1.414102e-11,1.126973e-11,4.774409e-12
4.071596e-01,1.132098e-11,1.300467e-11,1.425334e-11,1.152947e-11,4.838870e-12
4.076027e-01,1.127582e-11,1.310160e-11,1.438369e-11,1.182106e-11,4.875960e-12
4.080457e-01,1.122871e-11,1.318438e-11,1.454481e-11,1.182353e-11,4.885366e-12
4.084888e-01,1.118106e-11,1.325243e-11,1.474535e-11,1.144783e-11,4.866923e-12
4.089318e-01,1.113436e-11,1.330402e-11,1.499227e-11,1.093845e-11,4.821274e-12
4.093749e-01,1.109025e-11,1.334045e-11,1.528744e-11,1.067382e-11,4.750449e-12
4.098179e-01,1.104988e-11,1.336275e-11,1.562671e-11,1.083609e-11,4.656922e-12
4.102610e-01,1.101483e-11,1.337504e-11,1.600253e-11,1.124952e-11,4.543342e-12
4.107040e-01,1.098649e-11,1.337955e-11,1.640478e-11,1.153454e-11,4.413159e-12
4.111470e-01,1.096551e-11,1.337863e-11,1.682096e-11,1.143749e-11,4.270022e-12
4.115901e-01,1.095203e-11,1.337239e-11,1.723824e-11,1.104184e-11,4.117721e-12
4.120331e-01,1.094749e-11,1.336200e-11,1.764477e-11,1.067610e-11,3.959664e-12
4.124762e-01,1.095137e-11,1.334788e-11,1.803134e-11,1.060794e-11,3.799690e-12
4.129192e-01,1.096380e-11,1.333201e-11,1.839009e-11,1.080962e-11,3.640820e-12
4.133623e-01,1.098431e-11,1.331706e-11,1.871606e-11,1.100742e-11,3.487053e-12
4.138053e-01,1.101295e-11,1.330560e-11,1.900677e-11,1.096078e-11,3.341197e-12
4.142484e-01,1.104911e-11,1.329894e-11,1.926141e-11,1.070122e-11,3.206245e-12
4.146914e-01,1.109267e-11,1.329661e-11,1.948087e-11,1.050464e-11,3.084388e-12
4.151345e-01,1.114279e-11,1.329735e-11,1.966632e-11,1.062184e-11,2.978563e-12
4.155775e-01,1.119987e-11,1.330080e-11,1.982046e-11,1.102111e-11,2.890444e-12
4.160206e-01,1.126286e-11,1.330755e-11,1.994546e-11,1.139034e-11,2.821534e-12
4.164636e-01,1.133166e-11,1.331916e-11,2.004233e-11,1.140709e-11,2.772868e-12
4.169067e-01,1.140441e-11,1.333870e-11,2.011252e-11,1.103545e-11,2.745322e-12
4.173497e-01,1.148063e-11,1.336694e-11,2.015767e-11,1.057247e-11,2.738684e-12
4.177927e-01,1.155805e-11,1.340424e-11,2.017912e-11,1.039680e-11,2.752486e-12
4.182358e-01,1.163553e-11,1.344964e-11,2.018000e-11,1.064125e-11,2.786250e-12
4.186788e-01,1.171106e-11,1.350293e-11,2.016400e-11,1.108076e-11,2.838754e-12
4.191219e-01,1.178340e-11,1.356303e-11,2.013716e-11,1.133714e-11,2.907932e-12
4.195649e-01,1.185032e-11,1.363147e-11,2.010543e-11,1.121203e-11,2.991866e-12
4.200080e-01,1.190982e-11,1.370924e-11,2.007615e-11,1.084525e-11,3.088550e-12
4.204510e-01,1.195999e-11,1.379799e-11,2.005657e-11,1.056667e-11,3.195498e-12
4.208941e-01,1.200000e-11,1.389734e-11,2.005242e-11,1.058430e-11,3.311108e-12
4.213371e-01,1.202808e-11,1.400622e-11,2.006647e-11,1.080129e-11,3.433608e-12
4.217802e-01,1.204325e-11,1.412128e-11,2.009905e-11,1.092872e-11,3.561264e-12
4.222232e-01,1.204487e-11,1.424122e-11,2.014774e-11,1.078328e-11,3.692667e-12
4.226663e-01,1.203283e-11,1.436466e-11,2.020767e-11,1.048116e-11,3.826744e-12
4.231093e-01,1.200627e-11,1.449154e-11,2.027192e-11,1.034059e-11,3.962534e-12
4.235523e-01,1.196445e-11,1.461988e-11,2.033346e-11,1.058036e-11,4.099744e-12
4.239954e-01,1.190764e-11,1.474791e-11,2.038508e-11,1.109631e-11,4.237382e-12
4.244384e-01,1.183474e-11,1.487329e-11,2.042092e-11,1.152885e-11,4.375083e-12
4.248815e-01,1.174573e-11,1.499289e-11,2.043766e-11,1.157260e-11,4.511774e-12
4.253245e-01,1.163981e-11,1.510282e-11,2.043293e-11,1.124845e-11,4.647246e-12
4.257676e-01,1.151632e-11,1.520140e-11,2.040606e-11,1.088929e-11,4.779972e-12
4.262106e-01,1.137382e-11,1.528668e-11,2.035828e-11,1.084754e-11,4.909400e-12
4.266537e-01,1.121184e-11,1.535717e-11,2.029156e-11,1.118642e-11,5.033864e-12
4.270967e-01,1.102865e-11,1.541220e-11,2.020776e-11,1.163077e-11,5.152547e-12
4.275398e-01,1.082355e-11,1.544984e-11,2.011003e-11,1.181678e-11,5.264349e-12
