k_s_per_km,kPk_pi_p8_0,kPk_pi_p8_1,kPk_pi_p8_2,kPk_pi_p8_n1,kPk_pi_p8_n2
2.278588e+00,3.948797e-11,7.396899e-11,5.133123e-11,3.696568e-11,1.916274e-11
2.279031e+00,3.799399e-11,7.521067e-11,5.115967e-11,3.665108e-11,1.879657e-11
2.279474e+00,3.657008e-11,7.620191e-11,5.094807e-11,3.626200e-11,1.868534e-11
2.279917e+00,3.522622e-11,7.691639e-11,5.071167e-11,3.559421e-11,1.877374e-11
2.280360e+00,3.397152e-11,7.735814e-11,5.046225e-11,3.493583e-11,1.897265e-11
2.280803e+00,3.281216e-11,7.755082e-11,5.019142e-11,3.455102e-11,1.917796e-11
2.281246e+00,3.175258e-11,7.752442e-11,4.993639e-11,3.424824e-11,1.929193e-11
2.281689e+00,3.079454e-11,7.730089e-11,4.968782e-11,3.376024e-11,1.924266e-11
2.282132e+00,2.993676e-11,7.688390e-11,4.946870e-11,3.322072e-11,1.899937e-11
2.282575e+00,2.917639e-11,7.626039e-11,4.930520e-11,3.291376e-11,1.857883e-11
2.283018e+00,2.851017e-11,7.540968e-11,4.919467e-11,3.277953e-11,1.804022e-11
2.283461e+00,2.793517e-11,7.431638e-11,4.918170e-11,3.253719e-11,1.747168e-11
2.283904e+00,2.745028e-11,7.298666e-11,4.926024e-11,3.217557e-11,1.697200e-11
2.284347e+00,2.705793e-11,7.145603e-11,4.944507e-11,3.195925e-11,1.662891e-11
2.284790e+00,2.676590e-11,6.978748e-11,4.975239e-11,3.197103e-11,1.650067e-11
2.285233e+00,2.658659e-11,6.806415e-11,5.015897e-11,3.198543e-11,1.660570e-11
2.285676e+00,2.653566e-11,6.637207e-11,5.068741e-11,3.185669e-11,1.691971e-11
2.286119e+00,2.663141e-11,6.478421e-11,5.131289e-11,3.174906e-11,1.738259e-11
2.286562e+00,2.689198e-11,6.334976e-11,5.202088e-11,3.185419e-11,1.791270e-11
2.287005e+00,2.733373e-11,6.209099e-11,5.280679e-11,3.209313e-11,1.842418e-11
2.287448e+00,2.796891e-11,6.100993e-11,5.362398e-11,3.226914e-11,1.884475e-11
2.287892e+00,2.880264e-11,6.009860e-11,5.447220e-11,3.237950e-11,1.912832e-11
2.288335e+00,2.983188e-11,5.935212e-11,5.531947e-11,3.259388e-11,1.926110e-11
2.288778e+00,3.104573e-11,5.877769e-11,5.614298e-11,3.298171e-11,1.925972e-11
2.289221e+00,3.242641e-11,5.839416e-11,5.694588e-11,3.342643e-11,1.916143e-11
2.289664e+00,3.395082e-11,5.822580e-11,5.769145e-11,3.381800e-11,1.901176e-11
2.290107e+00,3.559225e-11,5.829172e-11,5.839296e-11,3.420149e-11,1.885200e-11
2.290550e+00,3.732349e-11,5.859439e-11,5.904284e-11,3.468185e-11,1.870854e-11
2.290993e+00,3.911969e-11,5.911137e-11,5.963642e-11,3.526085e-11,1.858903e-11
2.291436e+00,4.096094e-11,5.979606e-11,6.020337e-11,3.584373e-11,1.848525e-11
2.291879e+00,4.283257e-11,6.058535e-11,6.072736e-11,3.638236e-11,1.838161e-11
2.292322e+00,4.472420e-11,6.141121e-11,6.123409e-11,3.693302e-11,1.826624e-11
2.292765e+00,4.663193e-11,6.221402e-11,6.172775e-11,3.754741e-11,1.814127e-11
2.293208e+00,4.855746e-11,6.295300e-11,6.220170e-11,3.817338e-11,1.803127e-11
2.293651e+00,5.050337e-11,6.361176e-11,6.268199e-11,3.872974e-11,1.798330e-11
2.294094e+00,5.247245e-11,6.419728e-11,6.314409e-11,3.923785e-11,1.805872e-11
2.294537e+00,5.446695e-11,6.473163e-11,6.359608e-11,3.977939e-11,1.832081e-11
2.294980e+00,5.648608e-11,6.524193e-11,6.402751e-11,4.032724e-11,1.881802e-11
2.295423e+00,5.852523e-11,6.575271e-11,6.440820e-11,4.074594e-11,1.956740e-11
2.295866e+00,6.057532e-11,6.627822e-11,6.474286e-11,4.100592e-11,2.054388e-11
2.296309e+00,6.262244e-11,6.681744e-11,6.499081e-11,4.125501e-11,2.167755e-11
2.296752e+00,6.464836e-11,6.735682e-11,6.514165e-11,4.157387e-11,2.286075e-11
2.297196e+00,6.663171e-11,6.787478e-11,6.518201e-11,4.179623e-11,2.396442e-11
2.297639e+00,6.854876e-11,6.834536e-11,6.507636e-11,4.175007e-11,2.486099e-11
2.298082e+00,7.037563e-11,6.874340e-11,6.483376e-11,4.157043e-11,2.544917e-11
2.298525e+00,7.208894e-11,6.904859e-11,6.442782e-11,4.152315e-11,2.567518e-11
2.298968e+00,7.366543e-11,6.924743e-11,6.386115e-11,4.156516e-11,2.554556e-11
2.299411e+00,7.508463e-11,6.933221e-11,6.314684e-11,4.138564e-11,2.512923e-11
2.299854e+00,7.632984e-11,6.929862e-11,6.227096e-11,4.093202e-11,2.454705e-11
2.300297e+00,7.738611e-11,6.914541e-11,6.126971e-11,4.055303e-11,2.394950e-11
2.300740e+00,7.824131e-11,6.887499e-11,6.014407e-11,4.045351e-11,2.348983e-11
2.301183e+00,7.888785e-11,6.849533e-11,5.891602e-11,4.034185e-11,2.329534e-11
2.301626e+00,7.932013e-11,6.802311e-11,5.762350e-11,3.991081e-11,2.344313e-11
2.302069e+00,7.953449e-11,6.748890e-11,5.626899e-11,3.938863e-11,2.394732e-11
2.302512e+00,7.952971e-11,6.694063e-11,5.490204e-11,3.919722e-11,2.475806e-11
2.302955e+00,7.930662e-11,6.644337e-11,5.353563e-11,3.924138e-11,2.577349e-11
2.303398e+00,7.886803e-11,6.607374e-11,5.219391e-11,3.905028e-11,2.686277e-11
2.303841e+00,7.821968e-11,6.590745e-11,5.091778e-11,3.858731e-11,2.789516e-11
2.304284e+00,7.737032e-11,6.600473e-11,4.970747e-11,3.835104e-11,2.876876e-11
2.304727e+00,7.633245e-11,6.639552e-11,4.860446e-11,3.854077e-11,2.943240e-11
2.305170e+00,7.512211e-11,6.707060e-11,4.761901e-11,3.869648e-11,2.989751e-11
2.305613e+00,7.375917e-11,6.798093e-11,4.676431e-11,3.847679e-11,3.023575e-11
2.306056e+00,7.226746e-11,6.904823e-11,4.607382e-11,3.827034e-11,3.056403e-11
2.306499e+00,7.067422e-11,7.018452e-11,4.553956e-11,3.855361e-11,3.101983e-11
2.306943e+00,6.900898e-11,7.131485e-11,4.518990e-11,3.906236e-11,3.173015e-11
2.307386e+00,6.730139e-11,7.239957e-11,4.502946e-11,3.923045e-11,3.278213e-11
2.307829e+00,6.558109e-11,7.344375e-11,4.505534e-11,3.917697e-11,3.420200e-11
2.308272e+00,6.387571e-11,7.449264e-11,4.529194e-11,3.951802e-11,3.594365e-11
2.308715e+00,6.221084e-11,7.561405e-11,4.571859e-11,4.029044e-11,3.789120e-11
2.309158e+00,6.060948e-11,7.686958e-11,4.634606e-11,4.086547e-11,3.987571e-11
2.309601e+00,5.909024e-11,7.828769e-11,4.716870e-11,4.104309e-11,4.170088e-11
2.310044e+00,5.766990e-11,7.984413e-11,4.816230e-11,4.141285e-11,4.317442e-11
2.310487e+00,5.636377e-11,8.145927e-11,4.933635e-11,4.230420e-11,4.413830e-11
2.310930e+00,5.518503e-11,8.301037e-11,5.065403e-11,4.316104e-11,4.449239e-11
2.311373e+00,5.414629e-11,8.435766e-11,5.210780e-11,4.349489e-11,4.420877e-11
2.311816e+00,5.325942e-11,8.537719e-11,5.367864e-11,4.376164e-11,4.333257e-11
2.312259e+00,5.253547e-11,8.598700e-11,5.532355e-11,4.455510e-11,4.197089e-11
2.312702e+00,5.198389e-11,8.616138e-11,5.703781e-11,4.549334e-11,4.027357e-11
2.313145e+00,5.161179e-11,8.592799e-11,5.877204e-11,4.582672e-11,3.840791e-11
2.313588e+00,5.142305e-11,8.535198e-11,6.050633e-11,4.577218e-11,3.653254e-11
2.314031e+00,5.141711e-11,8.451139e-11,6.221781e-11,4.617196e-11,3.477634e-11
2.314474e+00,5.158925e-11,8.347243e-11,6.385802e-11,4.697647e-11,3.322505e-11
2.314917e+00,5.192989e-11,8.227480e-11,6.542041e-11,4.724571e-11,3.191691e-11
2.315360e+00,5.242389e-11,8.092982e-11,6.686038e-11,4.678918e-11,3.084678e-11
2.315803e+00,5.305152e-11,7.943077e-11,6.816045e-11,4.657223e-11,2.997714e-11
2.316247e+00,5.378998e-11,7.776787e-11,6.931264e-11,4.705372e-11,2.925338e-11
2.316690e+00,5.461360e-11,7.594500e-11,7.028357e-11,4.732690e-11,2.861827e-11
2.317133e+00,5.549500e-11,7.399074e-11,7.108746e-11,4.667319e-11,2.802373e-11
2.317576e+00,5.640680e-11,7.195682e-11,7.170878e-11,4.588036e-11,2.743840e-11
2.318019e+00,5.732169e-11,6.991026e-11,7.215223e-11,4.593706e-11,2.684880e-11
2.318462e+00,5.821414e-11,6.791827e-11,7.244423e-11,4.629928e-11,2.625663e-11
2.318905e+00,5.906122e-11,6.603336e-11,7.258170e-11,4.581104e-11,2.567261e-11
2.319348e+00,5.984247e-11,6.428409e-11,7.260858e-11,4.475745e-11,2.510876e-11
2.319791e+00,6.054113e-11,6.267272e-11,7.254039e-11,4.443177e-11,2.457366e-11
2.320234e+00,6.114396e-11,6.117872e-11,7.239940e-11,4.489309e-11,2.406929e-11
2.320677e+00,6.164132e-11,5.976955e-11,7.222984e-11,4.484746e-11,2.359171e-11
2.321120e+00,6.202737e-11,5.841460e-11,7.203576e-11,4.392236e-11,2.313530e-11
2.321563e+00,6.229866e-11,5.709345e-11,7.186212e-11,4.335195e-11,2.269751e-11
2.322006e+00,6.245373e-11,5.580352e-11,7.172355e-11,4.381624e-11,2.228378e-11
2.322449e+00,6.249301e-11,5.456293e-11,7.162865e-11,4.421952e-11,2.191014e-11
2.322892e+00,6.241840e-11,5.340645e-11,7.160631e-11,4.360811e-11,2.160238e-11
2.323335e+00,6.223291e-11,5.238168e-11,7.163984e-11,4.285908e-11,2.139210e-11
2.323778e+00,6.194032e-11,5.153848e-11,7.174854e-11,4.311357e-11,2.130932e-11
2.324221e+00,6.154581e-11,5.091731e-11,7.192861e-11,4.370863e-11,2.137452e-11
2.324664e+00,6.105654e-11,5.053983e-11,7.216679e-11,4.331508e-11,2.159157e-11
2.325107e+00,6.048164e-11,5.039783e-11,7.247778e-11,4.230058e-11,2.194304e-11
2.325550e+00,5.983204e-11,5.044961e-11,7.283389e-11,4.208633e-11,2.239012e-11
2.325994e+00,5.912023e-11,5.062374e-11,7.324049e-11,4.258415e-11,2.287804e-11
2.326437e+00,5.836019e-11,5.083066e-11,7.369367e-11,4.229759e-11,2.334456e-11
2.326880e+00,5.756582e-11,5.098220e-11,7.417466e-11,4.098542e-11,2.373168e-11
2.327323e+00,5.674832e-11,5.101303e-11,7.470098e-11,4.015020e-11,2.399792e-11
2.327766e+00,5.591498e-11,5.089863e-11,7.524957e-11,4.039705e-11,2.412667e-11
2.328209e+00,5.506801e-11,5.066338e-11,7.582260e-11,4.032255e-11,2.413123e-11
2.328652e+00,5.420409e-11,5.037530e-11,7.642067e-11,3.898020e-11,2.405481e-11
2.329095e+00,5.331417e-11,5.012532e-11,7.702067e-11,3.760473e-11,2.396295e-11
2.329538e+00,5.238503e-11,4.999711e-11,7.764122e-11,3.749379e-11,2.393271e-11
2.329981e+00,5.140117e-11,5.003844e-11,7.826087e-11,3.772964e-11,2.403959e-11
2.330424e+00,5.034793e-11,5.024150e-11,7.887817e-11,3.677769e-11,2.434373e-11
2.330867e+00,4.921525e-11,5.053900e-11,7.949680e-11,3.518769e-11,2.487990e-11
2.331310e+00,4.799922e-11,5.082251e-11,8.009110e-11,3.464742e-11,2.565198e-11
2.331753e+00,4.670472e-11,5.097483e-11,8.067917e-11,3.504695e-11,2.663293e-11
2.332196e+00,4.534683e-11,5.090646e-11,8.124577e-11,3.470728e-11,2.777020e-11
2.332639e+00,4.394948e-11,5.058865e-11,8.179158e-11,3.334281e-11,2.899533e-11
2.333082e+00,4.254372e-11,5.006734e-11,8.232778e-11,3.254095e-11,3.023538e-11
2.333525e+00,4.116564e-11,4.945223e-11,8.283342e-11,3.296736e-11,3.142425e-11
2.333968e+00,3.985381e-11,4.888816e-11,8.332707e-11,3.325855e-11,3.251211e-11
2.334411e+00,3.864490e-11,4.851475e-11,8.379876e-11,3.249609e-11,3.346970e-11
2.334854e+00,3.757167e-11,4.842639e-11,8.424550e-11,3.182274e-11,3.428790e-11
2.335298e+00,3.666183e-11,4.864738e-11,8.468010e-11,3.238521e-11,3.497512e-11
2.335741e+00,3.593598e-11,4.912959e-11,8.508010e-11,3.332807e-11,3.555159e-11
2.336184e+00,3.540854e-11,4.977210e-11,8.545556e-11,3.337799e-11,3.604181e-11
2.336627e+00,3.508711e-11,5.045639e-11,8.579530e-11,3.312035e-11,3.646772e-11
2.337070e+00,3.497334e-11,5.108717e-11,8.608712e-11,3.391205e-11,3.684480e-11
2.337513e+00,3.506607e-11,5.162240e-11,8.634510e-11,3.543806e-11,3.718017e-11
2.337956e+00,3.535920e-11,5.208666e-11,8.654856e-11,3.628564e-11,3.747281e-11
2.338399e+00,3.584140e-11,5.256305e-11,8.670980e-11,3.645726e-11,3.771671e-11
2.338842e+00,3.649938e-11,5.316407e-11,8.682956e-11,3.731711e-11,3.790480e-11
2.339285e+00,3.731615e-11,5.399689e-11,8.690119e-11,3.911244e-11,3.803187e-11
2.339728e+00,3.827068e-11,5.513053e-11,8.695138e-11,4.052525e-11,3.809726e-11
2.340171e+00,3.934077e-11,5.657552e-11,8.697097e-11,4.101539e-11,3.810625e-11
2.340614e+00,4.050194e-11,5.828196e-11,8.698289e-11,4.173914e-11,3.806846e-11
2.341057e+00,4.172953e-11,6.015396e-11,8.699980e-11,4.344485e-11,3.799607e-11
2.341500e+00,4.300217e-11,6.207729e-11,8.701612e-11,4.513974e-11,3.790188e-11
2.341943e+00,4.430050e-11,6.394901e-11,8.705837e-11,4.587664e-11,3.779609e-11
2.342386e+00,4.560796e-11,6.570131e-11,8.711190e-11,4.642400e-11,3.768427e-11
2.342829e+00,4.691311e-11,6.731317e-11,8.718497e-11,4.785582e-11,3.756682e-11
2.343272e+00,4.820821e-11,6.880623e-11,8.727836e-11,4.962603e-11,3.743902e-11
2.343715e+00,4.948771e-11,7.022944e-11,8.736648e-11,5.055095e-11,3.729134e-11
2.344158e+00,5.074796e-11,7.163703e-11,8.745455e-11,5.090223e-11,3.711048e-11
2.344601e+00,5.198487e-11,7.306657e-11,8.751145e-11,5.188650e-11,3.688136e-11
2.345045e+00,5.319400e-11,7.452261e-11,8.752399e-11,5.347752e-11,3.658779e-11
2.345488e+00,5.437097e-11,7.596969e-11,8.748386e-11,5.445064e-11,3.621420e-11
2.345931e+00,5.551012e-11,7.733974e-11,8.735888e-11,5.451957e-11,3.574799e-11
2.346374e+00,5.660547e-11,7.854531e-11,8.715482e-11,5.479356e-11,3.518027e-11
2.346817e+00,5.765272e-11,7.949443e-11,8.685215e-11,5.580532e-11,3.450903e-11
2.347260e+00,5.864931e-11,8.011157e-11,8.644723e-11,5.660079e-11,3.374152e-11
2.347703e+00,5.959444e-11,8.034938e-11,8.595448e-11,5.641789e-11,3.289481e-11
2.348146e+00,6.048999e-11,8.019428e-11,8.536117e-11,5.596680e-11,3.199631e-11
2.348589e+00,6.133860e-11,7.966659e-11,8.469750e-11,5.615339e-11,3.108197e-11
2.349032e+00,6.214220e-11,7.881232e-11,8.397151e-11,5.656502e-11,3.019287e-11
2.349475e+00,6.290175e-11,7.769215e-11,8.319746e-11,5.628838e-11,2.937021e-11
2.349918e+00,6.361571e-11,7.637162e-11,8.241106e-11,5.549676e-11,2.864851e-11
2.350361e+00,6.427918e-11,7.491262e-11,8.161269e-11,5.507227e-11,2.805009e-11
2.350804e+00,6.488430e-11,7.336842e-11,8.083774e-11,5.508046e-11,2.758167e-11
2.351247e+00,6.542199e-11,7.178333e-11,8.009586e-11,5.477822e-11,2.723248e-11
2.351690e+00,6.588311e-11,7.019367e-11,7.939285e-11,5.398385e-11,2.697704e-11
2.352133e+00,6.626102e-11,6.863199e-11,7.875456e-11,5.333946e-11,2.678209e-11
2.352576e+00,6.655354e-11,6.712940e-11,7.816388e-11,5.312570e-11,2.661462e-11
2.353019e+00,6.676290e-11,6.571696e-11,7.763258e-11,5.280834e-11,2.645114e-11
2.353462e+00,6.689687e-11,6.442677e-11,7.715307e-11,5.204613e-11,2.628583e-11
2.353905e+00,6.696687e-11,6.329059e-11,7.670447e-11,5.129552e-11,2.613340e-11
2.354349e+00,6.698534e-11,6.233604e-11,7.629387e-11,5.097507e-11,2.602783e-11
2.354792e+00,6.696481e-11,6.158433e-11,7.589073e-11,5.072198e-11,2.601569e-11
2.355235e+00,6.691428e-11,6.104875e-11,7.549080e-11,5.003454e-11,2.614324e-11
2.355678e+00,6.683735e-11,6.072984e-11,7.508381e-11,4.914040e-11,2.644230e-11
2.356121e+00,6.673259e-11,6.061618e-11,7.464488e-11,4.860046e-11,2.691773e-11
2.356564e+00,6.659269e-11,6.068494e-11,7.418749e-11,4.836643e-11,2.753811e-11
2.357007e+00,6.640650e-11,6.090180e-11,7.369292e-11,4.787967e-11,2.823405e-11
2.357450e+00,6.616247e-11,6.122772e-11,7.317143e-11,4.698887e-11,2.890490e-11
2.357893e+00,6.585092e-11,6.162499e-11,7.263765e-11,4.615977e-11,2.943269e-11
2.358336e+00,6.546501e-11,6.206511e-11,7.208587e-11,4.570739e-11,2.970223e-11
2.358779e+00,6.500233e-11,6.253421e-11,7.155463e-11,4.533352e-11,2.962278e-11
2.359222e+00,6.446677e-11,6.303288e-11,7.104840e-11,4.463854e-11,2.914622e-11
2.359665e+00,6.386609e-11,6.357400e-11,7.059594e-11,4.372361e-11,2.827909e-11
2.360108e+00,6.320978e-11,6.417137e-11,7.023476e-11,4.298722e-11,2.708489e-11
2.360551e+00,6.250819e-11,6.482766e-11,6.997158e-11,4.251930e-11,2.567430e-11
2.360994e+00,6.177010e-11,6.552413e-11,6.985179e-11,4.201885e-11,2.418730e-11
2.361437e+00,6.100023e-11,6.621348e-11,6.988310e-11,4.128526e-11,2.276965e-11
2.361880e+00,6.019945e-11,6.682545e-11,7.008603e-11,4.050961e-11,2.154713e-11
2.362323e+00,5.936733e-11,6.728047e-11,7.049044e-11,3.996738e-11,2.060533e-11
2.362766e+00,5.850217e-11,6.751062e-11,7.108773e-11,3.960749e-11,1.997812e-11
2.363209e+00,5.760199e-11,6.748113e-11,7.190189e-11,3.915548e-11,1.964653e-11
2.363652e+00,5.666770e-11,6.720248e-11,7.292054e-11,3.856561e-11,1.954893e-11
2.364096e+00,5.570553e-11,6.673096e-11,7.413090e-11,3.810994e-11,1.959924e-11
2.364539e+00,5.472571e-11,6.615324e-11,7.553476e-11,3.793968e-11,1.970952e-11
2.364982e+00,5.374168e-11,6.555909e-11,7.709433e-11,3.781511e-11,1.981145e-11
2.365425e+00,5.277047e-11,6.501159e-11,7.880394e-11,3.749057e-11,1.987103e-11
2.365868e+00,5.182907e-11,6.452405e-11,8.062993e-11,3.716248e-11,1.989441e-11
2.366311e+00,5.093320e-11,6.405348e-11,8.253252e-11,3.718613e-11,1.992328e-11
2.366754e+00,5.009564e-11,6.351572e-11,8.449624e-11,3.745710e-11,2.002117e-11
2.367197e+00,4.932340e-11,6.281704e-11,8.646491e-11,3.752288e-11,2.025507e-11
2.367640e+00,4.861898e-11,6.189168e-11,8.842179e-11,3.733946e-11,2.067658e-11
2.368083e+00,4.798007e-11,6.073434e-11,9.033388e-11,3.740703e-11,2.130788e-11
2.368526e+00,4.739988e-11,5.941440e-11,9.215741e-11,3.795033e-11,2.213629e-11
2.368969e+00,4.686757e-11,5.806619e-11,9.388472e-11,3.848255e-11,2.311865e-11
2.369412e+00,4.636988e-11,5.685763e-11,9.546552e-11,3.857343e-11,2.419384e-11
2.369855e+00,4.589270e-11,5.594547e-11,9.688827e-11,3.858795e-11,2.529979e-11
2.370298e+00,4.542080e-11,5.543206e-11,9.813484e-11,3.909321e-11,2.639185e-11
2.370741e+00,4.493959e-11,5.533908e-11,9.917216e-11,3.987657e-11,2.745581e-11
2.371184e+00,4.443527e-11,5.560562e-11,1.000073e-10,4.027684e-11,2.851176e-11
2.371627e+00,4.389552e-11,5.610961e-11,1.006030e-10,4.031632e-11,2.960856e-11
2.372070e+00,4.331177e-11,5.670664e-11,1.009544e-10,4.066837e-11,3.080843e-11
2.372513e+00,4.268100e-11,5.727155e-11,1.010584e-10,4.146669e-11,3.216639e-11
2.372956e+00,4.200562e-11,5.772817e-11,1.008932e-10,4.204447e-11,3.370994e-11
2.373399e+00,4.129426e-11,5.806042e-11,1.004817e-10,4.212877e-11,3.542437e-11
2.373843e+00,4.056361e-11,5.830127e-11,9.981188e-11,4.238449e-11,3.724767e-11
2.374286e+00,3.983569e-11,5.850469e-11,9.889677e-11,4.324133e-11,3.907770e-11
2.374729e+00,3.913663e-11,5.871487e-11,9.776202e-11,4.403732e-11,4.079216e-11
2.375172e+00,3.849449e-11,5.894311e-11,9.641281e-11,4.412671e-11,4.227409e-11
2.375615e+00,3.793539e-11,5.916012e-11,9.490451e-11,4.411315e-11,4.343860e-11
2.376058e+00,3.748077e-11,5.930514e-11,9.326534e-11,4.490583e-11,4.425536e-11
2.376501e+00,3.714401e-11,5.930842e-11,9.154013e-11,4.605712e-11,4.475939e-11
2.376944e+00,3.693067e-11,5.911727e-11,8.979053e-11,4.635859e-11,4.504614e-11
2.377387e+00,3.683798e-11,5.871268e-11,8.804540e-11,4.590304e-11,4.525137e-11
2.377830e+00,3.685461e-11,5.811677e-11,8.637653e-11,4.606498e-11,4.552128e-11
2.378273e+00,3.696611e-11,5.738617e-11,8.482338e-11,4.719837e-11,4.597739e-11
2.378716e+00,3.715768e-11,5.659359e-11,8.342592e-11,4.790870e-11,4.668280e-11
2.379159e+00,3.741588e-11,5.581068e-11,8.223597e-11,4.731787e-11,4.762070e-11
2.379602e+00,3.773351e-11,5.509300e-11,8.125448e-11,4.658596e-11,4.868964e-11
2.380045e+00,3.811063e-11,5.447391e-11,8.051217e-11,4.701362e-11,4.971633e-11
2.380488e+00,3.855350e-11,5.396946e-11,8.000447e-11,4.784433e-11,5.048527e-11
2.380931e+00,3.907501e-11,5.358532e-11,7.971742e-11,4.753431e-11,5.077892e-11
2.381374e+00,3.969154e-11,5.332457e-11,7.965266e-11,4.638792e-11,5.042034e-11
2.381817e+00,4.041937e-11,5.319297e-11,7.976156e-11,4.604149e-11,4.930941e-11
2.382260e+00,4.127264e-11,5.319757e-11,8.002633e-11,4.666024e-11,4.744442e-11
2.382703e+00,4.226018e-11,5.334231e-11,8.040686e-11,4.670339e-11,4.492442e-11
2.383147e+00,4.338482e-11,5.362521e-11,8.085416e-11,4.567220e-11,4.193309e-11
2.383590e+00,4.464364e-11,5.403615e-11,8.135492e-11,4.501091e-11,3.870604e-11
2.384033e+00,4.602726e-11,5.455785e-11,8.185844e-11,4.553854e-11,3.548916e-11
2.384476e+00,4.752188e-11,5.517227e-11,8.234818e-11,4.595042e-11,3.249677e-11
2.384919e+00,4.911181e-11,5.586525e-11,8.280242e-11,4.512506e-11,2.987794e-11
2.385362e+00,5.078051e-11,5.662862e-11,8.318772e-11,4.418792e-11,2.769851e-11
2.385805e+00,5.251242e-11,5.745887e-11,8.351651e-11,4.455552e-11,2.594076e-11
2.386248e+00,5.429196e-11,5.835067e-11,8.376558e-11,4.531084e-11,2.451926e-11
2.386691e+00,5.610351e-11,5.929223e-11,8.394493e-11,4.466388e-11,2.330930e-11
2.387134e+00,5.793168e-11,6.026371e-11,8.406506e-11,4.310250e-11,2.218149e-11
2.387577e+00,5.975999e-11,6.124368e-11,8.411167e-11,4.263130e-11,2.103233e-11
2.388020e+00,6.156994e-11,6.221896e-11,8.411443e-11,4.324132e-11,1.980421e-11
2.388463e+00,6.333998e-11,6.319284e-11,8.406351e-11,4.280011e-11,1.849456e-11
2.388906e+00,6.504585e-11,6.419301e-11,8.397401e-11,4.072817e-11,1.714890e-11
2.389349e+00,6.666209e-11,6.526996e-11,8.386311e-11,3.908067e-11,1.584159e-11
2.389792e+00,6.816156e-11,6.648351e-11,8.371396e-11,3.902607e-11,1.465218e-11
2.390235e+00,6.951677e-11,6.788525e-11,8.355145e-11,3.882299e-11,1.364107e-11
2.390678e+00,7.070272e-11,6.950054e-11,8.335858e-11,3.690556e-11,1.283269e-11
2.391121e+00,7.169681e-11,7.131437e-11,8.313465e-11,3.470758e-11,1.220988e-11
2.391564e+00,7.248009e-11,7.327275e-11,8.288879e-11,3.420620e-11,1.171851e-11
2.392007e+00,7.303871e-11,7.529914e-11,8.259387e-11,3.446543e-11,1.128437e-11
2.392450e+00,7.336427e-11,7.731662e-11,8.226206e-11,3.332917e-11,1.083512e-11
2.392894e+00,7.345565e-11,7.927447e-11,8.187143e-11,3.132688e-11,1.032011e-11
2.393337e+00,7.331815e-11,8.116537e-11,8.140991e-11,3.081589e-11,9.725537e-12
2.393780e+00,7.296431e-11,8.302556e-11,8.088703e-11,3.177363e-11,9.079546e-12
2.394223e+00,7.241356e-11,8.492172e-11,8.027753e-11,3.173064e-11,8.445257e-12
2.394666e+00,7.169078e-11,8.692347e-11,7.960057e-11,3.011386e-11,7.904939e-12
2.395109e+00,7.082712e-11,8.907042e-11,7.885284e-11,2.933824e-11,7.537342e-12
2.395552e+00,6.985740e-11,9.135107e-11,7.803382e-11,3.056400e-11,7.396253e-12
2.395995e+00,6.881739e-11,9.369288e-11,7.717599e-11,3.153234e-11,7.495424e-12
2.396438e+00,6.774269e-11,9.597209e-11,7.627388e-11,3.040942e-11,7.803233e-12
2.396881e+00,6.666741e-11,9.804064e-11,7.536848e-11,2.898846e-11,8.249811e-12
2.397324e+00,6.562082e-11,9.975748e-11,7.448080e-11,2.959456e-11,8.744454e-12
2.397767e+00,6.462701e-11,1.010200e-10,7.362307e-11,3.104832e-11,9.200079e-12
2.398210e+00,6.370749e-11,1.017838e-10,7.284278e-11,3.074112e-11,9.558320e-12
2.398653e+00,6.287764e-11,1.020655e-10,7.213659e-11,2.917967e-11,9.807922e-12
2.399096e+00,6.214786e-11,1.019345e-10,7.153843e-11,2.905891e-11,9.992744e-12
2.399539e+00,6.152689e-11,1.014917e-10,7.106097e-11,3.057772e-11,1.020620e-11
2.399982e+00,6.102125e-11,1.008446e-10,7.069532e-11,3.124585e-11,1.057218e-11
2.400425e+00,6.063579e-11,1.000891e-10,7.046513e-11,3.039065e-11,1.121680e-11
2.400868e+00,6.037174e-11,9.929373e-11,7.033806e-11,3.030767e-11,1.223677e-11
2.401311e+00,6.022773e-11,9.849556e-11,7.031392e-11,3.210479e-11,1.367145e-11
2.401754e+00,6.019882e-11,9.770443e-11,7.038007e-11,3.374858e-11,1.548579e-11
2.402198e+00,6.027421e-11,9.690907e-11,7.049860e-11,3.378013e-11,1.756822e-11
2.402641e+00,6.043826e-11,9.608743e-11,7.067342e-11,3.397179e-11,1.974396e-11
2.403084e+00,6.066995e-11,9.521898e-11,7.086182e-11,3.610919e-11,2.180213e-11
2.403527e+00,6.094486e-11,9.429176e-11,7.105140e-11,3.866269e-11,2.353218e-11
2.403970e+00,6.123746e-11,9.331238e-11,7.123345e-11,3.938532e-11,2.476163e-11
2.404413e+00,6.152274e-11,9.230998e-11,7.137378e-11,3.928456e-11,2.538704e-11
2.404856e+00,6.178114e-11,9.133514e-11,7.148978e-11,4.087237e-11,2.539245e-11
2.405299e+00,6.200094e-11,9.045671e-11,7.155843e-11,4.369851e-11,2.485219e-11
2.405742e+00,6.217791e-11,8.975025e-11,7.158281e-11,4.503258e-11,2.391635e-11
2.406185e+00,6.231711e-11,8.928295e-11,7.157966e-11,4.454066e-11,2.278297e-11
2.406628e+00,6.243151e-11,8.910290e-11,7.153099e-11,4.481260e-11,2.166195e-11
