k_s_per_km,kPk_pi_p1_n1,kPk_pi_p2_n1,kPk_pi_p7_n1,kPk_pi_p8_n1,kPk_pi_p9_n1
9.485545e-01,6.928591e-17,2.362945e-11,2.343574e-11,2.092196e-11,2.266595e-11
9.490163e-01,6.970713e-17,2.332022e-11,2.376756e-11,2.071007e-11,2.242979e-11
9.494782e-01,6.816218e-17,2.305701e-11,2.343197e-11,2.124583e-11,2.220176e-11
9.499400e-01,6.850990e-17,2.285269e-11,2.255218e-11,2.174687e-11,2.198938e-11
9.504018e-01,6.887561e-17,2.271917e-11,2.182439e-11,2.153086e-11,2.180031e-11
9.508636e-01,6.861628e-17,2.266431e-11,2.179559e-11,2.129088e-11,2.164098e-11
9.513254e-01,6.777658e-17,2.269215e-11,2.227098e-11,2.177588e-11,2.151566e-11
9.517872e-01,6.824172e-17,2.280353e-11,2.245503e-11,2.236490e-11,2.142737e-11
9.522490e-01,6.923693e-17,2.299628e-11,2.170102e-11,2.221771e-11,2.137728e-11
9.527108e-01,6.775504e-17,2.326549e-11,2.014536e-11,2.184420e-11,2.136582e-11
9.531726e-01,6.815858e-17,2.360242e-11,1.860736e-11,2.214392e-11,2.139285e-11
9.536344e-01,6.796579e-17,2.399548e-11,1.784287e-11,2.271421e-11,2.145640e-11
9.540962e-01,6.735535e-17,2.443040e-11,1.786729e-11,2.260115e-11,2.155251e-11
9.545580e-01,6.834975e-17,2.489114e-11,1.798689e-11,2.208814e-11,2.167628e-11
9.550199e-01,6.851262e-17,2.536184e-11,1.749131e-11,2.216630e-11,2.182168e-11
9.554817e-01,6.801056e-17,2.582765e-11,1.632809e-11,2.268259e-11,2.198146e-11
9.559435e-01,6.842020e-17,2.627739e-11,1.511023e-11,2.265173e-11,2.214786e-11
9.564053e-01,6.855584e-17,2.670369e-11,1.447550e-11,2.214128e-11,2.231157e-11
9.568671e-01,6.822375e-17,2.710265e-11,1.444926e-11,2.216093e-11,2.246291e-11
9.573289e-01,6.833853e-17,2.747393e-11,1.445026e-11,2.275119e-11,2.259320e-11
9.577907e-01,6.797610e-17,2.781872e-11,1.392932e-11,2.290710e-11,2.269507e-11
9.582525e-01,6.759539e-17,2.813954e-11,1.298835e-11,2.252179e-11,2.276314e-11
9.587143e-01,6.879591e-17,2.843987e-11,1.233536e-11,2.264735e-11,2.279317e-11
9.591761e-01,6.858632e-17,2.872439e-11,1.258740e-11,2.349269e-11,2.278241e-11
9.596379e-01,6.834852e-17,2.899947e-11,1.360338e-11,2.394627e-11,2.272843e-11
9.600998e-01,6.837891e-17,2.927279e-11,1.449387e-11,2.367492e-11,2.262766e-11
9.605616e-01,6.793137e-17,2.955217e-11,1.448526e-11,2.387203e-11,2.248265e-11
9.610234e-01,6.845491e-17,2.984426e-11,1.368273e-11,2.488387e-11,2.229521e-11
9.614852e-01,6.940996e-17,3.015214e-11,1.293081e-11,2.559482e-11,2.206694e-11
9.619470e-01,6.807236e-17,3.047589e-11,1.302488e-11,2.550422e-11,2.179967e-11
9.624088e-01,6.814866e-17,3.081265e-11,1.399839e-11,2.561669e-11,2.149671e-11
9.628706e-01,6.853745e-17,3.115856e-11,1.514949e-11,2.654952e-11,2.116263e-11
9.633324e-01,6.814053e-17,3.150947e-11,1.574707e-11,2.740371e-11,2.080343e-11
9.637942e-01,6.977652e-17,3.186276e-11,1.571278e-11,2.744229e-11,2.042452e-11
9.642560e-01,6.852869e-17,3.221767e-11,1.562426e-11,2.742027e-11,2.002975e-11
9.647178e-01,6.893848e-17,3.257294e-11,1.607181e-11,2.815054e-11,1.962279e-11
9.651796e-01,6.851983e-17,3.292642e-11,1.703284e-11,2.901831e-11,1.920716e-11
9.656415e-01,6.864099e-17,3.327522e-11,1.789746e-11,2.915959e-11,1.878575e-11
9.661033e-01,6.915518e-17,3.361453e-11,1.811456e-11,2.905383e-11,1.836128e-11
9.665651e-01,6.950169e-17,3.393896e-11,1.780243e-11,2.959270e-11,1.793519e-11
9.670269e-01,6.946939e-17,3.424487e-11,1.768543e-11,3.041559e-11,1.750776e-11
9.674887e-01,7.004455e-17,3.453052e-11,1.839327e-11,3.060432e-11,1.707877e-11
9.679505e-01,7.028839e-17,3.479586e-11,1.980225e-11,3.039730e-11,1.664845e-11
9.684123e-01,7.018136e-17,3.504317e-11,2.108197e-11,3.072145e-11,1.621720e-11
9.688741e-01,7.103860e-17,3.527389e-11,2.143615e-11,3.143653e-11,1.578577e-11
9.693359e-01,7.125308e-17,3.548660e-11,2.084611e-11,3.157459e-11,1.535493e-11
9.697977e-01,7.118963e-17,3.567751e-11,2.009743e-11,3.113221e-11,1.492463e-11
9.702595e-01,7.100657e-17,3.584128e-11,2.005205e-11,3.107921e-11,1.449582e-11
9.707213e-01,7.219747e-17,3.597250e-11,2.085919e-11,3.154463e-11,1.407173e-11
9.711832e-01,7.244034e-17,3.606760e-11,2.181495e-11,3.152877e-11,1.365685e-11
9.716450e-01,7.212604e-17,3.612853e-11,2.215785e-11,3.083788e-11,1.325496e-11
9.721068e-01,7.192335e-17,3.616019e-11,2.183897e-11,3.034780e-11,1.287204e-11
9.725686e-01,7.138177e-17,3.616898e-11,2.148764e-11,3.035943e-11,1.251481e-11
9.730304e-01,7.359631e-17,3.615981e-11,2.172402e-11,3.014509e-11,1.219042e-11
9.734922e-01,7.212393e-17,3.613502e-11,2.250728e-11,2.934738e-11,1.190734e-11
9.739540e-01,7.197291e-17,3.609382e-11,2.317601e-11,2.858316e-11,1.167427e-11
9.744158e-01,7.110857e-17,3.603299e-11,2.313564e-11,2.826398e-11,1.149919e-11
9.748776e-01,7.118708e-17,3.594838e-11,2.249899e-11,2.789881e-11,1.138914e-11
9.753394e-01,7.039908e-17,3.583694e-11,2.202921e-11,2.707767e-11,1.134926e-11
9.758012e-01,7.097712e-17,3.569905e-11,2.241814e-11,2.622197e-11,1.138299e-11
9.762630e-01,6.914408e-17,3.553782e-11,2.359748e-11,2.575810e-11,1.149184e-11
9.767249e-01,6.915745e-17,3.535769e-11,2.476441e-11,2.533235e-11,1.167514e-11
9.771867e-01,6.782067e-17,3.516374e-11,2.510853e-11,2.450787e-11,1.192990e-11
9.776485e-01,6.835900e-17,3.495965e-11,2.455592e-11,2.359071e-11,1.225116e-11
9.781103e-01,6.749724e-17,3.474809e-11,2.381704e-11,2.304632e-11,1.263195e-11
9.785721e-01,6.704568e-17,3.453233e-11,2.370288e-11,2.262340e-11,1.306369e-11
9.790339e-01,6.741130e-17,3.431727e-11,2.437397e-11,2.181995e-11,1.353808e-11
9.794957e-01,6.616513e-17,3.411084e-11,2.524365e-11,2.082076e-11,1.404684e-11
9.799575e-01,6.551507e-17,3.392396e-11,2.561099e-11,2.017378e-11,1.458193e-11
9.804193e-01,6.506490e-17,3.376852e-11,2.538003e-11,1.979606e-11,1.513538e-11
9.808811e-01,6.509683e-17,3.365485e-11,2.514464e-11,1.912063e-11,1.569851e-11
9.813429e-01,6.385588e-17,3.358919e-11,2.555298e-11,1.812222e-11,1.626387e-11
9.818047e-01,6.442943e-17,3.357359e-11,2.658815e-11,1.738307e-11,1.682728e-11
9.822666e-01,6.320886e-17,3.360292e-11,2.747059e-11,1.701964e-11,1.738654e-11
9.827284e-01,6.390327e-17,3.366885e-11,2.751721e-11,1.652973e-11,1.793985e-11
9.831902e-01,6.345513e-17,3.376448e-11,2.683453e-11,1.572888e-11,1.848706e-11
9.836520e-01,6.372330e-17,3.388568e-11,2.625088e-11,1.500611e-11,1.902870e-11
9.841138e-01,6.363995e-17,3.403026e-11,2.654819e-11,1.459799e-11,1.956669e-11
9.845756e-01,6.376327e-17,3.419780e-11,2.772454e-11,1.423070e-11,2.010293e-11
9.850374e-01,6.329024e-17,3.438835e-11,2.899379e-11,1.366264e-11,2.063886e-11
9.854992e-01,6.340060e-17,3.460017e-11,2.951672e-11,1.307997e-11,2.117362e-11
9.859610e-01,6.367400e-17,3.482887e-11,2.916309e-11,1.271048e-11,2.170374e-11
9.864228e-01,6.377981e-17,3.506796e-11,2.858421e-11,1.244084e-11,2.222474e-11
9.868846e-01,6.328155e-17,3.531149e-11,2.855378e-11,1.208245e-11,2.273234e-11
9.873464e-01,6.315031e-17,3.555591e-11,2.923683e-11,1.171671e-11,2.322266e-11
9.878083e-01,6.323654e-17,3.580103e-11,3.009358e-11,1.150870e-11,2.369207e-11
9.882701e-01,6.310297e-17,3.604924e-11,3.048250e-11,1.140334e-11,2.413559e-11
9.887319e-01,6.288993e-17,3.630444e-11,3.034210e-11,1.126297e-11,2.454858e-11
9.891937e-01,6.281795e-17,3.656994e-11,3.025031e-11,1.114015e-11,2.492851e-11
9.896555e-01,6.311954e-17,3.684653e-11,3.080435e-11,1.117068e-11,2.527517e-11
9.901173e-01,6.386259e-17,3.713189e-11,3.194896e-11,1.131618e-11,2.558934e-11
9.905791e-01,6.407686e-17,3.742243e-11,3.294921e-11,1.144123e-11,2.587274e-11
9.910409e-01,6.330024e-17,3.771464e-11,3.307240e-11,1.156940e-11,2.612723e-11
9.915027e-01,6.243269e-17,3.800626e-11,3.232924e-11,1.184731e-11,2.635595e-11
9.919645e-01,6.203335e-17,3.829604e-11,3.152827e-11,1.228895e-11,2.656530e-11
9.924263e-01,6.311734e-17,3.858365e-11,3.155609e-11,1.275184e-11,2.676470e-11
9.928881e-01,6.376514e-17,3.886608e-11,3.253057e-11,1.318052e-11,2.696222e-11
9.933500e-01,6.276383e-17,3.913713e-11,3.360976e-11,1.370051e-11,2.716520e-11
9.938118e-01,6.207454e-17,3.938700e-11,3.391352e-11,1.440092e-11,2.737902e-11
9.942736e-01,6.239268e-17,3.960265e-11,3.329190e-11,1.520157e-11,2.760710e-11
9.947354e-01,6.249132e-17,3.977071e-11,3.239503e-11,1.597387e-11,2.785133e-11
9.951972e-01,6.239207e-17,3.988091e-11,3.199529e-11,1.672792e-11,2.811053e-11
9.956590e-01,6.167605e-17,3.992781e-11,3.224591e-11,1.759369e-11,2.838064e-11
9.961208e-01,6.192020e-17,3.991087e-11,3.259622e-11,1.861229e-11,2.865471e-11
9.965826e-01,6.132071e-17,3.983292e-11,3.241425e-11,1.964814e-11,2.892453e-11
9.970444e-01,6.071347e-17,3.969849e-11,3.166514e-11,2.058250e-11,2.918173e-11
9.975062e-01,6.114782e-17,3.951234e-11,3.095250e-11,2.150840e-11,2.941736e-11
9.979680e-01,5.962549e-17,3.927887e-11,3.088036e-11,2.258059e-11,2.962288e-11
9.984299e-01,6.083734e-17,3.900256e-11,3.137942e-11,2.372919e-11,2.979002e-11
9.988917e-01,6.007812e-17,3.868930e-11,3.169072e-11,2.474122e-11,2.990954e-11
9.993535e-01,6.022347e-17,3.834757e-11,3.105882e-11,2.562355e-11,2.997383e-11
9.998153e-01,6.027800e-17,3.798894e-11,2.947137e-11,2.660279e-11,2.997794e-11
1.000277e+00,6.099440e-17,3.762661e-11,2.771664e-11,2.770735e-11,2.991911e-11
1.000739e+00,6.079405e-17,3.727258e-11,2.667348e-11,2.867445e-11,2.979675e-11
1.001201e+00,6.024885e-17,3.693732e-11,2.651688e-11,2.940375e-11,2.961319e-11
1.001663e+00,6.013895e-17,3.662741e-11,2.657596e-11,3.016087e-11,2.937300e-11
1.002124e+00,6.065815e-17,3.634684e-11,2.600210e-11,3.108733e-11,2.908357e-11
1.002586e+00,6.071362e-17,3.609507e-11,2.458689e-11,3.189650e-11,2.875267e-11
1.003048e+00,6.132496e-17,3.587196e-11,2.294828e-11,3.236441e-11,2.839010e-11
1.003510e+00,6.189262e-17,3.567783e-11,2.192368e-11,3.278053e-11,2.800546e-11
1.003972e+00,6.159751e-17,3.551214e-11,2.168999e-11,3.341463e-11,2.760886e-11
1.004433e+00,6.134627e-17,3.537204e-11,2.162485e-11,3.395941e-11,2.720949e-11
1.004895e+00,6.195335e-17,3.525174e-11,2.106118e-11,3.411837e-11,2.681220e-11
1.005357e+00,6.322154e-17,3.514212e-11,1.999754e-11,3.415786e-11,2.642385e-11
1.005819e+00,6.367365e-17,3.503031e-11,1.912212e-11,3.440562e-11,2.605074e-11
1.006281e+00,6.341094e-17,3.490215e-11,1.911404e-11,3.462534e-11,2.569734e-11
1.006742e+00,6.351151e-17,3.474539e-11,1.991575e-11,3.446630e-11,2.536680e-11
1.007204e+00,6.378942e-17,3.455062e-11,2.072144e-11,3.413967e-11,2.505907e-11
1.007666e+00,6.349876e-17,3.431388e-11,2.068857e-11,3.402695e-11,2.477493e-11
1.008128e+00,6.482975e-17,3.403522e-11,1.973013e-11,3.394686e-11,2.451315e-11
1.008590e+00,6.461226e-17,3.371723e-11,1.859158e-11,3.350790e-11,2.427111e-11
1.009051e+00,6.556419e-17,3.336473e-11,1.816364e-11,3.289580e-11,2.404624e-11
1.009513e+00,6.590153e-17,3.298034e-11,1.866091e-11,3.254798e-11,2.383361e-11
1.009975e+00,6.517485e-17,3.256951e-11,1.947111e-11,3.230663e-11,2.362964e-11
1.010437e+00,6.446256e-17,3.213814e-11,1.977861e-11,3.170256e-11,2.343180e-11
1.010899e+00,6.604636e-17,3.169441e-11,1.935711e-11,3.090914e-11,2.323874e-11
1.011360e+00,6.454308e-17,3.124907e-11,1.875032e-11,3.048397e-11,2.304989e-11
1.011822e+00,6.451128e-17,3.081131e-11,1.867487e-11,3.028248e-11,2.286412e-11
1.012284e+00,6.459631e-17,3.039364e-11,1.927697e-11,2.966267e-11,2.268137e-11
1.012746e+00,6.407506e-17,3.000502e-11,1.997071e-11,2.872595e-11,2.250143e-11
1.013208e+00,6.420466e-17,2.965113e-11,2.004930e-11,2.823179e-11,2.232564e-11
1.013670e+00,6.361836e-17,2.933446e-11,1.944879e-11,2.816525e-11,2.215520e-11
1.014131e+00,6.265692e-17,2.905578e-11,1.888279e-11,2.764451e-11,2.199205e-11
1.014593e+00,6.278116e-17,2.881581e-11,1.919474e-11,2.654277e-11,2.183837e-11
1.015055e+00,6.315298e-17,2.861392e-11,2.036914e-11,2.583609e-11,2.169592e-11
1.015517e+00,6.300164e-17,2.845030e-11,2.153423e-11,2.570520e-11,2.156763e-11
1.015979e+00,6.169532e-17,2.832512e-11,2.175523e-11,2.523234e-11,2.145522e-11
1.016440e+00,6.106248e-17,2.823688e-11,2.088067e-11,2.410372e-11,2.135881e-11
1.016902e+00,6.129927e-17,2.818203e-11,1.964870e-11,2.314874e-11,2.127842e-11
1.017364e+00,6.057465e-17,2.815581e-11,1.899611e-11,2.278669e-11,2.121240e-11
1.017826e+00,6.051864e-17,2.815385e-11,1.920924e-11,2.228086e-11,2.115707e-11
1.018288e+00,5.940863e-17,2.817319e-11,1.974213e-11,2.116897e-11,2.110909e-11
1.018749e+00,5.966048e-17,2.821307e-11,1.982681e-11,2.012510e-11,2.106443e-11
1.019211e+00,5.980907e-17,2.827604e-11,1.925454e-11,1.964744e-11,2.101892e-11
1.019673e+00,5.952232e-17,2.836494e-11,1.855525e-11,1.913045e-11,2.096970e-11
1.020135e+00,5.975383e-17,2.848199e-11,1.842443e-11,1.806874e-11,2.091382e-11
1.020597e+00,5.910783e-17,2.862760e-11,1.898958e-11,1.706976e-11,2.084932e-11
1.021058e+00,5.961136e-17,2.879949e-11,1.966884e-11,1.667853e-11,2.077545e-11
1.021520e+00,5.951350e-17,2.899547e-11,1.977769e-11,1.627971e-11,2.069092e-11
1.021982e+00,5.906391e-17,2.921187e-11,1.925554e-11,1.526553e-11,2.059663e-11
1.022444e+00,5.955545e-17,2.944609e-11,1.879695e-11,1.427043e-11,2.049564e-11
1.022906e+00,5.952695e-17,2.969678e-11,1.919616e-11,1.401478e-11,2.039154e-11
1.023368e+00,5.842251e-17,2.996163e-11,2.053764e-11,1.386468e-11,2.028932e-11
1.023829e+00,6.008928e-17,3.023553e-11,2.202892e-11,1.295359e-11,2.019482e-11
1.024291e+00,5.977180e-17,3.051281e-11,2.268880e-11,1.187102e-11,2.011353e-11
1.024753e+00,6.003352e-17,3.078288e-11,2.221430e-11,1.166562e-11,2.005348e-11
1.025215e+00,6.026265e-17,3.103379e-11,2.126371e-11,1.184918e-11,2.002151e-11
1.025677e+00,5.996075e-17,3.125465e-11,2.084124e-11,1.122765e-11,2.002314e-11
1.026138e+00,6.057589e-17,3.143960e-11,2.125351e-11,1.025684e-11,2.006081e-11
1.026600e+00,6.108634e-17,3.158623e-11,2.194968e-11,1.010666e-11,2.013562e-11
1.027062e+00,6.087011e-17,3.169332e-11,2.216036e-11,1.052372e-11,2.024774e-11
1.027524e+00,6.125750e-17,3.176069e-11,2.169414e-11,1.039599e-11,2.039648e-11
1.027986e+00,6.141305e-17,3.178538e-11,2.110464e-11,9.842291e-12,2.057863e-11
1.028447e+00,6.137112e-17,3.176247e-11,2.108934e-11,9.921208e-12,2.078984e-11
1.028909e+00,6.259666e-17,3.168591e-11,2.175089e-11,1.062144e-11,2.102548e-11
1.029371e+00,6.204897e-17,3.155176e-11,2.246846e-11,1.093164e-11,2.127930e-11
1.029833e+00,6.127317e-17,3.136002e-11,2.252090e-11,1.077640e-11,2.154611e-11
1.030295e+00,6.176626e-17,3.111580e-11,2.184234e-11,1.111530e-11,2.181967e-11
1.030756e+00,6.272573e-17,3.083011e-11,2.114427e-11,1.206294e-11,2.209319e-11
1.031218e+00,6.261345e-17,3.051431e-11,2.125135e-11,1.264986e-11,2.236292e-11
1.031680e+00,6.247028e-17,3.018047e-11,2.230450e-11,1.265055e-11,2.262476e-11
1.032142e+00,6.149722e-17,2.983687e-11,2.357670e-11,1.301216e-11,2.287687e-11
1.032604e+00,6.237132e-17,2.948921e-11,2.412033e-11,1.402789e-11,2.311878e-11
1.033065e+00,6.119964e-17,2.914384e-11,2.362468e-11,1.473131e-11,2.335168e-11
1.033527e+00,6.162192e-17,2.880662e-11,2.266021e-11,1.470161e-11,2.358012e-11
1.033989e+00,6.180412e-17,2.848953e-11,2.210045e-11,1.486831e-11,2.380715e-11
1.034451e+00,6.145693e-17,2.820825e-11,2.228087e-11,1.577916e-11,2.403714e-11
1.034913e+00,6.107592e-17,2.797977e-11,2.272291e-11,1.654662e-11,2.427549e-11
1.035375e+00,6.024413e-17,2.781776e-11,2.267909e-11,1.650459e-11,2.452704e-11
1.035836e+00,5.924042e-17,2.772973e-11,2.194410e-11,1.648994e-11,2.479632e-11
1.036298e+00,5.897350e-17,2.771691e-11,2.111857e-11,1.729707e-11,2.509075e-11
1.036760e+00,6.031897e-17,2.777092e-11,2.099891e-11,1.811014e-11,2.541282e-11
1.037222e+00,5.913331e-17,2.788125e-11,2.166584e-11,1.816735e-11,2.576585e-11
1.037684e+00,5.881349e-17,2.803928e-11,2.240644e-11,1.816754e-11,2.615032e-11
1.038145e+00,5.897927e-17,2.823875e-11,2.241185e-11,1.887650e-11,2.656503e-11
1.038607e+00,5.806093e-17,2.847725e-11,2.158584e-11,1.970265e-11,2.700982e-11
1.039069e+00,5.743473e-17,2.875008e-11,2.067928e-11,1.984230e-11,2.747952e-11
1.039531e+00,5.786465e-17,2.904902e-11,2.059779e-11,1.978735e-11,2.796806e-11
1.039993e+00,5.818443e-17,2.936021e-11,2.154576e-11,2.037179e-11,2.846777e-11
1.040454e+00,5.789960e-17,2.966418e-11,2.282529e-11,2.119629e-11,2.896921e-11
1.040916e+00,5.844663e-17,2.994252e-11,2.349145e-11,2.137063e-11,2.946682e-11
1.041378e+00,5.875380e-17,3.017749e-11,2.319388e-11,2.115161e-11,2.995176e-11
1.041840e+00,5.898458e-17,3.035808e-11,2.245193e-11,2.147332e-11,3.041641e-11
1.042302e+00,5.856775e-17,3.048093e-11,2.208585e-11,2.224189e-11,3.085306e-11
1.042763e+00,6.033077e-17,3.054845e-11,2.240154e-11,2.253049e-11,3.125290e-11
1.043225e+00,6.059373e-17,3.056613e-11,2.293630e-11,2.227543e-11,3.161070e-11
1.043687e+00,6.058495e-17,3.053761e-11,2.298686e-11,2.237087e-11,3.192013e-11
1.044149e+00,6.084326e-17,3.046409e-11,2.238251e-11,2.305880e-11,3.217786e-11
1.044611e+00,6.160749e-17,3.034632e-11,2.170105e-11,2.355160e-11,3.238197e-11
1.045073e+00,6.158064e-17,3.018655e-11,2.169188e-11,2.350312e-11,3.253120e-11
1.045534e+00,6.211833e-17,2.999098e-11,2.247299e-11,2.360100e-11,3.262624e-11
1.045996e+00,6.370182e-17,2.977050e-11,2.332955e-11,2.426904e-11,3.267119e-11
1.046458e+00,6.265675e-17,2.954035e-11,2.334881e-11,2.492898e-11,3.267174e-11
1.046920e+00,6.319038e-17,2.931677e-11,2.230231e-11,2.511116e-11,3.263406e-11
1.047382e+00,6.376753e-17,2.911254e-11,2.096711e-11,2.533306e-11,3.256246e-11
1.047843e+00,6.492322e-17,2.893200e-11,2.040940e-11,2.602436e-11,3.246246e-11
1.048305e+00,6.469945e-17,2.877155e-11,2.092546e-11,2.671008e-11,3.233762e-11
1.048767e+00,6.497076e-17,2.862473e-11,2.185189e-11,2.695885e-11,3.219282e-11
1.049229e+00,6.405312e-17,2.848394e-11,2.222300e-11,2.715995e-11,3.203259e-11
1.049691e+00,6.559224e-17,2.834390e-11,2.167104e-11,2.774464e-11,3.186112e-11
1.050152e+00,6.520652e-17,2.820359e-11,2.070665e-11,2.837308e-11,3.168180e-11
1.050614e+00,6.525410e-17,2.806382e-11,2.014074e-11,2.856655e-11,3.149580e-11
1.051076e+00,6.434195e-17,2.792638e-11,2.027844e-11,2.856734e-11,3.130553e-11
1.051538e+00,6.518312e-17,2.779099e-11,2.064952e-11,2.888587e-11,3.111236e-11
1.052000e+00,6.514382e-17,2.765520e-11,2.055296e-11,2.938717e-11,3.091618e-11
1.052461e+00,6.439876e-17,2.751538e-11,1.983268e-11,2.955958e-11,3.071576e-11
1.052923e+00,6.411829e-17,2.736802e-11,1.907789e-11,2.942948e-11,3.050705e-11
1.053385e+00,6.434831e-17,2.721514e-11,1.905566e-11,2.948745e-11,3.028722e-11
1.053847e+00,6.467042e-17,2.706322e-11,1.990316e-11,2.982259e-11,3.005511e-11
1.054309e+00,6.382205e-17,2.692258e-11,2.091700e-11,3.001349e-11,2.981210e-11
1.054770e+00,6.360356e-17,2.680566e-11,2.117496e-11,2.990464e-11,2.956103e-11
1.055232e+00,6.284335e-17,2.672270e-11,2.041335e-11,2.985169e-11,2.930330e-11
1.055694e+00,6.273934e-17,2.668188e-11,1.930079e-11,3.005956e-11,2.904282e-11
1.056156e+00,6.281420e-17,2.668593e-11,1.883210e-11,3.023971e-11,2.878253e-11
1.056618e+00,6.172098e-17,2.673457e-11,1.941620e-11,3.016156e-11,2.852834e-11
1.057080e+00,6.133356e-17,2.682661e-11,2.050229e-11,3.006305e-11,2.828632e-11
1.057541e+00,6.023076e-17,2.695927e-11,2.111918e-11,3.019493e-11,2.806126e-11
1.058003e+00,5.992020e-17,2.713039e-11,2.079604e-11,3.034681e-11,2.785661e-11
1.058465e+00,5.961969e-17,2.733444e-11,2.001265e-11,3.023025e-11,2.767872e-11
1.058927e+00,5.984421e-17,2.756150e-11,1.960527e-11,3.002708e-11,2.753369e-11
1.059389e+00,5.883231e-17,2.779903e-11,1.983663e-11,3.003123e-11,2.742831e-11
1.059850e+00,5.903337e-17,2.803020e-11,2.017244e-11,3.013603e-11,2.736902e-11
1.060312e+00,5.891442e-17,2.823952e-11,1.986678e-11,3.002997e-11,2.736008e-11
1.060774e+00,5.774394e-17,2.841274e-11,1.876458e-11,2.972740e-11,2.740275e-11
1.061236e+00,5.671147e-17,2.854050e-11,1.751641e-11,2.953637e-11,2.749589e-11
1.061698e+00,5.756721e-17,2.861984e-11,1.696521e-11,2.954579e-11,2.763706e-11
1.062159e+00,5.654062e-17,2.865205e-11,1.730891e-11,2.949413e-11,2.782133e-11
1.062621e+00,5.701346e-17,2.864085e-11,1.787790e-11,2.920522e-11,2.804279e-11
1.063083e+00,5.629362e-17,2.859155e-11,1.774437e-11,2.886356e-11,2.829391e-11
1.063545e+00,5.617725e-17,2.850967e-11,1.660828e-11,2.870431e-11,2.856691e-11
1.064007e+00,5.560232e-17,2.840117e-11,1.509592e-11,2.864510e-11,2.885353e-11
1.064468e+00,5.662142e-17,2.827372e-11,1.418748e-11,2.844030e-11,2.914582e-11
1.064930e+00,5.617251e-17,2.813605e-11,1.431617e-11,2.807704e-11,2.943744e-11
1.065392e+00,5.593230e-17,2.799908e-11,1.502806e-11,2.777288e-11,2.972147e-11
1.065854e+00,5.588167e-17,2.787407e-11,1.547458e-11,2.760843e-11,2.999074e-11
1.066316e+00,5.676337e-17,2.777099e-11,1.526104e-11,2.741206e-11,3.023835e-11
1.066778e+00,5.623603e-17,2.769752e-11,1.480757e-11,2.707200e-11,3.046004e-11
1.067239e+00,5.701660e-17,2.765806e-11,1.486906e-11,2.672165e-11,3.065199e-11
1.067701e+00,5.804849e-17,2.765340e-11,1.571192e-11,2.646949e-11,3.081442e-11
1.068163e+00,5.829635e-17,2.768355e-11,1.679666e-11,2.618277e-11,3.095012e-11
1.068625e+00,5.784729e-17,2.774837e-11,1.729976e-11,2.574090e-11,3.106260e-11
1.069087e+00,5.867456e-17,2.784849e-11,1.697409e-11,2.531245e-11,3.115553e-11
1.069548e+00,5.867528e-17,2.798096e-11,1.656064e-11,2.504073e-11,3.123415e-11
1.070010e+00,6.023602e-17,2.814179e-11,1.699183e-11,2.470447e-11,3.130297e-11
1.070472e+00,5.955043e-17,2.832246e-11,1.849357e-11,2.409773e-11,3.136603e-11
1.070934e+00,6.131350e-17,2.851050e-11,2.033928e-11,2.345208e-11,3.142554e-11
1.071396e+00,6.119771e-17,2.869095e-11,2.150698e-11,2.308119e-11,3.148114e-11
1.071857e+00,6.097187e-17,2.884838e-11,2.161155e-11,2.279961e-11,3.153054e-11
1.072319e+00,6.167371e-17,2.897072e-11,2.122203e-11,2.219924e-11,3.157132e-11
1.072781e+00,6.185961e-17,2.904914e-11,2.129222e-11,2.139219e-11,3.160085e-11
1.073243e+00,6.259813e-17,2.907878e-11,2.226059e-11,2.088085e-11,3.161513e-11
1.073705e+00,6.303961e-17,2.905849e-11,2.368787e-11,2.069998e-11,3.160920e-11
1.074166e+00,6.297621e-17,2.899036e-11,2.475247e-11,2.034464e-11,3.157674e-11
1.074628e+00,6.331071e-17,2.887663e-11,2.509086e-11,1.967447e-11,3.150992e-11
1.075090e+00,6.383495e-17,2.872025e-11,2.511658e-11,1.920105e-11,3.140220e-11
1.075552e+00,6.324330e-17,2.852620e-11,2.554612e-11,1.919980e-11,3.124835e-11
1.076014e+00,6.355995e-17,2.830276e-11,2.659976e-11,1.922785e-11,3.104438e-11
1.076475e+00,6.305552e-17,2.806187e-11,2.770832e-11,1.895109e-11,3.078830e-11
1.076937e+00,6.316928e-17,2.781685e-11,2.806273e-11,1.877627e-11,3.047819e-11
1.077399e+00,6.348459e-17,2.758327e-11,2.743922e-11,1.909971e-11,3.011596e-11
1.077861e+00,6.227081e-17,2.737488e-11,2.651307e-11,1.954773e-11,2.970636e-11
1.078323e+00,6.134857e-17,2.720186e-11,2.627318e-11,1.967346e-11,2.925624e-11
1.078785e+00,6.184719e-17,2.706941e-11,2.708601e-11,1.983347e-11,2.877287e-11
1.079246e+00,6.056303e-17,2.697854e-11,2.830782e-11,2.052684e-11,2.826479e-11
1.079708e+00,6.023902e-17,2.692708e-11,2.885174e-11,2.137071e-11,2.773649e-11
1.080170e+00,5.955995e-17,2.691352e-11,2.818652e-11,2.173172e-11,2.719597e-11
1.080632e+00,5.972779e-17,2.693352e-11,2.692600e-11,2.200187e-11,2.665231e-11
1.081094e+00,5.870957e-17,2.698416e-11,2.607749e-11,2.281425e-11,2.611275e-11
1.081555e+00,5.777974e-17,2.706146e-11,2.611492e-11,2.381440e-11,2.558353e-11
1.082017e+00,5.751373e-17,2.716039e-11,2.661017e-11,2.428266e-11,2.506673e-11
