k_s_per_km,kPk_pi_p1_n1,kPk_pi_p2_n1,kPk_pi_p7_n1,kPk_pi_p8_n1,kPk_pi_p9_n1
2.244851e+00,2.593335e-17,7.761613e-11,6.290588e-11,5.928294e-11,6.360313e-11
2.245313e+00,2.540592e-17,7.792865e-11,6.544016e-11,5.876520e-11,6.375263e-11
2.245774e+00,2.561016e-17,7.815124e-11,6.540106e-11,5.819690e-11,6.387046e-11
2.246236e+00,2.578265e-17,7.832065e-11,6.332106e-11,5.809082e-11,6.396878e-11
2.246698e+00,2.565141e-17,7.848123e-11,6.117643e-11,5.803041e-11,6.405823e-11
2.247160e+00,2.574888e-17,7.867681e-11,6.037699e-11,5.741167e-11,6.414765e-11
2.247622e+00,2.543752e-17,7.893309e-11,6.034024e-11,5.666127e-11,6.424039e-11
2.248083e+00,2.589686e-17,7.925332e-11,5.942549e-11,5.642682e-11,6.433464e-11
2.248545e+00,2.537557e-17,7.962231e-11,5.674352e-11,5.637070e-11,6.442857e-11
2.249007e+00,2.540773e-17,8.000728e-11,5.316016e-11,5.576419e-11,6.452015e-11
2.249469e+00,2.498616e-17,8.037190e-11,5.045000e-11,5.481294e-11,6.460515e-11
2.249931e+00,2.506627e-17,8.068486e-11,4.950551e-11,5.428303e-11,6.467545e-11
2.250393e+00,2.517986e-17,8.091983e-11,4.941423e-11,5.410941e-11,6.471981e-11
2.250854e+00,2.516946e-17,8.105674e-11,4.832487e-11,5.351908e-11,6.472535e-11
2.251316e+00,2.481737e-17,8.107839e-11,4.530032e-11,5.245119e-11,6.467829e-11
2.251778e+00,2.578121e-17,8.096583e-11,4.135091e-11,5.167948e-11,6.456333e-11
2.252240e+00,2.519065e-17,8.070152e-11,3.858110e-11,5.140926e-11,6.436293e-11
2.252702e+00,2.477787e-17,8.027493e-11,3.825700e-11,5.094498e-11,6.405970e-11
2.253163e+00,2.473022e-17,7.969003e-11,3.963376e-11,5.003211e-11,6.363974e-11
2.253625e+00,2.495649e-17,7.896459e-11,4.068604e-11,4.936239e-11,6.309069e-11
2.254087e+00,2.504583e-17,7.813726e-11,3.997912e-11,4.931215e-11,6.240934e-11
2.254549e+00,2.450670e-17,7.725629e-11,3.794166e-11,4.924424e-11,6.159693e-11
2.255011e+00,2.480841e-17,7.637005e-11,3.630062e-11,4.872366e-11,6.065907e-11
2.255472e+00,2.493851e-17,7.551845e-11,3.629766e-11,4.837788e-11,5.960940e-11
2.255934e+00,2.511262e-17,7.472003e-11,3.747368e-11,4.873818e-11,5.845924e-11
2.256396e+00,2.503448e-17,7.398299e-11,3.822731e-11,4.919532e-11,5.722974e-11
2.256858e+00,2.456056e-17,7.330398e-11,3.755264e-11,4.906017e-11,5.594361e-11
2.257320e+00,2.447624e-17,7.267883e-11,3.620298e-11,4.884584e-11,5.462618e-11
2.257781e+00,2.436758e-17,7.211018e-11,3.611945e-11,4.934760e-11,5.330912e-11
2.258243e+00,2.454787e-17,7.160119e-11,3.824162e-11,5.004056e-11,5.201915e-11
2.258705e+00,2.485415e-17,7.116323e-11,4.147826e-11,5.009159e-11,5.079150e-11
2.259167e+00,2.477164e-17,7.080292e-11,4.370549e-11,4.982826e-11,4.965969e-11
2.259629e+00,2.436428e-17,7.051997e-11,4.375613e-11,5.004558e-11,4.865038e-11
2.260091e+00,2.484775e-17,7.030995e-11,4.251164e-11,5.055123e-11,4.779273e-11
2.260552e+00,2.502114e-17,7.016632e-11,4.207750e-11,5.058969e-11,4.711053e-11
2.261014e+00,2.441724e-17,7.008686e-11,4.380674e-11,5.024459e-11,4.661704e-11
2.261476e+00,2.516027e-17,7.007889e-11,4.707788e-11,5.022355e-11,4.632176e-11
2.261938e+00,2.487255e-17,7.015937e-11,4.994305e-11,5.053128e-11,4.622643e-11
2.262400e+00,2.522329e-17,7.035216e-11,5.098043e-11,5.053373e-11,4.632802e-11
2.262861e+00,2.481843e-17,7.068054e-11,5.053215e-11,5.020667e-11,4.661808e-11
2.263323e+00,2.535800e-17,7.116480e-11,5.016119e-11,5.016129e-11,4.708609e-11
2.263785e+00,2.499626e-17,7.181477e-11,5.096808e-11,5.045034e-11,4.771378e-11
2.264247e+00,2.503553e-17,7.263360e-11,5.245350e-11,5.045634e-11,4.847850e-11
2.264709e+00,2.558395e-17,7.362133e-11,5.308539e-11,5.008689e-11,4.935619e-11
2.265170e+00,2.531852e-17,7.477591e-11,5.197905e-11,4.996524e-11,5.031827e-11
2.265632e+00,2.535678e-17,7.610579e-11,4.994788e-11,5.020995e-11,5.134043e-11
2.266094e+00,2.517078e-17,7.761367e-11,4.884031e-11,5.013032e-11,5.239123e-11
2.266556e+00,2.570006e-17,7.930049e-11,4.973088e-11,4.948315e-11,5.344162e-11
2.267018e+00,2.552322e-17,8.115933e-11,5.176643e-11,4.896247e-11,5.446558e-11
2.267479e+00,2.538487e-17,8.316770e-11,5.286893e-11,4.892300e-11,5.543901e-11
2.267941e+00,2.536428e-17,8.530453e-11,5.171386e-11,4.867013e-11,5.634959e-11
2.268403e+00,2.518809e-17,8.752462e-11,4.907061e-11,4.770189e-11,5.717980e-11
2.268865e+00,2.551323e-17,8.979739e-11,4.728180e-11,4.669527e-11,5.792081e-11
2.269327e+00,2.590227e-17,9.207864e-11,4.792163e-11,4.625094e-11,5.856551e-11
2.269788e+00,2.538365e-17,9.433149e-11,5.043941e-11,4.584930e-11,5.910915e-11
2.270250e+00,2.601347e-17,9.653614e-11,5.291483e-11,4.491057e-11,5.955326e-11
2.270712e+00,2.558881e-17,9.865732e-11,5.391270e-11,4.384555e-11,5.989777e-11
2.271174e+00,2.568510e-17,1.006633e-10,5.375345e-11,4.326967e-11,6.014515e-11
2.271636e+00,2.579795e-17,1.025203e-10,5.394121e-11,4.293767e-11,6.029880e-11
2.272098e+00,2.584667e-17,1.041946e-10,5.544492e-11,4.230061e-11,6.036337e-11
2.272559e+00,2.593125e-17,1.056548e-10,5.759540e-11,4.153675e-11,6.034520e-11
2.273021e+00,2.566011e-17,1.068878e-10,5.873898e-11,4.116097e-11,6.025052e-11
2.273483e+00,2.587155e-17,1.078825e-10,5.791870e-11,4.105758e-11,6.008483e-11
2.273945e+00,2.537562e-17,1.086425e-10,5.595686e-11,4.072354e-11,5.985229e-11
2.274407e+00,2.561771e-17,1.091805e-10,5.474331e-11,4.020845e-11,5.955533e-11
2.274868e+00,2.540957e-17,1.095142e-10,5.540477e-11,3.996931e-11,5.919766e-11
2.275330e+00,2.574303e-17,1.096673e-10,5.715864e-11,3.996678e-11,5.878173e-11
2.275792e+00,2.582030e-17,1.096614e-10,5.798542e-11,3.971902e-11,5.831209e-11
2.276254e+00,2.535790e-17,1.095194e-10,5.654184e-11,3.917922e-11,5.779328e-11
2.276716e+00,2.535066e-17,1.092645e-10,5.348007e-11,3.879305e-11,5.723068e-11
2.277177e+00,2.537964e-17,1.089208e-10,5.089360e-11,3.864744e-11,5.663089e-11
2.277639e+00,2.585295e-17,1.085078e-10,5.038037e-11,3.830670e-11,5.599772e-11
2.278101e+00,2.552538e-17,1.080446e-10,5.165546e-11,3.762246e-11,5.534039e-11
2.278563e+00,2.505938e-17,1.075425e-10,5.294106e-11,3.699882e-11,5.466315e-11
2.279025e+00,2.532580e-17,1.070094e-10,5.278160e-11,3.665534e-11,5.397436e-11
2.279486e+00,2.516153e-17,1.064477e-10,5.148504e-11,3.624391e-11,5.328237e-11
2.279948e+00,2.547243e-17,1.058555e-10,5.077355e-11,3.554813e-11,5.259286e-11
2.280410e+00,2.521110e-17,1.052346e-10,5.170258e-11,3.489239e-11,5.191699e-11
2.280872e+00,2.502098e-17,1.045865e-10,5.352225e-11,3.450386e-11,5.126340e-11
2.281334e+00,2.490262e-17,1.039170e-10,5.441871e-11,3.415130e-11,5.063972e-11
2.281796e+00,2.476378e-17,1.032333e-10,5.336840e-11,3.362992e-11,5.005118e-11
2.282257e+00,2.514688e-17,1.025445e-10,5.126732e-11,3.313410e-11,4.950145e-11
2.282719e+00,2.476966e-17,1.018541e-10,5.015927e-11,3.287013e-11,4.898839e-11
2.283181e+00,2.521199e-17,1.011683e-10,5.134349e-11,3.269036e-11,4.851118e-11
2.283643e+00,2.530950e-17,1.004902e-10,5.410475e-11,3.238862e-11,4.806520e-11
2.284105e+00,2.464951e-17,9.982097e-11,5.636726e-11,3.207742e-11,4.764362e-11
2.284566e+00,2.536577e-17,9.916185e-11,5.662723e-11,3.196507e-11,4.723984e-11
2.285028e+00,2.505276e-17,9.850841e-11,5.531336e-11,3.197876e-11,4.684391e-11
2.285490e+00,2.523681e-17,9.785924e-11,5.430240e-11,3.191074e-11,4.644851e-11
2.285952e+00,2.543296e-17,9.720986e-11,5.509636e-11,3.178963e-11,4.604596e-11
2.286414e+00,2.498259e-17,9.655488e-11,5.743109e-11,3.181907e-11,4.562756e-11
2.286875e+00,2.481915e-17,9.589125e-11,5.964886e-11,3.202302e-11,4.518666e-11
2.287337e+00,2.508781e-17,9.521438e-11,6.043389e-11,3.222504e-11,4.471672e-11
2.287799e+00,2.554850e-17,9.453084e-11,6.008845e-11,3.235638e-11,4.421813e-11
2.288261e+00,2.547609e-17,9.384842e-11,6.015349e-11,3.255807e-11,4.369284e-11
2.288723e+00,2.520693e-17,9.318254e-11,6.170436e-11,3.293356e-11,4.314946e-11
2.289184e+00,2.513228e-17,9.255204e-11,6.407383e-11,3.338929e-11,4.260253e-11
2.289646e+00,2.505622e-17,9.197034e-11,6.538015e-11,3.380209e-11,4.206740e-11
2.290108e+00,2.564388e-17,9.145131e-11,6.435050e-11,3.420257e-11,4.156726e-11
2.290570e+00,2.569982e-17,9.100332e-11,6.178848e-11,3.470799e-11,4.112923e-11
2.291032e+00,2.532827e-17,9.062384e-11,6.007516e-11,3.531217e-11,4.077641e-11
2.291493e+00,2.594276e-17,9.030771e-11,6.072170e-11,3.591303e-11,4.053177e-11
2.291955e+00,2.564704e-17,9.004530e-11,6.311720e-11,3.647683e-11,4.041327e-11
2.292417e+00,2.559470e-17,8.982470e-11,6.514001e-11,3.706478e-11,4.043837e-11
2.292879e+00,2.527980e-17,8.962804e-11,6.515931e-11,3.770850e-11,4.062101e-11
2.293341e+00,2.569095e-17,8.943294e-11,6.347509e-11,3.834042e-11,4.097006e-11
2.293803e+00,2.564853e-17,8.921031e-11,6.187932e-11,3.890408e-11,4.148823e-11
2.294264e+00,2.549619e-17,8.892548e-11,6.184362e-11,3.944566e-11,4.217005e-11
2.294726e+00,2.542755e-17,8.853974e-11,6.314922e-11,4.001312e-11,4.300897e-11
2.295188e+00,2.548562e-17,8.801765e-11,6.424397e-11,4.052383e-11,4.398840e-11
2.295650e+00,2.553411e-17,8.732911e-11,6.390631e-11,4.087916e-11,4.508799e-11
2.296112e+00,2.562411e-17,8.645590e-11,6.250755e-11,4.114424e-11,4.628281e-11
2.296573e+00,2.537986e-17,8.539536e-11,6.159188e-11,4.144503e-11,4.754183e-11
2.297035e+00,2.556385e-17,8.415147e-11,6.219450e-11,4.171560e-11,4.883995e-11
2.297497e+00,2.494972e-17,8.274043e-11,6.365024e-11,4.176487e-11,5.015067e-11
2.297959e+00,2.509842e-17,8.118409e-11,6.409768e-11,4.162031e-11,5.145213e-11
2.298421e+00,2.506043e-17,7.950963e-11,6.228077e-11,4.153425e-11,5.272583e-11
2.298882e+00,2.531115e-17,7.774901e-11,5.890303e-11,4.155701e-11,5.395442e-11
2.299344e+00,2.509784e-17,7.592476e-11,5.610061e-11,4.141279e-11,5.513116e-11
2.299806e+00,2.482108e-17,7.407324e-11,5.556736e-11,4.098117e-11,5.624483e-11
2.300268e+00,2.497025e-17,7.223056e-11,5.698573e-11,4.057784e-11,5.728918e-11
2.300730e+00,2.531962e-17,7.043421e-11,5.836184e-11,4.045575e-11,5.826101e-11
2.301191e+00,2.501964e-17,6.872488e-11,5.790544e-11,4.033406e-11,5.915795e-11
2.301653e+00,2.440706e-17,6.712574e-11,5.583776e-11,3.987898e-11,5.998437e-11
2.302115e+00,2.456222e-17,6.565530e-11,5.406264e-11,3.936875e-11,6.073958e-11
2.302577e+00,2.475906e-17,6.431846e-11,5.409243e-11,3.920370e-11,6.142510e-11
2.303039e+00,2.455422e-17,6.311107e-11,5.569396e-11,3.920514e-11,6.204206e-11
2.303501e+00,2.479358e-17,6.202471e-11,5.730503e-11,3.894264e-11,6.259050e-11
2.303962e+00,2.485328e-17,6.105398e-11,5.775986e-11,3.852278e-11,6.306742e-11
2.304424e+00,2.487686e-17,6.019265e-11,5.753678e-11,3.841100e-11,6.346875e-11
2.304886e+00,2.465637e-17,5.944800e-11,5.827131e-11,3.859666e-11,6.378544e-11
2.305348e+00,2.474486e-17,5.882876e-11,6.102157e-11,3.860821e-11,6.400986e-11
2.305810e+00,2.490521e-17,5.834334e-11,6.503281e-11,3.838498e-11,6.413779e-11
2.306271e+00,2.470762e-17,5.799706e-11,6.827967e-11,3.840782e-11,6.416982e-11
2.306733e+00,2.482400e-17,5.778669e-11,6.933919e-11,3.882173e-11,6.410962e-11
2.307195e+00,2.484423e-17,5.770487e-11,6.870850e-11,3.915798e-11,6.396244e-11
2.307657e+00,2.468161e-17,5.774217e-11,6.836916e-11,3.919773e-11,6.373675e-11
2.308119e+00,2.504538e-17,5.789160e-11,6.992188e-11,3.940023e-11,6.344564e-11
2.308580e+00,2.502312e-17,5.815007e-11,7.307372e-11,4.005505e-11,6.310660e-11
2.309042e+00,2.441545e-17,5.852084e-11,7.597583e-11,4.071490e-11,6.273542e-11
2.309504e+00,2.547925e-17,5.900674e-11,7.696792e-11,4.100420e-11,6.234796e-11
2.309966e+00,2.531634e-17,5.960767e-11,7.613851e-11,4.134774e-11,6.195748e-11
2.310428e+00,2.537216e-17,6.031618e-11,7.511623e-11,4.218549e-11,6.157698e-11
2.310889e+00,2.509547e-17,6.111414e-11,7.536635e-11,4.308174e-11,6.122206e-11
2.311351e+00,2.483195e-17,6.198227e-11,7.670721e-11,4.347831e-11,6.090497e-11
2.311813e+00,2.505831e-17,6.289514e-11,7.754446e-11,4.375983e-11,6.063647e-11
2.312275e+00,2.492793e-17,6.383179e-11,7.654409e-11,4.458899e-11,6.042263e-11
2.312737e+00,2.467020e-17,6.477448e-11,7.437630e-11,4.551968e-11,6.025888e-11
2.313198e+00,2.543589e-17,6.570878e-11,7.298306e-11,4.582019e-11,6.013778e-11
2.313660e+00,2.532460e-17,6.662517e-11,7.362626e-11,4.583716e-11,6.004881e-11
2.314122e+00,2.522658e-17,6.750158e-11,7.557921e-11,4.633722e-11,5.997852e-11
2.314584e+00,2.523945e-17,6.831111e-11,7.670201e-11,4.704332e-11,5.991080e-11
2.315046e+00,2.517989e-17,6.902226e-11,7.541591e-11,4.711277e-11,5.982896e-11
2.315508e+00,2.558380e-17,6.960480e-11,7.217317e-11,4.671670e-11,5.971902e-11
2.315969e+00,2.510751e-17,7.003641e-11,6.902817e-11,4.675225e-11,5.957302e-11
2.316431e+00,2.499586e-17,7.031325e-11,6.769778e-11,4.716718e-11,5.938604e-11
2.316893e+00,2.513456e-17,7.044507e-11,6.807553e-11,4.702734e-11,5.915553e-11
2.317355e+00,2.487711e-17,7.045565e-11,6.845110e-11,4.627588e-11,5.888054e-11
2.317817e+00,2.489321e-17,7.037840e-11,6.726261e-11,4.591120e-11,5.856220e-11
2.318278e+00,2.512256e-17,7.024946e-11,6.460738e-11,4.614883e-11,5.820485e-11
2.318740e+00,2.432726e-17,7.010283e-11,6.201236e-11,4.599289e-11,5.781230e-11
2.319202e+00,2.471468e-17,6.997093e-11,6.082964e-11,4.510468e-11,5.739436e-11
2.319664e+00,2.450496e-17,6.988546e-11,6.080572e-11,4.452513e-11,5.696337e-11
2.320126e+00,2.495276e-17,6.988122e-11,6.035042e-11,4.478062e-11,5.653290e-11
2.320587e+00,2.484728e-17,6.999628e-11,5.822771e-11,4.485673e-11,5.611908e-11
2.321049e+00,2.467964e-17,7.026972e-11,5.493828e-11,4.407062e-11,5.573509e-11
2.321511e+00,2.496332e-17,7.073485e-11,5.239471e-11,4.341891e-11,5.539487e-11
2.321973e+00,2.446347e-17,7.141495e-11,5.207210e-11,4.378166e-11,5.511036e-11
2.322435e+00,2.417242e-17,7.231809e-11,5.344775e-11,4.420678e-11,5.488956e-11
2.322896e+00,2.466086e-17,7.343514e-11,5.428127e-11,4.360135e-11,5.473552e-11
2.323358e+00,2.409999e-17,7.475422e-11,5.260042e-11,4.287229e-11,5.464633e-11
2.323820e+00,2.423673e-17,7.624192e-11,4.880362e-11,4.316999e-11,5.461525e-11
2.324282e+00,2.472970e-17,7.787344e-11,4.503243e-11,4.365444e-11,5.463721e-11
2.324744e+00,2.442675e-17,7.962514e-11,4.319039e-11,4.313187e-11,5.470763e-11
2.325206e+00,2.450339e-17,8.147284e-11,4.329710e-11,4.225270e-11,5.482128e-11
2.325667e+00,2.444879e-17,8.338268e-11,4.371312e-11,4.221751e-11,5.496991e-11
2.326129e+00,2.420184e-17,8.532480e-11,4.290941e-11,4.249682e-11,5.514349e-11
2.326591e+00,2.404993e-17,8.725228e-11,4.096330e-11,4.184144e-11,5.533069e-11
2.327053e+00,2.403597e-17,8.910832e-11,3.938491e-11,4.065925e-11,5.551980e-11
2.327515e+00,2.434708e-17,9.083921e-11,3.946472e-11,4.025719e-11,5.569955e-11
2.327976e+00,2.456364e-17,9.239491e-11,4.087337e-11,4.036174e-11,5.585764e-11
2.328438e+00,2.424807e-17,9.374570e-11,4.196150e-11,3.962865e-11,5.598200e-11
2.328900e+00,2.452786e-17,9.486200e-11,4.142540e-11,3.821018e-11,5.606104e-11
2.329362e+00,2.439413e-17,9.572629e-11,3.972959e-11,3.753786e-11,5.608798e-11
2.329824e+00,2.451193e-17,9.632580e-11,3.877598e-11,3.764605e-11,5.606203e-11
2.330285e+00,2.447058e-17,9.665086e-11,4.009071e-11,3.707639e-11,5.598530e-11
2.330747e+00,2.475318e-17,9.669865e-11,4.329298e-11,3.561839e-11,5.585792e-11
2.331209e+00,2.467617e-17,9.647290e-11,4.632824e-11,3.477060e-11,5.567986e-11
2.331671e+00,2.440848e-17,9.599274e-11,4.732421e-11,3.497299e-11,5.545270e-11
2.332133e+00,2.476289e-17,9.529389e-11,4.630525e-11,3.475558e-11,5.517999e-11
2.332594e+00,2.496648e-17,9.442759e-11,4.512678e-11,3.348141e-11,5.486874e-11
2.333056e+00,2.479220e-17,9.344858e-11,4.568220e-11,3.258801e-11,5.452377e-11
2.333518e+00,2.476698e-17,9.241595e-11,4.816237e-11,3.296062e-11,5.414804e-11
2.333980e+00,2.543917e-17,9.137889e-11,5.094774e-11,3.323790e-11,5.374368e-11
2.334442e+00,2.479858e-17,9.037549e-11,5.236957e-11,3.244897e-11,5.331656e-11
2.334903e+00,2.502161e-17,8.943160e-11,5.256053e-11,3.188481e-11,5.287478e-11
2.335365e+00,2.474309e-17,8.855982e-11,5.310211e-11,3.252781e-11,5.242285e-11
2.335827e+00,2.488045e-17,8.776989e-11,5.529836e-11,3.333776e-11,5.196178e-11
2.336289e+00,2.508209e-17,8.707100e-11,5.873135e-11,3.331693e-11,5.149049e-11
2.336751e+00,2.499835e-17,8.646536e-11,6.158941e-11,3.334196e-11,5.100630e-11
2.337213e+00,2.495755e-17,8.594880e-11,6.244236e-11,3.440465e-11,5.050810e-11
2.337674e+00,2.502060e-17,8.551050e-11,6.170582e-11,3.574610e-11,4.999769e-11
2.338136e+00,2.497922e-17,8.513005e-11,6.130682e-11,3.635538e-11,4.947344e-11
2.338598e+00,2.517513e-17,8.478865e-11,6.287319e-11,3.684351e-11,4.893646e-11
2.339060e+00,2.483660e-17,8.447316e-11,6.613943e-11,3.820059e-11,4.838771e-11
2.339522e+00,2.474406e-17,8.418376e-11,6.914660e-11,3.986828e-11,4.783143e-11
2.339983e+00,2.459788e-17,8.393644e-11,7.003877e-11,4.080739e-11,4.727714e-11
2.340445e+00,2.470337e-17,8.375860e-11,6.873706e-11,4.146304e-11,4.673287e-11
2.340907e+00,2.479063e-17,8.368669e-11,6.689137e-11,4.286729e-11,4.620917e-11
2.341369e+00,2.479943e-17,8.375496e-11,6.623579e-11,4.463854e-11,4.571420e-11
2.341831e+00,2.450376e-17,8.399007e-11,6.694434e-11,4.569033e-11,4.525723e-11
2.342292e+00,2.466191e-17,8.440801e-11,6.760796e-11,4.630785e-11,4.484954e-11
2.342754e+00,2.443555e-17,8.501676e-11,6.681000e-11,4.761342e-11,4.449985e-11
2.343216e+00,2.442911e-17,8.581389e-11,6.465412e-11,4.940226e-11,4.421893e-11
2.343678e+00,2.500570e-17,8.679227e-11,6.272009e-11,5.047370e-11,4.401391e-11
2.344140e+00,2.454013e-17,8.793764e-11,6.242436e-11,5.088796e-11,4.388845e-11
2.344601e+00,2.449463e-17,8.922371e-11,6.344129e-11,5.188650e-11,4.384468e-11
2.345063e+00,2.467034e-17,9.061992e-11,6.375550e-11,5.351706e-11,4.388630e-11
2.345525e+00,2.431392e-17,9.207494e-11,6.175562e-11,5.445640e-11,4.400876e-11
2.345987e+00,2.423421e-17,9.352886e-11,5.792558e-11,5.455420e-11,4.420757e-11
2.346449e+00,2.404552e-17,9.492490e-11,5.443534e-11,5.496485e-11,4.447688e-11
2.346911e+00,2.417953e-17,9.621392e-11,5.317968e-11,5.597411e-11,4.480915e-11
2.347372e+00,2.452690e-17,9.736002e-11,5.408209e-11,5.655454e-11,4.519582e-11
2.347834e+00,2.426921e-17,9.835154e-11,5.527909e-11,5.628449e-11,4.563223e-11
2.348296e+00,2.461306e-17,9.918292e-11,5.491425e-11,5.602998e-11,4.611099e-11
2.348758e+00,2.467407e-17,9.985973e-11,5.285001e-11,5.631043e-11,4.662523e-11
2.349220e+00,2.437280e-17,1.003903e-10,5.064569e-11,5.644762e-11,4.717009e-11
2.349681e+00,2.394888e-17,1.007814e-10,4.991813e-11,5.592027e-11,4.774074e-11
2.350143e+00,2.391842e-17,1.010419e-10,5.074960e-11,5.528116e-11,4.833646e-11
2.350605e+00,2.413341e-17,1.011804e-10,5.171044e-11,5.507678e-11,4.895378e-11
2.351067e+00,2.380825e-17,1.012109e-10,5.140339e-11,5.490103e-11,4.959048e-11
2.351529e+00,2.398858e-17,1.011513e-10,4.996061e-11,5.427255e-11,5.024462e-11
2.351990e+00,2.397610e-17,1.010214e-10,4.893950e-11,5.354747e-11,5.091293e-11
2.352452e+00,2.427706e-17,1.008362e-10,4.968414e-11,5.318553e-11,5.159418e-11
2.352914e+00,2.396414e-17,1.006033e-10,5.183077e-11,5.288356e-11,5.227998e-11
2.353376e+00,2.375786e-17,1.003221e-10,5.345261e-11,5.219410e-11,5.296195e-11
2.353838e+00,2.389267e-17,9.998801e-11,5.284258e-11,5.140904e-11,5.363109e-11
2.354299e+00,2.383413e-17,9.960024e-11,5.023219e-11,5.101116e-11,5.427529e-11
2.354761e+00,2.375301e-17,9.915945e-11,4.768435e-11,5.073969e-11,5.488861e-11
2.355223e+00,2.414144e-17,9.868136e-11,4.730935e-11,5.005316e-11,5.545594e-11
2.355685e+00,2.432874e-17,9.818809e-11,4.933661e-11,4.913187e-11,5.596228e-11
2.356147e+00,2.396393e-17,9.770219e-11,5.183889e-11,4.858673e-11,5.639382e-11
2.356608e+00,2.385493e-17,9.724006e-11,5.279706e-11,4.831808e-11,5.674294e-11
2.357070e+00,2.403370e-17,9.680464e-11,5.203045e-11,4.775299e-11,5.700430e-11
2.357532e+00,2.391017e-17,9.639436e-11,5.111134e-11,4.683540e-11,5.717173e-11
2.357994e+00,2.367525e-17,9.600528e-11,5.166533e-11,4.605663e-11,5.724149e-11
2.358456e+00,2.366152e-17,9.563849e-11,5.373114e-11,4.560612e-11,5.721304e-11
2.358918e+00,2.393668e-17,9.530438e-11,5.580006e-11,4.511545e-11,5.709129e-11
2.359379e+00,2.392055e-17,9.502147e-11,5.643528e-11,4.431429e-11,5.688647e-11
2.359841e+00,2.431880e-17,9.480837e-11,5.579682e-11,4.343105e-11,5.660917e-11
2.360303e+00,2.366786e-17,9.467987e-11,5.551675e-11,4.278125e-11,5.627225e-11
2.360765e+00,2.327863e-17,9.463936e-11,5.703192e-11,4.227755e-11,5.589114e-11
2.361227e+00,2.420941e-17,9.467932e-11,6.001735e-11,4.163301e-11,5.548385e-11
2.361688e+00,2.369049e-17,9.478591e-11,6.251914e-11,4.084578e-11,5.507060e-11
2.362150e+00,2.391679e-17,9.494779e-11,6.274741e-11,4.017913e-11,5.466917e-11
2.362612e+00,2.417591e-17,9.516064e-11,6.075469e-11,3.973260e-11,5.429754e-11
2.363074e+00,2.423560e-17,9.542969e-11,5.846733e-11,3.929323e-11,5.396913e-11
2.363536e+00,2.386047e-17,9.576538e-11,5.793053e-11,3.872007e-11,5.369591e-11
2.363997e+00,2.407883e-17,9.617423e-11,5.946341e-11,3.821154e-11,5.349026e-11
2.364459e+00,2.433363e-17,9.665817e-11,6.150853e-11,3.797043e-11,5.336028e-11
2.364921e+00,2.427956e-17,9.720536e-11,6.221650e-11,3.783226e-11,5.331308e-11
2.365383e+00,2.408152e-17,9.779848e-11,6.126188e-11,3.752134e-11,5.335177e-11
2.365845e+00,2.392509e-17,9.842047e-11,6.008928e-11,3.717952e-11,5.347658e-11
2.366306e+00,2.364049e-17,9.906086e-11,6.037131e-11,3.718586e-11,5.368563e-11
2.366768e+00,2.388226e-17,9.972529e-11,6.224239e-11,3.745918e-11,5.397935e-11
2.367230e+00,2.384316e-17,1.004217e-10,6.400054e-11,3.750922e-11,5.435015e-11
2.367692e+00,2.396593e-17,1.011569e-10,6.409125e-11,3.734739e-11,5.478913e-11
2.368154e+00,2.451718e-17,1.019255e-10,6.272797e-11,3.749411e-11,5.528731e-11
2.368615e+00,2.400486e-17,1.027034e-10,6.171662e-11,3.805726e-11,5.583399e-11
2.369077e+00,2.395992e-17,1.034562e-10,6.266481e-11,3.850471e-11,5.642200e-11
2.369539e+00,2.403521e-17,1.041381e-10,6.532709e-11,3.857759e-11,5.704042e-11
2.370001e+00,2.377469e-17,1.047095e-10,6.769512e-11,3.875447e-11,5.768011e-11
2.370463e+00,2.387606e-17,1.051443e-10,6.780553e-11,3.938498e-11,5.833354e-11
2.370925e+00,2.339239e-17,1.054319e-10,6.552751e-11,4.004282e-11,5.899485e-11
2.371386e+00,2.340384e-17,1.055741e-10,6.263700e-11,4.029484e-11,5.965684e-11
2.371848e+00,2.377791e-17,1.055775e-10,6.110330e-11,4.049194e-11,6.031699e-11
2.372310e+00,2.364224e-17,1.054443e-10,6.133459e-11,4.110087e-11,6.096966e-11
2.372772e+00,2.314381e-17,1.051718e-10,6.193720e-11,4.180449e-11,6.161169e-11
2.373234e+00,2.348614e-17,1.047563e-10,6.124155e-11,4.209737e-11,6.224208e-11
2.373695e+00,2.320386e-17,1.042034e-10,5.901238e-11,4.229925e-11,6.285915e-11
2.374157e+00,2.380069e-17,1.035273e-10,5.660449e-11,4.299182e-11,6.346734e-11
2.374619e+00,2.360044e-17,1.027634e-10,5.554502e-11,4.383967e-11,6.406639e-11
2.375081e+00,2.309710e-17,1.019612e-10,5.589640e-11,4.410835e-11,6.465891e-11
2.375543e+00,2.296196e-17,1.011746e-10,5.613987e-11,4.411536e-11,6.525054e-11
2.376004e+00,2.292231e-17,1.004527e-10,5.474142e-11,4.480921e-11,6.584596e-11
2.376466e+00,2.353067e-17,9.982586e-11,5.182693e-11,4.596616e-11,6.645158e-11
2.376928e+00,2.317324e-17,9.931278e-11,4.926936e-11,4.634770e-11,6.706818e-11
2.377390e+00,2.336317e-17,9.891809e-11,4.899153e-11,4.590414e-11,6.769594e-11
2.377852e+00,2.287481e-17,9.864183e-11,5.101006e-11,4.612126e-11,6.833619e-11
2.378313e+00,2.317403e-17,9.847508e-11,5.313900e-11,4.726251e-11,6.898777e-11
