# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 3.996095
# n_absorbers = 27233
# beta_fit = 0.360394
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,3.896407e-02,2903,2.000000e-01,1.292447e+12
1.231141e+01,4.062839e-02,3027,2.000000e-01,2.048390e+12
1.251141e+01,4.179611e-02,3114,2.000000e-01,3.246479e+12
1.271141e+01,4.272223e-02,3183,2.000000e-01,5.145323e+12
1.291141e+01,3.909829e-02,2913,2.000000e-01,8.154787e+12
1.311141e+01,3.483009e-02,2595,2.000000e-01,1.292447e+13
1.331141e+01,2.921969e-02,2177,2.000000e-01,2.048390e+13
1.351141e+01,2.128729e-02,1586,2.000000e-01,3.246479e+13
1.371141e+01,1.708621e-02,1273,2.000000e-01,5.145323e+13
1.391141e+01,1.261668e-02,940,2.000000e-01,8.154787e+13
1.411141e+01,8.939052e-03,666,2.000000e-01,1.292447e+14
1.431141e+01,7.006284e-03,522,2.000000e-01,2.048390e+14
1.451141e+01,5.851992e-03,436,2.000000e-01,3.246479e+14
1.471141e+01,4.536636e-03,338,2.000000e-01,5.145323e+14
1.491141e+01,3.556830e-03,265,2.000000e-01,8.154787e+14
1.511141e+01,2.496492e-03,186,2.000000e-01,1.292447e+15
1.531141e+01,2.040144e-03,152,2.000000e-01,2.048390e+15
1.551141e+01,2.134098e-03,159,2.000000e-01,3.246479e+15
1.571141e+01,1.409310e-03,105,2.000000e-01,5.145323e+15
1.591141e+01,1.181136e-03,88,2.000000e-01,8.154787e+15
1.611141e+01,1.140870e-03,85,2.000000e-01,1.292447e+16
1.631141e+01,6.711000e-04,50,2.000000e-01,2.048390e+16
1.651141e+01,6.845220e-04,51,2.000000e-01,3.246479e+16
1.671141e+01,6.845220e-04,51,2.000000e-01,5.145323e+16
1.691141e+01,5.368800e-04,40,2.000000e-01,8.154787e+16
1.711141e+01,5.234580e-04,39,2.000000e-01,1.292447e+17
1.731141e+01,4.026600e-04,30,2.000000e-01,2.048390e+17
1.751141e+01,4.026600e-04,30,2.000000e-01,3.246479e+17
1.771141e+01,3.355500e-04,25,2.000000e-01,5.145323e+17
1.791141e+01,2.684400e-04,20,2.000000e-01,8.154787e+17
1.811141e+01,5.368800e-04,40,2.000000e-01,1.292447e+18
1.831141e+01,2.818620e-04,21,2.000000e-01,2.048390e+18
1.851141e+01,4.160820e-04,31,2.000000e-01,3.246479e+18
1.871141e+01,2.013300e-04,15,2.000000e-01,5.145323e+18
1.891141e+01,2.281740e-04,17,2.000000e-01,8.154787e+18
1.911141e+01,2.281740e-04,17,2.000000e-01,1.292447e+19
1.931141e+01,2.147520e-04,16,2.000000e-01,2.048390e+19
1.951141e+01,1.207980e-04,9,2.000000e-01,3.246479e+19
1.971141e+01,1.073760e-04,8,2.000000e-01,5.145323e+19
1.991141e+01,5.368800e-05,4,2.000000e-01,8.154787e+19
2.011141e+01,4.026600e-05,3,2.000000e-01,1.292447e+20
2.031141e+01,2.684400e-05,2,2.000000e-01,2.048390e+20
2.051141e+01,1.342200e-05,1,2.000000e-01,3.246479e+20
2.071141e+01,0.000000e+00,0,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
