k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.650586e+02,2.820000e+02,2.820000e+00
2.033942e-03,1.529547e+02,1.497841e+02,1.497841e+00
4.067884e-03,1.387349e+02,1.423905e+02,1.423905e+00
6.101825e-03,1.100355e+02,1.105715e+02,1.105715e+00
8.135767e-03,9.443500e+01,9.419338e+01,9.419338e-01
1.016971e-02,8.223429e+01,8.275816e+01,8.275816e-01
1.220365e-02,7.246428e+01,7.280369e+01,7.280369e-01
1.423759e-02,6.314656e+01,6.335534e+01,6.335534e-01
1.627153e-02,5.706538e+01,5.829879e+01,5.829879e-01
1.830548e-02,4.889662e+01,4.852079e+01,4.852079e-01
2.033942e-02,4.372554e+01,4.482126e+01,4.482126e-01
2.237336e-02,3.874676e+01,3.885964e+01,3.885964e-01
2.440730e-02,3.411645e+01,3.484202e+01,3.484202e-01
2.644124e-02,3.154682e+01,3.227946e+01,3.227946e-01
2.847519e-02,2.756216e+01,2.807666e+01,2.807666e-01
3.050913e-02,2.537978e+01,2.607530e+01,2.607530e-01
3.254307e-02,2.287094e+01,2.356303e+01,2.356303e-01
3.457701e-02,2.054356e+01,2.172844e+01,2.172844e-01
3.661095e-02,1.858421e+01,1.980937e+01,1.980937e-01
3.864489e-02,1.712666e+01,1.802431e+01,1.802431e-01
4.067884e-02,1.527129e+01,1.616946e+01,1.616946e-01
4.271278e-02,1.390409e+01,1.450884e+01,1.450884e-01
4.474672e-02,1.247927e+01,1.309073e+01,1.309073e-01
4.678066e-02,1.135453e+01,1.180857e+01,1.180857e-01
4.881460e-02,1.006777e+01,1.060350e+01,1.060350e-01
5.084854e-02,9.059403e+00,9.639000e+00,9.639000e-02
5.288249e-02,8.164375e+00,8.818933e+00,8.818933e-02
5.491643e-02,7.704070e+00,8.296888e+00,8.296888e-02
5.695037e-02,6.935479e+00,7.331442e+00,7.331442e-02
5.898431e-02,6.232224e+00,6.716563e+00,6.716563e-02
6.101825e-02,5.668639e+00,6.135420e+00,6.135420e-02
6.305220e-02,5.197976e+00,5.571771e+00,5.571771e-02
6.508614e-02,4.660868e+00,5.006671e+00,5.006671e-02
6.712008e-02,4.177621e+00,4.524612e+00,4.524612e-02
6.915402e-02,3.857964e+00,4.174367e+00,4.174367e-02
7.118796e-02,3.531074e+00,3.861961e+00,3.861961e-02
7.322190e-02,3.222742e+00,3.384467e+00,3.384467e-02
7.525585e-02,2.953561e+00,3.226441e+00,3.226441e-02
7.728979e-02,2.751787e+00,2.985245e+00,2.985245e-02
7.932373e-02,2.490542e+00,2.641798e+00,2.641798e-02
8.135767e-02,2.231109e+00,2.385409e+00,2.385409e-02
8.339161e-02,2.095316e+00,2.258427e+00,2.258427e-02
8.542556e-02,1.906915e+00,2.075394e+00,2.075394e-02
8.745950e-02,1.741841e+00,1.895336e+00,1.895336e-02
8.949344e-02,1.626983e+00,1.691528e+00,1.691528e-02
9.152738e-02,1.516168e+00,1.597494e+00,1.597494e-02
9.356132e-02,1.383226e+00,1.498478e+00,1.498478e-02
9.559526e-02,1.284236e+00,1.341034e+00,1.341034e-02
9.762921e-02,1.206738e+00,1.283818e+00,1.283818e-02
9.966315e-02,1.107208e+00,1.174890e+00,1.174890e-02
1.016971e-01,1.040338e+00,1.095416e+00,1.095416e-02
1.037310e-01,9.867357e-01,1.041297e+00,1.041297e-02
1.057650e-01,9.362040e-01,9.928946e-01,9.928946e-03
1.077989e-01,8.691531e-01,9.226795e-01,9.226795e-03
1.098329e-01,8.288321e-01,8.767537e-01,8.767537e-03
1.118668e-01,7.842379e-01,8.346094e-01,8.346094e-03
1.139007e-01,7.293535e-01,7.806134e-01,7.806134e-03
1.159347e-01,7.084412e-01,7.699702e-01,7.699702e-03
1.179686e-01,6.699187e-01,7.236956e-01,7.236956e-03
1.200026e-01,6.437539e-01,6.984279e-01,6.984279e-03
1.220365e-01,6.259044e-01,6.841573e-01,6.841573e-03
1.240704e-01,6.050963e-01,6.676458e-01,6.676458e-03
1.261044e-01,5.951814e-01,6.541669e-01,6.541669e-03
1.281383e-01,5.607899e-01,6.051201e-01,6.051201e-03
1.301723e-01,5.500885e-01,6.047545e-01,6.047545e-03
1.322062e-01,5.398469e-01,5.932035e-01,5.932035e-03
1.342402e-01,5.189756e-01,5.816645e-01,5.816645e-03
1.362741e-01,5.065127e-01,5.836092e-01,5.836092e-03
1.383080e-01,5.053663e-01,5.792754e-01,5.792754e-03
1.403420e-01,4.967999e-01,5.735540e-01,5.735540e-03
1.423759e-01,4.834425e-01,5.466583e-01,5.466583e-03
1.444099e-01,4.724594e-01,5.338970e-01,5.338970e-03
1.464438e-01,4.616752e-01,5.243965e-01,5.243965e-03
1.484778e-01,4.581638e-01,5.232877e-01,5.232877e-03
1.505117e-01,4.463045e-01,5.045171e-01,5.045171e-03
1.525456e-01,4.396117e-01,5.103507e-01,5.103507e-03
1.545796e-01,4.253746e-01,4.932736e-01,4.932736e-03
1.566135e-01,4.145115e-01,4.639636e-01,4.639636e-03
1.586475e-01,4.050722e-01,4.612211e-01,4.612211e-03
1.606814e-01,3.916424e-01,4.265821e-01,4.265821e-03
1.627153e-01,3.842464e-01,4.323064e-01,4.323064e-03
1.647493e-01,3.730918e-01,4.212664e-01,4.212664e-03
1.667832e-01,3.559633e-01,3.948061e-01,3.948061e-03
1.688172e-01,3.488843e-01,3.936871e-01,3.936871e-03
1.708511e-01,3.407398e-01,3.839700e-01,3.839700e-03
1.728851e-01,3.185969e-01,3.501804e-01,3.501804e-03
1.749190e-01,3.120927e-01,3.416587e-01,3.416587e-03
1.769529e-01,3.041536e-01,3.363342e-01,3.363342e-03
1.789869e-01,2.873689e-01,3.112205e-01,3.112205e-03
1.810208e-01,2.744865e-01,2.955062e-01,2.955062e-03
1.830548e-01,2.573998e-01,2.753038e-01,2.753038e-03
1.850887e-01,2.496943e-01,2.726541e-01,2.726541e-03
1.871226e-01,2.381861e-01,2.603419e-01,2.603419e-03
1.891566e-01,2.249248e-01,2.419661e-01,2.419661e-03
1.911905e-01,2.118478e-01,2.265082e-01,2.265082e-03
