k_s_per_km,kPk_pi_p1_0,kPk_pi_p2_0,kPk_pi_p7_0,kPk_pi_p8_0,kPk_pi_p9_0
1.071729e+00,2.871458e-11,2.871458e-11,2.871458e-11,2.871458e-11,2.871458e-11
1.072172e+00,2.851613e-11,2.851613e-11,2.851613e-11,2.851613e-11,2.851613e-11
1.072615e+00,2.829010e-11,2.829010e-11,2.829010e-11,2.829010e-11,2.829010e-11
1.073058e+00,2.803970e-11,2.803970e-11,2.803970e-11,2.803970e-11,2.803970e-11
1.073501e+00,2.776947e-11,2.776947e-11,2.776947e-11,2.776947e-11,2.776947e-11
1.073944e+00,2.748410e-11,2.748410e-11,2.748410e-11,2.748410e-11,2.748410e-11
1.074387e+00,2.718942e-11,2.718942e-11,2.718942e-11,2.718942e-11,2.718942e-11
1.074831e+00,2.689166e-11,2.689166e-11,2.689166e-11,2.689166e-11,2.689166e-11
1.075274e+00,2.659651e-11,2.659651e-11,2.659651e-11,2.659651e-11,2.659651e-11
1.075717e+00,2.630995e-11,2.630995e-11,2.630995e-11,2.630995e-11,2.630995e-11
1.076160e+00,2.603759e-11,2.603759e-11,2.603759e-11,2.603759e-11,2.603759e-11
1.076603e+00,2.578399e-11,2.578399e-11,2.578399e-11,2.578399e-11,2.578399e-11
1.077046e+00,2.555329e-11,2.555329e-11,2.555329e-11,2.555329e-11,2.555329e-11
1.077489e+00,2.534885e-11,2.534885e-11,2.534885e-11,2.534885e-11,2.534885e-11
1.077932e+00,2.517331e-11,2.517331e-11,2.517331e-11,2.517331e-11,2.517331e-11
1.078375e+00,2.502846e-11,2.502846e-11,2.502846e-11,2.502846e-11,2.502846e-11
1.078818e+00,2.491505e-11,2.491505e-11,2.491505e-11,2.491505e-11,2.491505e-11
1.079261e+00,2.483369e-11,2.483369e-11,2.483369e-11,2.483369e-11,2.483369e-11
1.079704e+00,2.478331e-11,2.478331e-11,2.478331e-11,2.478331e-11,2.478331e-11
1.080147e+00,2.476034e-11,2.476034e-11,2.476034e-11,2.476034e-11,2.476034e-11
1.080590e+00,2.476027e-11,2.476027e-11,2.476027e-11,2.476027e-11,2.476027e-11
1.081033e+00,2.477777e-11,2.477777e-11,2.477777e-11,2.477777e-11,2.477777e-11
1.081476e+00,2.480594e-11,2.480594e-11,2.480594e-11,2.480594e-11,2.480594e-11
1.081919e+00,2.483680e-11,2.483680e-11,2.483680e-11,2.483680e-11,2.483680e-11
1.082362e+00,2.486280e-11,2.486280e-11,2.486280e-11,2.486280e-11,2.486280e-11
1.082805e+00,2.487770e-11,2.487770e-11,2.487770e-11,2.487770e-11,2.487770e-11
1.083248e+00,2.487701e-11,2.487701e-11,2.487701e-11,2.487701e-11,2.487701e-11
1.083691e+00,2.485816e-11,2.485816e-11,2.485816e-11,2.485816e-11,2.485816e-11
1.084135e+00,2.482099e-11,2.482099e-11,2.482099e-11,2.482099e-11,2.482099e-11
1.084578e+00,2.476718e-11,2.476718e-11,2.476718e-11,2.476718e-11,2.476718e-11
1.085021e+00,2.469965e-11,2.469965e-11,2.469965e-11,2.469965e-11,2.469965e-11
1.085464e+00,2.462169e-11,2.462169e-11,2.462169e-11,2.462169e-11,2.462169e-11
1.085907e+00,2.453672e-11,2.453672e-11,2.453672e-11,2.453672e-11,2.453672e-11
1.086350e+00,2.444795e-11,2.444795e-11,2.444795e-11,2.444795e-11,2.444795e-11
1.086793e+00,2.435623e-11,2.435623e-11,2.435623e-11,2.435623e-11,2.435623e-11
1.087236e+00,2.426088e-11,2.426088e-11,2.426088e-11,2.426088e-11,2.426088e-11
1.087679e+00,2.416018e-11,2.416018e-11,2.416018e-11,2.416018e-11,2.416018e-11
1.088122e+00,2.405177e-11,2.405177e-11,2.405177e-11,2.405177e-11,2.405177e-11
1.088565e+00,2.393318e-11,2.393318e-11,2.393318e-11,2.393318e-11,2.393318e-11
1.089008e+00,2.380216e-11,2.380216e-11,2.380216e-11,2.380216e-11,2.380216e-11
1.089451e+00,2.365790e-11,2.365790e-11,2.365790e-11,2.365790e-11,2.365790e-11
1.089894e+00,2.350105e-11,2.350105e-11,2.350105e-11,2.350105e-11,2.350105e-11
1.090337e+00,2.333439e-11,2.333439e-11,2.333439e-11,2.333439e-11,2.333439e-11
1.090780e+00,2.316262e-11,2.316262e-11,2.316262e-11,2.316262e-11,2.316262e-11
1.091223e+00,2.299166e-11,2.299166e-11,2.299166e-11,2.299166e-11,2.299166e-11
1.091666e+00,2.282875e-11,2.282875e-11,2.282875e-11,2.282875e-11,2.282875e-11
1.092109e+00,2.268200e-11,2.268200e-11,2.268200e-11,2.268200e-11,2.268200e-11
1.092552e+00,2.255915e-11,2.255915e-11,2.255915e-11,2.255915e-11,2.255915e-11
1.092995e+00,2.246744e-11,2.246744e-11,2.246744e-11,2.246744e-11,2.246744e-11
1.093438e+00,2.241488e-11,2.241488e-11,2.241488e-11,2.241488e-11,2.241488e-11
1.093882e+00,2.240907e-11,2.240907e-11,2.240907e-11,2.240907e-11,2.240907e-11
1.094325e+00,2.245562e-11,2.245562e-11,2.245562e-11,2.245562e-11,2.245562e-11
1.094768e+00,2.255989e-11,2.255989e-11,2.255989e-11,2.255989e-11,2.255989e-11
1.095211e+00,2.272752e-11,2.272752e-11,2.272752e-11,2.272752e-11,2.272752e-11
1.095654e+00,2.296237e-11,2.296237e-11,2.296237e-11,2.296237e-11,2.296237e-11
1.096097e+00,2.326665e-11,2.326665e-11,2.326665e-11,2.326665e-11,2.326665e-11
1.096540e+00,2.364153e-11,2.364153e-11,2.364153e-11,2.364153e-11,2.364153e-11
1.096983e+00,2.408635e-11,2.408635e-11,2.408635e-11,2.408635e-11,2.408635e-11
1.097426e+00,2.459814e-11,2.459814e-11,2.459814e-11,2.459814e-11,2.459814e-11
1.097869e+00,2.517105e-11,2.517105e-11,2.517105e-11,2.517105e-11,2.517105e-11
1.098312e+00,2.579682e-11,2.579682e-11,2.579682e-11,2.579682e-11,2.579682e-11
1.098755e+00,2.646531e-11,2.646531e-11,2.646531e-11,2.646531e-11,2.646531e-11
1.099198e+00,2.716391e-11,2.716391e-11,2.716391e-11,2.716391e-11,2.716391e-11
1.099641e+00,2.787832e-11,2.787832e-11,2.787832e-11,2.787832e-11,2.787832e-11
1.100084e+00,2.859352e-11,2.859352e-11,2.859352e-11,2.859352e-11,2.859352e-11
1.100527e+00,2.929379e-11,2.929379e-11,2.929379e-11,2.929379e-11,2.929379e-11
1.100970e+00,2.996383e-11,2.996383e-11,2.996383e-11,2.996383e-11,2.996383e-11
1.101413e+00,3.058949e-11,3.058949e-11,3.058949e-11,3.058949e-11,3.058949e-11
1.101856e+00,3.115817e-11,3.115817e-11,3.115817e-11,3.115817e-11,3.115817e-11
1.102299e+00,3.166015e-11,3.166015e-11,3.166015e-11,3.166015e-11,3.166015e-11
1.102742e+00,3.208780e-11,3.208780e-11,3.208780e-11,3.208780e-11,3.208780e-11
1.103186e+00,3.243669e-11,3.243669e-11,3.243669e-11,3.243669e-11,3.243669e-11
1.103629e+00,3.270573e-11,3.270573e-11,3.270573e-11,3.270573e-11,3.270573e-11
1.104072e+00,3.289696e-11,3.289696e-11,3.289696e-11,3.289696e-11,3.289696e-11
1.104515e+00,3.301609e-11,3.301609e-11,3.301609e-11,3.301609e-11,3.301609e-11
1.104958e+00,3.307104e-11,3.307104e-11,3.307104e-11,3.307104e-11,3.307104e-11
1.105401e+00,3.307166e-11,3.307166e-11,3.307166e-11,3.307166e-11,3.307166e-11
1.105844e+00,3.302958e-11,3.302958e-11,3.302958e-11,3.302958e-11,3.302958e-11
1.106287e+00,3.295720e-11,3.295720e-11,3.295720e-11,3.295720e-11,3.295720e-11
1.106730e+00,3.286636e-11,3.286636e-11,3.286636e-11,3.286636e-11,3.286636e-11
1.107173e+00,3.276853e-11,3.276853e-11,3.276853e-11,3.276853e-11,3.276853e-11
1.107616e+00,3.267398e-11,3.267398e-11,3.267398e-11,3.267398e-11,3.267398e-11
1.108059e+00,3.259070e-11,3.259070e-11,3.259070e-11,3.259070e-11,3.259070e-11
1.108502e+00,3.252512e-11,3.252512e-11,3.252512e-11,3.252512e-11,3.252512e-11
1.108945e+00,3.248099e-11,3.248099e-11,3.248099e-11,3.248099e-11,3.248099e-11
1.109388e+00,3.246009e-11,3.246009e-11,3.246009e-11,3.246009e-11,3.246009e-11
1.109831e+00,3.246311e-11,3.246311e-11,3.246311e-11,3.246311e-11,3.246311e-11
1.110274e+00,3.248839e-11,3.248839e-11,3.248839e-11,3.248839e-11,3.248839e-11
1.110717e+00,3.253227e-11,3.253227e-11,3.253227e-11,3.253227e-11,3.253227e-11
1.111160e+00,3.258997e-11,3.258997e-11,3.258997e-11,3.258997e-11,3.258997e-11
1.111603e+00,3.265578e-11,3.265578e-11,3.265578e-11,3.265578e-11,3.265578e-11
1.112046e+00,3.272301e-11,3.272301e-11,3.272301e-11,3.272301e-11,3.272301e-11
1.112489e+00,3.278426e-11,3.278426e-11,3.278426e-11,3.278426e-11,3.278426e-11
1.112933e+00,3.283087e-11,3.283087e-11,3.283087e-11,3.283087e-11,3.283087e-11
1.113376e+00,3.285336e-11,3.285336e-11,3.285336e-11,3.285336e-11,3.285336e-11
1.113819e+00,3.284289e-11,3.284289e-11,3.284289e-11,3.284289e-11,3.284289e-11
1.114262e+00,3.279037e-11,3.279037e-11,3.279037e-11,3.279037e-11,3.279037e-11
1.114705e+00,3.268710e-11,3.268710e-11,3.268710e-11,3.268710e-11,3.268710e-11
1.115148e+00,3.252566e-11,3.252566e-11,3.252566e-11,3.252566e-11,3.252566e-11
1.115591e+00,3.230060e-11,3.230060e-11,3.230060e-11,3.230060e-11,3.230060e-11
1.116034e+00,3.200910e-11,3.200910e-11,3.200910e-11,3.200910e-11,3.200910e-11
1.116477e+00,3.165130e-11,3.165130e-11,3.165130e-11,3.165130e-11,3.165130e-11
1.116920e+00,3.123068e-11,3.123068e-11,3.123068e-11,3.123068e-11,3.123068e-11
1.117363e+00,3.075377e-11,3.075377e-11,3.075377e-11,3.075377e-11,3.075377e-11
1.117806e+00,3.023133e-11,3.023133e-11,3.023133e-11,3.023133e-11,3.023133e-11
1.118249e+00,2.967651e-11,2.967651e-11,2.967651e-11,2.967651e-11,2.967651e-11
1.118692e+00,2.910365e-11,2.910365e-11,2.910365e-11,2.910365e-11,2.910365e-11
1.119135e+00,2.852906e-11,2.852906e-11,2.852906e-11,2.852906e-11,2.852906e-11
1.119578e+00,2.796787e-11,2.796787e-11,2.796787e-11,2.796787e-11,2.796787e-11
1.120021e+00,2.743349e-11,2.743349e-11,2.743349e-11,2.743349e-11,2.743349e-11
1.120464e+00,2.693798e-11,2.693798e-11,2.693798e-11,2.693798e-11,2.693798e-11
1.120907e+00,2.649034e-11,2.649034e-11,2.649034e-11,2.649034e-11,2.649034e-11
1.121350e+00,2.609652e-11,2.609652e-11,2.609652e-11,2.609652e-11,2.609652e-11
1.121793e+00,2.575997e-11,2.575997e-11,2.575997e-11,2.575997e-11,2.575997e-11
1.122236e+00,2.548223e-11,2.548223e-11,2.548223e-11,2.548223e-11,2.548223e-11
1.122680e+00,2.526306e-11,2.526306e-11,2.526306e-11,2.526306e-11,2.526306e-11
1.123123e+00,2.510138e-11,2.510138e-11,2.510138e-11,2.510138e-11,2.510138e-11
1.123566e+00,2.499529e-11,2.499529e-11,2.499529e-11,2.499529e-11,2.499529e-11
1.124009e+00,2.494235e-11,2.494235e-11,2.494235e-11,2.494235e-11,2.494235e-11
1.124452e+00,2.494012e-11,2.494012e-11,2.494012e-11,2.494012e-11,2.494012e-11
1.124895e+00,2.498499e-11,2.498499e-11,2.498499e-11,2.498499e-11,2.498499e-11
1.125338e+00,2.507179e-11,2.507179e-11,2.507179e-11,2.507179e-11,2.507179e-11
1.125781e+00,2.519381e-11,2.519381e-11,2.519381e-11,2.519381e-11,2.519381e-11
1.126224e+00,2.534318e-11,2.534318e-11,2.534318e-11,2.534318e-11,2.534318e-11
1.126667e+00,2.551101e-11,2.551101e-11,2.551101e-11,2.551101e-11,2.551101e-11
1.127110e+00,2.568771e-11,2.568771e-11,2.568771e-11,2.568771e-11,2.568771e-11
1.127553e+00,2.586364e-11,2.586364e-11,2.586364e-11,2.586364e-11,2.586364e-11
1.127996e+00,2.603067e-11,2.603067e-11,2.603067e-11,2.603067e-11,2.603067e-11
1.128439e+00,2.618391e-11,2.618391e-11,2.618391e-11,2.618391e-11,2.618391e-11
1.128882e+00,2.632084e-11,2.632084e-11,2.632084e-11,2.632084e-11,2.632084e-11
1.129325e+00,2.644232e-11,2.644232e-11,2.644232e-11,2.644232e-11,2.644232e-11
1.129768e+00,2.655366e-11,2.655366e-11,2.655366e-11,2.655366e-11,2.655366e-11
1.130211e+00,2.666272e-11,2.666272e-11,2.666272e-11,2.666272e-11,2.666272e-11
1.130654e+00,2.677792e-11,2.677792e-11,2.677792e-11,2.677792e-11,2.677792e-11
1.131097e+00,2.690713e-11,2.690713e-11,2.690713e-11,2.690713e-11,2.690713e-11
1.131540e+00,2.705709e-11,2.705709e-11,2.705709e-11,2.705709e-11,2.705709e-11
1.131984e+00,2.723169e-11,2.723169e-11,2.723169e-11,2.723169e-11,2.723169e-11
1.132427e+00,2.743155e-11,2.743155e-11,2.743155e-11,2.743155e-11,2.743155e-11
1.132870e+00,2.765400e-11,2.765400e-11,2.765400e-11,2.765400e-11,2.765400e-11
1.133313e+00,2.789182e-11,2.789182e-11,2.789182e-11,2.789182e-11,2.789182e-11
1.133756e+00,2.813567e-11,2.813567e-11,2.813567e-11,2.813567e-11,2.813567e-11
1.134199e+00,2.837600e-11,2.837600e-11,2.837600e-11,2.837600e-11,2.837600e-11
1.134642e+00,2.860224e-11,2.860224e-11,2.860224e-11,2.860224e-11,2.860224e-11
1.135085e+00,2.880446e-11,2.880446e-11,2.880446e-11,2.880446e-11,2.880446e-11
1.135528e+00,2.897475e-11,2.897475e-11,2.897475e-11,2.897475e-11,2.897475e-11
1.135971e+00,2.910692e-11,2.910692e-11,2.910692e-11,2.910692e-11,2.910692e-11
1.136414e+00,2.919699e-11,2.919699e-11,2.919699e-11,2.919699e-11,2.919699e-11
1.136857e+00,2.924291e-11,2.924291e-11,2.924291e-11,2.924291e-11,2.924291e-11
1.137300e+00,2.924376e-11,2.924376e-11,2.924376e-11,2.924376e-11,2.924376e-11
1.137743e+00,2.919964e-11,2.919964e-11,2.919964e-11,2.919964e-11,2.919964e-11
1.138186e+00,2.911104e-11,2.911104e-11,2.911104e-11,2.911104e-11,2.911104e-11
1.138629e+00,2.897878e-11,2.897878e-11,2.897878e-11,2.897878e-11,2.897878e-11
1.139072e+00,2.880497e-11,2.880497e-11,2.880497e-11,2.880497e-11,2.880497e-11
1.139515e+00,2.859215e-11,2.859215e-11,2.859215e-11,2.859215e-11,2.859215e-11
1.139958e+00,2.834314e-11,2.834314e-11,2.834314e-11,2.834314e-11,2.834314e-11
1.140401e+00,2.806132e-11,2.806132e-11,2.806132e-11,2.806132e-11,2.806132e-11
1.140844e+00,2.775060e-11,2.775060e-11,2.775060e-11,2.775060e-11,2.775060e-11
1.141287e+00,2.741624e-11,2.741624e-11,2.741624e-11,2.741624e-11,2.741624e-11
1.141731e+00,2.706392e-11,2.706392e-11,2.706392e-11,2.706392e-11,2.706392e-11
1.142174e+00,2.669996e-11,2.669996e-11,2.669996e-11,2.669996e-11,2.669996e-11
1.142617e+00,2.633152e-11,2.633152e-11,2.633152e-11,2.633152e-11,2.633152e-11
1.143060e+00,2.596626e-11,2.596626e-11,2.596626e-11,2.596626e-11,2.596626e-11
1.143503e+00,2.561297e-11,2.561297e-11,2.561297e-11,2.561297e-11,2.561297e-11
1.143946e+00,2.528051e-11,2.528051e-11,2.528051e-11,2.528051e-11,2.528051e-11
1.144389e+00,2.497858e-11,2.497858e-11,2.497858e-11,2.497858e-11,2.497858e-11
1.144832e+00,2.471711e-11,2.471711e-11,2.471711e-11,2.471711e-11,2.471711e-11
1.145275e+00,2.450526e-11,2.450526e-11,2.450526e-11,2.450526e-11,2.450526e-11
1.145718e+00,2.435064e-11,2.435064e-11,2.435064e-11,2.435064e-11,2.435064e-11
1.146161e+00,2.425853e-11,2.425853e-11,2.425853e-11,2.425853e-11,2.425853e-11
1.146604e+00,2.423211e-11,2.423211e-11,2.423211e-11,2.423211e-11,2.423211e-11
1.147047e+00,2.427013e-11,2.427013e-11,2.427013e-11,2.427013e-11,2.427013e-11
1.147490e+00,2.436828e-11,2.436828e-11,2.436828e-11,2.436828e-11,2.436828e-11
1.147933e+00,2.452056e-11,2.452056e-11,2.452056e-11,2.452056e-11,2.452056e-11
1.148376e+00,2.471841e-11,2.471841e-11,2.471841e-11,2.471841e-11,2.471841e-11
1.148819e+00,2.495305e-11,2.495305e-11,2.495305e-11,2.495305e-11,2.495305e-11
1.149262e+00,2.521643e-11,2.521643e-11,2.521643e-11,2.521643e-11,2.521643e-11
1.149705e+00,2.550369e-11,2.550369e-11,2.550369e-11,2.550369e-11,2.550369e-11
1.150148e+00,2.581340e-11,2.581340e-11,2.581340e-11,2.581340e-11,2.581340e-11
1.150591e+00,2.614627e-11,2.614627e-11,2.614627e-11,2.614627e-11,2.614627e-11
1.151035e+00,2.650718e-11,2.650718e-11,2.650718e-11,2.650718e-11,2.650718e-11
1.151478e+00,2.690284e-11,2.690284e-11,2.690284e-11,2.690284e-11,2.690284e-11
1.151921e+00,2.734075e-11,2.734075e-11,2.734075e-11,2.734075e-11,2.734075e-11
1.152364e+00,2.782741e-11,2.782741e-11,2.782741e-11,2.782741e-11,2.782741e-11
1.152807e+00,2.836543e-11,2.836543e-11,2.836543e-11,2.836543e-11,2.836543e-11
1.153250e+00,2.895414e-11,2.895414e-11,2.895414e-11,2.895414e-11,2.895414e-11
1.153693e+00,2.958871e-11,2.958871e-11,2.958871e-11,2.958871e-11,2.958871e-11
1.154136e+00,3.026023e-11,3.026023e-11,3.026023e-11,3.026023e-11,3.026023e-11
1.154579e+00,3.095552e-11,3.095552e-11,3.095552e-11,3.095552e-11,3.095552e-11
1.155022e+00,3.165907e-11,3.165907e-11,3.165907e-11,3.165907e-11,3.165907e-11
1.155465e+00,3.235555e-11,3.235555e-11,3.235555e-11,3.235555e-11,3.235555e-11
1.155908e+00,3.302966e-11,3.302966e-11,3.302966e-11,3.302966e-11,3.302966e-11
1.156351e+00,3.366745e-11,3.366745e-11,3.366745e-11,3.366745e-11,3.366745e-11
1.156794e+00,3.425687e-11,3.425687e-11,3.425687e-11,3.425687e-11,3.425687e-11
1.157237e+00,3.478765e-11,3.478765e-11,3.478765e-11,3.478765e-11,3.478765e-11
1.157680e+00,3.525147e-11,3.525147e-11,3.525147e-11,3.525147e-11,3.525147e-11
1.158123e+00,3.564101e-11,3.564101e-11,3.564101e-11,3.564101e-11,3.564101e-11
1.158566e+00,3.594935e-11,3.594935e-11,3.594935e-11,3.594935e-11,3.594935e-11
1.159009e+00,3.617028e-11,3.617028e-11,3.617028e-11,3.617028e-11,3.617028e-11
1.159452e+00,3.629854e-11,3.629854e-11,3.629854e-11,3.629854e-11,3.629854e-11
1.159895e+00,3.632975e-11,3.632975e-11,3.632975e-11,3.632975e-11,3.632975e-11
1.160338e+00,3.626087e-11,3.626087e-11,3.626087e-11,3.626087e-11,3.626087e-11
1.160782e+00,3.609179e-11,3.609179e-11,3.609179e-11,3.609179e-11,3.609179e-11
1.161225e+00,3.582427e-11,3.582427e-11,3.582427e-11,3.582427e-11,3.582427e-11
1.161668e+00,3.546228e-11,3.546228e-11,3.546228e-11,3.546228e-11,3.546228e-11
1.162111e+00,3.501291e-11,3.501291e-11,3.501291e-11,3.501291e-11,3.501291e-11
1.162554e+00,3.448516e-11,3.448516e-11,3.448516e-11,3.448516e-11,3.448516e-11
1.162997e+00,3.388856e-11,3.388856e-11,3.388856e-11,3.388856e-11,3.388856e-11
1.163440e+00,3.323330e-11,3.323330e-11,3.323330e-11,3.323330e-11,3.323330e-11
1.163883e+00,3.252967e-11,3.252967e-11,3.252967e-11,3.252967e-11,3.252967e-11
1.164326e+00,3.178604e-11,3.178604e-11,3.178604e-11,3.178604e-11,3.178604e-11
1.164769e+00,3.101062e-11,3.101062e-11,3.101062e-11,3.101062e-11,3.101062e-11
1.165212e+00,3.021153e-11,3.021153e-11,3.021153e-11,3.021153e-11,3.021153e-11
1.165655e+00,2.939571e-11,2.939571e-11,2.939571e-11,2.939571e-11,2.939571e-11
1.166098e+00,2.857079e-11,2.857079e-11,2.857079e-11,2.857079e-11,2.857079e-11
1.166541e+00,2.774602e-11,2.774602e-11,2.774602e-11,2.774602e-11,2.774602e-11
1.166984e+00,2.693140e-11,2.693140e-11,2.693140e-11,2.693140e-11,2.693140e-11
1.167427e+00,2.613810e-11,2.613810e-11,2.613810e-11,2.613810e-11,2.613810e-11
1.167870e+00,2.537944e-11,2.537944e-11,2.537944e-11,2.537944e-11,2.537944e-11
1.168313e+00,2.466885e-11,2.466885e-11,2.466885e-11,2.466885e-11,2.466885e-11
1.168756e+00,2.401976e-11,2.401976e-11,2.401976e-11,2.401976e-11,2.401976e-11
1.169199e+00,2.344562e-11,2.344562e-11,2.344562e-11,2.344562e-11,2.344562e-11
1.169642e+00,2.295873e-11,2.295873e-11,2.295873e-11,2.295873e-11,2.295873e-11
1.170086e+00,2.256977e-11,2.256977e-11,2.256977e-11,2.256977e-11,2.256977e-11
1.170529e+00,2.228741e-11,2.228741e-11,2.228741e-11,2.228741e-11,2.228741e-11
1.170972e+00,2.211884e-11,2.211884e-11,2.211884e-11,2.211884e-11,2.211884e-11
1.171415e+00,2.206857e-11,2.206857e-11,2.206857e-11,2.206857e-11,2.206857e-11
1.171858e+00,2.213837e-11,2.213837e-11,2.213837e-11,2.213837e-11,2.213837e-11
1.172301e+00,2.232765e-11,2.232765e-11,2.232765e-11,2.232765e-11,2.232765e-11
1.172744e+00,2.263328e-11,2.263328e-11,2.263328e-11,2.263328e-11,2.263328e-11
1.173187e+00,2.304932e-11,2.304932e-11,2.304932e-11,2.304932e-11,2.304932e-11
1.173630e+00,2.356764e-11,2.356764e-11,2.356764e-11,2.356764e-11,2.356764e-11
1.174073e+00,2.417828e-11,2.417828e-11,2.417828e-11,2.417828e-11,2.417828e-11
1.174516e+00,2.486972e-11,2.486972e-11,2.486972e-11,2.486972e-11,2.486972e-11
1.174959e+00,2.563004e-11,2.563004e-11,2.563004e-11,2.563004e-11,2.563004e-11
1.175402e+00,2.644700e-11,2.644700e-11,2.644700e-11,2.644700e-11,2.644700e-11
1.175845e+00,2.730914e-11,2.730914e-11,2.730914e-11,2.730914e-11,2.730914e-11
1.176288e+00,2.820556e-11,2.820556e-11,2.820556e-11,2.820556e-11,2.820556e-11
1.176731e+00,2.912480e-11,2.912480e-11,2.912480e-11,2.912480e-11,2.912480e-11
1.177174e+00,3.005609e-11,3.005609e-11,3.005609e-11,3.005609e-11,3.005609e-11
1.177617e+00,3.098746e-11,3.098746e-11,3.098746e-11,3.098746e-11,3.098746e-11
1.178060e+00,3.190456e-11,3.190456e-11,3.190456e-11,3.190456e-11,3.190456e-11
1.178503e+00,3.279064e-11,3.279064e-11,3.279064e-11,3.279064e-11,3.279064e-11
1.178946e+00,3.362620e-11,3.362620e-11,3.362620e-11,3.362620e-11,3.362620e-11
1.179389e+00,3.438835e-11,3.438835e-11,3.438835e-11,3.438835e-11,3.438835e-11
1.179833e+00,3.505264e-11,3.505264e-11,3.505264e-11,3.505264e-11,3.505264e-11
1.180276e+00,3.559627e-11,3.559627e-11,3.559627e-11,3.559627e-11,3.559627e-11
1.180719e+00,3.599797e-11,3.599797e-11,3.599797e-11,3.599797e-11,3.599797e-11
1.181162e+00,3.624088e-11,3.624088e-11,3.624088e-11,3.624088e-11,3.624088e-11
1.181605e+00,3.631566e-11,3.631566e-11,3.631566e-11,3.631566e-11,3.631566e-11
1.182048e+00,3.622170e-11,3.622170e-11,3.622170e-11,3.622170e-11,3.622170e-11
1.182491e+00,3.596736e-11,3.596736e-11,3.596736e-11,3.596736e-11,3.596736e-11
1.182934e+00,3.556911e-11,3.556911e-11,3.556911e-11,3.556911e-11,3.556911e-11
1.183377e+00,3.505159e-11,3.505159e-11,3.505159e-11,3.505159e-11,3.505159e-11
1.183820e+00,3.444421e-11,3.444421e-11,3.444421e-11,3.444421e-11,3.444421e-11
1.184263e+00,3.377863e-11,3.377863e-11,3.377863e-11,3.377863e-11,3.377863e-11
1.184706e+00,3.308727e-11,3.308727e-11,3.308727e-11,3.308727e-11,3.308727e-11
1.185149e+00,3.239972e-11,3.239972e-11,3.239972e-11,3.239972e-11,3.239972e-11
1.185592e+00,3.174119e-11,3.174119e-11,3.174119e-11,3.174119e-11,3.174119e-11
1.186035e+00,3.113159e-11,3.113159e-11,3.113159e-11,3.113159e-11,3.113159e-11
1.186478e+00,3.058518e-11,3.058518e-11,3.058518e-11,3.058518e-11,3.058518e-11
1.186921e+00,3.011019e-11,3.011019e-11,3.011019e-11,3.011019e-11,3.011019e-11
1.187364e+00,2.970931e-11,2.970931e-11,2.970931e-11,2.970931e-11,2.970931e-11
1.187807e+00,2.938215e-11,2.938215e-11,2.938215e-11,2.938215e-11,2.938215e-11
1.188250e+00,2.912550e-11,2.912550e-11,2.912550e-11,2.912550e-11,2.912550e-11
1.188693e+00,2.893484e-11,2.893484e-11,2.893484e-11,2.893484e-11,2.893484e-11
1.189137e+00,2.880562e-11,2.880562e-11,2.880562e-11,2.880562e-11,2.880562e-11
1.189580e+00,2.873293e-11,2.873293e-11,2.873293e-11,2.873293e-11,2.873293e-11
1.190023e+00,2.871317e-11,2.871317e-11,2.871317e-11,2.871317e-11,2.871317e-11
1.190466e+00,2.874397e-11,2.874397e-11,2.874397e-11,2.874397e-11,2.874397e-11
1.190909e+00,2.882429e-11,2.882429e-11,2.882429e-11,2.882429e-11,2.882429e-11
1.191352e+00,2.895424e-11,2.895424e-11,2.895424e-11,2.895424e-11,2.895424e-11
1.191795e+00,2.913344e-11,2.913344e-11,2.913344e-11,2.913344e-11,2.913344e-11
1.192238e+00,2.936050e-11,2.936050e-11,2.936050e-11,2.936050e-11,2.936050e-11
1.192681e+00,2.963320e-11,2.963320e-11,2.963320e-11,2.963320e-11,2.963320e-11
1.193124e+00,2.994698e-11,2.994698e-11,2.994698e-11,2.994698e-11,2.994698e-11
1.193567e+00,3.029347e-11,3.029347e-11,3.029347e-11,3.029347e-11,3.029347e-11
1.194010e+00,3.066060e-11,3.066060e-11,3.066060e-11,3.066060e-11,3.066060e-11
1.194453e+00,3.103229e-11,3.103229e-11,3.103229e-11,3.103229e-11,3.103229e-11
1.194896e+00,3.138925e-11,3.138925e-11,3.138925e-11,3.138925e-11,3.138925e-11
1.195339e+00,3.171136e-11,3.171136e-11,3.171136e-11,3.171136e-11,3.171136e-11
1.195782e+00,3.197887e-11,3.197887e-11,3.197887e-11,3.197887e-11,3.197887e-11
1.196225e+00,3.217369e-11,3.217369e-11,3.217369e-11,3.217369e-11,3.217369e-11
1.196668e+00,3.228252e-11,3.228252e-11,3.228252e-11,3.228252e-11,3.228252e-11
1.197111e+00,3.229884e-11,3.229884e-11,3.229884e-11,3.229884e-11,3.229884e-11
1.197554e+00,3.222272e-11,3.222272e-11,3.222272e-11,3.222272e-11,3.222272e-11
1.197997e+00,3.206157e-11,3.206157e-11,3.206157e-11,3.206157e-11,3.206157e-11
1.198440e+00,3.182964e-11,3.182964e-11,3.182964e-11,3.182964e-11,3.182964e-11
1.198884e+00,3.154457e-11,3.154457e-11,3.154457e-11,3.154457e-11,3.154457e-11
1.199327e+00,3.122634e-11,3.122634e-11,3.122634e-11,3.122634e-11,3.122634e-11
1.199770e+00,3.089517e-11,3.089517e-11,3.089517e-11,3.089517e-11,3.089517e-11
